ticker,date,gap_pct,candle_color,entry_price,eod_close,eod_return,atr,price_below_entry_after_ft,a1_pullback_before_high,a2_deepest_pullback_pct,a3_pullback_bar_idx,a3_pullback_minutes,a4_recovered_above_ft_high,b1_drawdown_from_session_high,b2_multiple_hod_attempts,hod_minutes_from_open,session_high_price,e1_entry,e1_mae,e1_mfe,e1_eod_return,e2_found,e2_entry,e2_mae,e2_mfe,e2_eod_return,e2_price_improvement,e2_cheaper,e3_found,e3_entry,e3_mae,e3_mfe,e3_eod_return,e3_price_improvement,e3_cheaper,full_mfe_pct,hold_return_930,hold_return_1000,hold_return_1030,hold_return_1100,hold_return_1130,hold_return_1200,hold_mfe_pct_930,hold_mfe_pct_1000,hold_mfe_pct_1030,hold_mfe_pct_1100,hold_mfe_pct_1130,hold_mfe_pct_1200
ABNB,2024-09-19,0.0445896284197631,BULLISH,129.595,128.75,-0.006520313283691492,3.523214285714285,True,True,-0.0022377406535745363,0,5.0,True,-0.021061852528945876,False,65.0,131.28,129.595,-0.008333654847795151,0.01300204483197656,-0.006520313283691492,True,129.98,-0.011270964763809845,0.01000153869826136,-0.009462994306816356,-0.002970793626297241,False,True,129.69,-0.009060066311974797,0.012260004626416866,-0.00724805304957975,-0.0007330529727227043,False,0.01300204483197656,0.01184459276978276,0.005285697750684843,0.01026274161811808,0.0060573324588139715,0.007137621050194926,0.0077935105521045635,91.09792284866437,40.652818991098,78.9317507418404,46.58753709198787,54.89614243323503,59.94065281899048
ABNB,2025-01-15,0.0205361341903118,BULLISH,132.4,132.48,0.000604229607250635,3.375714285714286,True,True,-0.009818731117824858,2,15.0,True,-0.01375319404779808,True,70.0,133.06,132.4,-0.0166163141993959,0.004984894259818705,0.000604229607250635,True,131.6,-0.003305471124620078,0.011094224924012219,0.006686930091185376,0.006042296072507639,True,True,131.355,-0.0019413040995774464,0.01298009211678286,0.008564576909900652,0.00789274924471311,True,0.004984894259818705,-0.0004531722054380836,0.0021903323262839275,-0.004154078549849029,-0.0027945619335347774,-0.007477341389728165,-0.005362537764350513,-9.090909090909483,43.93939393939296,-83.3333333333355,-56.06060606060704,-150.00000000000216,-107.57575757575934
ABNB,2025-02-14,0.1201701524282168,NEUTRAL,160.52,161.57,0.0065412409668576055,5.176071428571428,True,True,-0.004703463742835932,5,30.0,True,-0.022755002440214677,False,85.0,163.92,160.52,-0.006292050834787063,0.021181161226015308,0.0065412409668576055,True,161.4,-0.010130111524163689,0.01561338289962814,0.0010532837670383364,-0.005482182905556911,False,True,160.27,-0.0031509328008986325,0.022774068758969097,0.008111312160728664,0.0015574383254423124,True,0.021181161226015308,0.007164216297034495,0.012552952903064954,0.006416645900822334,0.006603538499875419,0.01171193620732616,0.004610017443309124,33.82352941176426,59.26470588235294,30.294117647059053,31.176470588235567,55.29411764705906,21.764705882352516
ACHR,2024-02-29,0.0212314225053077,NEUTRAL,4.965,4.82,-0.029204431017119753,0.2614285714285714,True,False,0.0,0,0.0,False,-0.032193158953722364,False,20.0,4.97,4.965,-0.03121852970795574,0.001007049345417904,-0.029204431017119753,True,4.845,-0.007223942208462362,0.013415892672858698,-0.005159958720330127,0.024169184290030232,True,False,,,,,,False,0.001007049345417904,-0.024169184290030232,-0.02014098690835844,-0.027190332326283945,-0.012084592145015028,-0.021148036253776342,-0.025176233635448138,-2400.000000000053,-2000.000000000036,-2700.000000000053,-1200.0000000000177,-2100.0000000000355,-2500.000000000053
ACHR,2024-03-06,0.0332541567695961,BULLISH,4.455,4.24,-0.048260381593714895,0.2525,True,True,-0.0033670033670032953,2,15.0,True,-0.07700770077007693,False,175.0,4.545,4.455,-0.05836139169472498,0.02020202020202017,-0.048260381593714895,True,4.46,-0.05941704035874432,0.019058295964125553,-0.049327354260089634,-0.001122334455667765,False,True,4.44,-0.0551801801801802,0.023648648648648542,-0.045045045045045085,0.0033670033670032953,True,0.02020202020202017,0.0,0.0,0.0,-0.0033670033670032953,0.01346801346801338,0.0033670033670032953,0.0,0.0,0.0,-16.666666666666337,66.66666666666634,16.666666666666337
ACHR,2024-07-02,0.0218978102189781,BULLISH,3.7,3.715,0.0040540540540539675,0.2342857142857142,True,True,-0.0013513513513514425,1,10.0,True,-0.052840158520475605,False,25.0,3.785,3.7,-0.03108108108108114,0.022972972972972964,0.0040540540540539675,True,3.76,-0.04654255319148932,0.0066489361702128606,-0.011968085106382961,-0.01621621621621611,False,True,3.705,-0.032388663967611364,0.021592442645074244,0.00269905533063422,-0.0013513513513513226,False,0.022972972972972964,-0.025675675675675726,-0.025675675675675726,-0.028378378378378373,-0.0067567567567568525,-0.0067567567567568525,-0.004054054054054087,-111.76470588235321,-111.76470588235321,-123.52941176470591,-29.41176470588278,-29.41176470588278,-17.647058823529562
ACHR,2024-08-08,0.0261096605744125,BULLISH,4.05,3.99,-0.014814814814814718,0.2985714285714285,True,True,-0.01728395061728391,16,95.0,True,-0.023284313725490245,False,290.0,4.08,4.05,-0.01728395061728391,0.007407407407407469,-0.014814814814814718,True,4.035,-0.013630731102850102,0.011152416356877306,-0.011152416356877306,0.003703703703703625,True,True,3.98,0.0,0.02512562814070354,0.00251256281407041,0.01728395061728391,True,0.007407407407407469,0.0,0.0,-0.0012345679012345416,0.0012345679012345416,-0.0049382716049381666,-0.01728395061728391,0.0,0.0,-16.66666666666617,16.66666666666617,-66.66666666666468,-233.33333333333087
ACHR,2024-11-07,0.0610328638497653,BULLISH,3.51,3.49,-0.005698005698005577,0.2282142857142857,True,True,-0.0028490028490027884,3,20.0,True,-0.04657534246575341,False,90.0,3.65,3.51,-0.02849002849002839,0.03988603988603993,-0.005698005698005577,True,3.53,-0.014164305949008449,0.03399433427762043,-0.011331444759206683,-0.0056980056980057035,False,True,3.51,-0.008547008547008492,0.03988603988603993,-0.005698005698005577,0.0,False,0.03988603988603993,0.0056980056980057035,0.02564102564102573,0.024216524216524333,0.012820512820512928,0.02849002849002852,0.022792022792022814,14.285714285714285,64.28571428571445,60.71428571428594,32.14285714285738,71.42857142857143,57.14285714285714
ACHR,2024-11-08,0.0286532951289397,BULLISH,3.76,3.89,0.034574468085106475,0.257142857142857,True,False,0.0,0,0.0,True,-0.09999999999999994,True,30.0,4.1,3.76,-0.01994680851063823,0.09042553191489358,0.034574468085106475,True,4.065,-0.09225092250922519,0.008610086100860824,-0.043050430504305105,-0.08111702127659591,False,True,3.84,-0.03906249999999998,0.06770833333333329,0.013020833333333403,-0.02127659574468087,False,0.09042553191489358,0.07446808510638304,0.034574468085106475,-0.007978723404255268,0.01196808510638308,0.00930851063829791,0.01196808510638308,82.3529411764707,38.23529411764717,-8.823529411764653,13.235294117647175,10.294117647058869,13.235294117647175
ACHR,2024-11-11,0.1002570694087403,NEUTRAL,4.435,4.51,0.016910935738444235,0.2842857142857142,True,True,-0.014656144306651523,1,10.0,True,-0.06644880174291933,False,65.0,4.59,4.435,-0.03382187147688827,0.034949267192784725,0.016910935738444235,True,4.44,-0.03490990990990996,0.03378378378378366,0.01576576576576563,-0.0011273957158964558,False,True,4.41,-0.028344671201814057,0.04081632653061218,0.022675736961451167,0.005636978579481278,True,0.034949267192784725,0.021420518602029457,0.01578354002254798,0.0033821871476889674,-0.009019165727170245,-0.00789177001127379,-0.02142051860202926,61.29032258064547,45.161290322580754,9.677419354839062,-25.80645161290321,-22.58064516128981,-61.290322580644904
ACHR,2024-11-22,0.0259515570934255,BULLISH,6.12,6.04,-0.013071895424836612,0.4724999999999997,True,True,-0.004901960784313766,0,5.0,True,-0.046623794212218655,False,170.0,6.22,6.12,-0.03104575163398699,0.016339869281045694,-0.013071895424836612,True,6.12,-0.03104575163398699,0.004901960784313766,-0.013071895424836612,0.0,False,True,6.15,-0.035772357723577335,0.011382113821138113,-0.017886178861788667,-0.004901960784313766,False,0.016339869281045694,0.0,0.0,0.0,0.0,-0.003267973856209226,0.0,0.0,0.0,0.0,0.0,-20.000000000000533,0.0
ACHR,2024-11-25,0.1001655629139072,BULLISH,6.955,7.5,0.07836089144500358,0.5978571428571426,True,True,-0.015097052480230112,3,20.0,True,-0.06590621039290236,False,145.0,7.89,6.955,-0.020129403306973354,0.13443565780014372,0.07836089144500358,True,7.28,-0.05906593406593415,0.08379120879120872,0.030219780219780185,-0.04672897196261685,False,True,6.91,-0.008683068017366208,0.14182344428364682,0.08538350217076698,0.006470165348670011,True,0.13443565780014372,0.08626887131560024,0.09777138749101362,0.10424155283968363,0.12652767792954708,0.11358734723220705,0.08698777857656356,64.17112299465239,72.72727272727273,77.54010695187165,94.11764705882358,84.49197860962572,64.70588235294117
ACHR,2025-02-26,0.0341715022566086,NEUTRAL,8.43,8.21,-0.02609727164887294,1.0007142857142857,True,True,-0.008303677342823284,1,10.0,True,-0.05352941176470589,True,140.0,8.5,8.43,-0.045670225385527854,0.008303677342823284,-0.02609727164887294,True,8.42,-0.04453681710213777,0.009501187648456066,-0.02494061757719704,0.0011862396204032962,True,True,8.39,-0.041120381406436306,0.013110846245530324,-0.02145411203814061,0.004744958481613185,True,0.008303677342823284,0.0,0.0,-0.0017793594306050498,-0.0035587188612098888,-0.0005931198102015427,-0.021352313167259752,0.0,0.0,-21.428571428572155,-42.857142857141774,-7.142857142855692,-257.1428571428557
AEO,2024-07-11,0.0235439900867409,BULLISH,20.88,21.22,0.016283524904214555,0.5653571428571423,True,True,-0.002155172413793015,5,30.0,True,0.0,False,385.0,21.23,20.88,-0.0028735632183907434,0.016762452107279762,0.016283524904214555,True,20.93,-0.004538939321547963,0.014333492594362193,0.01385570950788338,-0.0023946360153257046,False,True,20.89,-0.0026328386787936673,0.01627573001436093,0.015797032072762004,-0.000478927203065209,False,0.016762452107279762,0.0,0.000478927203065209,0.003591954022988472,0.006944444444444424,0.009818007662835339,0.0059865900383141765,0.0,2.857142857143292,21.42857142857114,41.42857142857114,58.57142857142886,35.71428571428557
AEO,2024-07-16,0.0206134969325154,NEUTRAL,21.045,21.39,0.016393442622950765,0.608571428571428,True,True,-0.0007127583749109321,1,10.0,True,0.0,False,385.0,21.43,21.045,-0.0009503444998813554,0.018294131622713136,0.016393442622950765,True,21.045,-0.0007127583749109321,0.018294131622713136,0.016393442622950765,0.0,False,True,21.03,0.0,0.019020446980503973,0.01711840228245361,0.0007127583749109321,True,0.018294131622713136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AEO,2024-11-22,0.0229251305861868,BULLISH,17.88,17.605,-0.015380313199105067,0.6278571428571428,True,False,0.0,0,0.0,False,-0.033278327832783304,False,0.0,18.18,17.88,-0.017058165548098417,0.016778523489932928,-0.015380313199105067,True,17.8,-0.012640449438202327,0.01207865168539325,-0.010955056179775297,0.004474272930648674,True,False,,,,,,False,0.016778523489932928,-0.003355704697986506,-0.0036353467561519985,-0.010067114093959717,-0.008948545861297548,-0.009507829977628533,-0.012583892617449546,-19.999999999999527,-21.666666666665858,-59.999999999999766,-53.33333333333326,-56.66666666666591,-74.9999999999991
AEO,2024-11-25,0.0366373189434819,NEUTRAL,18.555,18.68,0.006736728644570197,0.704642857142857,True,True,-0.00026946914578275424,0,5.0,True,-0.02461377323906776,False,160.0,19.095,18.555,-0.0029641606036108713,0.029102667744543204,0.006736728644570197,True,18.91,-0.01507139079851931,0.009783183500793163,-0.012162876784769985,-0.01913230935057938,False,True,18.605,-0.002956194571351772,0.02633700618113402,0.004031174415479672,-0.002694691457828117,False,0.029102667744543204,0.009970358393963822,0.01913230935057938,0.018054432767448173,0.027216383724063542,0.01832390191323093,0.020479655079493345,34.25925925925908,65.74074074074092,62.037037037037294,93.51851851851849,62.96296296296304,70.37037037037031
AEO,2025-07-23,0.0397058823529412,NEUTRAL,10.84,10.82,-0.0018450184501844625,0.4160714285714286,True,True,-0.005996309963099585,0,5.0,True,-0.013296652911508444,False,360.0,10.905,10.84,-0.01107011070110694,0.005996309963099585,-0.0018450184501844625,True,10.81,-0.004625346901017642,0.0046253469010174774,0.0009250693802034955,0.0027675276752766936,True,False,,,,,,False,0.005996309963099585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AEO,2025-07-24,0.0785582255083179,NEUTRAL,11.875,11.29,-0.04926315789473691,0.4889285714285715,True,True,-0.0298947368421053,0,5.0,True,-0.0722891566265061,False,15.0,12.035,11.875,-0.0597894736842106,0.013473684210526327,-0.04926315789473691,True,11.87,-0.05939342881213144,0.013900589721988285,-0.04886267902274643,0.0004210526315790132,True,True,11.79,-0.053011026293469043,0.02078032230703995,-0.04240882103477524,0.007157894736842177,True,0.013473684210526327,-0.013052631578947314,-0.028210526315789547,-0.02400000000000001,-0.03831578947368422,-0.05515789473684205,-0.051789473684210545,-96.87499999999952,-209.37500000000034,-178.12499999999994,-284.37499999999983,-409.3749999999993,-384.37499999999983
AEO,2025-07-25,0.0221434898139946,BULLISH,11.77,11.75,-0.001699235344095121,0.5046428571428573,True,True,-0.0059473237043330745,2,15.0,True,-0.04551148225469728,True,15.0,11.975,11.77,-0.02888700084961766,0.017417162276975366,-0.001699235344095121,True,11.905,-0.03989920201595965,0.004619907601848088,-0.013019739605207843,-0.011469838572642293,False,True,11.86,-0.03625632377740301,0.00969645868465432,-0.009274873524451891,-0.007646559048428195,False,0.017417162276975366,-0.023789294817332145,-0.0059473237043330745,-0.0046728971962616585,0.0059473237043330745,0.0025488530161428325,0.0029736618521665373,-136.58536585365817,-34.146341463414764,-26.829268292682784,34.146341463414764,14.634146341463966,17.073170731707382
AEO,2025-08-04,0.053978594695207,NEUTRAL,12.03,13.29,0.10473815461346632,0.7285714285714288,True,True,-0.022859517871986583,0,5.0,True,-0.008961911874533308,False,375.0,13.39,12.03,-0.053615960099750594,0.11305070656691615,0.10473815461346632,True,12.2,-0.025409836065573666,0.09754098360655748,0.08934426229508197,-0.0141313383208645,False,True,11.945,-0.01590623691921302,0.12097111762243619,0.11259941398074498,0.007065669160432176,True,0.11305070656691615,0.0066500415627597734,0.040731504571903596,0.046550290939318416,0.051953449709060684,0.06400665004156288,0.0714879467996676,5.88235294117647,36.02941176470586,41.17647058823529,45.95588235294114,56.61764705882357,63.235294117647086
AEO,2025-11-10,0.0265848670756647,NEUTRAL,17.885,17.79,-0.00531171372658666,0.6853571428571429,True,True,-0.0058708414872798665,7,40.0,True,-0.010016694490818014,False,275.0,17.97,17.885,-0.0058708414872798665,0.004752585965893055,-0.00531171372658666,True,17.91,-0.007258514796203183,0.003350083752093731,-0.00670016750418766,-0.0013978194017332166,False,True,17.785,0.0,0.010402024177677747,0.00028113578858583103,0.005591277606933264,True,0.004752585965893055,0.0,0.0,0.0,-0.0022365110427734246,-0.003634330444506641,-0.0002795638803468022,0.0,0.0,0.0,-47.05882352941644,-76.47058823529805,-5.882352941179668
AEO,2025-11-12,0.0200114351057748,NEUTRAL,18.165,17.81,-0.01954307734654558,0.6921428571428577,True,False,0.0,0,0.0,False,-0.027382256297918947,False,20.0,18.26,18.165,-0.022295623451692684,0.00522983759977993,-0.01954307734654558,True,18.09,-0.018242122719734567,0.005251520176893248,-0.015478164731896138,0.004128819157720853,True,False,,,,,,False,0.00522983759977993,-0.013487475915221439,-0.016790531241398277,-0.01789154968345716,-0.02009358656757492,-0.01513900357830986,-0.010734929810074335,-257.894736842096,-321.0526315789389,-342.10526315788525,-384.210526315778,-289.47368421051743,-205.26315789473188
AFRM,2024-02-08,0.0255548083389374,NEUTRAL,47.1,52.38,0.1121019108280255,3.1035714285714286,True,True,-0.008704883227176299,3,20.0,True,0.0,False,390.0,52.38,47.1,-0.008704883227176299,0.1121019108280255,0.1121019108280255,True,47.24,-0.011642675698560631,0.1088060965283658,0.1088060965283658,-0.0029723991507431117,False,True,46.87,-0.003840409643695322,0.11755920631534042,0.11755920631534042,0.004883227176220891,True,0.1121019108280255,0.006794055201698519,0.008704883227176148,0.005095541401273928,0.005095541401273928,0.013375796178343852,0.025265392781316297,6.060606060606064,7.765151515151449,4.545454545454582,4.545454545454582,11.931818181818093,22.53787878787874
AFRM,2024-06-11,0.0752052545155994,NEUTRAL,33.45,33.835,0.011509715994020866,1.5489285714285714,True,True,-0.0010463378176383765,0,5.0,True,-0.004722550177095741,False,380.0,33.88,33.45,-0.010762331838565004,0.012855007473841546,0.011509715994020866,False,,,,,,False,True,33.58,-0.004913639070875496,0.008933889219773802,0.0075938058368077,-0.0038863976083705664,False,0.012855007473841546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AFRM,2024-06-12,0.0755135215014038,BULLISH,37.365,35.73,-0.04375752709755132,1.7353571428571428,True,False,0.0,0,0.0,True,-0.09172202350536544,False,15.0,39.14,37.365,-0.04857486953030924,0.0475043489896962,-0.04375752709755132,True,38.345,-0.07289085930369023,0.008475681314382654,-0.06819663580649372,-0.026227753245015303,False,True,38.43,-0.07494145199063239,0.018475149622690628,-0.07025761124121788,-0.02850260939381768,False,0.0475043489896962,-0.003077746554262063,-0.01458584236585044,-0.0268968285828985,-0.03786966412418036,-0.030911280610196736,-0.02221330121771726,-6.478873239436737,-30.704225352112797,-56.619718309859344,-79.71830985915494,-65.07042253521138,-46.76056338028203
AFRM,2024-06-24,0.0363423212192262,BULLISH,31.93,33.69,0.05512057626056994,2.254285714285715,True,True,-0.01033510804885682,13,75.0,True,-0.013778950454412162,False,355.0,34.11,31.93,-0.01033510804885682,0.06827435014093328,0.05512057626056994,True,31.97,-0.011573350015639583,0.0669377541445105,0.0538004379105411,-0.0012527403695583824,False,True,31.64,-0.0012642225031605293,0.07806573957016431,0.06479140328697841,0.00908236767929844,True,0.06827435014093328,-0.005324146570623181,0.002505480739116765,0.025681177575947393,0.02442843720638901,0.03131850923896023,0.023175696836830628,-7.798165137614596,3.6697247706421243,37.61467889908259,35.779816513761524,45.87155963302754,33.944954128440465
AFRM,2024-10-08,0.0508935508935509,NEUTRAL,41.57,41.16,-0.009862881885975552,2.143214285714284,True,True,-0.023093577098869396,8,45.0,True,-0.016109641740803118,False,285.0,41.59,41.57,-0.023093577098869396,0.0004811161895598539,-0.009862881885975552,True,41.45,-0.020265379975874628,0.003377563329312438,-0.006996381182147316,0.0028866971373586107,True,True,40.66,-0.0012297097884898466,0.022872602065912614,0.012297097884899164,0.02189078662497002,True,0.0004811161895598539,0.0,0.0,0.0,0.0,-0.003608371421698306,-0.017320182824152004,0.0,0.0,0.0,0.0,-749.9999999998756,-3599.9999999994316
AFRM,2024-10-11,0.0311904761904762,BULLISH,44.54,47.1,0.05747642568477778,2.396428571428571,True,True,-0.021778176919622787,5,30.0,True,-0.03897849462365587,False,310.0,48.36,44.54,-0.02761562640323298,0.08576560395150427,0.05747642568477778,True,44.06,-0.011121198365864775,0.09759418974126184,0.06899682251475259,0.010776829815895754,True,True,43.68,-0.0025183150183150055,0.10714285714285714,0.07829670329670334,0.019308486753480007,True,0.08576560395150427,-0.005837449483610193,0.0011225864391559107,0.018185900314324255,0.022002694207454064,0.04108666367310279,0.043107319263583334,-6.8062827225130365,1.308900523560321,21.204188481675452,25.65445026178021,47.90575916230362,50.26178010471208
AFRM,2024-10-28,0.0283783783783782,BULLISH,43.13,42.12,-0.02341757477393937,2.7078571428571423,True,True,-0.0018548574078368976,3,20.0,True,-0.03263617559181785,False,60.0,43.51,43.13,-0.02411314630187802,0.008810572687224563,-0.02341757477393937,True,43.21,-0.025919925943068675,0.006942837306179059,-0.0252256422124509,-0.0018548574078367328,False,True,43.1,-0.02343387470997675,0.009512761020881591,-0.022737819025522132,0.000695571527938816,True,0.008810572687224563,-0.001391143055877632,-0.007187572455367546,-0.015998145142592273,-0.020403431486204555,-0.012752144678877909,-0.014143287734755377,-15.789473684211314,-81.57894736842263,-181.5789473684245,-231.57894736842454,-144.73684210526602,-160.52631578947546
AFRM,2025-02-07,0.1300615484288952,BULLISH,72.72,75.29,0.03534103410341044,3.795714285714288,True,True,-0.001375137513751297,0,5.0,True,-0.08247690906725645,True,10.0,76.87,72.72,-0.060506050605060584,0.05706820682068215,0.03534103410341044,True,72.83,-0.03158039269531782,0.05519703418920769,0.033777289578470523,-0.0015126512651265048,False,True,75.78,-0.06927949326999208,0.01438374241224602,-0.006466086038532526,-0.04207920792079211,False,0.05706820682068215,0.021452145214521483,0.015332783278327763,0.03369086908690873,0.038228822882288245,0.034309680968096876,0.049092409240924194,37.59036144578313,26.867469879517913,59.036144578313234,66.98795180722885,60.12048192771087,86.02409638554222
