ticker,date,gap_pct,open_price,atr,candle_color,orig_entry_price,orig_entry_time,orig_eod_return,orig_mae_pct,orig_mfe_pct,orig_rr,fpb_occurred,fpb_bar_idx,fpb_entry_price,fpb_entry_time,fpb_eod_return,fpb_mae_pct,fpb_mfe_pct,fpb_rr,price_improvement,bars_until_fpb,fpb_time_minutes
ABNB,2024-09-19 04:00:00+00:00,0.0445896284197631,127.91,3.523214285714285,BULLISH,129.595,2024-09-19 09:55:00-04:00,-0.0065203132836914,-0.0083336548477951,0.0130020448319765,1.5601851851851714,True,15.0,129.95,2024-09-19 10:45:00-04:00,-0.009234320892650933,-0.011042708734128529,0.008849557522123939,0.8013937282229993,-0.0027393032138584806,10.0,75.0
ABNB,2025-01-15 05:00:00+00:00,0.0205361341903118,130.2,3.375714285714286,BULLISH,132.4,2025-01-15 09:30:00-05:00,0.0006042296072506,-0.0166163141993959,0.0049848942598187,0.29999999999999577,True,4.0,131.6,2025-01-15 09:50:00-05:00,0.006686930091185376,-0.003305471124620078,0.011094224924012219,3.3563218390804606,0.006042296072507639,4.0,20.0
ABNB,2025-02-14 05:00:00+00:00,0.1201701524282168,158.0,5.176071428571428,NEUTRAL,160.52,2025-02-14 09:50:00-05:00,0.0065412409668576,-0.006292050834787,0.0211811612260153,3.3663366336633116,True,6.0,160.52,2025-02-14 10:00:00-05:00,0.0065412409668576055,-0.004703463742835932,0.021181161226015308,4.503311258277973,0.0,2.0,30.0
ACHR,2024-02-29 05:00:00+00:00,0.0212314225053077,4.81,0.2614285714285714,NEUTRAL,4.965,2024-02-29 09:50:00-05:00,-0.0292044310171197,-0.0312185297079557,0.0010070493454179,0.03225806451612821,True,6.0,4.85,2024-02-29 10:15:00-05:00,-0.006185567010309147,-0.008247422680412378,0.01237113402061866,1.5000000000000113,0.02316213494461233,4.0,45.0
ACHR,2024-03-06 05:00:00+00:00,0.0332541567695961,4.35,0.2525,BULLISH,4.455,2024-03-06 11:45:00-05:00,-0.0482603815937148,-0.0583613916947249,0.0202020202020201,0.34615384615384515,True,39.0,4.495,2024-03-06 12:45:00-05:00,-0.05672969966629586,-0.06674082313681864,0.0,0.0,-0.00897867564534232,12.0,195.0
ACHR,2024-07-02 04:00:00+00:00,0.0218978102189781,3.5,0.2342857142857142,BULLISH,3.7,2024-07-02 09:35:00-04:00,0.0040540540540539,-0.0310810810810811,0.0229729729729729,0.739130434782606,True,6.0,3.72,2024-07-02 10:00:00-04:00,-0.001344086021505467,-0.03629032258064522,0.013440860215053715,0.37037037037036846,-0.00540540540540541,5.0,30.0
ACHR,2024-08-08 04:00:00+00:00,0.0261096605744125,3.93,0.2985714285714285,BULLISH,4.05,2024-08-08 11:25:00-04:00,-0.0148148148148147,-0.0172839506172839,0.0074074074074074,0.4285714285714294,True,25.0,4.025,2024-08-08 11:40:00-04:00,-0.008695652173913078,-0.011180124223602575,0.013664596273291854,1.222222222222206,0.006172839506172708,3.0,130.0
ACHR,2024-11-07 05:00:00+00:00,0.0610328638497653,3.39,0.2282142857142857,BULLISH,3.51,2024-11-07 09:40:00-05:00,-0.0056980056980055,-0.0284900284900283,0.0398860398860399,1.40000000000001,True,6.0,3.53,2024-11-07 10:00:00-05:00,-0.011331444759206683,-0.014164305949008449,0.03399433427762043,2.4000000000000106,-0.0056980056980057035,4.0,30.0
ACHR,2024-11-08 05:00:00+00:00,0.0286532951289397,3.59,0.257142857142857,BULLISH,3.76,2024-11-08 09:35:00-05:00,0.0345744680851064,-0.0199468085106382,0.0904255319148935,4.53333333333335,True,15.0,4.01,2024-11-08 10:45:00-05:00,-0.02992518703241887,-0.07980049875311718,0.0,0.0,-0.06648936170212766,14.0,75.0
ACHR,2024-11-11 05:00:00+00:00,0.1002570694087403,4.28,0.2842857142857142,NEUTRAL,4.435,2024-11-11 10:15:00-05:00,0.0169109357384442,-0.0338218714768882,0.0349492671927847,1.0333333333333399,True,19.0,4.49,2024-11-11 11:05:00-05:00,0.004454342984409705,-0.04565701559020046,0.005567928730512131,0.12195121951219248,-0.012401352874859212,10.0,95.0
ACHR,2024-11-22 05:00:00+00:00,0.0259515570934255,5.93,0.4724999999999997,BULLISH,6.12,2024-11-22 12:00:00-05:00,-0.0130718954248366,-0.0310457516339869,0.0163398692810456,0.5263157894736797,True,36.0,6.1,2024-11-22 12:30:00-05:00,-0.009836065573770428,-0.027868852459016383,0.008196721311475526,0.2941176470588278,0.003267973856209226,6.0,180.0
ACHR,2024-11-25 05:00:00+00:00,0.1001655629139072,6.645,0.5978571428571426,BULLISH,6.955,2024-11-25 09:35:00-05:00,0.087706685837527,-0.0201294033069733,0.1344356578001437,6.678571428571456,True,4.0,6.91,2024-11-25 09:50:00-05:00,0.08538350217076698,-0.008683068017366208,0.14182344428364682,16.33333333333319,0.006470165348670011,3.0,20.0
ACHR,2025-02-26 05:00:00+00:00,0.0341715022566086,8.02,1.0007142857142857,NEUTRAL,8.43,2025-02-26 11:10:00-05:00,-0.0260972716488729,-0.0456702253855278,0.0083036773428232,0.18181818181818102,True,24.0,8.415,2025-02-26 11:30:00-05:00,-0.024361259655377103,-0.043969102792632116,0.010101010101010204,0.22972972972973255,0.0017793594306050498,4.0,120.0
AEO,2024-07-11 04:00:00+00:00,0.0235439900867409,20.65,0.5653571428571423,BULLISH,20.88,2024-07-11 10:30:00-04:00,0.0162835249042145,-0.0028735632183907,0.0167624521072797,5.833333333333548,True,18.0,20.89,2024-07-11 11:00:00-04:00,0.015797032072762004,-0.0026328386787936673,0.01627573001436093,6.181818181818212,-0.000478927203065209,6.0,90.0
AEO,2024-07-16 04:00:00+00:00,0.0206134969325154,20.795,0.608571428571428,NEUTRAL,21.045,2024-07-16 13:05:00-04:00,0.0163934426229507,-0.0009503444998813,0.0182941316227131,19.249999999997975,True,65.0,21.29,2024-07-16 15:15:00-04:00,0.004697040864255586,-0.0032879286049788767,0.0065758572099577535,2.0,-0.011641720123544662,25.0,345.0
AEO,2024-11-22 05:00:00+00:00,0.0229251305861868,17.625,0.6278571428571428,BULLISH,17.88,2024-11-22 09:30:00-05:00,-0.015380313199105,-0.0170581655480984,0.0167785234899329,0.9836065573770519,True,4.0,17.92,2024-11-22 09:50:00-05:00,-0.01757812500000007,-0.019252232142857276,0.005301339285714222,0.2753623188405745,-0.002237136465324536,4.0,20.0
AEO,2024-11-25 05:00:00+00:00,0.0366373189434819,18.25,0.704642857142857,NEUTRAL,18.555,2024-11-25 10:15:00-05:00,0.0067367286445701,-0.0029641606036108,0.0291026677445432,9.818181818182087,True,20.0,18.995,2024-11-25 11:10:00-05:00,-0.016583311397736313,-0.019478810213214057,0.0052645433008685375,0.2702702702702638,-0.02371328482888716,11.0,100.0
AEO,2025-07-23 04:00:00+00:00,0.0397058823529412,10.605,0.4160714285714286,NEUTRAL,10.84,2025-07-23 15:25:00-04:00,-0.0018450184501844,-0.0110701107011069,0.0059963099630995,0.5416666666666603,True,75.0,10.82,2025-07-23 15:55:00-04:00,0.0,-0.005545286506469547,0.0018484288354897942,0.33333333333332343,0.0018450184501844625,6.0,385.0
AEO,2025-07-24 04:00:00+00:00,0.0785582255083179,11.67,0.4889285714285715,NEUTRAL,11.875,2025-07-24 09:30:00-04:00,-0.0492631578947369,-0.0597894736842106,0.0134736842105263,0.2253521126760558,True,4.0,11.385,2025-07-24 09:50:00-04:00,-0.008344312692138835,-0.0193236714975846,0.045674132630654334,2.363636363636355,0.04126315789473686,4.0,20.0
AEO,2025-07-25 04:00:00+00:00,0.0221434898139946,11.54,0.5046428571428573,BULLISH,11.77,2025-07-25 09:30:00-04:00,-0.0016992353440951,-0.0288870008496176,0.0174171622769753,0.6029411764705876,True,4.0,11.685,2025-07-25 09:50:00-04:00,0.005562687205819383,-0.021822849807445508,0.023534445870774526,1.0784313725490178,0.00722175021240434,4.0,20.0
AEO,2025-08-04 04:00:00+00:00,0.053978594695207,11.325,0.7285714285714288,NEUTRAL,12.03,2025-08-04 09:55:00-04:00,0.1047381546134663,-0.0536159600997505,0.1130507065669161,2.1085271317829517,True,26.0,12.495,2025-08-04 11:40:00-04:00,0.06362545018007203,-0.002801120448179141,0.07162865146058435,25.571428571429806,-0.03865336658354114,21.0,130.0
AEO,2025-11-10 05:00:00+00:00,0.0265848670756647,17.57,0.6853571428571429,NEUTRAL,17.885,2025-11-10 11:55:00-05:00,-0.0053117137265866,-0.0058708414872798,0.004752585965893,0.8095238095237804,True,36.0,17.82,2025-11-10 12:30:00-05:00,-0.0016835016835017472,-0.00224466891133553,0.008417508417508338,3.7500000000000444,0.003634330444506641,7.0,180.0
AEO,2025-11-12 05:00:00+00:00,0.0200114351057748,17.84,0.6921428571428577,NEUTRAL,18.165,2025-11-12 09:50:00-05:00,-0.0195430773465455,-0.0222956234516926,0.0052298375997799,0.23456790123457483,True,6.0,18.09,2025-11-12 10:00:00-05:00,-0.015478164731896138,-0.018242122719734567,0.005251520176893248,0.2878787878787859,0.004128819157720853,2.0,30.0
AFRM,2024-02-08 05:00:00+00:00,0.0255548083389374,45.75,3.1035714285714286,NEUTRAL,47.1,2024-02-08 10:05:00-05:00,0.1121019108280255,-0.0087048832271762,0.1121019108280255,12.878048780487838,True,21.0,47.3,2024-02-08 11:15:00-05:00,0.10739957716701914,-0.0073995771670189074,0.10739957716701914,14.514285714285965,-0.004246284501061481,14.0,105.0
AFRM,2024-06-11 04:00:00+00:00,0.0752052545155994,32.74,1.5489285714285714,NEUTRAL,33.45,2024-06-11 15:40:00-04:00,0.0115097159940208,-0.010762331838565,0.0128550074738415,1.194444444444442,False,,,,,,,,,,
AFRM,2024-06-12 04:00:00+00:00,0.0755135215014038,36.39,1.7353571428571428,BULLISH,37.365,2024-06-12 09:30:00-04:00,-0.0437575270975513,-0.0485748695303092,0.0475043489896962,0.9779614325068845,True,4.0,38.07,2024-06-12 09:50:00-04:00,-0.061465721040189214,-0.06619385342789606,0.015760441292356223,0.23809523809523836,-0.01886792452830184,4.0,20.0
AFRM,2024-06-24 04:00:00+00:00,0.0363423212192262,30.94,2.254285714285715,BULLISH,31.93,2024-06-24 09:40:00-04:00,0.0551205762605699,-0.0103351080488568,0.0682743501409332,6.606060606060645,True,5.0,31.84,2024-06-24 09:55:00-04:00,0.05810301507537682,-0.007537688442211006,0.07129396984924621,9.458333333333393,0.002818665831506416,3.0,25.0
AFRM,2024-10-08 04:00:00+00:00,0.0508935508935509,40.575,2.143214285714284,NEUTRAL,41.57,2024-10-08 12:25:00-04:00,-0.0098628818859755,-0.0230935770988693,0.0004811161895598,0.020833333333334328,True,37.0,41.45,2024-10-08 12:35:00-04:00,-0.006996381182147316,-0.020265379975874628,0.003377563329312438,0.16666666666666669,0.0028866971373586107,2.0,185.0
AFRM,2024-10-11 04:00:00+00:00,0.0311904761904762,43.31,2.396428571428571,BULLISH,44.54,2024-10-11 09:30:00-04:00,0.0574764256847777,-0.0276156264032329,0.0857656039515042,3.1056910569105836,True,4.0,44.06,2024-10-11 09:50:00-04:00,0.06899682251475259,-0.011121198365864775,0.09759418974126184,8.775510204081591,0.010776829815895754,4.0,20.0
AFRM,2024-10-28 04:00:00+00:00,0.0283783783783782,41.855,2.7078571428571423,BULLISH,43.13,2024-10-28 10:10:00-04:00,-0.0234175747739393,-0.024113146301878,0.0088105726872245,0.36538461538460903,True,13.0,43.12,2024-10-28 10:35:00-04:00,-0.02319109461966605,-0.023886827458255894,0.0030148423005566458,0.12621359223301293,0.00023185717597971517,5.0,65.0
AFRM,2025-02-07 05:00:00+00:00,0.1300615484288952,69.77,3.795714285714288,BULLISH,72.72,2025-02-07 09:30:00-05:00,0.0353410341034104,-0.0605060506050605,0.0570682068206821,0.9431818181818188,True,4.0,72.72,2025-02-07 09:50:00-05:00,0.03534103410341044,-0.030115511551155084,0.05679317931793173,1.8858447488584473,0.0,4.0,20.0
AFRM,2025-06-06 04:00:00+00:00,0.0353490041270412,57.7,2.3925,NEUTRAL,58.84,2025-06-06 13:00:00-04:00,0.0016145479265805,-0.0056084296397009,0.0161454792658055,2.878787878787857,True,49.0,58.82,2025-06-06 13:35:00-04:00,0.001955117307038456,-0.005270316218973177,0.01649098945936754,3.1290322580644894,0.0003399048266485915,7.0,245.0
AI,2024-02-09 05:00:00+00:00,0.041340782122905,27.96,1.3060714285714283,NEUTRAL,28.76,2024-02-09 09:55:00-05:00,-0.0104311543810848,-0.0213838664812239,0.0302503477051459,1.4146341463414587,True,14.0,29.16,2024-02-09 10:40:00-05:00,-0.024005486968449907,-0.03480795610425242,0.000685871056241412,0.019704433497536516,-0.013908205841446404,9.0,70.0
AI,2024-02-29 05:00:00+00:00,0.1928523263654754,35.38,2.305,BULLISH,36.31,2024-02-29 09:30:00-05:00,0.0184522170201045,-0.0705039933902506,0.0542550261635912,0.7695312499999989,True,4.0,36.05,2024-02-29 09:50:00-05:00,0.025797503467406373,-0.011927877947295416,0.06185852981969498,5.18604651162792,0.007160561828697469,4.0,20.0
AI,2024-11-06 05:00:00+00:00,0.0353250657647501,27.55,1.1053571428571427,BULLISH,28.21,2024-11-06 09:35:00-05:00,-0.0180786954980503,-0.0241049273307337,0.010634526763559,0.44117647058823595,True,4.0,27.92,2024-11-06 09:50:00-05:00,-0.00787965616045854,-0.013968481375358185,0.021131805157593116,1.5128205128205103,0.010280042538107024,3.0,20.0
AI,2024-11-11 05:00:00+00:00,0.0272232304900181,28.3,1.231428571428571,NEUTRAL,28.98,2024-11-11 09:50:00-05:00,-0.0269151138716356,-0.0331262939958592,0.010351966873706,0.3125,True,7.0,28.62,2024-11-11 10:05:00-05:00,-0.014675052410901527,-0.020964360587002146,0.02306079664570231,1.0999999999999974,0.012422360248447185,3.0,35.0
AI,2024-11-19 05:00:00+00:00,0.0380414312617701,27.56,1.7128571428571426,BULLISH,29.06,2024-11-19 09:30:00-05:00,0.1345492085340674,-0.0516173434273916,0.1524432209222299,2.953333333333334,True,7.0,30.19,2024-11-19 10:05:00-05:00,0.09208347134812843,-0.01689301093077183,0.10930771778734683,6.470588235294099,-0.03888506538196843,7.0,35.0
AI,2024-11-21 05:00:00+00:00,0.0347812644921935,33.47,1.9217857142857144,BULLISH,34.28,2024-11-21 09:45:00-05:00,0.0207117852975496,-0.0536756126021004,0.0492998833138855,0.9184782608695615,True,4.0,33.86,2024-11-21 09:50:00-05:00,0.03337271116361496,-0.04193738924985239,0.062315416420555214,1.4859154929577443,0.012252042007001217,1.0,20.0
AI,2024-11-25 05:00:00+00:00,0.0342154504143277,38.69,2.1582142857142856,BULLISH,39.58,2024-11-25 11:00:00-05:00,-0.032086912582112,-0.0329711975745325,0.0060636685194543,0.18390804597701293,True,21.0,38.95,2024-11-25 11:15:00-05:00,-0.02824133504492943,-0.02824133504492943,0.01899871630295237,0.6727272727272672,0.015917129863567345,3.0,105.0
AIQ,2024-07-31 04:00:00+00:00,0.0259510468888234,34.79,0.605000000000001,NEUTRAL,35.045,2024-07-31 15:15:00-04:00,-0.0012840633471251,-0.0044228848623199,0.0004280211157083,0.0967741935483696,True,18.0,34.89,2024-07-31 15:25:00-04:00,0.00315276583548293,0.0,0.004872456291200966,,0.004422884862319907,1.0,355.0
ALAB,2024-04-15 04:00:00+00:00,0.0316368638239339,75.0,7.042499999999998,NEUTRAL,78.6,2024-04-15 09:50:00-04:00,-0.0917302798982187,-0.097328244274809,0.0055343511450381,0.05686274509803861,True,7.0,76.82,2024-04-15 10:05:00-04:00,-0.07068471752147869,-0.07641239260609205,0.02609997396511338,0.3415672913117569,0.02264631043256999,3.0,35.0
ALAB,2024-04-23 04:00:00+00:00,0.0214931267562847,67.25,5.958571428571432,BULLISH,69.85,2024-04-23 10:05:00-04:00,0.0269863994273443,-0.0032927702219039,0.0512526843235506,15.565217391305241,True,19.0,70.86,2024-04-23 11:15:00-04:00,0.012348292407564212,-0.001975726785210282,0.0362686988427887,18.357142857142836,-0.01445955619183973,12.0,105.0
ALAB,2024-08-15 04:00:00+00:00,0.0247231522019057,39.79,4.3221428571428575,BULLISH,42.24,2024-08-15 09:35:00-04:00,0.0250946969696968,-0.0385890151515152,0.0625,1.6196319018404888,True,32.0,44.03,2024-08-15 12:10:00-04:00,-0.01657960481489902,-0.03554394730865314,0.0034067681126504334,0.09584664536741137,-0.042376893939393916,31.0,160.0
ALAB,2024-10-09 04:00:00+00:00,0.1559251559251559,61.16,2.9517857142857133,NEUTRAL,62.59,2024-10-09 10:40:00-04:00,-0.0141396389199553,-0.0154177983703467,0.0042339031794215,0.274611398963722,True,16.0,61.9,2024-10-09 10:50:00-04:00,-0.0031502423263327995,-0.004442649434571867,0.015428109854604173,3.4727272727272847,0.011024125259626216,2.0,80.0
ALAB,2024-12-24 05:00:00+00:00,0.0274887173175189,137.74,8.08142857142857,BULLISH,141.43,2024-12-24 10:05:00-05:00,0.0012727144170261,-0.0044545004595912,0.0179594145513681,4.031746031746122,True,25.0,142.61,2024-12-24 11:35:00-05:00,-0.007012130986606829,-0.012271229226561951,0.004908491690624701,0.39999999999999347,-0.008343350067171086,18.0,125.0
ALAB,2025-01-30 05:00:00+00:00,0.0378871681415928,93.825,10.878214285714284,BULLISH,98.23,2025-01-30 15:25:00-05:00,-0.0140486613051003,-0.0207675862771048,0.0001018018935151,0.004901960784307966,True,72.0,98.05,2025-01-30 15:30:00-05:00,-0.01223865374808774,-0.018969913309535947,0.0009178990311066131,0.04838709677419539,0.0018324340832740183,1.0,360.0
ALAB,2025-04-24 04:00:00+00:00,0.0296222333166915,61.87,6.179285714285713,NEUTRAL,64.385,2025-04-24 12:30:00-04:00,0.0020967616680902,-0.0117263337733944,0.0089306515492737,0.7615894039734945,True,40.0,64.12,2025-04-24 13:00:00-04:00,0.006238303181534489,-0.0076419213973799435,0.013100436681222538,1.7142857142856853,0.004115865496621893,6.0,210.0
ALAB,2025-05-13 04:00:00+00:00,0.0235338064998132,82.2,4.526785714285713,BULLISH,84.12,2025-05-13 10:10:00-04:00,0.0430337612933902,-0.0115905848787447,0.0486210175939133,4.194871794871764,True,14.0,84.235,2025-05-13 10:40:00-04:00,0.04160978215706055,0.0,0.047189410577550835,,-0.001367094626723667,6.0,70.0
ALAB,2025-08-28 04:00:00+00:00,0.0246176175058614,183.55,10.305357142857147,BULLISH,188.085,2025-08-28 09:35:00-04:00,0.0056623335194193,-0.0162426562458463,0.016880665656485,1.0392798690670966,True,4.0,186.15,2025-08-28 09:50:00-04:00,0.016116035455278,-0.006016653236637145,0.027450980392156783,4.562499999999968,0.010287901746550773,3.0,20.0
ALAB,2025-09-08 04:00:00+00:00,0.025593384450318,195.955,11.959285714285723,BULLISH,205.24,2025-09-08 09:30:00-04:00,0.0529380237770414,-0.0452397193529526,0.0746443188462287,1.6499730748519108,True,9.0,211.42,2025-09-08 10:15:00-04:00,0.022159682149276334,-0.0027906536751488745,0.043231482357392936,15.491525423729493,-0.03011108945624624,9.0,45.0
ALAB,2025-09-10 04:00:00+00:00,0.0470267626301446,224.76,11.781785714285718,NEUTRAL,230.0,2025-09-10 15:45:00-04:00,0.0015434782608695,-0.0075869565217391,0.0037173913043477,0.4899713467048564,False,,,,,,,,,,
ALAB,2025-10-02 04:00:00+00:00,0.0348843187660668,201.285,15.019999999999998,NEUTRAL,208.71,2025-10-02 10:20:00-04:00,0.0042642901633845,-0.018901825499497,0.0137032245699774,0.7249683143219188,True,17.0,206.6,2025-10-02 10:55:00-04:00,0.01452081316553727,-0.00888189738625367,0.02405614714424007,2.708446866485001,0.01010972162330513,7.0,85.0
ALAB,2026-01-02 05:00:00+00:00,0.0426273861415902,173.415,10.98428571428572,BULLISH,179.96,2026-01-02 09:40:00-05:00,-0.0024449877750611,-0.0376194709935541,0.0155034452100466,0.4121122599704561,True,8.0,178.06,2026-01-02 10:10:00-05:00,0.00819948332022918,-0.027350331348983514,0.018757722116140647,0.6858316221765914,0.010557901755945797,6.0,40.0
ALAB,2026-01-16 05:00:00+00:00,0.02388589758277,178.75,12.589285714285714,NEUTRAL,184.75,2026-01-16 10:05:00-05:00,-0.0154262516914749,-0.0292286874154262,0.016914749661705,0.5787037037037045,True,11.0,183.01,2026-01-16 10:25:00-05:00,-0.006065242336484264,-0.019998907163542957,0.02658324681711387,1.3292349726775996,0.009418132611637396,4.0,55.0
ALAB,2026-02-03 05:00:00+00:00,0.0206769997050824,155.74,12.341785714285711,BULLISH,161.77,2026-02-03 10:00:00-05:00,-0.0203375162267417,-0.0683995796501205,0.0047598442232798,0.06958879349299356,True,8.0,159.55,2026-02-03 10:10:00-05:00,-0.006706361642118593,-0.05543716703227827,0.014666248824819648,0.26455624646692766,0.013723187241144828,2.0,40.0
ALAB,2026-02-06 05:00:00+00:00,0.0624912428191115,151.66,13.492142857142854,BULLISH,157.295,2026-02-06 09:30:00-05:00,0.0801996249086112,-0.035824406370196,0.0807717982135478,2.2546583850931756,True,6.0,158.78,2026-02-06 10:00:00-05:00,0.07009698954528275,-0.007368686232522909,0.07066381156316916,9.58974358974369,-0.009440859531453726,6.0,30.0
AMD,2024-02-22 05:00:00+00:00,0.0549433824424692,173.285,7.864285714285714,NEUTRAL,176.655,2024-02-22 09:45:00-05:00,0.0286717047352183,-0.0059437887407659,0.0401630296340324,6.75714285714285,True,15.0,179.42,2024-02-22 10:45:00-05:00,0.012819083714190233,0.0,0.02413331847062765,,-0.015651977017350126,12.0,75.0
AMD,2025-06-24 04:00:00+00:00,0.0305216854452846,133.535,5.237857142857143,BULLISH,135.71,2025-06-24 09:50:00-04:00,0.0204111708790802,-0.0064844152973251,0.022695453540638,3.5000000000000235,True,11.0,136.14,2025-06-24 10:25:00-04:00,0.017188188629352164,-0.003231967092698676,0.019465256353753534,6.022727272727317,-0.003168521111192826,7.0,55.0
AMD,2025-10-24 04:00:00+00:00,0.0356975705229119,243.42,13.148214285714287,BULLISH,249.2,2025-10-24 09:30:00-04:00,0.0075441412520065,-0.028812199036918,0.0152487961476725,0.5292479108635104,True,4.0,249.26,2025-10-24 09:50:00-04:00,0.01436251303859429,-0.007863275294872742,0.016328331862312532,2.0765306122449307,-0.00024077046548957575,4.0,20.0
AMZN,2024-02-02 05:00:00+00:00,0.0592764146219328,169.23,3.773928571428574,NEUTRAL,170.885,2024-02-02 09:35:00-05:00,0.0055592942622232,-0.01103081019399,0.0094508002457793,0.8567639257294493,True,4.0,169.76,2024-02-02 09:50:00-05:00,0.012223138548539215,-0.0044769085768142725,0.016140433553251704,3.6052631578947922,0.006583374784211605,3.0,20.0
AMZN,2024-10-04 04:00:00+00:00,0.0214403518416712,185.8,3.9642857142857184,BULLISH,187.48,2024-10-04 09:45:00-04:00,-0.0052805632600809,-0.0205355237892041,0.0006133987625347,0.02987012987013143,True,4.0,186.52,2024-10-04 09:50:00-04:00,-0.00016084066051898528,-0.015494316963328408,0.005334548573879348,0.3442906574394363,0.005120546191593661,1.0,20.0
ANF,2024-05-29 04:00:00+00:00,0.0317668679443421,157.2,7.230714285714285,BULLISH,161.435,2024-05-29 09:30:00-04:00,0.1719267816768358,-0.026233468578685,0.2175178864558491,8.29161747343563,True,21.0,179.49,2024-05-29 11:15:00-04:00,0.05404200791130419,-0.0016156888963174574,0.09504707783163409,58.82758620689241,-0.11184067891101686,21.0,105.0
ANF,2024-11-22 05:00:00+00:00,0.0580237321655599,149.795,6.397499999999994,BULLISH,153.59,2024-11-22 09:30:00-05:00,-0.0098964776352627,-0.0363955986717885,0.0039065043297089,0.10733452593917538,True,4.0,149.945,2024-11-22 09:50:00-05:00,0.014171863016439362,-0.012971422855046806,0.02670979359098333,2.0591259640102875,0.02373201380298203,4.0,20.0
