Ticker,Pivot Date,1-Day Return (%),3-Day Return (%),5-Day Return (%)
TLRY,2018-12-31,-0.11341774885669408,-0.8364083087413173,18.032314540608798
CGC,2018-12-31,7.629326039704424,5.061397457421337,10.308887395252706
MSOS,2021-06-30,2.2244517777762693,-0.3998953194663817,-0.924760914269913
