date,gap_pct,gap_band,rs_z_prior,rs_class_prior,ts_zone_prior_daily,slope_state_at_open,trend_score_at_open,ts_zone_at_open,bar_of_first_rising,has_rising_in_opening,open,high,low,close,open_to_close,open_to_high,open_to_low,reversal_ratio,cond1_gap,cond2_slope,cond3_rs,is_primary_event,gap_band_variant,rs_threshold_variant,slope_variant
2024-02-20,-0.4691524759146657,Tiny,-2.305929111120738,Crushed,NEUT,1.0,-44.03118723577621,BEAR,1.0,True,423.86861355765257,425.38189900812085,418.87379058422897,422.6520690917969,-0.2870098013733263,0.3570175762170365,-1.1783894380620905,0.5805494102860188,True,True,True,True,Tiny,-1.0,RISING
2024-02-28,-0.4958828744183432,Tiny,-1.426148143502513,Crushed,NEUT,-1.0,-75.6274623921825,OS,3.0,True,430.6734841008683,431.8999592325404,429.5558230574909,430.5152282714844,-0.0367461279196931,0.2847807392258429,-0.2595147100153521,0.4092787885811313,True,True,True,True,Tiny,-1.0,RISING
2024-03-11,-0.3439393151470198,Tiny,-1.5680164538301835,Crushed,NEUT,-1.0,-49.48685022619766,BEAR,2.0,True,432.7307448633055,433.8681764747113,430.68334985224834,432.612060546875,-0.0274268278460335,0.2628497339067184,-0.4731337062042874,0.6055936235345587,True,True,True,True,Tiny,-1.0,RISING
2024-03-19,-0.4640317754446361,Tiny,-1.1901151198619755,Crushed,BEAR,-1.0,-69.76371451318167,BEAR,2.0,True,431.2627591956044,434.7588137847426,429.1631195603212,434.3527526855469,0.7164990308242577,0.8106553405304563,-0.4868585544458974,0.9274332937236756,True,True,True,True,Tiny,-1.0,RISING
2025-07-11,-0.3870893242429121,Tiny,-1.0764731959022251,Crushed,BULL,-1.0,-86.55307071004336,OS,4.0,True,551.948121861809,554.432028356728,550.7011759598594,552.845947265625,0.1626648172635305,0.4500253550171293,-0.2259172289133773,0.5748743390560784,True,True,True,True,Tiny,-1.0,RISING
2025-12-16,-0.373439608637112,Tiny,-1.2901148122382655,Crushed,BEAR,-1.0,-37.5108202474,BEAR,2.0,True,607.4773301066649,612.7205746597449,606.1290306476157,610.9628295898438,0.57376618195231,0.8631177318434822,-0.2219505802484044,0.7333333333333311,True,True,True,True,Tiny,-1.0,RISING
2026-02-09,-0.3461078163240829,Tiny,-1.526929707588866,Crushed,BEAR,-1.0,-93.89360603068695,OS,2.0,True,607.5399780273438,616.4600219726562,605.0700073242188,614.3200073242188,1.1159807653957958,1.4682233709583197,-0.4065527854059726,0.8121148466888872,True,True,True,True,Tiny,-1.0,RISING
2023-12-05,-0.4995809565784533,Tiny,-1.0409618955183535,Crushed,BULL,-1.0,-22.600224741782903,NEUT,4.0,True,379.2336950637311,383.2885478750258,379.0560867539073,382.09478759765625,0.7544404864774334,1.0692227151949922,-0.0468334729048589,0.7179512715632237,True,True,True,True,Tiny,-1.0,DROPPING
2023-12-08,-0.4507888200881627,Tiny,-1.0374933223745602,Crushed,BULL,-1.0,-84.71774686674064,OS,3.0,True,383.4562520350247,387.353247228677,383.2687983557027,386.9093017578125,0.9005068256058572,1.0162815635344855,-0.048885284390899,0.8913083540347486,True,True,True,True,Tiny,-1.0,DROPPING
2024-02-28,-0.4958828744183432,Tiny,-1.426148143502513,Crushed,NEUT,-1.0,-75.6274623921825,OS,3.0,True,430.6734841008683,431.8999592325404,429.5558230574909,430.5152282714844,-0.0367461279196931,0.2847807392258429,-0.2595147100153521,0.4092787885811313,True,True,True,True,Tiny,-1.0,DROPPING
2024-03-11,-0.3439393151470198,Tiny,-1.5680164538301835,Crushed,NEUT,-1.0,-49.48685022619766,BEAR,2.0,True,432.7307448633055,433.8681764747113,430.68334985224834,432.612060546875,-0.0274268278460335,0.2628497339067184,-0.4731337062042874,0.6055936235345587,True,True,True,True,Tiny,-1.0,DROPPING
2024-03-19,-0.4640317754446361,Tiny,-1.1901151198619755,Crushed,BEAR,-1.0,-69.76371451318167,BEAR,2.0,True,431.2627591956044,434.7588137847426,429.1631195603212,434.3527526855469,0.7164990308242577,0.8106553405304563,-0.4868585544458974,0.9274332937236756,True,True,True,True,Tiny,-1.0,DROPPING
2024-04-03,-0.4874057530869097,Tiny,-1.5057879288787903,Crushed,BEAR,-1.0,-11.44295610352678,NEUT,,False,434.7389953416227,439.7305396599772,434.7291120530437,437.8488159179688,0.7153304878717844,1.148170367011151,-0.0022733844179792,0.6237626754009709,True,True,True,True,Tiny,-1.0,DROPPING
2025-07-11,-0.3870893242429121,Tiny,-1.0764731959022251,Crushed,BULL,-1.0,-86.55307071004336,OS,4.0,True,551.948121861809,554.432028356728,550.7011759598594,552.845947265625,0.1626648172635305,0.4500253550171293,-0.2259172289133773,0.5748743390560784,True,True,True,True,Tiny,-1.0,DROPPING
2025-08-29,-0.4193644158109196,Tiny,-1.3782322282216155,Crushed,NEUT,-1.0,-100.0,OS,,False,573.2559494077193,573.6251014295405,567.1509068169219,569.0064086914062,-0.7412990167312908,0.0643956721604989,-1.0649767520258775,0.2865996445129879,True,True,True,True,Tiny,-1.0,DROPPING
2025-12-03,-0.382637001180663,Tiny,-1.5050552276849984,Crushed,BEAR,-1.0,-88.01312191062435,OS,,False,618.8227062993094,623.4167629201941,617.2347863490129,622.7177124023438,0.6294219755327511,0.7423865630849403,-0.2566033751076469,0.8869211958665277,True,True,True,True,Tiny,-1.0,DROPPING
2025-12-16,-0.373439608637112,Tiny,-1.2901148122382655,Crushed,BEAR,-1.0,-37.5108202474,BEAR,2.0,True,607.4773301066649,612.7205746597449,606.1290306476157,610.9628295898438,0.57376618195231,0.8631177318434822,-0.2219505802484044,0.7333333333333311,True,True,True,True,Tiny,-1.0,DROPPING
2026-02-09,-0.3461078163240829,Tiny,-1.526929707588866,Crushed,BEAR,-1.0,-93.89360603068695,OS,2.0,True,607.5399780273438,616.4600219726562,605.0700073242188,614.3200073242188,1.1159807653957958,1.4682233709583197,-0.4065527854059726,0.8121148466888872,True,True,True,True,Tiny,-1.0,DROPPING
2024-02-20,-0.4691524759146657,Tiny,-2.305929111120738,Crushed,NEUT,1.0,-44.03118723577621,BEAR,1.0,True,423.86861355765257,425.38189900812085,418.87379058422897,422.6520690917969,-0.2870098013733263,0.3570175762170365,-1.1783894380620905,0.5805494102860188,True,True,True,True,Tiny,-1.5,RISING
2024-03-11,-0.3439393151470198,Tiny,-1.5680164538301835,Crushed,NEUT,-1.0,-49.48685022619766,BEAR,2.0,True,432.7307448633055,433.8681764747113,430.68334985224834,432.612060546875,-0.0274268278460335,0.2628497339067184,-0.4731337062042874,0.6055936235345587,True,True,True,True,Tiny,-1.5,RISING
2026-02-09,-0.3461078163240829,Tiny,-1.526929707588866,Crushed,BEAR,-1.0,-93.89360603068695,OS,2.0,True,607.5399780273438,616.4600219726562,605.0700073242188,614.3200073242188,1.1159807653957958,1.4682233709583197,-0.4065527854059726,0.8121148466888872,True,True,True,True,Tiny,-1.5,RISING
2024-03-11,-0.3439393151470198,Tiny,-1.5680164538301835,Crushed,NEUT,-1.0,-49.48685022619766,BEAR,2.0,True,432.7307448633055,433.8681764747113,430.68334985224834,432.612060546875,-0.0274268278460335,0.2628497339067184,-0.4731337062042874,0.6055936235345587,True,True,True,True,Tiny,-1.5,DROPPING
2024-04-03,-0.4874057530869097,Tiny,-1.5057879288787903,Crushed,BEAR,-1.0,-11.44295610352678,NEUT,,False,434.7389953416227,439.7305396599772,434.7291120530437,437.8488159179688,0.7153304878717844,1.148170367011151,-0.0022733844179792,0.6237626754009709,True,True,True,True,Tiny,-1.5,DROPPING
2025-12-03,-0.382637001180663,Tiny,-1.5050552276849984,Crushed,BEAR,-1.0,-88.01312191062435,OS,,False,618.8227062993094,623.4167629201941,617.2347863490129,622.7177124023438,0.6294219755327511,0.7423865630849403,-0.2566033751076469,0.8869211958665277,True,True,True,True,Tiny,-1.5,DROPPING
2026-02-09,-0.3461078163240829,Tiny,-1.526929707588866,Crushed,BEAR,-1.0,-93.89360603068695,OS,2.0,True,607.5399780273438,616.4600219726562,605.0700073242188,614.3200073242188,1.1159807653957958,1.4682233709583197,-0.4065527854059726,0.8121148466888872,True,True,True,True,Tiny,-1.5,DROPPING
2024-02-20,-0.4691524759146657,Tiny,-2.305929111120738,Crushed,NEUT,1.0,-44.03118723577621,BEAR,1.0,True,423.86861355765257,425.38189900812085,418.87379058422897,422.6520690917969,-0.2870098013733263,0.3570175762170365,-1.1783894380620905,0.5805494102860188,True,True,True,True,Tiny,-2.0,RISING
2023-06-28,-0.5084701864998009,Small,-0.8681595930705339,Weak,NEUT,-1.0,-83.69937099568011,OS,4.0,True,356.6080599092529,361.08066255918993,356.5292303100963,359.13006591796875,0.7072206975236669,1.2542068317455226,-0.0221053890864609,0.5714323460247881,True,True,True,True,Small,-0.5,RISING
2023-08-03,-0.6543992175278067,Small,-1.2746873638697038,Crushed,BEAR,-1.0,-43.97887787600162,BEAR,3.0,True,366.4202770315307,370.3707767884127,366.2527866651259,368.2428283691406,0.4973936902113883,1.078133499839595,-0.0457099066027963,0.4832555796482527,True,True,True,True,Small,-0.5,RISING
2024-01-03,-0.6607293514421301,Small,-0.7491172857642842,Weak,BULL,-1.0,7.75156029671749,NEUT,4.0,True,395.56125728435336,396.61957611570585,393.543563467669,393.9787292480469,-0.4000715457249313,0.2675486569686248,-0.5100837808374941,0.1414707383129911,True,True,True,True,Small,-0.5,RISING
2024-03-05,-0.6936653769157786,Small,-0.5032857344150283,Weak,NEUT,0.0,-100.0,OS,2.0,True,436.1232794281308,436.1331798494727,428.9129051911213,431.2866821289063,-1.1089977369624695,0.002270096967741,-1.6532880901162017,0.3287654625491785,True,True,True,True,Small,-0.5,RISING
2025-03-04,-0.5774058626220108,Small,-1.41486883106044,Crushed,OS,1.0,-73.70740232838756,OS,1.0,True,491.68635636601033,501.19811409825184,485.2788502299198,493.0494384765625,0.2772259374098831,1.9345173216807692,-1.3031693991770663,0.4881248474121111,True,True,True,True,Small,-0.5,RISING
2025-11-18,-0.669246761369897,Small,-1.001164056714832,Crushed,OS,-1.0,-8.997884988336184,NEUT,2.0,True,598.8484631892511,601.5350044005672,590.5791487748494,595.542724609375,-0.5520158743116637,0.4486178685353178,-1.3808692720629745,0.4530523223466074,True,True,True,True,Small,-0.5,RISING
2026-01-12,-0.6925758695257073,Small,-0.9854617452776764,Weak,BEAR,1.0,-84.14213636052051,OS,1.0,True,622.3099975585938,628.8499755859375,622.260009765625,627.1699829101562,0.7809589064339123,1.0509196466392905,-0.0080326192998439,0.7450680744651292,True,True,True,True,Small,-0.5,RISING
2023-06-28,-0.5084701864998009,Small,-0.8681595930705339,Weak,NEUT,-1.0,-83.69937099568011,OS,4.0,True,356.6080599092529,361.08066255918993,356.5292303100963,359.13006591796875,0.7072206975236669,1.2542068317455226,-0.0221053890864609,0.5714323460247881,True,True,True,True,Small,-0.5,DROPPING
2023-08-03,-0.6543992175278067,Small,-1.2746873638697038,Crushed,BEAR,-1.0,-43.97887787600162,BEAR,3.0,True,366.4202770315307,370.3707767884127,366.2527866651259,368.2428283691406,0.4973936902113883,1.078133499839595,-0.0457099066027963,0.4832555796482527,True,True,True,True,Small,-0.5,DROPPING
2023-08-08,-0.6796627755487256,Small,-1.0575776311289515,Crushed,BEAR,-1.0,-97.66385725674928,OS,,False,367.1098866903734,367.1295790590286,363.3465698139682,366.4793701171875,-0.1717514553667384,0.0053641618951494,-1.0251200016248152,0.8281238824118461,True,True,True,True,Small,-0.5,DROPPING
2024-01-03,-0.6607293514421301,Small,-0.7491172857642842,Weak,BULL,-1.0,7.75156029671749,NEUT,4.0,True,395.56125728435336,396.61957611570585,393.543563467669,393.9787292480469,-0.4000715457249313,0.2675486569686248,-0.5100837808374941,0.1414707383129911,True,True,True,True,Small,-0.5,DROPPING
2024-02-21,-0.6482314448484459,Small,-2.2827260979172417,Crushed,NEUT,-1.0,-9.584251180406143,NEUT,,False,419.91230547764127,421.04976730062936,417.0242197609672,420.9607238769531,0.2496755597860612,0.2708808025271486,-0.6877830630347801,0.9778804192972708,True,True,True,True,Small,-0.5,DROPPING
2024-03-15,-0.6990917790658416,Small,-1.890837046607724,Crushed,BEAR,-1.0,-69.86374333314885,BEAR,,False,431.3065006408254,434.0759021509928,428.0128597254418,429.1799926757813,-0.4930387002942378,0.6420959355012533,-0.7636427715534054,0.1924995519445747,True,True,True,True,Small,-0.5,DROPPING
2024-03-25,-0.6339821675244804,Small,-0.5499838595948762,Weak,BEAR,-1.0,-83.73306836988313,OS,,False,439.2848593167333,441.968822012634,438.284591919368,440.4832458496094,0.2728039693287127,0.6109845670700753,-0.2277035905405696,0.5967743258652753,True,True,True,True,Small,-0.5,DROPPING
2025-02-05,-0.5052677641460447,Small,-0.6981612844097548,Weak,BEAR,-1.0,-84.319740573273,OS,,False,519.1868804659659,524.3506939252882,517.9929235736566,524.1914672851562,0.963927827817747,0.994596291548767,-0.2299666916154999,0.9749555848472792,True,True,True,True,Small,-0.5,DROPPING
2025-03-18,-0.6959794656446292,Small,-1.6979988039908809,Crushed,OS,-1.0,-56.1956065475736,BEAR,,False,476.9908675616912,477.1898401296811,470.0261900467741,472.14544677734375,-1.0158309338534133,0.0417141252634554,-1.4601280629374525,0.2958347638484395,True,True,True,True,Small,-0.5,DROPPING
2025-11-18,-0.669246761369897,Small,-1.001164056714832,Crushed,OS,-1.0,-8.997884988336184,NEUT,2.0,True,598.8484631892511,601.5350044005672,590.5791487748494,595.542724609375,-0.5520158743116637,0.4486178685353178,-1.3808692720629745,0.4530523223466074,True,True,True,True,Small,-0.5,DROPPING
2025-12-12,-0.5594820942947718,Small,-0.6264794983872461,Weak,BEAR,-1.0,-49.26968461317416,BEAR,,False,621.2795807165155,622.7376631081598,610.5733425467316,612.8304443359375,-1.3599571984699237,0.2346902162731202,-1.7232560834264807,0.1855509954549298,True,True,True,True,Small,-0.5,DROPPING
2023-08-03,-0.6543992175278067,Small,-1.2746873638697038,Crushed,BEAR,-1.0,-43.97887787600162,BEAR,3.0,True,366.4202770315307,370.3707767884127,366.2527866651259,368.2428283691406,0.4973936902113883,1.078133499839595,-0.0457099066027963,0.4832555796482527,True,True,True,True,Small,-1.0,RISING
2025-03-04,-0.5774058626220108,Small,-1.41486883106044,Crushed,OS,1.0,-73.70740232838756,OS,1.0,True,491.68635636601033,501.19811409825184,485.2788502299198,493.0494384765625,0.2772259374098831,1.9345173216807692,-1.3031693991770663,0.4881248474121111,True,True,True,True,Small,-1.0,RISING
2025-11-18,-0.669246761369897,Small,-1.001164056714832,Crushed,OS,-1.0,-8.997884988336184,NEUT,2.0,True,598.8484631892511,601.5350044005672,590.5791487748494,595.542724609375,-0.5520158743116637,0.4486178685353178,-1.3808692720629745,0.4530523223466074,True,True,True,True,Small,-1.0,RISING
2023-08-03,-0.6543992175278067,Small,-1.2746873638697038,Crushed,BEAR,-1.0,-43.97887787600162,BEAR,3.0,True,366.4202770315307,370.3707767884127,366.2527866651259,368.2428283691406,0.4973936902113883,1.078133499839595,-0.0457099066027963,0.4832555796482527,True,True,True,True,Small,-1.0,DROPPING
2023-08-08,-0.6796627755487256,Small,-1.0575776311289515,Crushed,BEAR,-1.0,-97.66385725674928,OS,,False,367.1098866903734,367.1295790590286,363.3465698139682,366.4793701171875,-0.1717514553667384,0.0053641618951494,-1.0251200016248152,0.8281238824118461,True,True,True,True,Small,-1.0,DROPPING
2024-02-21,-0.6482314448484459,Small,-2.2827260979172417,Crushed,NEUT,-1.0,-9.584251180406143,NEUT,,False,419.91230547764127,421.04976730062936,417.0242197609672,420.9607238769531,0.2496755597860612,0.2708808025271486,-0.6877830630347801,0.9778804192972708,True,True,True,True,Small,-1.0,DROPPING
2024-03-15,-0.6990917790658416,Small,-1.890837046607724,Crushed,BEAR,-1.0,-69.86374333314885,BEAR,,False,431.3065006408254,434.0759021509928,428.0128597254418,429.1799926757813,-0.4930387002942378,0.6420959355012533,-0.7636427715534054,0.1924995519445747,True,True,True,True,Small,-1.0,DROPPING
2025-03-18,-0.6959794656446292,Small,-1.6979988039908809,Crushed,OS,-1.0,-56.1956065475736,BEAR,,False,476.9908675616912,477.1898401296811,470.0261900467741,472.14544677734375,-1.0158309338534133,0.0417141252634554,-1.4601280629374525,0.2958347638484395,True,True,True,True,Small,-1.0,DROPPING
2025-11-18,-0.669246761369897,Small,-1.001164056714832,Crushed,OS,-1.0,-8.997884988336184,NEUT,2.0,True,598.8484631892511,601.5350044005672,590.5791487748494,595.542724609375,-0.5520158743116637,0.4486178685353178,-1.3808692720629745,0.4530523223466074,True,True,True,True,Small,-1.0,DROPPING
2024-02-21,-0.6482314448484459,Small,-2.2827260979172417,Crushed,NEUT,-1.0,-9.584251180406143,NEUT,,False,419.91230547764127,421.04976730062936,417.0242197609672,420.9607238769531,0.2496755597860612,0.2708808025271486,-0.6877830630347801,0.9778804192972708,True,True,True,True,Small,-1.5,DROPPING
