Date,Close,High,Low,Open,Volume,atr,raw_pc,raw_ema_slope,raw_ma_dist,norm_pc,norm_ema,norm_ma,consensus,trend_score,signal_line,slope,slope_state,momentum,acceleration,ts_zone,warmup,ticker_close,bench_close,rs_raw,rs_z,rs_class
2023-01-24,283.2627868652344,284.42188115202566,281.7009503309119,282.2215625090194,44875100,5.723406515731121,,0.1611149585593755,,,,,,,,,,,,,True,283.2627868652344,384.6984252929688,,,
2023-01-25,282.6341247558594,283.25294186404454,276.2001115432987,278.744237356144,50872000,5.901975689891728,,0.1765499447983723,,,,,,,,,,,,,True,282.6341247558594,384.8425903320313,,,
2023-01-26,288.1448059082031,288.32161082834824,283.4101631992241,286.0623569097901,51596300,5.873377074238013,,0.2153273402421829,,,,,,,,,,,,,True,288.1448059082031,389.0721435546875,,,
2023-01-27,291.0130615234375,292.97764028486847,286.71062923956885,286.82849916891985,56441900,5.925861603712894,,0.237061390266669,,,,,,,,,,,,,True,291.0130615234375,389.9661254882813,,,
2023-01-30,285.12908935546875,289.1663137546794,284.7558446218129,287.7419823535932,49405800,5.970042310101121,,0.2213125110202966,,,,,,,,,,,,,True,285.12908935546875,385.07330322265625,,,
2023-01-31,289.40216064453125,289.50039560113544,285.060457347366,285.1684948156605,46705100,5.766028435923561,,0.21984027665143,,,,,,,,,,,,,True,289.40216064453125,390.7351379394531,,,
2023-02-01,295.590576171875,298.05610248785,287.1232153108514,289.1958617905142,67562200,6.4549429347335705,5.545308080755993,0.2348858881323434,,,,,,,,,,,,,True,295.590576171875,394.8878173828125,0.05905503582961957,,
2023-02-02,306.1993103027344,308.12458949365566,301.29769487157955,302.12281452483154,83070600,7.265485653006516,6.216479272532446,0.2525353504216875,,,,,,,,,,,,,True,306.1993103027344,400.63623046875,0.08698316917223514,,
2023-02-03,300.75732421875,306.85736222421656,299.14638538944257,299.53929510558413,76170800,7.324884477242179,5.980985531210229,0.246176700671893,,,,,,,,,,,,,True,300.75732421875,396.3778381347656,0.08359693618176633,,
2023-02-06,298.2132263183594,300.4921448518524,296.8674946774453,298.1346563586597,40802300,6.866877152450518,4.976622980707151,0.254913361900275,,,,,,,,,,,,,True,298.2132263183594,393.9553527832031,0.07338204192057951,,
2023-02-07,304.3918762207031,305.5215031546049,296.96576997046435,298.0855644166576,67584000,7.092057956675854,5.448810523738235,0.2630225873268648,,,,,,,,,,,,,True,304.3918762207031,399.1077575683594,0.07494932158335788,,
2023-02-08,298.9793701171875,304.01851869676693,298.29178563789054,303.07552942331165,56720900,6.959795640160752,4.451465865726741,0.2439363083327994,,,,,,,,,,,,,True,298.9793701171875,394.74365234375,0.06421719191923958,,
2023-02-09,296.33709716796875,303.5176312087087,294.8833278540521,303.37029377514915,49137800,7.183063335426865,3.299799281934016,0.1977479358619156,,,,,,,,,,,,,True,296.33709716796875,391.321533203125,0.05768670340222304,,
2023-02-10,294.3921203613281,296.22899658819284,291.98549954330554,294.1760155124564,50050100,6.805534573991711,2.98055965145365,0.1657386432801665,,,,,,,,,,,,,True,294.3921203613281,392.2347412109375,0.046089054802818996,,
2023-02-13,299.1071472167969,299.6965269013132,294.6180770903373,295.79683645937,39636700,6.60538416945749,3.49915775631538,0.1538556649932552,,,,,,,,,,,,,True,299.1071472167969,396.8391723632813,0.04778578317051374,,
2023-02-14,301.3172607421875,302.27008261908674,295.5806944853738,297.525638207101,64079100,6.616584698024885,3.742643738015101,0.1344148186471833,,,,,,,,,,,,,True,301.3172607421875,396.6565856933594,0.05215953135580165,,
2023-02-15,303.6257019042969,303.7926743384244,298.8124891680649,299.5000738577565,43100600,6.398398094336168,4.792941033559171,0.1375463546901353,,,,,,,,,,,,,True,303.6257019042969,397.9446411132813,0.05490379451829508,,
2023-02-16,297.9283447265625,302.967493835328,297.7810073210326,298.9892340005614,59498600,6.324570959526586,4.372059050650279,0.1320446434715794,,,,,,,,,,,,,True,297.9283447265625,392.4653930664063,0.051772553798189236,,
2023-02-17,295.8262634277344,296.5826154333962,292.820460423188,295.7378609837291,58230700,6.162346072039638,2.9457416430608108,0.1252968320000368,,,,,,,,,,,,,True,295.8262634277344,391.4848937988281,0.03662830290899821,,
2023-02-21,288.82257080078125,293.4393432868049,288.68506586348246,291.99537657114183,46526700,6.292859604334607,0.7914233711298542,0.0852939813972809,,,,,,,,,,,,,True,288.82257080078125,383.6313781738281,0.02139001114924921,,
2023-02-22,289.0386657714844,291.1112820869066,287.37859423090794,289.40210806549914,51389200,5.95150337122315,0.9704907392269432,0.0429725417933136,,,,,,,,,,,,,True,289.0386657714844,383.1026611328125,0.024538623171124208,,
2023-02-23,291.5631103515625,292.84990690607964,287.3687159540404,292.69273702453154,69294400,5.888795048665296,1.5162669989214337,0.00463751781506,,,,,,,,,,,,,True,291.5631103515625,385.1405029296875,0.030817914003134605,,
2023-02-24,286.68121337890625,287.7813728870745,284.91307418898003,286.59281091597467,74332000,5.990293863854252,-0.2443273339440439,-0.0290183491555286,,,,,,,,,,,,,True,286.68121337890625,381.0263366699219,0.01560010838382897,,
2023-02-27,288.734130859375,291.2389566843378,288.1447512602392,289.8441226093777,48995000,5.799287122731223,-0.3929673795818577,-0.0478789281230003,,,,,,,,,,,,,True,288.734130859375,382.3240966796875,0.011765622426066824,,
2023-02-28,288.3608093261719,290.8754672291846,287.77142982266554,288.1054045466656,48243100,5.439920493902935,0.5940748535433997,-0.0463729596716176,,,,,,,,,,,,,True,288.3608093261719,380.9110412597656,0.022143246551602602,,
2023-03-01,286.0426940917969,288.72432505115296,285.0604046615051,288.0662079200304,58287000,5.203120480002256,-0.6456638022598543,-0.0535810877550335,,,,,,,,,,,,,True,286.0426940917969,379.4498901367188,0.01727379287508468,,
2023-03-02,288.40997314453125,289.2154576380953,283.2627863383192,283.5476586547441,53565900,5.303060589305437,-1.3540488377267856,-0.0594162233539996,,,,,,,,,,,,,True,288.40997314453125,382.4009399414063,0.0073289336444711806,,
2023-03-03,294.3724365234375,294.6082063288815,289.6476276085931,290.1584372061476,60511500,5.422416935311415,-2.181107413979712,-0.0297868340918227,,,,,,,,,,,,,True,294.3724365234375,388.5338439941406,-0.008416838237765623,,
2023-03-06,294.7064514160156,298.6159739722746,294.5100115246582,295.610170842958,56736300,5.265233003781509,-1.1492127315901532,-0.0072843930694703,,,,,,,,,,,,,True,294.7064514160156,388.8030700683594,-0.0010088191927455359,,
2023-03-07,291.0916442871094,295.67894908673577,290.4826296406142,294.7555946300837,65955800,5.256044529426847,-1.3549318297017134,0.0024638306204324,,,,,,,,,,,,,True,291.0916442871094,382.8431396484375,0.00432594401468922,,
2023-03-08,292.54547119140625,293.14465340785966,289.65753761282446,291.514049212143,50876300,5.020187364841296,-2.3597535646304264,0.0250950044104125,,,,,,,,,,,,,True,292.54547119140625,383.4679565429688,0.00026864377162449937,,
2023-03-09,287.4768371582031,295.6494926655165,286.66152011867,293.0464016130532,71456700,5.549225389108655,-2.0728177632792044,0.0201909233857891,,,,,,,,,,,,,True,287.4768371582031,376.3930358886719,0.00801476195733919,,
2023-03-10,283.4395751953125,289.1368713159624,282.2903134622696,287.6437723436789,98593600,5.722203051053215,-2.2539434301064105,-0.016898227145766,,,,,,,,,,,,,True,283.4395751953125,370.9619140625,0.00850470944208459,,
2023-03-13,285.5416259765625,289.2546776417893,280.13903583007937,281.6517694646784,97123600,6.174661552474115,-1.4333570041939117,-0.0443690143483223,,,,,,,,,,,,,True,285.5416259765625,370.4331359863281,0.025519429823288697,,
2023-03-14,292.10333251953125,292.653412069432,288.2527756702264,289.0975299871856,73602500,6.299611491193502,-1.1117851802538234,-0.0376740018378662,,,,,,,,,,,,,True,292.10333251953125,376.5565185546875,0.02769477498106032,,
2023-03-15,293.6357727050781,293.9697475146975,288.04654343898625,289.4905101030698,83631500,6.249423835795866,-1.22915139682331,-0.0323459785264058,0.6540975038812482,,,,,,,,,,,,True,293.6357727050781,374.2013244628906,0.03111831740156934,,
2023-03-16,301.376220703125,301.7396629996078,291.9266010861932,292.7222531344649,98198100,6.72457557947836,-0.3345164575198918,0.0098094097650653,0.6400032666475097,,,,,,,,,,,,True,301.376220703125,380.7668151855469,0.035757639610582426,,
2023-03-17,299.951904296875,303.6747898578038,297.9971578043189,301.28783359145183,89923700,6.584983109345899,0.3072991284427918,0.0572665620265244,0.6587085108275811,,,,,,,,,,,,True,299.951904296875,376.3145751953125,0.047944310519747124,,
2023-03-20,301.0164489746094,301.3410931743558,297.1205684601089,299.3341417107242,56359500,6.269721989999365,0.8278174941654033,0.096820117752258,0.6846292227207028,,,,,,,,,,,,True,301.0164489746094,379.93310546875,0.04705233062718128,,
2023-03-21,305.31561279296875,305.7681570175095,301.4393987245314,302.9544746352989,49757000,6.067320130386134,2.7183404926316053,0.1272583304940194,0.7635902353572882,,,,,,,,,,,,True,305.31561279296875,384.9218444824219,0.05374058978906904,,
2023-03-22,301.1639404296875,310.1461313695426,300.9967095272802,305.24674630503034,75791900,6.478267025302974,1.871684913703608,0.1366282271449288,0.7076317577700587,,,,,,,,,,,,True,301.1639404296875,378.36029052734375,0.05432920566743127,,
2023-03-23,304.7351379394531,309.063895798946,302.03950823154344,304.90239884454496,74576000,6.667825471163713,1.9754607622613367,0.1341205370918888,0.7178307831441066,,,,,,,,,,,,True,304.7351379394531,379.3831176757813,0.06012606960733369,,
2023-03-24,305.85675048828125,305.9551074840104,301.98053611385967,304.31216135449586,57195200,6.308724924361982,3.039526582515289,0.139846740045926,0.8046635925204356,,,,,,,,,,,,True,305.85675048828125,381.8726806640625,0.06466679256211028,,
2023-03-27,303.7611389160156,307.6373521271822,302.90522915021126,306.5551552874033,50287400,6.098511331376514,2.464045279267987,0.1355546388312586,0.8440301600223363,,,,,,,,,,,,True,303.7611389160156,382.5867004394531,0.05135758495560716,,
2023-03-28,302.14776611328125,303.21029788017563,299.8358062740696,303.18078477684537,48585900,5.808754172785779,2.373479127710682,0.1139127769516257,0.8730529875403654,,,,,,,,,,,,True,302.14776611328125,381.7278747558594,0.04566705839363294,,
2023-03-29,307.6570739746094,308.27687909765626,305.0302879825297,305.8468671210992,53274300,5.8514686809976775,3.693838429487628,0.125048006608604,0.919170807907898,,,,,,,,,,,,True,307.6570739746094,387.27630615234375,0.05493778415997297,,
2023-03-30,310.56915283203125,311.1988056823133,307.7456227608923,310.1362740033374,58354800,5.54350375122518,3.997323837402033,0.1370712417890431,1.0362303903004506,,,,,,,,,,,,True,310.56915283203125,389.5438537597656,0.058153102072054264,,
2023-03-31,315.73419189453125,315.9703267522427,310.49049687814465,310.7954756301641,62138100,5.535013900941566,3.8593860383006233,0.1603737398461754,1.1451983040030382,,,,,,,,,,,,True,315.73419189453125,395.0343322753906,0.05583628845603572,,
2023-04-03,314.9668273925781,315.2324753598224,312.2810447798072,313.6091645220105,47126800,5.257431662779232,3.853664160772425,0.1867624367738535,1.3086310896360758,,,,,,,,,,,,True,314.9668273925781,396.5396118164063,0.048849294402610655,,
2023-04-04,313.9043273925781,316.42287910007366,312.6843823298661,315.40955579606964,45875400,5.054907010436345,4.512977797290782,0.2127494522586869,1.4524954760300457,,,,,,,,,,,,True,313.9043273925781,394.339599609375,0.048340253834694646,,
2023-04-05,310.8052978515625,313.8944459319647,308.98524317445697,312.9499966490808,62795700,5.03679730479432,3.6252851872310754,0.2083069489107917,1.4807796366581674,,,,,,,,,,,,True,310.8052978515625,393.30712890625,0.03675865947230794,,
2023-04-06,312.9008178710937,313.39272296444466,307.75550980968626,309.1525034616404,46916500,5.116852751456197,4.968675462794039,0.2002130175148076,1.4962536032335652,,,,,,,,,,,,True,312.9008178710937,394.8413696289063,0.03942487922563309,,
2023-04-10,312.72369384765625,312.7729023639507,308.17849624864294,309.9690377341633,45134700,5.064248600922137,5.782519966932799,0.1754931692532281,1.5548678714072484,,,,,,,,,,,,True,312.72369384765625,395.2466430664063,0.03785276102395474,,
2023-04-11,310.7167053222656,312.74338158453696,310.2051349204636,312.6843253617337,40113600,4.727448342675634,5.32529972214452,0.1472404830780083,1.6776783224114522,,,,,,,,,,,,True,310.7167053222656,395.3527526855469,0.020894492492436134,,
2023-04-12,307.97198486328125,313.26488908352934,307.5095928211237,312.6745968985505,62813300,4.864494731972968,3.2621378412540505,0.1128700763691753,1.56663772731307,,,,,,,,,,,,True,307.97198486328125,393.7413330078125,0.008688728496494935,,
2023-04-13,314.0026550292969,314.4748646204521,308.55233915122227,309.7328931526092,54613800,5.082946068666017,4.0069050603883145,0.1139693672632002,1.5416055695119044,,,,,,,,,,,,True,314.0026550292969,398.9712829589844,0.003166835977484128,,
2023-04-14,313.4123840332031,315.1733824574707,310.5002845828092,312.4482393474442,56278300,5.028299642798755,2.393684582285313,0.1060418289595941,1.603507944111027,,,,,,,,,,,,True,313.4123840332031,397.9966735839844,-0.005313084428625103,,
2023-04-17,313.677978515625,314.0321657297846,310.92332250993337,312.9991472100262,43007000,4.772372119739084,2.876153383341036,0.101326873411016,1.7740714414334735,,,,,,,,,,,,True,313.677978515625,399.4247741699219,-0.015650998641925318,,
2023-04-18,313.6976928710937,316.2162744996255,312.4974732997396,315.793213313415,46746900,4.631895997091991,2.737808427573911,0.1036608992460246,1.880460854415683,,,,,,,,,,,,True,313.6976928710937,399.6853332519531,-0.00986062260814613,,
2023-04-19,313.5500793457031,314.6126109678501,311.1594282311205,311.2873283359622,38960100,4.4747342290436745,1.8402135481673552,0.1166478858786063,1.9763934763353643,,,,,,,,,,,,True,313.5500793457031,399.6177673339844,-0.011208636380643622,,
2023-04-20,311.1594543457031,314.1010369099434,309.8706655285175,310.5790099948983,62462100,4.442152516027967,2.2501509977314558,0.0975095548937299,1.9988798247919783,,,,,,,,,,,,True,311.1594543457031,397.4370727539063,-0.01723000978865863,,
2023-04-21,311.4841003417969,312.26131872486235,309.01475741476844,310.7954512881262,59002300,4.28274035523676,1.575851404134597,0.083641210904254,2.05819790173302,,,,,,,,,,,,True,311.4841003417969,397.7458190917969,-0.02625449415914516,,
2023-04-24,310.8348083496094,312.5958067847505,308.6605664449473,311.2578394804979,44043100,4.23640701984562,1.175066002395004,0.0661899435265775,2.037283578282594,,,,,,,,,,,,True,310.8348083496094,398.1607360839844,-0.026377322452916907,,
2023-04-25,304.9712829589844,309.87066806010336,304.87292596789285,309.2016843984731,57121600,4.466470401428407,0.2709396758974912,0.0254548375257805,1.781416358886919,,,,,,,,,,,,True,304.9712829589844,391.8403930664063,-0.02020331079133708,,
2023-04-26,306.8208312988281,309.84113531671335,306.2994131803903,308.3654202618704,55400500,4.520254662268482,1.0338057332375394,-0.0040376296540909,1.6724793286380046,,,,,,,,,,,,True,306.8208312988281,390.18072509765625,-0.006677496629781787,,
2023-04-27,315.16363525390625,315.66535809035463,309.94942265568807,310.58892336877227,65430400,5.0968242795028855,1.4727918538382534,0.0095286862073157,1.5418228655012047,,,,,,,,,,,,True,315.16363525390625,397.9484558105469,-0.003157821202318667,-1.1169302275105177,Crushed
2023-04-28,317.3377685546875,317.42630785671025,313.7960463562758,314.9274219134559,59712600,4.901282575627097,1.380988673518836,0.0290616350007099,1.695826402667871,,,,,,,,,,,,True,317.3377685546875,401.3450012207031,-0.008500554855731757,-1.255230957023756,Crushed
2023-05-01,316.9737548828125,318.3904437230442,315.8915578488161,316.87536787544934,41013400,4.580963015440565,0.2705900449541257,0.0499123613564215,1.8673850367648588,,,,,,,,,,,,True,316.9737548828125,400.9397583007813,-0.011023176224044695,-1.3122821013839754,Crushed
2023-05-02,314.20928955078125,317.22959390769427,312.4679263755595,316.90491974602446,56519400,4.605056950999792,-0.1645012971299753,0.0819729740707953,1.8431245321898853,,,,,,,,,,,,True,314.20928955078125,396.4334716796875,-0.002137469410234183,-0.9792069978564015,Weak
2023-05-03,312.1531066894531,317.2492356655561,312.04487196912623,314.5732710641641,59882100,4.6849645170571375,-0.3737959373542983,0.0952904614967281,1.728407486803531,,,,,,,,,,,,True,312.1531066894531,393.71240234375,-0.003988335475894056,-1.0165352228650593,Crushed
2023-05-04,311.0513000488281,313.077946762573,310.01828127190566,311.9268755593751,50224500,4.468257980205163,0.0550555044841725,0.0723602461678411,1.7056995537001207,,,,,,,,,,,,True,311.0513000488281,390.92376708984375,0.0068512975303098855,-0.5975098152241841,Weak
2023-05-05,317.6625061035156,318.5184162174425,311.0906308142083,313.3140515872184,51806100,4.868105738659725,0.9781398531686184,0.0673919344959329,1.5810654093150711,,,,,,,,,,,,True,317.6625061035156,398.1607360839844,0.0068110480942307206,-0.5736040357957989,Weak
2023-05-08,318.4494934082031,318.7938329476194,316.11786827688667,317.2000653906943,36465800,4.575820262936129,1.2513165359499605,0.0669989253907238,1.6776820704125932,,,,,,,,,,,,True,318.4494934082031,398.266845703125,0.010668141024047895,-0.40302923561978593,Neutral
2023-05-09,316.4326477050781,317.652562439321,316.117821314468,316.78680487689167,31768800,4.27660050704266,1.3365621533738183,0.0707892448890848,1.7507972013409083,,,,,,,,,,,,True,316.4326477050781,396.5203552246094,0.015442674800787204,-0.2005452396987802,Neutral
2023-05-10,319.87603759765625,320.7319476003551,316.3933413578968,318.8725320578006,60446600,4.284867938431412,2.778160938778615,0.0970026043876738,1.7538526596701949,,,,,,,,,,,,True,319.87603759765625,398.3730163574219,0.026889773418621976,0.2607001756748856,Neutral
2023-05-11,320.9188537597656,321.4599372836662,318.87251202066807,320.4269487294922,44278500,4.058542248373641,1.7041090882422731,0.1313428480485236,1.850919906684014,,,,,,,,,,,,True,320.9188537597656,397.6782836914063,0.02526675728529626,0.2174511482452261,Neutral
2023-05-12,319.76776123046875,321.8731290294451,317.7116019453039,321.4500679140584,48432800,4.072273559809315,1.5606459398968315,0.1325715361029573,1.8180605332279811,,,,,,,,,,,,True,319.76776123046875,397.1572265625,0.022387183786886866,0.12657471337425305,Neutral
2023-05-15,321.4992980957031,321.7354029027165,318.7150988111692,320.2400224191314,33375600,3.932010964041048,1.989139819701804,0.1379907457398198,1.906241944862902,,,,,,,,,,,,True,321.4992980957031,398.52740478515625,0.027180886584313724,0.3419454484158791,Neutral
2023-05-16,321.86328125,323.57510103209444,320.74172344552545,320.7810842518662,40019200,3.78552651371144,2.1570548639218297,0.1526798728843251,1.9972778994512133,,,,,,,,,,,,True,321.86328125,395.86419677734375,0.03559048133634468,0.6881605573613816,Strong
2023-05-17,325.7591552734375,326.33959955792614,321.74522377154244,322.9257777316302,47486100,3.8933730834010736,3.1358607732164936,0.1688450361779574,2.000578965377827,,,,,,,,,,,,True,325.7591552734375,400.6695556640625,0.036306214824986194,0.7043786243341456,Strong
2023-05-18,331.8096008300781,332.02604023945787,326.1330277171861,326.15269310949344,64213500,4.20984133441698,4.905207784329676,0.2003075786107556,1.9985981392981635,,,,,,,,,,,,True,331.8096008300781,404.5293273925781,0.0485201834006872,1.1738032106113916,Dominant
2023-05-19,331.0619201660156,332.7343791895953,329.99938852891864,332.0260347726971,61554900,4.013194577918271,4.878362970971166,0.2336631547048933,2.179471528917445,,,,,,,,,,,,True,331.0619201660156,403.9406433105469,0.04727852030601998,1.1028007489301452,Dominant
2023-05-22,332.1736755371094,333.1869987970139,330.79631729968287,330.8061650087656,43015900,3.796859500506643,5.620136111081434,0.2635213255927532,2.361869415941336,,,,,,,,,,,,True,332.1736755371094,404.104736328125,0.053721540384017885,1.3157362840057314,Dominant
2023-05-23,327.9629211425781,331.6030305288364,327.60876391719165,330.45198952282885,48216700,3.8992664497614538,5.896400894840186,0.2666900767873957,2.256855938198579,,,,,,,,,,,,True,327.9629211425781,399.5694885253906,0.05566440697668451,1.343512062387278,Dominant
2023-05-24,326.2806396484375,327.5202500806925,324.2244799784853,326.0051739994368,62891200,3.877823078338969,5.018230062714673,0.2444663201708782,2.210596266045488,,,,,,,,,,,,True,326.2806396484375,396.6747741699219,0.046780317630940926,0.9739528420868944,Strong
2023-05-25,334.2200012207031,335.4891247810154,331.21939213019834,333.6494045169645,66862800,4.588578018904159,4.1530003169365095,0.2293641081481645,1.9459416050794016,,,,,,,,,,,,True,334.2200012207031,400.10986328125,0.05503361427974873,1.2511196966141964,Dominant
2023-05-26,342.7594909667969,343.59573569832304,335.14480910887875,335.2431961402653,63007000,5.226865546732927,4.863664883823025,0.2402824191441453,1.9078217630372492,,,,,,,,,,,,False,342.7594909667969,405.2915344238281,0.07027608152259646,1.7483081372394225,Dominant
2023-05-30,344.3138122558594,348.199843489482,342.8872758390697,346.9995941664613,72652200,5.255330476859889,5.2023478815328135,0.2468808265243422,2.078854403789573,,,,,,,,,,,,False,344.3138122558594,405.4459533691406,0.07501429625613976,1.8392580454906133,Dominant
2023-05-31,342.3560791015625,344.9238391648621,340.90005931752535,342.72993175643774,65105400,5.091123726256805,5.528600573114706,0.2689971410464387,2.2739433078515296,,,,,,,,,,,,False,342.3560791015625,403.1977233886719,0.07251698345424273,1.674414827150993,Dominant
2023-06-01,346.3109741210937,347.6390936268913,341.04758451891763,342.1002684440527,50488600,5.291175110485718,6.455629745450808,0.3084424929763936,2.357038709177858,,,,,,,,,,,,False,346.3109741210937,407.0284729003906,0.07560482436569416,1.706994555808375,Dominant
2023-06-02,348.908203125,350.0690916948379,346.31096039208313,348.07195863796505,53372100,5.086769269454923,7.442229256100791,0.3278381281108639,2.617609429091039,,1.0,,1.0,100.0,100.0,,,,,OB,False,348.908203125,412.9145812988281,0.06545284149379538,1.302797988946483,Dominant
2023-06-05,349.1542053222656,351.7121176370537,348.1212167064388,348.69181336527123,47266200,4.887320157609588,6.4435515176384,0.3248003096045121,2.880410337082185,,1.0,,1.0,100.0,100.0,,,0.0,,OB,False,349.1542053222656,412.1233215332031,0.06406800301581739,1.2114915883907964,Dominant
2023-06-06,349.0951538085937,350.05929846403603,347.2160730142063,348.5442225836268,41390400,4.614774196572274,6.640771377969764,0.3203436605769477,3.1855470245137543,,1.0,,1.0,100.0,100.0,,,0.0,0.0,OB,False,349.0951538085937,413.020751953125,0.059188695828332305,1.009004413035702,Dominant
2023-06-07,343.17266845703125,351.3382808051396,342.5430155410741,349.38050818718546,69225900,5.172173005571372,5.169978019518925,0.2942085319226363,2.841061799061156,,0.844130615008361,,0.844130615008361,84.4130615008361,96.88261230016722,,,-15.586938499163908,-15.586938499163908,OB,False,343.17266845703125,411.5925598144531,0.046493445382146836,0.5585122203633055,Strong
2023-06-08,347.4324951171875,347.8948870176242,343.2414849377276,343.4677420224423,47153900,5.112179079574252,5.390354502570786,0.2743021675252641,2.9150177705927844,,0.7267026861254936,,0.7267026861254936,72.67026861254936,92.04014356264366,,,-11.74279288828673,3.8441456108771774,OB,False,347.4324951171875,414.0821533203125,0.04671406622629304,0.5537697682714304,Strong
2023-06-09,348.7606811523437,351.86952467742464,347.31447910149126,348.8885812693616,53196900,5.037894612422136,5.5264807096058295,0.2499795625105672,3.019874215716773,,0.594256517681182,,0.594256517681182,59.4256517681182,85.51724520373857,-8.11486964637636,-1.0,-13.244616844431164,-1.5018239561444346,BULL,False,348.7606811523437,414.82513427734375,0.04363920380273023,0.4405634345158674,Neutral
2023-06-12,354.6536865234375,354.7520735362464,349.44935281140937,350.4233151841649,44606500,5.165027648619549,6.754257221119168,0.2441165627540349,3.082106163656508,,0.5571259022055517,,0.5571259022055517,55.71259022055517,79.5563142071019,-8.486175801132664,-1.0,-3.713061547563029,9.531555296868136,BULL,False,354.6536865234375,418.5883483886719,0.05513638980290625,0.8181135858662009,Strong
2023-06-13,357.3788452148437,358.2150597311599,354.2011279729432,357.4083583151432,57097800,5.011548196565836,7.159373852520671,0.2470228181457355,3.348607591426185,,0.5627997655748408,,0.5627997655748408,56.27997655748408,74.90104667717834,-8.615090244817925,-1.0,0.5673863369289052,4.280447884491935,BULL,False,357.3788452148437,421.34808349609375,0.05433819323528466,0.7853794617448783,Strong
2023-06-14,359.97613525390625,360.2614486098314,354.5848747365158,357.388709702646,69525600,5.100218286799136,7.472788782894551,0.2849421658218893,3.4631558339077952,,0.7366055477159106,,0.7366055477159106,73.66055477159105,74.65294829606088,-5.382795795333466,-1.0,17.380578214106976,16.81319187717807,OB,False,359.97613525390625,421.8498840332031,0.05277024418529197,0.7274470053930765,Strong
2023-06-15,364.2655334472656,365.7510662668436,358.0872072844245,358.70698242124115,71138800,5.442037046215136,7.075728784428029,0.3143317905076083,3.4317698955212887,,0.8605038049853031,,0.8605038049853031,86.05038049853032,76.93243473655477,-1.353386709068638,-1.0,12.389825726939264,-4.990752487167711,OB,False,364.2655334472656,427.0797729492188,0.05228984441570317,0.7124403953544758,Strong
2023-06-16,361.9732360839844,366.81359489534935,361.53053956140593,366.685694780993,80932000,5.420839484578908,5.564384509025795,0.3282425088990243,3.553312951929694,,0.9047319054038104,,0.9047319054038104,90.47319054038104,79.64058589732002,2.428060522691965,1.0,4.422810041850724,-7.9670156850885405,OB,False,361.9732360839844,425.62506103515625,0.03875762090675483,0.26411383367395636,Neutral
