Date,prev_close,Open,High,Low,Close,Volume,gap_pct,gap_direction,gap_band,is_primary_gap_band,open_to_close,open_to_high,open_to_low,intraday_range,reversal_ratio
2023-01-03,,263.8920592442093,265.3654934443189,257.48754271282064,259.7959289550781,42335300,,,,False,-1.552199145689546,0.5583473047008374,-2.426945528308537,2.9852928330093738,0.2930186187923105
2023-01-04,259.7959289550781,261.91765375652096,262.7133057533719,257.8804288307471,261.0335693359375,47754900,0.816689010477031,UP,Tiny+,False,-0.33754289102074386,0.3037794457301412,-1.54141000725627,1.845189452986411,0.6524355069811858
2023-01-05,261.0335693359375,259.3637501022572,259.5307225443291,256.6329862583549,256.9472961425781,45396700,-0.6396952077574837,DOWN,Small,False,-0.9316853101971109,0.06437770968612612,-1.0528702807642447,1.117247990450371,0.10846738736874634
2023-01-06,256.9472961425781,258.6859086561472,265.1591919339073,255.7292080932525,264.03936767578125,54659700,0.6766416847618187,UP,Tiny+,False,2.069482271935429,2.502371818932199,-1.1429693168269277,3.6453411357591268,0.8812485496212353
2023-01-09,264.03936767578125,266.03343854839227,270.41447107881527,265.1395815287533,265.74859619140625,45568700,0.7552172580035772,UP,Tiny+,False,-0.10707013319087146,1.6467976936764197,-0.33599423610666773,1.9827919297830874,0.11545543406606461
2023-01-10,265.74859619140625,264.7172334930537,268.10614484433734,264.2064536565697,267.9980773925781,35247800,-0.3880971388498738,DOWN,Tiny,False,1.2393767705382575,1.2802005017072549,-0.19295299733381663,1.4731534990410715,0.9722882026919998
2023-01-11,267.9980773925781,269.06874434252666,272.74249736124165,268.28289478164135,272.6344299316406,44077000,0.3995054592799039,UP,Tiny+,False,1.325195015804148,1.3653585174643224,-0.29206274508231905,1.6574212625466416,0.9757674753137515
2023-01-12,272.6344299316406,273.19429674425373,275.13924036014834,268.89186479148395,274.1078186035156,60600000,0.20535440544082706,UP,Tiny+,False,0.334385406338504,0.71192687368409,-1.5748615560585548,2.2867884297426446,0.8349031933015008
2023-01-13,274.1078186035156,271.60303095801214,276.2394383275184,271.2690561446822,275.9938659667969,44802900,-0.9137964974018287,DOWN,Large,False,1.6166369695128788,1.7070528827136107,-0.12296431750113525,1.830017200214746,0.9505928615369725
2023-01-17,275.9938659667969,275.7973594990596,277.84053805638007,274.6284328189318,276.5537414550781,36269700,-0.07119957795036855,DOWN,Tiny+,False,0.27425279103192224,0.7408260039296808,-0.4238353413720034,1.1646613453016843,0.5993915185904094
2023-01-18,276.5537414550781,278.0959110135961,279.6479449041405,272.7522847682458,272.95855712890625,47754500,0.5576382913512203,UP,Tiny+,False,-1.847331687102253,0.5580930280087897,-1.9215047879970706,2.4795978160058607,0.029913359503718255
2023-01-19,272.95855712890625,271.3280039696785,272.4674633746698,269.0392826492269,270.2769470214844,44150400,-0.5973629024048954,DOWN,Small,False,-0.3873750342082545,0.41995643218554957,-0.8435256541773586,1.2634820863629082,0.36102658272124066
2023-01-20,270.2769470214844,271.88791451500214,278.00755881149314,270.8270250857129,277.673583984375,60613600,0.596043247961398,UP,Tiny+,False,2.127961251861242,2.250796732693073,-0.3901936690278023,2.640990401720875,0.9534888575317081
