total_event_days,win_rate_D5,win_rate_D6,win_rate_D7,win_rate_D8,win_rate_D9,win_rate_D10,win_rate_D5_D10,avg_ret_D5_D10,med_ret_D5_D10
18,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.559537,3.295976
