ticker,signal_time,signal_bar_bucket,entry_price,cs_score,group,ticker_quality,return_6bar,win_raw_6bar,win_thr_6bar,return_12bar,win_raw_12bar,win_thr_12bar,return_24bar,win_raw_24bar,win_thr_24bar,return_eod,win_raw_eod,win_thr_eod,mfe_session,mae_session
NVDA,2024-11-18T09:30:00-05:00,FIRST_BAR,138.62,-90.1377,A,HIGH,0.0009378156110229076,1,0,-0.013562256528639413,0,0,-0.016808541336026432,0,0,-0.010893089020343319,0,0,0.010388111383638708,0.020884432260856886
NVDA,2024-11-18T09:35:00-05:00,EARLY_OPEN,138.48,-81.214,A,HIGH,0.000830444829578139,1,0,-0.011265164644714056,0,0,-0.018378105141536802,0,0,-0.011915077989601428,0,0,0.009387637203928243,0.02191652224147889
NVDA,2024-11-18T09:40:00-05:00,EARLY_OPEN,138.195,-82.7177,A,HIGH,-0.008719562936430498,0,0,-0.014146676797279299,0,0,-0.022034082275046246,0,0,-0.014001953760989923,0,0,0.007344694091681945,0.024024024024023975
NVDA,2024-11-18T09:45:00-05:00,OPEN_WINDOW,137.685,-72.0211,A,HIGH,-0.013182263863165905,0,0,-0.016813741511420982,0,0,-0.019864182735955152,0,0,-0.017757925699967265,0,0,0.0036677924247375928,0.027817118785633758
NVDA,2024-11-18T09:50:00-05:00,OPEN_WINDOW,137.375,-83.7366,A,HIGH,-0.015686988171064613,0,0,-0.020345768880800637,0,0,-0.01976342129208374,0,0,-0.020054595086442188,0,0,0.0,0.030136487716105453
NVDA,2024-11-18T09:55:00-05:00,OPEN_WINDOW,138.15,-76.054,A,HIGH,-0.013463626492942346,0,0,-0.015200868621064019,0,0,-0.01339124140427068,0,0,-0.014332247557003183,0,0,0.000723850886717295,0.02435758233803822
NVDA,2024-11-19T09:30:00-05:00,FIRST_BAR,141.47,100.0,D,HIGH,-0.00537216370962035,0,0,-0.012228741075846396,0,0,-0.015904432035060437,0,0,-0.03908955962394855,0,0,0.002367993214109055,0.0399377959991518
NVDA,2024-11-19T09:35:00-05:00,EARLY_OPEN,142.88,100.0,D,HIGH,0.0003499440089584473,1,0,-0.001189809630459238,0,0,-0.007698768197088426,0,0,-0.02883538633818592,0,0,0.00832866741321387,0.029675251959686514
NVDA,2024-11-19T09:40:00-05:00,EARLY_OPEN,143.03,100.0,D,HIGH,0.002307208277983727,1,1,-0.0012584772425365785,0,0,-0.005942809200866911,0,0,-0.02775641473816681,0,0,0.009368663916660865,0.02859539956652453
NVDA,2024-11-19T09:45:00-05:00,OPEN_WINDOW,142.61,100.0,D,HIGH,-0.0015426688170534944,0,0,-0.006416099852745193,0,0,-0.009852044036182403,0,0,-0.030783255031203886,0,0,0.006451160507678394,0.03162471074959673
NVDA,2024-11-19T09:50:00-05:00,OPEN_WINDOW,142.0,100.0,D,HIGH,-0.006584507042253537,0,0,-0.012957746478873263,0,0,-0.010985915492957762,0,0,-0.035211267605633804,0,0,0.0021830985915493118,0.036056338028169044
NVDA,2024-11-19T09:55:00-05:00,OPEN_WINDOW,142.37,100.0,D,HIGH,-0.004319730280255735,0,0,-0.013485987216407863,0,0,-0.007094191191964535,0,0,-0.03252089625623372,0,0,0.004565568588888148,0.03336377045725925
NVDA,2024-11-20T09:30:00-05:00,FIRST_BAR,145.605,-2.909,D,HIGH,0.00827581470416527,1,1,0.006558840699151706,1,1,0.006696198619552862,1,1,0.00436111397273439,1,1,0.05106280690910341,0.006661859139452621
NVDA,2024-11-20T09:35:00-05:00,EARLY_OPEN,144.66,-36.2318,D,HIGH,0.005737591594082566,1,1,-0.0017973178487487274,0,0,-0.002350338725286903,0,0,-0.002142955896585112,0,0,0.04486381860915256,0.013237937232130459
NVDA,2024-11-20T09:40:00-05:00,EARLY_OPEN,145.125,-44.5643,D,HIGH,0.010577088716623577,1,1,0.0003789836347976353,1,0,-0.003927648578811322,0,0,0.0010680447889750294,1,1,0.04792420327304057,0.009991386735572703
NVDA,2024-11-20T09:45:00-05:00,OPEN_WINDOW,144.99,-58.1688,B,HIGH,0.012897441202841605,1,1,-0.004689978619214969,0,0,-0.006655631422856772,0,0,0.00013794054762404463,1,0,0.047037726739775305,0.010931788399199803
NVDA,2024-11-20T09:50:00-05:00,OPEN_WINDOW,145.005,-73.8814,C,HIGH,0.009758284197096597,1,1,-0.004379159339333064,0,0,-0.007965242577842152,0,0,0.00024137098720731416,1,0,0.047136305644633,0.010827212854729101
NVDA,2024-11-20T09:55:00-05:00,OPEN_WINDOW,144.235,-91.4738,A,HIGH,0.00287724893403141,1,1,-0.011058342288626191,0,0,-0.010711685790550056,0,0,-0.0050958505217179265,0,0,0.042049433216625826,0.016223524109959267
NVDA,2024-11-21T09:30:00-05:00,FIRST_BAR,148.25,26.556,D,HIGH,0.02691399662731878,1,1,0.04215851602023609,1,1,0.02050590219224278,1,1,0.0107925801011804,1,1,0.05092748735244527,0.002495784148398007
NVDA,2024-11-21T09:35:00-05:00,EARLY_OPEN,144.95,-3.1789,D,HIGH,0.006553984132459391,1,1,0.0167644015177646,1,1,0.004415315626077864,1,1,-0.011728182131769694,0,0,0.02932045532942394,0.025319075543290902
NVDA,2024-11-21T09:40:00-05:00,EARLY_OPEN,146.91,-6.5553,D,HIGH,0.01511129262813967,1,1,0.025049349942141495,1,1,0.013681846028180457,1,1,0.0017697910285208013,1,1,0.042270778027363745,0.011639779456810346
NVDA,2024-11-21T09:45:00-05:00,OPEN_WINDOW,148.39,-2.531,D,HIGH,0.028977693914684164,1,1,0.03281892310802599,1,1,0.02884291394298789,1,1,0.011725857537569788,1,1,0.05182289911719117,0.001010849787721583
NVDA,2024-11-21T09:50:00-05:00,OPEN_WINDOW,146.19,-23.8393,D,HIGH,0.025035912169094992,1,1,0.014433271769614784,1,1,0.018503317600382953,1,1,-0.0031465900540393185,0,0,0.03755386825364258,0.015938162665025055
NVDA,2024-11-21T09:55:00-05:00,OPEN_WINDOW,145.72,-35.4663,D,HIGH,0.0311556409552566,1,1,0.00885259401592089,1,1,0.014205325281361468,1,1,-0.006382102662640728,0,0,0.034449629426297076,0.01921493274773546
NVDA,2024-11-22T09:30:00-05:00,FIRST_BAR,147.01,-14.5318,D,HIGH,0.020406775049316376,1,1,0.029725868988504215,1,1,0.034759540167335456,1,1,0.034691517583837796,1,1,0.040201346847153235,0.0010203387524658574
NVDA,2024-11-22T09:35:00-05:00,EARLY_OPEN,145.29,-59.9929,B,HIGH,0.01369674444215005,1,1,0.011356597150526573,1,1,0.020579530593984312,1,1,0.023263817193199778,1,1,0.028838873976185547,0.003131667699084676
NVDA,2024-11-22T09:40:00-05:00,EARLY_OPEN,144.31,-86.689,A,HIGH,0.011710900145520045,1,1,0.0044348970965284095,1,1,0.018432541057445753,1,1,0.01663086411198119,1,1,0.022243780749774844,0.00533573556926069
NVDA,2024-11-22T09:45:00-05:00,OPEN_WINDOW,143.94,-100.0,A,HIGH,0.00507155759344164,1,1,0.0007642073086007032,1,0,0.014242045296651462,1,1,0.014103098513269427,1,1,0.019730443240239013,0.006530498818952325
NVDA,2024-11-22T09:50:00-05:00,OPEN_WINDOW,144.55,-100.0,A,HIGH,0.0068488412314078794,1,1,0.006641300588031878,1,1,0.016534071255620994,1,1,0.018263576617087614,1,1,0.02386717398823948,0.002282947077135829
NVDA,2024-11-22T09:55:00-05:00,OPEN_WINDOW,144.8,-100.0,A,HIGH,0.014157458563535988,1,1,0.007872928176795682,1,1,0.018024861878453133,1,1,0.019958563535911703,1,1,0.02555248618784542,0.00013812154696120035
NVDA,2024-11-25T09:30:00-05:00,FIRST_BAR,139.5,-40.1284,D,HIGH,0.010537634408602142,1,1,0.02222222222222218,1,1,0.008817204301075195,1,1,0.025232974910394338,1,1,0.026308243727598477,0.007311827956989321
NVDA,2024-11-25T09:35:00-05:00,EARLY_OPEN,140.47,-19.5173,D,HIGH,0.020716167153128757,1,1,0.026126575069409748,1,1,0.01729906741653027,1,1,0.03196412045276578,1,1,0.033031964120452666,0.0
NVDA,2024-11-25T09:40:00-05:00,EARLY_OPEN,139.21,-54.6095,B,HIGH,0.013863946555563585,1,1,0.011062423676460171,1,1,0.008691904317218647,1,1,0.023202356152575376,1,1,0.02427986495223041,0.0027296889591264667
NVDA,2024-11-25T09:45:00-05:00,OPEN_WINDOW,138.54,-81.572,A,HIGH,0.011512920456185932,1,1,0.004330879168471159,1,1,0.005702324238487023,1,1,0.018478417785477135,1,1,0.019561137577594773,0.0036812472932006594
NVDA,2024-11-25T09:50:00-05:00,OPEN_WINDOW,136.9,-100.0,A,HIGH,-0.002739225712198685,0,0,-0.006355003652300983,0,0,-0.004967129291453666,0,0,0.00672023374726089,1,1,0.007815924032140199,0.012856099342585763
NVDA,2024-11-25T09:55:00-05:00,OPEN_WINDOW,137.645,-93.271,A,HIGH,0.0031239783501035767,1,1,0.0017799411529659962,1,1,0.0006175306040902899,1,0,0.012096334774238224,1,1,0.013186094663809057,0.007374041919430319
NVDA,2024-11-26T09:30:00-05:00,FIRST_BAR,139.04,71.5907,D,HIGH,0.012730149597238075,1,1,0.016793728423475113,1,1,0.014887802071346327,1,1,0.015499136939010366,1,1,0.024165707710011402,0.0018340046029919122
NVDA,2024-11-26T09:35:00-05:00,EARLY_OPEN,138.0,61.3862,D,HIGH,0.006340579710144928,1,1,0.007862318840579767,1,1,0.007318840579710079,1,1,0.008079710144927602,1,1,0.016811594202898503,0.0025362318840579296
NVDA,2024-11-26T09:40:00-05:00,EARLY_OPEN,137.66,60.981,D,HIGH,0.004612814179863365,1,1,0.0048307424088332995,1,1,0.004685456922853481,1,1,0.005629812581723128,1,1,0.014383263112015036,0.005012349266308279
NVDA,2024-11-26T09:45:00-05:00,OPEN_WINDOW,137.81,77.2053,D,HIGH,0.009868659748929785,1,1,0.009941223423554201,1,1,0.008199695232566544,1,1,0.0067121399027647586,1,1,0.015456062695014842,0.003918438429722023
NVDA,2024-11-26T09:50:00-05:00,OPEN_WINDOW,136.72,67.5728,D,HIGH,-0.003657109420713868,0,0,0.0022674078408426146,1,1,-0.001828554710356934,0,0,-0.0012068461088355182,0,0,0.007606787595084786,0.006985078993563579
NVDA,2024-11-26T09:55:00-05:00,OPEN_WINDOW,137.31,57.7291,D,HIGH,0.002403320952589123,1,1,0.008083897749617753,1,1,0.0023669069987618425,1,1,0.0030951860753041394,1,1,0.011870948947636701,0.002658218629378844
NVDA,2024-11-27T09:30:00-05:00,FIRST_BAR,133.78,17.7698,D,HIGH,0.0005979967110181829,1,0,0.00803558080430549,1,1,0.00930632381521905,1,1,-0.011885184631484552,0,0,0.014800418597697635,0.011997309014800343
NVDA,2024-11-27T09:35:00-05:00,EARLY_OPEN,134.03,-19.8855,D,HIGH,0.007199880623740979,1,1,0.012198761471312325,1,1,0.01029620234275905,1,1,-0.009997761695142904,0,0,0.01663806610460337,0.01010967693799888
NVDA,2024-11-27T09:40:00-05:00,EARLY_OPEN,134.45,-42.1795,D,HIGH,0.011528449237634682,1,1,0.010710301227222,1,1,0.015098549646708823,1,1,-0.006842692450725296,0,0,0.01970992934176257,0.006954258088508757
NVDA,2024-11-27T09:45:00-05:00,OPEN_WINDOW,134.38,-84.9666,A,HIGH,0.012427444560202318,1,1,0.011385622860544732,1,1,0.01573894924840013,1,1,-0.007367167733293713,0,0,0.01919928560797726,0.0074787914868283635
NVDA,2024-11-27T09:50:00-05:00,OPEN_WINDOW,133.66,-100.0,A,HIGH,0.0051623522370192855,1,1,0.0077061200059853445,1,1,0.009052820589555649,1,1,-0.012793655543917462,0,0,0.013915906030225836,0.012905880592548215
NVDA,2024-11-27T09:55:00-05:00,OPEN_WINDOW,133.95,-100.0,A,HIGH,0.012094064949607885,1,1,0.00910787607316162,1,1,0.012019410227696793,1,1,-0.010600970511384965,0,0,0.01605076521089942,0.010712952594251604
NVDA,2024-11-29T09:30:00-05:00,FIRST_BAR,136.33,100.0,D,HIGH,-0.015330448177216863,0,0,-0.020501723758527008,0,0,-0.014230176776938294,0,0,-0.014303528203623475,0,0,0.0020538399471869808,0.022078779432259887
NVDA,2024-11-29T09:35:00-05:00,EARLY_OPEN,136.93,100.0,D,HIGH,-0.01654129847367258,0,0,-0.015153728182282835,0,0,-0.01029723216241873,0,0,-0.009859052070400894,0,0,0.00401665084349676,0.01760023369604905
NVDA,2024-11-29T09:40:00-05:00,EARLY_OPEN,136.92,100.0,D,HIGH,-0.01657902424773598,0,0,-0.01420537540169458,0,0,-0.01132047911189024,0,0,-0.009932807478819848,0,0,0.0017528483786151089,0.017674554484370553
NVDA,2024-11-29T09:45:00-05:00,OPEN_WINDOW,136.78,100.0,D,HIGH,-0.018131305746454086,0,0,-0.011185845883901164,0,0,-0.015353121801432916,0,0,-0.010966515572452113,0,0,7.311010381628093e-05,0.018716186576984956
NVDA,2024-11-29T09:50:00-05:00,OPEN_WINDOW,137.63,100.0,D,HIGH,-0.008137760662646258,0,0,-0.006357625517692363,0,0,-0.009736249364237474,0,0,-0.0047228075274286544,0,0,0.00043595146407035003,0.012424616726004563
NVDA,2024-11-29T09:55:00-05:00,OPEN_WINDOW,138.49,100.0,D,HIGH,-0.0011553180735070878,0,0,0.0008664885551303671,1,0,-0.0029605025633619507,0,0,0.0015163549714781424,1,1,0.003538161600115597,0.006137627265506493
NVDA,2024-12-02T09:30:00-05:00,FIRST_BAR,138.69,-20.4621,D,HIGH,-0.009229216237652327,0,0,-0.003460956089119546,0,0,-0.0006849808926382498,0,0,0.001081548777849922,1,1,0.006200879659672545,0.012582017448986982
NVDA,2024-12-02T09:35:00-05:00,EARLY_OPEN,139.96,9.4356,D,HIGH,0.0010002857959418032,1,1,0.009431266076021873,1,1,0.004644184052586493,1,1,0.010145755930265904,1,1,0.015218633895398652,0.0033938268076592905
NVDA,2024-12-02T09:40:00-05:00,EARLY_OPEN,139.87,24.1842,D,HIGH,-0.0022878387073710814,0,0,0.007292485879745551,1,1,0.0033602631014513396,1,1,0.00950882962751135,1,1,0.0145849717594909,0.004039465217702136
NVDA,2024-12-02T09:45:00-05:00,OPEN_WINDOW,140.22,40.5609,D,HIGH,0.0062758522322065,1,1,0.009699044358864536,1,1,0.005206104692625801,1,1,0.011981172443303429,1,1,0.017044644130651737,0.0015333048067323021
NVDA,2024-12-02T09:50:00-05:00,OPEN_WINDOW,140.09,50.5256,D,HIGH,0.004461417660075666,1,1,0.010386180312656238,1,1,0.005282318509529653,1,1,0.011064315796987731,1,1,0.016132486258833543,0.001855949746591412
NVDA,2024-12-02T09:55:00-05:00,OPEN_WINDOW,139.86,48.5654,D,HIGH,0.005005005005005126,1,1,0.009295009295009376,1,1,0.004290004290004452,1,1,0.009438009438009591,1,1,0.01451451451451452,0.003503503503503365
NVDA,2024-12-03T09:30:00-05:00,FIRST_BAR,139.51,-8.8072,D,HIGH,0.003942369722600409,1,1,0.0054476381621388495,1,1,0.003727331374094917,1,1,-0.005806035409648071,0,0,0.010106802379757699,0.007382983298688275
NVDA,2024-12-03T09:35:00-05:00,EARLY_OPEN,140.25,12.5582,D,HIGH,0.009483065953654278,1,1,0.012584670231728958,1,1,0.010409982174688115,1,1,-0.0004991087344028034,0,0,0.015329768270944783,0.0020677361853831877
NVDA,2024-12-03T09:40:00-05:00,EARLY_OPEN,140.02,24.7052,D,HIGH,0.007856020568490378,1,1,0.01199828595914874,1,1,0.009712898157406181,1,1,-0.0021425510641335734,0,0,0.013712326810455762,0.002678188830167119
NVDA,2024-12-03T09:45:00-05:00,OPEN_WINDOW,139.75,22.1375,D,HIGH,0.0054382826475849085,1,1,0.007549194991055505,1,1,0.006547406082289747,1,1,-0.004078711985688681,0,0,0.011806797853309521,0.004078711985688681
NVDA,2024-12-03T09:50:00-05:00,OPEN_WINDOW,139.68,32.7607,D,HIGH,0.006658075601374619,1,1,0.009808132875143217,1,1,0.004760882016036801,1,1,-0.004581901489117886,0,0,0.011311569301260111,0.004581901489117886
NVDA,2024-12-03T09:55:00-05:00,OPEN_WINDOW,139.49,25.5916,D,HIGH,0.0065237651444547745,1,1,0.005376729514660549,1,1,0.006021937056419839,1,1,-0.00595024732955756,0,0,0.009964872033837656,0.00595024732955756
NVDA,2024-12-04T09:30:00-05:00,FIRST_BAR,141.74,100.0,D,HIGH,0.0038450684351630867,1,1,-0.0013757584309298234,0,0,-0.010935515733032192,0,0,-0.02088330746437124,0,0,0.010229998588965832,0.028502892620290616
NVDA,2024-12-04T09:35:00-05:00,EARLY_OPEN,141.105,100.0,D,HIGH,-0.001452818822862496,0,0,-0.007476701746926097,0,0,-0.015201445731901849,0,0,-0.025477481308245627,0,0,0.005775840686013945,0.03313135608235011
NVDA,2024-12-04T09:40:00-05:00,EARLY_OPEN,141.27,100.0,D,HIGH,-0.003114603242018813,0,0,-0.005839881078785224,0,0,-0.012599985842712543,0,0,-0.024279748000282993,0,0,0.006937070857223884,0.03192468323069293
NVDA,2024-12-04T09:45:00-05:00,OPEN_WINDOW,140.885,82.4778,D,HIGH,-0.008198175817155845,0,0,-0.008836994711999181,0,0,-0.015367143414842039,0,0,-0.02707882315363593,0,0,0.004223302693686332,0.03474464989175576
NVDA,2024-12-04T09:50:00-05:00,OPEN_WINDOW,141.05,65.6652,D,HIGH,-0.005884438142502545,0,0,-0.005317263381779511,0,0,-0.015632754342431648,0,0,-0.025877348457993457,0,0,0.0053881602268700405,0.03353420772775604
