ticker,date,open,close,prev_close,gap_pct,cs,tier,binary,T1_return,T2_return,T3_return,T4_return,T5_return,T6_return,T7_return,T8_return,T9_return,T10_return,T11_return,T12_return,T13_return,T14_return,T15_return,T16_return,T17_return,T18_return,T19_return,T20_return
AA,2021-10-15 04:00:00+00:00,51.92,55.975,48.605,6.8202859788087755,7.33,NEUTRAL,NEUTRAL,2.2599374720857535,-4.16257257704332,-6.252791424743188,-10.620812862885217,-12.050022331397953,-8.584189370254578,-11.442608307280038,-17.96337650736936,-17.03439035283609,-17.92764627065655,-16.49843680214381,-15.89102277802591,-15.35506922733363,-17.177311299687364,-14.551138901295227,-12.711031710585086,-15.623046002679775,-17.498883430102726,-8.530594015185349,-7.2443054935238935
AA,2021-11-11 05:00:00+00:00,48.71,51.2,46.18,5.47856214811607,-56.98,BEAR,BEARISH,1.4062499999999978,-1.1425781250000018,-5.859375,-6.406250000000002,-6.826171875000009,-7.011718750000007,-5.273437500000005,-4.27734375000001,-1.4257812500000078,-6.2890625000000115,-4.023437500000004,-9.013671875000004,-14.267578125,-12.382812500000007,-13.925781250000005,-11.03515625000001,-8.281250000000004,-5.166015625000006,-2.3437500000000053,-4.716796875000012
AA,2022-05-17 04:00:00+00:00,64.17,63.42,60.27,6.4708810353409625,-100.0,STRONG_BEAR,BEARISH,-4.746136865342172,-2.286345001576794,-4.367707347839803,-0.4572690003153566,-3.468937243771685,-3.957742037212244,-1.0249132765689035,1.5610217596972482,-2.6963103122043535,-1.5610217596972595,0.5676442762535469,-2.601702932828758,0.8987701040681177,3.1062756228319124,-1.8290760012614375,-12.322611163670775,-16.414380321665096,-21.33396404919584,-22.863450015767896,-19.394512771996222
AA,2022-07-07 04:00:00+00:00,45.38,45.665,42.62,6.475832942280632,-100.0,STRONG_BEAR,BEARISH,-1.8285338880981077,-6.438191174860392,-7.5002737326179725,-5.551297492609212,-10.65367349173328,-5.7045877586773175,-4.85054199058359,-1.740939450344907,-1.3467644804554955,-1.0401839483192847,0.38322566517027107,2.463593561808825,2.879667141136533,4.543961458447395,7.434577904303084,11.376327603197197,5.792182196430534,5.901675243622031,6.1425599474433366,4.6972517245155
AA,2022-09-29 04:00:00+00:00,37.15,35.46,35.23,5.449900652852688,-100.0,STRONG_BEAR,BEARISH,-5.160744500846018,5.38635081782289,13.508178228990408,13.085166384658772,12.380146644106036,10.03948110547096,9.53186689227299,6.711787930062049,12.408347433728139,15.228426395939081,8.234630569655955,11.040609137055835,11.985335589396502,6.373378454596724,9.560067681895095,15.736040609137051,10.476593344613638,16.962774957698816,20.332769317540894,16.920473773265652
AA,2022-11-04 04:00:00+00:00,41.62,42.41,37.695,10.412521554582828,17.83,WEAK_BULL,BULLISH,-2.0514029709974,2.098561659985854,-4.055647253006364,3.324687573685461,12.284838481490217,13.746757840132059,15.98679556708324,14.784248997877866,11.683565196887539,11.624616835651985,10.139118132515927,16.423013440226374,14.359820796981854,12.921480782834246,9.45531714218346,12.54421127092667,18.321150672011328,15.845319500117913,18.86347559537845,9.738269276114131
AA,2022-11-10 05:00:00+00:00,43.11,43.82,40.69,5.947407225362501,47.72,BULL,BULLISH,8.671839342765853,10.086718393427663,12.254678229119117,11.090826106800545,8.089913281606576,8.03286170698312,6.5951620264719315,12.676859881332724,10.680054769511639,9.287996348699226,5.933363760839802,8.922866271109074,14.513920584208122,12.117754450022826,15.038795070743943,6.207211319032402,10.26928343222273,6.4125969876768645,7.941579187585571,2.85257873117298
AA,2022-12-13 05:00:00+00:00,48.46,46.21,45.83,5.7385991708487945,36.15,WEAK_BULL,BULLISH,-1.5364639688379156,-6.362259251244315,-7.617398831421777,-8.428911491019267,-4.609391906513747,-2.899805236961704,-5.042198658299066,-4.414628868210342,-2.921445574550966,-5.204501190218569,0.7357714780350493,-1.6013849816057173,-3.54901536463969,-2.358796797230044,-1.5472841376325546,0.3462454014282549,8.78597706124216,14.650508547933338,12.454014282622815,15.407920363557665
AA,2023-05-08 04:00:00+00:00,38.055,36.83,36.16,5.240597345132753,-100.0,STRONG_BEAR,BEARISH,-0.8417051316861124,-1.9006244909041428,-4.059190877002437,-3.97773554167797,0.4344284550638167,-1.954928047787127,-0.24436600597338123,-0.08145533532446685,-1.954928047787127,-1.2082541406462133,-3.1631821884333404,-6.787944610371979,-8.19983708932934,-8.579961987510174,-10.942166711919635,-13.901710562041808,-11.186532717893014,-5.185989682324183,-8.335595981536791,-6.231333152321482
AA,2024-01-23 05:00:00+00:00,29.15,29.52,27.615,5.558573239181605,0.72,NEUTRAL,NEUTRAL,0.8638211382113788,1.2195121951219494,3.7262872628726336,4.759485094850953,3.709349593495931,0.7113821138211411,0.542005420054201,-0.08468834688346402,-9.044715447154465,-6.419376693766936,-6.775067750677508,-6.046747967479675,-8.926151761517609,-5.487804878048784,-12.466124661246612,-9.180216802168024,-7.232384823848231,-7.130758807588078,-9.705284552845523,-5.2506775067750695
