ticker,signal_time,signal_bar_bucket,entry_price,cs_score,slope_value,group,ticker_quality,return_6bar,win_6bar,return_12bar,win_12bar,return_24bar,win_24bar,return_eod,win_eod,mfe_session,mae_session
NVDA,2024-11-07T09:30:00-05:00,FIRST_BAR,147.1,-59.1553,-4.384733,D,HIGH,0.007545887151597646,1,0.005948334466349422,1,0.006356220258327684,1,0.011420802175390937,1,0.012372535690006752,0.0022093813732154224
NVDA,2024-11-07T09:35:00-05:00,EARLY_OPEN,147.325,-43.6749,-2.487652,D,HIGH,0.007500424232139951,1,0.0041405056847107664,1,0.0037332428304769146,1,0.009876124215170626,1,0.010826404208382821,0.0017987442728660198
NVDA,2024-11-07T09:40:00-05:00,EARLY_OPEN,147.44,-21.2513,2.927411,C,HIGH,0.00708762886597949,1,0.005222463374932245,1,0.0040694519804665924,1,0.009088442756375497,1,0.010037981551817619,0.002577319587628835
NVDA,2024-11-07T09:45:00-05:00,OPEN_WINDOW,147.21,-12.1614,6.334865,C,HIGH,0.009714013993614417,1,0.0076761089599890996,1,0.007234562869370272,1,0.01066503634263972,1,0.011616058691664828,0.0007472318456627514
NVDA,2024-11-07T09:50:00-05:00,OPEN_WINDOW,147.6,13.4439,10.037543,C,HIGH,0.005995934959349724,1,0.002134146341463399,1,0.004200542005420085,1,0.007994579945799505,1,0.008943089430894263,0.0020325203252031365
NVDA,2024-11-07T09:55:00-05:00,OPEN_WINDOW,148.16,32.983,10.136212,C,HIGH,-0.00026997840172780807,0,-0.001214902807775424,0,0.0004724622030237121,1,0.004184665226781888,1,0.005129589632829313,0.005804535637148929
NVDA,2024-11-08T09:30:00-05:00,FIRST_BAR,149.12,26.5861,9.678729,C,HIGH,-0.011266094420600904,0,-0.011769045064377651,0,-0.011701984978540803,0,-0.010394313304721106,0,0.004224785407725291,0.019112124463519276
NVDA,2024-11-08T09:35:00-05:00,EARLY_OPEN,149.54,43.335,12.714632,C,HIGH,-0.015982345860639204,0,-0.016851678480673947,0,-0.01501270563060054,0,-0.013173732780526942,0,0.0008024608800321289,0.02186705898087456
NVDA,2024-11-08T09:40:00-05:00,EARLY_OPEN,147.98,-34.7712,7.129448,C,HIGH,-0.00993377483443708,0,-0.006284633058521276,0,-0.004595215569671431,0,-0.0027706446817137224,0,0.004933099067441669,0.0115556156237328
NVDA,2024-11-08T09:45:00-05:00,OPEN_WINDOW,148.125,-46.582,1.122995,C,HIGH,-0.004827004219409306,0,-0.005805907172995873,0,-0.0032742616033756195,0,-0.0037468354430380208,0,0.003949367088607649,0.012523206751054783
NVDA,2024-11-08T09:50:00-05:00,OPEN_WINDOW,148.45,-57.5797,-4.087653,D,HIGH,-0.009397103401818672,0,-0.0071404513304142965,0,-0.004715392388009354,0,-0.005927921859211826,0,0.0016840687100033683,0.014685079151229226
NVDA,2024-11-08T09:55:00-05:00,OPEN_WINDOW,148.4,-67.6836,-8.075308,D,HIGH,-0.00859164420485179,0,-0.007479784366576911,0,-0.004649595687331521,0,-0.005592991913746715,0,0.0020215633423179445,0.01435309973045819
NVDA,2024-11-11T09:30:00-05:00,FIRST_BAR,147.43,-18.8054,10.383668,C,HIGH,-0.025028827240046108,0,-0.012650071220240176,0,-0.014040561622464852,0,-0.014549277623278912,0,0.0019670352031472024,0.026046259241674037
NVDA,2024-11-11T09:35:00-05:00,EARLY_OPEN,146.63,-58.5411,5.991863,C,HIGH,-0.011934801882288754,0,-0.0034440428288890095,0,-0.008627156789197206,0,-0.009172747732387635,0,0.0036145399986360306,0.020732455841232983
NVDA,2024-11-11T09:40:00-05:00,EARLY_OPEN,145.2,-100.0,-3.634489,D,HIGH,-0.0005509641873277141,0,0.003960055096418851,1,0.0012396694214876504,1,0.0005853994490358675,1,0.008746556473829272,0.011088154269972351
NVDA,2024-11-11T09:45:00-05:00,OPEN_WINDOW,145.64,-100.0,-9.962755,D,HIGH,-0.0050810216973357645,0,0.0022658610271904184,1,-0.001029936830540904,0,-0.0024375171656137724,0,0.005698983795660619,0.014075803350727707
NVDA,2024-11-11T09:50:00-05:00,OPEN_WINDOW,145.08,-100.0,-15.41243,D,HIGH,-0.0005514199062587021,0,0.007409704990350072,1,0.0016542597187757144,1,0.0014130135097875935,1,0.009580920871243357,0.010270195754066784
NVDA,2024-11-11T09:55:00-05:00,OPEN_WINDOW,143.99,-100.0,-18.604508,D,HIGH,0.0069449267310229875,1,0.01548718661018119,1,0.00944510035419116,1,0.008993680116674682,1,0.017223418292936936,0.0027779706924092344
NVDA,2024-11-12T09:30:00-05:00,FIRST_BAR,146.65,100.0,-2.185336,B,HIGH,0.006955335833617332,1,0.020115922263893547,1,0.014183429935219802,1,0.011933174224343675,1,0.020184111830889927,0.0026593931128538343
NVDA,2024-11-12T09:35:00-05:00,EARLY_OPEN,147.86,100.0,0.475543,A,HIGH,0.00033815771675898106,1,0.006154470445015532,1,0.006357365075070997,1,0.0036521033409981874,1,0.011835520086568374,0.010821046936291238
NVDA,2024-11-12T09:40:00-05:00,EARLY_OPEN,147.05,100.0,3.09754,A,HIGH,0.008228493709622437,1,0.014076844610676592,1,0.011356681400883967,1,0.009180550833049944,1,0.017409044542672576,0.005372322339340499
NVDA,2024-11-12T09:45:00-05:00,OPEN_WINDOW,146.975,100.0,3.733677,A,HIGH,0.010103759142711439,1,0.01636332709644498,1,0.010205817315870046,1,0.009695526450076621,1,0.017928219084878513,0.0025514543289675115
NVDA,2024-11-12T09:50:00-05:00,OPEN_WINDOW,147.23,100.0,2.478164,A,HIGH,0.01141071792433612,1,0.012837057664878183,1,0.013618148475175059,1,0.007946749983019873,1,0.016165183726142934,0.004279019221625996
NVDA,2024-11-12T09:55:00-05:00,OPEN_WINDOW,147.88,100.0,2.157355,A,HIGH,0.009331890722207165,1,0.0029753854476602497,1,0.004801190154179118,1,0.0035163646199622006,1,0.011698674601027984,0.00865566675682987
NVDA,2024-11-13T09:30:00-05:00,FIRST_BAR,149.16,74.6059,5.591891,A,HIGH,-0.011330115312416183,0,-0.01005631536604988,0,-0.013911236256368923,0,-0.01816840976133017,0,0.0,0.021788683293108072
NVDA,2024-11-13T09:35:00-05:00,EARLY_OPEN,147.8,20.8688,2.273778,C,HIGH,-0.00439783491204334,0,-0.005006765899864743,0,-0.007713125845737583,0,-0.009133964817320856,0,0.006089309878213648,0.012787550744249084
NVDA,2024-11-13T09:40:00-05:00,EARLY_OPEN,148.5,37.8602,1.545335,C,HIGH,-0.008215488215488207,0,-0.009764309764309687,0,-0.016026936026935997,0,-0.013804713804713882,0,0.0013468013468012703,0.017441077441077465
NVDA,2024-11-13T09:45:00-05:00,OPEN_WINDOW,148.05,24.7656,0.015706,D,HIGH,-0.004255319148936331,0,-0.007125970955758235,0,-0.009557581898007567,0,-0.01080715974333011,0,0.00432286389733189,0.014454576156703916
NVDA,2024-11-13T09:50:00-05:00,OPEN_WINDOW,148.45,20.1428,-2.646664,D,HIGH,-0.007948804311215753,0,-0.010306500505220622,0,-0.010676995621421216,0,-0.013472549680026947,0,0.0,0.017110138093634167
NVDA,2024-11-13T09:55:00-05:00,OPEN_WINDOW,148.035,2.8093,-5.142162,D,HIGH,-0.005505454791096685,0,-0.005944540142533829,0,-0.008545276454892331,0,-0.010706927415813881,0,0.00037153375890841236,0.014354713412368696
NVDA,2024-11-14T09:30:00-05:00,FIRST_BAR,147.19,-27.2498,2.052426,C,HIGH,0.007745091378490487,1,0.00672600040763645,1,0.010530606698824725,1,-0.0024458183300494953,0,0.012297031048304928,0.010802364291052404
NVDA,2024-11-14T09:35:00-05:00,EARLY_OPEN,146.78,-26.6457,2.958134,C,HIGH,0.008516146613980107,1,0.010628150974247188,1,0.013898351274015478,1,0.0003406458645592817,1,0.015124676386428662,0.008039242403597267
NVDA,2024-11-14T09:40:00-05:00,EARLY_OPEN,146.1,-48.4441,2.365996,C,HIGH,0.01635865845311441,1,0.016290212183435973,1,0.01851471594798092,1,0.00499657768651621,1,0.019849418206707773,0.003422313483915127
NVDA,2024-11-14T09:45:00-05:00,OPEN_WINDOW,146.05,-44.0662,3.477971,C,HIGH,0.008798356727148213,1,0.018486819582334738,1,0.01814447107155068,1,0.005340636768230066,1,0.02019856213625463,0.0019513865114688463
NVDA,2024-11-14T09:50:00-05:00,OPEN_WINDOW,146.425,-33.223,3.241256,C,HIGH,0.007205053781799408,1,0.014717432132491043,1,0.014717432132491043,1,0.0027659211200273255,1,0.01758579477548225,0.004507427010415059
NVDA,2024-11-14T09:55:00-05:00,OPEN_WINDOW,147.53,-5.7792,3.559872,C,HIGH,0.005320951670846584,1,0.005625974378092676,1,0.006168236968752095,1,-0.004744797668270783,0,0.009964075103368799,0.011963668406425912
NVDA,2024-11-15T09:30:00-05:00,FIRST_BAR,143.7,-83.8798,4.847773,C,HIGH,-0.00027835768963112073,0,-0.004801670146137771,0,-0.005288796102992282,0,-0.010647181628392493,0,0.006019485038274246,0.02505219206680581
NVDA,2024-11-15T09:35:00-05:00,EARLY_OPEN,144.09,-86.8712,4.064589,C,HIGH,-0.005552085502116812,0,-0.00902213894093977,0,-0.010861267263515842,0,-0.013325005205080268,0,0.0032965507668817704,0.027691026441807265
NVDA,2024-11-15T09:40:00-05:00,EARLY_OPEN,143.76,-100.0,2.01622,C,HIGH,-0.004730105731775031,0,-0.008868948247078307,0,-0.010503617139677178,0,-0.011060100166944933,0,0.00559961046188096,0.025459098497495804
NVDA,2024-11-15T09:45:00-05:00,OPEN_WINDOW,144.26,-100.0,-1.741608,D,HIGH,-0.012338832663246924,0,-0.009358103424372622,0,-0.01531956190212103,0,-0.014487730486621402,0,0.0021142381810620187,0.028836822403992768
NVDA,2024-11-15T09:50:00-05:00,OPEN_WINDOW,144.23,-100.0,-5.692517,D,HIGH,-0.01154406156832831,0,-0.008874713998474667,0,-0.015218747833321732,0,-0.01428274284129517,0,0.001456007765374804,0.02863481938570336
NVDA,2024-11-15T09:55:00-05:00,OPEN_WINDOW,143.84,-100.0,-4.726371,D,HIGH,-0.010150166852057897,0,-0.004449388209121348,0,-0.016893770856507277,0,-0.011610122358175861,0,0.0031284760845382968,0.02600111234705234
NVDA,2024-11-18T09:30:00-05:00,FIRST_BAR,138.62,-90.1377,-22.078667,D,HIGH,-0.0009378156110229076,0,0.013562256528639413,1,0.016808541336026432,1,0.010893089020343319,1,0.020884432260856886,0.010388111383638708
NVDA,2024-11-18T09:35:00-05:00,EARLY_OPEN,138.48,-81.214,-17.372674,D,HIGH,-0.000830444829578139,0,0.011265164644714056,1,0.018378105141536802,1,0.011915077989601428,1,0.02191652224147889,0.009387637203928243
NVDA,2024-11-18T09:40:00-05:00,EARLY_OPEN,138.195,-82.7177,-11.981099,D,HIGH,0.008719562936430498,1,0.014146676797279299,1,0.022034082275046246,1,0.014001953760989923,1,0.024024024024023975,0.007344694091681945
NVDA,2024-11-18T09:45:00-05:00,OPEN_WINDOW,137.685,-72.0211,-5.545706,D,HIGH,0.013182263863165905,1,0.016813741511420982,1,0.019864182735955152,1,0.017757925699967265,1,0.027817118785633758,0.0036677924247375928
