ticker,signal_time,signal_bar_bucket,entry_price,cs_score,slope_value,group,ticker_quality,return_6bar,win_6bar,return_12bar,win_12bar,return_24bar,win_24bar,return_eod,win_eod,mfe_session,mae_session
NVDA,2024-11-18T09:50:00-05:00,OPEN_WINDOW,137.375,-83.7366,-2.75754,D,HIGH,0.015686988171064613,1,0.020345768880800637,1,0.01976342129208374,1,0.020054595086442188,1,0.030136487716105453,0.0
NVDA,2024-11-18T09:55:00-05:00,OPEN_WINDOW,138.15,-76.054,-1.118886,D,HIGH,0.013463626492942346,1,0.015200868621064019,1,0.01339124140427068,1,0.014332247557003183,1,0.02435758233803822,0.000723850886717295
NVDA,2024-11-19T09:30:00-05:00,FIRST_BAR,141.47,100.0,-7.281563,B,HIGH,0.00537216370962035,1,0.012228741075846396,1,0.015904432035060437,1,0.03908955962394855,1,0.0399377959991518,0.002367993214109055
NVDA,2024-11-19T09:35:00-05:00,EARLY_OPEN,142.88,100.0,-5.083854,B,HIGH,-0.0003499440089584473,0,0.001189809630459238,1,0.007698768197088426,1,0.02883538633818592,1,0.029675251959686514,0.00832866741321387
NVDA,2024-11-19T09:40:00-05:00,EARLY_OPEN,143.03,100.0,-3.711543,B,HIGH,-0.002307208277983727,0,0.0012584772425365785,1,0.005942809200866911,1,0.02775641473816681,1,0.02859539956652453,0.009368663916660865
NVDA,2024-11-19T09:45:00-05:00,OPEN_WINDOW,142.61,100.0,1.330687,A,HIGH,0.0015426688170534944,1,0.006416099852745193,1,0.009852044036182403,1,0.030783255031203886,1,0.03162471074959673,0.006451160507678394
NVDA,2024-11-19T09:50:00-05:00,OPEN_WINDOW,142.0,100.0,3.874469,A,HIGH,0.006584507042253537,1,0.012957746478873263,1,0.010985915492957762,1,0.035211267605633804,1,0.036056338028169044,0.0021830985915493118
NVDA,2024-11-19T09:55:00-05:00,OPEN_WINDOW,142.37,100.0,4.598982,A,HIGH,0.004319730280255735,1,0.013485987216407863,1,0.007094191191964535,1,0.03252089625623372,1,0.03336377045725925,0.004565568588888148
NVDA,2024-11-20T09:30:00-05:00,FIRST_BAR,145.605,-2.909,-10.046999,D,HIGH,-0.00827581470416527,0,-0.006558840699151706,0,-0.006696198619552862,0,-0.00436111397273439,0,0.006661859139452621,0.05106280690910341
NVDA,2024-11-20T09:35:00-05:00,EARLY_OPEN,144.66,-36.2318,-15.360146,D,HIGH,-0.005737591594082566,0,0.0017973178487487274,1,0.002350338725286903,1,0.002142955896585112,1,0.013237937232130459,0.04486381860915256
NVDA,2024-11-20T09:40:00-05:00,EARLY_OPEN,145.125,-44.5643,-18.791559,D,HIGH,-0.010577088716623577,0,-0.0003789836347976353,0,0.003927648578811322,1,-0.0010680447889750294,0,0.009991386735572703,0.04792420327304057
NVDA,2024-11-20T09:45:00-05:00,OPEN_WINDOW,144.99,-58.1688,-17.757523,D,HIGH,-0.012897441202841605,0,0.004689978619214969,1,0.006655631422856772,1,-0.00013794054762404463,0,0.010931788399199803,0.047037726739775305
NVDA,2024-11-20T09:50:00-05:00,OPEN_WINDOW,145.005,-73.8814,-17.990812,D,HIGH,-0.009758284197096597,0,0.004379159339333064,1,0.007965242577842152,1,-0.00024137098720731416,0,0.010827212854729101,0.047136305644633
NVDA,2024-11-20T09:55:00-05:00,OPEN_WINDOW,144.235,-91.4738,-13.217996,D,HIGH,-0.00287724893403141,0,0.011058342288626191,1,0.010711685790550056,1,0.0050958505217179265,1,0.016223524109959267,0.042049433216625826
NVDA,2024-11-21T09:30:00-05:00,FIRST_BAR,148.25,26.556,11.194609,C,HIGH,-0.02691399662731878,0,-0.04215851602023609,0,-0.02050590219224278,0,-0.0107925801011804,0,0.002495784148398007,0.05092748735244527
NVDA,2024-11-21T09:35:00-05:00,EARLY_OPEN,144.95,-3.1789,7.96629,C,HIGH,-0.006553984132459391,0,-0.0167644015177646,0,-0.004415315626077864,0,0.011728182131769694,1,0.025319075543290902,0.02932045532942394
NVDA,2024-11-21T09:40:00-05:00,EARLY_OPEN,146.91,-6.5553,4.657301,C,HIGH,-0.01511129262813967,0,-0.025049349942141495,0,-0.013681846028180457,0,-0.0017697910285208013,0,0.011639779456810346,0.042270778027363745
NVDA,2024-11-21T09:45:00-05:00,OPEN_WINDOW,148.39,-2.531,2.592472,C,HIGH,-0.028977693914684164,0,-0.03281892310802599,0,-0.02884291394298789,0,-0.011725857537569788,0,0.001010849787721583,0.05182289911719117
NVDA,2024-11-21T09:50:00-05:00,OPEN_WINDOW,146.19,-23.8393,-1.615895,D,HIGH,-0.025035912169094992,0,-0.014433271769614784,0,-0.018503317600382953,0,0.0031465900540393185,1,0.015938162665025055,0.03755386825364258
NVDA,2024-11-21T09:55:00-05:00,OPEN_WINDOW,145.72,-35.4663,-3.746265,D,HIGH,-0.0311556409552566,0,-0.00885259401592089,0,-0.014205325281361468,0,0.006382102662640728,1,0.01921493274773546,0.034449629426297076
NVDA,2024-11-22T09:30:00-05:00,FIRST_BAR,147.01,-14.5318,-10.439116,D,HIGH,-0.020406775049316376,0,-0.029725868988504215,0,-0.034759540167335456,0,-0.034691517583837796,0,0.0010203387524658574,0.040201346847153235
NVDA,2024-11-22T09:35:00-05:00,EARLY_OPEN,145.29,-59.9929,-13.254265,D,HIGH,-0.01369674444215005,0,-0.011356597150526573,0,-0.020579530593984312,0,-0.023263817193199778,0,0.003131667699084676,0.028838873976185547
NVDA,2024-11-22T09:40:00-05:00,EARLY_OPEN,144.31,-86.689,-14.769718,D,HIGH,-0.011710900145520045,0,-0.0044348970965284095,0,-0.018432541057445753,0,-0.01663086411198119,0,0.00533573556926069,0.022243780749774844
NVDA,2024-11-22T09:45:00-05:00,OPEN_WINDOW,143.94,-100.0,-15.253032,D,HIGH,-0.00507155759344164,0,-0.0007642073086007032,0,-0.014242045296651462,0,-0.014103098513269427,0,0.006530498818952325,0.019730443240239013
NVDA,2024-11-22T09:50:00-05:00,OPEN_WINDOW,144.55,-100.0,-15.169669,D,HIGH,-0.0068488412314078794,0,-0.006641300588031878,0,-0.016534071255620994,0,-0.018263576617087614,0,0.002282947077135829,0.02386717398823948
NVDA,2024-11-22T09:55:00-05:00,OPEN_WINDOW,144.8,-100.0,-12.975765,D,HIGH,-0.014157458563535988,0,-0.007872928176795682,0,-0.018024861878453133,0,-0.019958563535911703,0,0.00013812154696120035,0.02555248618784542
NVDA,2024-11-25T09:30:00-05:00,FIRST_BAR,139.5,-40.1284,-0.602099,D,HIGH,-0.010537634408602142,0,-0.02222222222222218,0,-0.008817204301075195,0,-0.025232974910394338,0,0.007311827956989321,0.026308243727598477
NVDA,2024-11-25T09:35:00-05:00,EARLY_OPEN,140.47,-19.5173,-0.596855,D,HIGH,-0.020716167153128757,0,-0.026126575069409748,0,-0.01729906741653027,0,-0.03196412045276578,0,0.0,0.033031964120452666
NVDA,2024-11-25T09:40:00-05:00,EARLY_OPEN,139.21,-54.6095,-3.216944,D,HIGH,-0.013863946555563585,0,-0.011062423676460171,0,-0.008691904317218647,0,-0.023202356152575376,0,0.0027296889591264667,0.02427986495223041
NVDA,2024-11-25T09:45:00-05:00,OPEN_WINDOW,138.54,-81.572,-6.135529,D,HIGH,-0.011512920456185932,0,-0.004330879168471159,0,-0.005702324238487023,0,-0.018478417785477135,0,0.0036812472932006594,0.019561137577594773
NVDA,2024-11-25T09:50:00-05:00,OPEN_WINDOW,136.9,-100.0,-9.469406,D,HIGH,0.002739225712198685,1,0.006355003652300983,1,0.004967129291453666,1,-0.00672023374726089,0,0.012856099342585763,0.007815924032140199
NVDA,2024-11-25T09:55:00-05:00,OPEN_WINDOW,137.645,-93.271,-6.993595,D,HIGH,-0.0031239783501035767,0,-0.0017799411529659962,0,-0.0006175306040902899,0,-0.012096334774238224,0,0.007374041919430319,0.013186094663809057
NVDA,2024-11-26T09:30:00-05:00,FIRST_BAR,139.04,71.5907,0.167019,B,HIGH,-0.012730149597238075,0,-0.016793728423475113,0,-0.014887802071346327,0,-0.015499136939010366,0,0.0018340046029919122,0.024165707710011402
NVDA,2024-11-26T09:35:00-05:00,EARLY_OPEN,138.0,61.3862,3.027302,C,HIGH,-0.006340579710144928,0,-0.007862318840579767,0,-0.007318840579710079,0,-0.008079710144927602,0,0.0025362318840579296,0.016811594202898503
NVDA,2024-11-26T09:40:00-05:00,EARLY_OPEN,137.66,60.981,4.144739,C,HIGH,-0.004612814179863365,0,-0.0048307424088332995,0,-0.004685456922853481,0,-0.005629812581723128,0,0.005012349266308279,0.014383263112015036
NVDA,2024-11-26T09:45:00-05:00,OPEN_WINDOW,137.81,77.2053,8.046585,A,HIGH,-0.009868659748929785,0,-0.009941223423554201,0,-0.008199695232566544,0,-0.0067121399027647586,0,0.003918438429722023,0.015456062695014842
NVDA,2024-11-26T09:50:00-05:00,OPEN_WINDOW,136.72,67.5728,10.135475,C,HIGH,0.003657109420713868,1,-0.0022674078408426146,0,0.001828554710356934,1,0.0012068461088355182,1,0.006985078993563579,0.007606787595084786
NVDA,2024-11-26T09:55:00-05:00,OPEN_WINDOW,137.31,57.7291,4.293168,C,HIGH,-0.002403320952589123,0,-0.008083897749617753,0,-0.0023669069987618425,0,-0.0030951860753041394,0,0.002658218629378844,0.011870948947636701
NVDA,2024-11-27T09:30:00-05:00,FIRST_BAR,133.78,17.7698,1.43938,C,HIGH,-0.0005979967110181829,0,-0.00803558080430549,0,-0.00930632381521905,0,0.011885184631484552,1,0.011997309014800343,0.014800418597697635
NVDA,2024-11-27T09:35:00-05:00,EARLY_OPEN,134.03,-19.8855,-8.721654,D,HIGH,-0.007199880623740979,0,-0.012198761471312325,0,-0.01029620234275905,0,0.009997761695142904,1,0.01010967693799888,0.01663806610460337
NVDA,2024-11-27T09:40:00-05:00,EARLY_OPEN,134.45,-42.1795,-17.065403,D,HIGH,-0.011528449237634682,0,-0.010710301227222,0,-0.015098549646708823,0,0.006842692450725296,1,0.006954258088508757,0.01970992934176257
NVDA,2024-11-27T09:45:00-05:00,OPEN_WINDOW,134.38,-84.9666,-23.549408,D,HIGH,-0.012427444560202318,0,-0.011385622860544732,0,-0.01573894924840013,0,0.007367167733293713,1,0.0074787914868283635,0.01919928560797726
NVDA,2024-11-27T09:50:00-05:00,OPEN_WINDOW,133.66,-100.0,-29.051829,D,HIGH,-0.0051623522370192855,0,-0.0077061200059853445,0,-0.009052820589555649,0,0.012793655543917462,1,0.012905880592548215,0.013915906030225836
NVDA,2024-11-27T09:55:00-05:00,OPEN_WINDOW,133.95,-100.0,-22.301287,D,HIGH,-0.012094064949607885,0,-0.00910787607316162,0,-0.012019410227696793,0,0.010600970511384965,1,0.010712952594251604,0.01605076521089942
NVDA,2024-11-29T09:30:00-05:00,FIRST_BAR,136.33,100.0,7.243795,A,HIGH,0.015330448177216863,1,0.020501723758527008,1,0.014230176776938294,1,0.014303528203623475,1,0.022078779432259887,0.0020538399471869808
NVDA,2024-11-29T09:35:00-05:00,EARLY_OPEN,136.93,100.0,6.445545,A,HIGH,0.01654129847367258,1,0.015153728182282835,1,0.01029723216241873,1,0.009859052070400894,1,0.01760023369604905,0.00401665084349676
NVDA,2024-11-29T09:40:00-05:00,EARLY_OPEN,136.92,100.0,4.412701,A,HIGH,0.01657902424773598,1,0.01420537540169458,1,0.01132047911189024,1,0.009932807478819848,1,0.017674554484370553,0.0017528483786151089
NVDA,2024-11-29T09:45:00-05:00,OPEN_WINDOW,136.78,100.0,1.238595,A,HIGH,0.018131305746454086,1,0.011185845883901164,1,0.015353121801432916,1,0.010966515572452113,1,0.018716186576984956,7.311010381628093e-05
NVDA,2024-11-29T09:50:00-05:00,OPEN_WINDOW,137.63,100.0,-1.588151,B,HIGH,0.008137760662646258,1,0.006357625517692363,1,0.009736249364237474,1,0.0047228075274286544,1,0.012424616726004563,0.00043595146407035003
NVDA,2024-11-29T09:55:00-05:00,OPEN_WINDOW,138.49,100.0,-1.866675,B,HIGH,0.0011553180735070878,1,-0.0008664885551303671,0,0.0029605025633619507,1,-0.0015163549714781424,0,0.006137627265506493,0.003538161600115597
NVDA,2024-12-02T09:30:00-05:00,FIRST_BAR,138.69,-20.4621,-1.496846,D,HIGH,0.009229216237652327,1,0.003460956089119546,1,0.0006849808926382498,1,-0.001081548777849922,0,0.012582017448986982,0.006200879659672545
NVDA,2024-12-02T09:35:00-05:00,EARLY_OPEN,139.96,9.4356,0.533709,C,HIGH,-0.0010002857959418032,0,-0.009431266076021873,0,-0.004644184052586493,0,-0.010145755930265904,0,0.0033938268076592905,0.015218633895398652
NVDA,2024-12-02T09:40:00-05:00,EARLY_OPEN,139.87,24.1842,2.39272,C,HIGH,0.0022878387073710814,1,-0.007292485879745551,0,-0.0033602631014513396,0,-0.00950882962751135,0,0.004039465217702136,0.0145849717594909
NVDA,2024-12-02T09:45:00-05:00,OPEN_WINDOW,140.22,40.5609,4.984782,C,HIGH,-0.0062758522322065,0,-0.009699044358864536,0,-0.005206104692625801,0,-0.011981172443303429,0,0.0015333048067323021,0.017044644130651737
NVDA,2024-12-02T09:50:00-05:00,OPEN_WINDOW,140.09,50.5256,6.277703,C,HIGH,-0.004461417660075666,0,-0.010386180312656238,0,-0.005282318509529653,0,-0.011064315796987731,0,0.001855949746591412,0.016132486258833543
NVDA,2024-12-02T09:55:00-05:00,OPEN_WINDOW,139.86,48.5654,6.730645,C,HIGH,-0.005005005005005126,0,-0.009295009295009376,0,-0.004290004290004452,0,-0.009438009438009591,0,0.003503503503503365,0.01451451451451452
NVDA,2024-12-03T09:30:00-05:00,FIRST_BAR,139.51,-8.8072,0.191329,D,HIGH,-0.003942369722600409,0,-0.0054476381621388495,0,-0.003727331374094917,0,0.005806035409648071,1,0.007382983298688275,0.010106802379757699
NVDA,2024-12-03T09:35:00-05:00,EARLY_OPEN,140.25,12.5582,2.709907,C,HIGH,-0.009483065953654278,0,-0.012584670231728958,0,-0.010409982174688115,0,0.0004991087344028034,1,0.0020677361853831877,0.015329768270944783
NVDA,2024-12-03T09:40:00-05:00,EARLY_OPEN,140.02,24.7052,5.548232,C,HIGH,-0.007856020568490378,0,-0.01199828595914874,0,-0.009712898157406181,0,0.0021425510641335734,1,0.002678188830167119,0.013712326810455762
NVDA,2024-12-03T09:45:00-05:00,OPEN_WINDOW,139.75,22.1375,6.597864,C,HIGH,-0.0054382826475849085,0,-0.007549194991055505,0,-0.006547406082289747,0,0.004078711985688681,1,0.004078711985688681,0.011806797853309521
NVDA,2024-12-03T09:50:00-05:00,OPEN_WINDOW,139.68,32.7607,10.334697,C,HIGH,-0.006658075601374619,0,-0.009808132875143217,0,-0.004760882016036801,0,0.004581901489117886,1,0.004581901489117886,0.011311569301260111
NVDA,2024-12-03T09:55:00-05:00,OPEN_WINDOW,139.49,25.5916,8.084626,C,HIGH,-0.0065237651444547745,0,-0.005376729514660549,0,-0.006021937056419839,0,0.00595024732955756,1,0.00595024732955756,0.009964872033837656
NVDA,2024-12-04T09:30:00-05:00,FIRST_BAR,141.74,100.0,2.800118,A,HIGH,-0.0038450684351630867,0,0.0013757584309298234,1,0.010935515733032192,1,0.02088330746437124,1,0.028502892620290616,0.010229998588965832
NVDA,2024-12-04T09:35:00-05:00,EARLY_OPEN,141.105,100.0,1.549223,A,HIGH,0.001452818822862496,1,0.007476701746926097,1,0.015201445731901849,1,0.025477481308245627,1,0.03313135608235011,0.005775840686013945
NVDA,2024-12-04T09:40:00-05:00,EARLY_OPEN,141.27,100.0,-0.382024,B,HIGH,0.003114603242018813,1,0.005839881078785224,1,0.012599985842712543,1,0.024279748000282993,1,0.03192468323069293,0.006937070857223884
NVDA,2024-12-04T09:45:00-05:00,OPEN_WINDOW,140.885,82.4778,-3.248918,B,HIGH,0.008198175817155845,1,0.008836994711999181,1,0.015367143414842039,1,0.02707882315363593,1,0.03474464989175576,0.004223302693686332
NVDA,2024-12-04T09:50:00-05:00,OPEN_WINDOW,141.05,65.6652,-6.971712,D,HIGH,0.005884438142502545,1,0.005317263381779511,1,0.015632754342431648,1,0.025877348457993457,1,0.03353420772775604,0.0053881602268700405
NVDA,2024-12-04T09:55:00-05:00,OPEN_WINDOW,140.62,35.2899,-9.880713,D,HIGH,0.008604750391125075,1,0.009849239084056258,1,0.02126297823922635,1,0.029014364955198293,1,0.03669463803157443,0.002346750106670548
NVDA,2024-12-05T09:30:00-05:00,FIRST_BAR,145.49,-62.0798,-11.0471,D,HIGH,-0.0037115952986460955,0,-0.005979792425596292,0,0.004673860746442906,1,-0.0026118633583063814,0,0.00711389098907139,0.01051618667949688
NVDA,2024-12-05T09:35:00-05:00,EARLY_OPEN,145.14,-68.0771,-7.404867,D,HIGH,-6.889899407462385e-05,0,-0.003169353727435439,0,0.00668320242524478,1,-0.00020669698222387155,0,0.009542510679344215,0.00813008130081286
