ticker,date,gap_pct,atr,candle_color,follow_through_level,ft_bar_idx,ft_minutes_from_open,entry_price,eod_close,eod_return,mae_pct,mfe_pct,mae_price,mfe_price,price_above_entry_after_ft,bounce_above_entry_before_lod,bounce_depth_before_lod,session_low_price,session_high_price,lod_minutes_from_open,hod_minutes_from_open
ACHR,2024-05-29,-0.032761,0.2111,BEARISH,3.0156,54,290.0,3.01,3.0,0.003322,0.008306,0.003322,3.035,3.0,True,True,0.008306,3.0,3.11,385.0,5.0
ACHR,2024-07-09,-0.022173,0.3093,BEARISH,4.2863,0,0.0,4.165,4.29,-0.030012,0.058824,0.020408,4.41,4.08,True,True,0.02401,4.08,4.41,0.0,0.0
ACHR,2025-07-01,-0.028571,0.8071,BEARISH,10.2171,1,5.0,10.18,9.88,0.02947,0.016699,0.033399,10.35,9.84,True,True,0.016699,9.84,10.545,105.0,0.0
ACHR,2025-09-25,-0.042225,0.5021,BEARISH,9.0991,1,5.0,8.99,9.32,-0.036707,0.053393,0.006118,9.47,8.935,True,True,0.006118,8.935,9.47,10.0,140.0
ACHR,2025-10-07,-0.044754,0.8196,NEUTRAL,12.6921,1,5.0,12.66,12.465,0.015403,0.081754,0.025276,13.695,12.34,True,True,0.081754,12.34,13.695,365.0,90.0
ACHR,2025-10-08,-0.060168,0.9061,BEARISH,11.3526,1,5.0,11.2,12.45,-0.111607,0.118304,0.021875,12.525,10.955,True,True,0.011607,10.955,12.525,10.0,380.0
ACHR,2025-10-14,-0.036442,1.0761,BEARISH,11.8646,1,5.0,11.72,13.02,-0.110922,0.151024,0.020051,13.49,11.485,True,True,0.007679,11.485,13.49,10.0,360.0
ACHR,2026-02-05,-0.029475,0.4854,BEARISH,6.5559,6,30.0,6.52,6.48,0.006135,0.021472,0.02454,6.66,6.36,True,False,0.0,6.36,6.78,105.0,0.0
ACHR,2026-02-20,-0.020718,0.4204,NEUTRAL,6.9219,33,165.0,6.91,6.93,-0.002894,0.021708,0.004342,7.06,6.88,True,False,0.0,6.88,7.27,170.0,30.0
ACHR,2026-02-27,-0.036486,0.3768,BEARISH,6.9793,16,80.0,6.975,7.12,-0.020789,0.02509,0.008602,7.15,6.915,True,True,0.015054,6.915,7.16,255.0,0.0
ACHR,2026-03-03,-0.026631,0.4486,BEARISH,7.1306,0,0.0,6.885,6.72,0.023965,0.064633,0.053014,7.33,6.52,True,True,0.013072,6.52,7.33,35.0,0.0
AEO,2024-08-02,-0.043655,0.9611,BEARISH,19.6606,10,50.0,19.625,20.095,-0.023949,0.027771,0.016051,20.17,19.31,True,True,0.00535,19.31,20.29,95.0,10.0
AEO,2025-03-04,-0.020715,0.5021,BEARISH,11.8541,7,35.0,11.84,11.995,-0.013091,0.027027,0.002956,12.16,11.805,True,True,0.007179,11.805,12.16,40.0,295.0
AEO,2025-07-11,-0.025666,0.3982,BEARISH,9.7107,7,35.0,9.7,9.9,-0.020619,0.028351,0.010825,9.975,9.595,True,True,0.002577,9.595,9.975,85.0,360.0
AEO,2026-02-23,-0.024356,1.2904,BEARISH,24.1189,3,15.0,23.775,23.66,0.004837,0.009884,0.038696,24.01,22.855,True,True,0.002944,22.855,24.66,160.0,0.0
AEO,2026-03-02,-0.029933,1.3075,BEARISH,23.297,2,10.0,23.19,22.51,0.029323,0.018974,0.034498,23.63,22.39,True,True,0.00539,22.39,23.82,375.0,0.0
AEO,2026-03-05,-0.080178,1.4264,NEUTRAL,20.0794,2,10.0,19.66,19.34,0.016277,0.025178,0.042218,20.155,18.83,True,True,0.015005,18.83,20.865,330.0,0.0
AFRM,2024-02-13,-0.080667,3.4386,NEUTRAL,39.9946,18,90.0,39.99,39.73,0.006502,0.029757,0.019005,41.18,39.23,True,True,0.029757,39.23,41.85,325.0,0.0
AFRM,2024-02-16,-0.020212,3.3871,BEARISH,39.3651,4,20.0,39.33,38.15,0.030003,0.02924,0.030638,40.48,38.125,True,True,0.02924,38.125,40.725,385.0,10.0
AFRM,2024-03-05,-0.02417,1.8839,BEARISH,35.9864,20,100.0,35.965,36.01,-0.001251,0.027388,0.003476,36.95,35.84,True,True,0.010149,35.84,37.44,140.0,35.0
AFRM,2024-06-14,-0.024059,2.0143,BEARISH,31.8493,6,30.0,31.78,30.92,0.027061,0.026117,0.03949,32.61,30.525,True,True,0.026117,30.525,32.86,290.0,0.0
AFRM,2025-03-04,-0.054397,4.68,NEUTRAL,56.623,9,45.0,56.31,57.02,-0.012609,0.06624,0.025218,60.04,54.89,True,True,0.020245,54.89,60.04,115.0,350.0
AFRM,2025-03-06,-0.026594,4.8375,NEUTRAL,55.165,37,185.0,55.06,52.63,0.044134,0.002361,0.047403,55.19,52.45,True,True,0.002361,52.45,58.525,380.0,45.0
AFRM,2025-06-12,-0.020474,2.5621,NEUTRAL,61.1701,52,290.0,61.07,61.065,8.2e-05,0.010152,0.003439,61.69,60.86,True,True,0.002047,60.86,62.95,340.0,90.0
AFRM,2026-02-05,-0.024449,3.5446,NEUTRAL,59.2321,6,30.0,59.135,59.435,-0.005073,0.023928,0.016826,60.55,58.14,True,True,0.003974,58.14,61.45,65.0,0.0
AFRM,2026-02-27,-0.034219,3.3439,NEUTRAL,47.3474,3,15.0,46.96,46.97,-0.000213,0.013629,0.022998,47.6,45.88,True,True,0.013629,45.88,48.82,130.0,0.0
AFRM,2026-03-03,-0.025407,3.2918,NEUTRAL,44.1383,10,50.0,43.795,47.83,-0.092134,0.109716,0.000343,48.6,43.78,True,True,0.004681,43.78,48.6,55.0,290.0
AI,2024-03-01,-0.032856,2.3386,BEARISH,34.8296,1,5.0,34.535,35.88,-0.038946,0.03938,0.02331,35.895,33.73,True,True,0.008397,33.73,35.895,20.0,385.0
AI,2024-03-05,-0.033754,2.4018,NEUTRAL,31.9593,12,60.0,31.84,31.25,0.01853,0.009108,0.029523,32.13,30.9,True,True,0.009108,30.9,33.51,325.0,30.0
AI,2024-04-10,-0.035299,0.9011,BEARISH,23.6896,49,250.0,23.6,23.6,0.0,0.008475,0.005085,23.8,23.48,True,True,0.008475,23.48,24.27,330.0,65.0
AI,2024-07-17,-0.022843,1.2157,NEUTRAL,29.2437,30,175.0,29.21,29.85,-0.02191,0.028415,0.001027,30.04,29.18,True,True,0.002739,29.18,30.3,190.0,25.0
AI,2025-02-27,-0.054779,1.7832,NEUTRAL,24.3067,4,20.0,24.05,23.875,0.007277,0.066944,0.022869,25.66,23.5,True,True,0.066944,23.5,25.66,375.0,105.0
AI,2025-03-06,-0.03105,1.6964,BEARISH,21.3214,59,295.0,21.29,21.51,-0.010333,0.030531,0.001409,21.94,21.26,True,True,0.006106,21.26,22.485,295.0,50.0
AI,2025-03-31,-0.034388,0.9418,BEARISH,20.6833,2,10.0,20.66,21.18,-0.025169,0.030978,0.006292,21.3,20.53,True,True,0.00121,20.53,21.3,15.0,180.0
AI,2025-10-14,-0.02838,0.9086,BEARISH,18.4666,20,100.0,18.455,18.98,-0.028448,0.047954,0.003522,19.34,18.39,True,True,0.000813,18.39,19.34,120.0,320.0
AI,2025-11-04,-0.035318,0.8182,NEUTRAL,16.1977,27,135.0,16.15,15.77,0.023529,0.003096,0.023529,16.2,15.77,True,True,0.001858,15.77,16.77,385.0,20.0
AI,2025-11-11,-0.034472,0.8621,BEARISH,15.2001,8,40.0,15.19,15.31,-0.0079,0.019421,0.017775,15.485,14.92,True,False,-0.001975,14.92,15.58,85.0,15.0
AI,2026-01-29,-0.025133,0.6618,BEARISH,12.5353,1,5.0,12.485,12.26,0.018022,0.014017,0.034441,12.66,12.055,True,True,0.013616,12.055,12.8,360.0,0.0
AI,2026-01-30,-0.025285,0.7146,NEUTRAL,11.6641,2,10.0,11.415,11.01,0.03548,0.018835,0.045116,11.63,10.9,True,True,0.001314,10.9,11.95,355.0,0.0
AI,2026-02-09,-0.021907,0.8325,BEARISH,11.052,2,10.0,11.01,11.645,-0.057675,0.072661,0.003633,11.81,10.97,True,True,0.02089,10.97,11.81,10.0,220.0
AI,2026-02-23,-0.020212,0.795,BEARISH,9.862,16,80.0,9.82,9.79,0.003055,0.006619,0.029532,9.885,9.53,True,True,0.001018,9.53,10.18,180.0,0.0
AIQ,2024-08-02,-0.027353,0.7668,BEARISH,32.7633,3,40.0,32.48,32.75,-0.008313,0.0117,0.0,32.86,32.48,True,True,0.001385,32.48,33.07,40.0,0.0
AIQ,2025-04-04,-0.040626,0.9736,NEUTRAL,33.0256,6,40.0,33.02,32.44,0.017565,0.006663,0.023319,33.24,32.25,True,False,-0.002726,32.25,33.43,80.0,5.0
AIQ,2025-04-10,-0.030286,1.5896,NEUTRAL,33.6241,13,130.0,33.61,33.81,-0.005951,0.014877,0.011157,34.11,33.235,True,True,0.009967,33.235,34.48,220.0,5.0
AIQ,2025-11-04,-0.028582,0.8786,BEARISH,51.6486,62,315.0,51.64,51.56,0.001549,0.001549,0.00213,51.72,51.53,True,True,0.001549,51.53,52.5,385.0,30.0
AIQ,2026-03-03,-0.042232,1.2493,NEUTRAL,47.4653,11,55.0,47.41,48.78,-0.028897,0.035857,0.000422,49.11,47.39,True,True,0.003691,47.39,49.11,55.0,315.0
ALAB,2024-04-18,-0.020497,5.6757,BEARISH,69.4097,1,5.0,69.1,71.01,-0.027641,0.053256,0.006151,72.78,68.675,True,True,0.020043,68.675,72.78,15.0,85.0
ALAB,2024-04-19,-0.023377,5.9707,NEUTRAL,66.9617,6,30.0,66.5,64.49,0.030226,0.006165,0.093008,66.91,60.315,False,False,-0.001504,60.315,69.35,335.0,0.0
ALAB,2024-05-01,-0.056391,7.0582,BEARISH,76.9117,13,65.0,76.735,74.9,0.023913,0.041767,0.029843,79.94,74.445,True,True,0.041767,74.445,80.16,385.0,10.0
ALAB,2024-05-08,-0.068119,7.1696,BEARISH,68.1321,2,10.0,67.08,69.24,-0.0322,0.103086,0.007677,73.995,66.565,True,True,0.032573,66.565,73.995,10.0,60.0
ALAB,2024-06-26,-0.020211,3.5175,NEUTRAL,55.313,36,270.0,54.96,55.59,-0.011463,0.013828,0.000728,55.72,54.92,True,True,0.008097,54.92,59.29,270.0,45.0
ALAB,2024-09-03,-0.021613,3.4846,NEUTRAL,40.7061,5,25.0,40.59,39.105,0.036585,0.014659,0.039911,41.185,38.97,True,True,0.012811,38.97,42.6,380.0,0.0
ALAB,2025-01-21,-0.038156,8.3932,BEARISH,124.8277,0,0.0,122.92,124.42,-0.012203,0.042833,0.028799,128.185,119.38,True,True,0.019484,119.38,128.185,45.0,0.0
ALAB,2025-01-23,-0.028166,8.9507,NEUTRAL,115.9747,2,10.0,115.42,123.83,-0.072864,0.073644,0.027032,123.92,112.3,True,True,0.002946,112.3,123.92,30.0,380.0
ALAB,2025-01-27,-0.118224,11.2625,NEUTRAL,97.49,4,20.0,97.155,83.16,0.144048,0.024909,0.180279,99.575,79.64,True,True,0.019711,79.64,101.995,290.0,0.0
ALAB,2025-04-10,-0.059043,6.4961,BEARISH,57.9616,29,145.0,57.785,58.94,-0.019988,0.035909,0.016527,59.86,56.83,True,True,0.013412,56.83,60.665,175.0,0.0
ALAB,2025-04-21,-0.032272,6.4507,BEARISH,54.5447,6,30.0,54.15,54.43,-0.005171,0.01385,0.028994,54.9,52.58,True,True,0.01385,52.58,57.125,275.0,0.0
ALAB,2025-05-07,-0.051354,4.0446,BEARISH,65.9921,0,0.0,65.28,71.09,-0.089001,0.091759,0.02742,71.27,63.49,True,False,-0.003217,63.49,71.27,5.0,385.0
ALAB,2025-05-30,-0.024739,5.4618,BEARISH,92.0353,2,10.0,91.75,90.7,0.011444,0.006649,0.047193,92.36,87.42,False,False,-0.001253,87.42,94.22,180.0,0.0
ALAB,2025-09-02,-0.026449,10.3793,BEARISH,173.2683,19,95.0,173.19,174.12,-0.00537,0.006178,0.032334,174.26,167.59,True,True,0.000462,167.59,180.65,155.0,20.0
ALAB,2025-09-19,-0.021877,13.6289,NEUTRAL,240.8984,12,60.0,239.02,245.4,-0.026692,0.043176,0.032801,249.34,231.18,True,False,-0.00092,231.18,249.34,75.0,380.0
ALAB,2025-09-22,-0.022514,13.5154,NEUTRAL,234.4689,8,40.0,232.98,237.34,-0.018714,0.026826,0.002747,239.23,232.34,True,True,0.007726,232.34,242.92,55.0,5.0
ALAB,2025-09-24,-0.08073,15.775,BEARISH,205.26,0,0.0,204.0,205.34,-0.006569,0.046569,0.037843,213.5,196.28,True,True,0.046569,196.28,213.5,360.0,115.0
ALAB,2025-12-11,-0.027746,13.6575,BEARISH,154.327,5,25.0,153.98,173.74,-0.128328,0.131218,0.004741,174.185,153.25,True,True,0.005455,153.25,174.185,30.0,380.0
ALAB,2026-01-06,-0.020353,11.1414,BEARISH,159.1934,0,0.0,156.15,160.95,-0.03074,0.048351,0.031796,163.7,151.185,True,True,0.003074,151.185,163.7,70.0,0.0
ALAB,2026-01-14,-0.036088,11.6382,BEARISH,169.4947,15,75.0,167.355,172.14,-0.028592,0.030892,0.001135,172.525,167.165,True,True,0.007081,167.165,174.815,75.0,0.0
AMD,2024-05-29,-0.025514,6.4868,BEARISH,164.6953,2,10.0,164.27,165.045,-0.004718,0.015554,0.007975,166.825,162.96,True,False,-0.000335,162.96,168.35,15.0,0.0
AMD,2025-01-27,-0.041104,4.6871,NEUTRAL,115.9351,1,5.0,115.745,115.05,0.006005,0.019828,0.025357,118.04,112.81,True,True,0.019828,112.81,118.04,320.0,20.0
AMD,2025-07-01,-0.021568,5.6225,NEUTRAL,136.571,13,65.0,136.26,137.05,-0.005798,0.011302,0.00822,137.8,135.14,True,True,0.005431,135.14,140.115,105.0,0.0
AMD,2025-09-25,-0.023434,5.3957,NEUTRAL,154.9517,2,10.0,154.83,161.29,-0.041723,0.043919,0.000194,161.63,154.8,True,True,0.00943,154.8,161.63,15.0,380.0
AMD,2026-02-04,-0.112846,15.1929,BEARISH,209.0179,5,25.0,207.49,200.16,0.035327,0.010314,0.039665,209.63,199.26,True,True,0.010314,199.26,217.83,190.0,0.0
AMZN,2024-11-15,-0.022322,6.0057,BEARISH,204.3277,19,95.0,204.09,201.285,0.013744,0.004238,0.021706,204.955,199.66,True,True,0.004238,199.66,207.3,255.0,0.0
AMZN,2025-10-14,-0.020886,5.1982,BEARISH,213.3257,2,10.0,213.04,216.43,-0.015913,0.029455,0.001831,219.315,212.65,True,True,0.005398,212.65,219.315,10.0,200.0
ANF,2024-04-02,-0.03602,5.6439,BEARISH,124.8624,5,25.0,124.79,131.4,-0.052969,0.053049,0.00569,131.41,124.08,True,True,0.007613,124.08,131.41,25.0,380.0
ANF,2024-07-17,-0.042671,7.3546,BEARISH,159.9381,32,160.0,159.72,155.935,0.023698,0.006449,0.026546,160.75,155.48,True,True,0.002692,155.48,167.07,385.0,20.0
ANF,2024-08-02,-0.041968,7.4054,BEARISH,133.3179,7,35.0,132.14,132.17,-0.000227,0.012562,0.009838,133.8,130.84,True,True,0.001589,130.84,136.28,95.0,0.0
ANF,2024-12-05,-0.027807,8.4371,BEARISH,153.6051,2,10.0,152.87,149.98,0.018905,0.013377,0.026787,154.915,148.775,True,True,0.011088,148.775,157.28,300.0,0.0
ANF,2025-03-05,-0.125377,5.5596,BEARISH,81.9061,1,5.0,80.91,87.42,-0.08046,0.083426,0.013719,87.66,79.8,True,True,0.019775,79.8,87.66,20.0,385.0
ANF,2025-04-03,-0.109712,4.2768,NEUTRAL,72.5393,6,30.0,71.87,70.26,0.022402,0.007444,0.047308,72.405,68.47,False,False,-0.002713,68.47,76.34,110.0,5.0
ANF,2025-08-01,-0.033385,3.8425,NEUTRAL,91.258,4,20.0,90.845,91.03,-0.002036,0.024988,0.010953,93.115,89.85,True,True,0.024988,89.85,93.115,360.0,165.0
ANF,2025-08-14,-0.03681,4.5596,NEUTRAL,95.7761,3,15.0,95.7,97.58,-0.019645,0.028056,0.00465,98.385,95.255,True,True,0.00977,95.255,98.385,55.0,310.0
ANF,2026-02-23,-0.028222,4.585,NEUTRAL,91.826,3,15.0,90.91,92.59,-0.01848,0.01969,0.01023,92.7,89.98,True,True,0.002915,89.98,94.05,45.0,0.0
ANF,2026-03-03,-0.023213,4.2918,BEARISH,93.8033,5,35.0,93.64,99.25,-0.05991,0.065036,0.01132,99.73,92.58,True,True,0.008009,92.58,99.73,50.0,330.0
ANF,2026-03-04,-0.057935,4.7264,NEUTRAL,91.6094,7,35.0,90.93,95.65,-0.051908,0.065105,0.007093,96.85,90.285,True,True,0.000715,90.285,96.85,40.0,345.0
APLD,2024-02-05,-0.027719,0.39,NEUTRAL,4.404,6,30.0,4.365,4.265,0.02291,0.038946,0.041237,4.535,4.185,True,True,0.038946,4.185,4.595,350.0,5.0
APLD,2024-02-13,-0.058824,0.4007,NEUTRAL,4.3997,10,50.0,4.39,4.435,-0.010251,0.063781,0.002278,4.67,4.38,True,True,0.014806,4.38,4.705,50.0,5.0
APLD,2024-02-21,-0.030688,0.3871,BEARISH,4.4251,32,165.0,4.415,4.395,0.00453,0.016988,0.01359,4.49,4.355,True,True,0.016988,4.355,4.58,335.0,0.0
APLD,2024-03-11,-0.027263,0.3311,BEARISH,4.3276,4,20.0,4.295,4.2,0.022119,0.050058,0.022119,4.51,4.2,True,True,0.050058,4.2,4.51,380.0,115.0
APLD,2024-04-02,-0.023114,0.34,BEARISH,3.879,1,5.0,3.82,3.81,0.002618,0.020942,0.020942,3.9,3.74,True,True,0.020942,3.74,4.015,265.0,0.0
APLD,2024-04-05,-0.029096,0.3161,BEARISH,3.0436,18,100.0,3.025,2.975,0.016529,0.024793,0.021488,3.1,2.96,True,True,0.024793,2.96,3.17,370.0,0.0
APLD,2024-05-07,-0.045732,0.2168,BEARISH,3.0433,1,5.0,3.025,3.115,-0.029752,0.038017,0.006612,3.14,3.005,True,True,0.024793,3.005,3.14,30.0,115.0
APLD,2024-06-18,-0.031136,0.4246,BEARISH,5.1201,1,5.0,5.05,5.155,-0.020792,0.089109,0.0,5.5,5.05,True,True,0.017822,5.05,5.5,5.0,110.0
APLD,2024-06-21,-0.039735,0.5218,BEARISH,5.5913,3,15.0,5.57,5.515,0.009874,0.027828,0.067325,5.725,5.195,True,True,0.004488,5.195,5.86,135.0,10.0
APLD,2024-07-09,-0.113445,0.7854,NEUTRAL,6.0159,1,5.0,5.87,5.465,0.068995,0.082624,0.12862,6.355,5.115,True,True,0.060477,5.115,6.575,210.0,0.0
APLD,2024-09-30,-0.047677,0.7589,BEARISH,7.4864,0,0.0,7.41,8.24,-0.112011,0.157895,0.009447,8.58,7.34,True,True,0.021592,7.34,8.58,5.0,275.0
APLD,2025-02-25,-0.038333,0.9821,BEARISH,8.2621,1,5.0,8.165,7.89,0.03368,0.041029,0.093693,8.5,7.4,True,True,0.014697,7.4,8.655,120.0,0.0
APLD,2025-06-23,-0.027145,1.3414,BEARISH,9.4984,36,180.0,9.45,9.88,-0.045503,0.049735,0.004233,9.92,9.41,True,True,0.003175,9.41,10.27,185.0,40.0
APLD,2025-07-07,-0.028708,0.7632,BEARISH,9.8447,0,0.0,9.51,9.64,-0.01367,0.068349,0.015247,10.16,9.365,True,True,0.003155,9.365,10.16,5.0,0.0
APLD,2025-10-17,-0.047762,3.72,NEUTRAL,33.402,25,125.0,33.235,34.24,-0.030239,0.035655,0.004212,34.42,33.095,True,True,0.002257,33.095,36.005,125.0,0.0
APLD,2026-02-05,-0.048819,4.2868,NEUTRAL,28.2903,69,345.0,28.16,27.84,0.011364,0.003906,0.018999,28.27,27.625,True,True,0.001065,27.625,31.45,380.0,10.0
APLD,2026-02-17,-0.027794,4.0279,NEUTRAL,32.6689,13,65.0,32.45,33.56,-0.034206,0.067797,0.000924,34.65,32.42,True,True,0.008937,32.42,34.65,70.0,290.0
APLD,2026-02-27,-0.036985,2.8096,BEARISH,26.4761,43,215.0,26.45,27.285,-0.031569,0.032136,0.013611,27.3,26.09,True,True,0.000378,26.09,27.72,235.0,40.0
APLD,2026-03-03,-0.055854,2.6068,NEUTRAL,25.3273,11,55.0,25.29,26.165,-0.034599,0.05694,0.000198,26.73,25.285,True,True,0.015026,25.285,26.86,55.0,5.0
APP,2024-07-17,-0.030177,3.475,BEARISH,82.49,7,35.0,81.7,80.22,0.018115,0.017625,0.030967,83.14,79.17,True,True,0.010771,79.17,84.24,260.0,20.0
APP,2024-07-24,-0.029343,3.5586,NEUTRAL,79.9516,36,190.0,79.93,78.695,0.015451,0.01445,0.016264,81.085,78.63,True,True,0.01445,78.63,82.655,385.0,65.0
APP,2025-03-06,-0.03855,42.01,BEARISH,289.216,26,130.0,288.15,259.56,0.099219,0.004893,0.101926,289.56,258.78,True,True,0.002672,258.78,306.02,380.0,0.0
