ticker,date,gap_pct,atr,candle_color,follow_through_level,ft_bar_idx,ft_minutes_from_open,entry_price,eod_close,eod_return,mae_pct,mfe_pct,mae_price,mfe_price,price_above_entry_after_ft,bounce_above_entry_before_lod,bounce_depth_before_lod,session_low_price,session_high_price,lod_minutes_from_open,hod_minutes_from_open
COIN,2026-01-20,-0.035242,11.2261,NEUTRAL,228.1996,7,35.0,228.19,227.84,0.001534,0.023445,0.009553,233.54,226.01,True,True,0.023445,226.01,234.745,370.0,10.0
COIN,2026-02-02,-0.026048,9.9039,NEUTRAL,185.7934,6,30.0,185.67,187.84,-0.011687,0.028276,0.002747,190.92,185.16,True,True,0.004524,185.16,190.92,30.0,160.0
COIN,2026-02-11,-0.029571,11.3836,BEARISH,153.1316,5,25.0,152.045,153.19,-0.007531,0.014338,0.020816,154.225,148.88,True,True,0.008221,148.88,157.86,220.0,0.0
COIN,2026-02-23,-0.030741,13.7721,BEARISH,160.6511,53,265.0,159.72,160.19,-0.002943,0.004915,0.006449,160.505,158.69,True,True,0.004915,158.69,168.025,360.0,30.0
COST,2024-03-08,-0.038633,13.9068,BEARISH,749.4373,0,0.0,746.545,725.83,0.027748,0.011326,0.028485,755.0,725.28,True,True,0.002404,725.28,755.0,205.0,0.0
COST,2025-03-07,-0.032055,25.2529,BEARISH,983.9589,0,0.0,981.435,963.69,0.018081,0.018957,0.038923,1000.04,943.235,True,True,0.003994,943.235,1000.04,165.0,0.0
COST,2025-04-07,-0.032774,24.4693,BEARISH,877.1873,2,10.0,876.055,908.0,-0.036465,0.069619,0.002654,937.045,873.73,True,True,0.003464,873.73,937.045,10.0,45.0
CPNG,2024-11-06,-0.107269,0.8564,BEARISH,23.6674,0,0.0,23.41,24.0,-0.025203,0.034387,0.017727,24.215,22.995,True,True,0.034387,22.995,24.215,25.0,15.0
CRCL,2025-06-25,-0.022484,33.6579,NEUTRAL,205.4369,10,50.0,203.415,198.81,0.022638,0.031586,0.026325,209.84,198.06,True,True,0.031586,198.06,227.27,150.0,0.0
CRCL,2025-07-22,-0.039081,21.4625,NEUTRAL,198.935,6,30.0,197.97,198.4,-0.002172,0.014775,0.025105,200.895,193.0,True,True,0.014775,193.0,211.97,200.0,0.0
CRCL,2025-07-24,-0.020449,20.7707,BEARISH,190.0017,39,200.0,189.99,193.01,-0.015896,0.018764,0.0,193.555,189.99,True,True,0.001526,189.24,198.315,185.0,5.0
CRCL,2025-08-01,-0.021049,18.0307,BEARISH,172.7777,1,5.0,171.395,168.19,0.018699,0.032936,0.023338,177.04,167.395,True,False,-0.001546,167.395,179.99,35.0,0.0
CRCL,2025-11-04,-0.036647,8.1639,BEARISH,110.2944,42,210.0,110.245,111.15,-0.008209,0.010114,0.011384,111.36,108.99,True,True,0.010114,108.99,117.0,305.0,50.0
CRCL,2025-11-12,-0.040587,8.6464,NEUTRAL,90.7414,7,35.0,90.44,85.89,0.05031,0.008182,0.050641,91.18,85.86,True,True,0.008182,85.86,95.36,385.0,0.0
CRCL,2026-03-06,-0.020278,7.755,NEUTRAL,100.533,71,355.0,100.15,101.89,-0.017374,0.022866,0.0,102.44,100.15,True,True,0.008687,100.15,106.175,355.0,10.0
CRDO,2024-03-11,-0.023885,1.3243,NEUTRAL,21.1303,23,120.0,21.09,20.45,0.030346,0.007587,0.032954,21.25,20.395,True,True,0.007587,20.395,21.66,385.0,0.0
CRDO,2024-07-01,-0.023776,1.2654,BEARISH,30.6989,2,10.0,30.565,31.21,-0.021103,0.025029,0.012105,31.33,30.195,True,True,0.000491,30.195,31.33,40.0,385.0
CRDO,2024-09-03,-0.023346,1.7882,BEARISH,33.3797,2,10.0,33.37,31.64,0.051843,0.0,0.059634,33.37,31.38,False,False,-0.000599,31.38,34.095,375.0,0.0
CRDO,2024-09-05,-0.123402,2.1632,NEUTRAL,26.5547,8,40.0,26.375,26.65,-0.010427,0.041896,0.05346,27.48,24.965,True,True,0.006635,24.965,28.16,125.0,10.0
CRDO,2024-10-30,-0.02506,1.8639,NEUTRAL,39.9094,2,10.0,39.78,40.11,-0.008296,0.036073,0.0,41.215,39.78,True,True,0.016717,39.78,41.215,10.0,40.0
CRDO,2025-02-24,-0.023902,5.8343,BEARISH,62.8013,5,25.0,61.45,60.2,0.020342,0.046216,0.040765,64.29,58.945,True,True,0.020179,58.945,65.38,85.0,0.0
CRDO,2025-03-27,-0.035714,3.6629,BEARISH,41.8699,1,5.0,41.85,42.45,-0.014337,0.026284,0.01135,42.95,41.375,True,True,0.016726,41.375,43.385,35.0,0.0
CRDO,2025-07-01,-0.021925,4.7089,NEUTRAL,88.6764,11,55.0,87.99,87.53,0.005228,0.005228,0.041652,88.45,84.325,True,False,-0.000682,84.325,91.42,105.0,30.0
CRDO,2025-08-01,-0.053075,5.8864,NEUTRAL,103.2654,3,15.0,103.03,107.585,-0.04421,0.06833,0.000388,110.07,102.99,True,True,0.015432,102.99,110.07,15.0,150.0
CRDO,2025-10-14,-0.039597,11.0807,NEUTRAL,139.6377,52,260.0,138.47,129.78,0.062757,0.014588,0.066874,140.49,129.21,True,True,0.003214,129.21,151.47,385.0,70.0
CRDO,2025-11-07,-0.03198,13.9336,BEARISH,151.8266,1,5.0,151.73,163.33,-0.076452,0.079088,0.034535,163.73,146.49,True,True,0.034667,146.49,163.73,105.0,385.0
CRDO,2025-11-11,-0.025195,13.6704,BEARISH,160.3219,9,45.0,160.0,158.46,0.009625,0.010375,0.016812,161.66,157.31,True,True,9.4e-05,157.31,165.79,60.0,0.0
CRDO,2025-11-25,-0.025684,14.5296,BEARISH,141.1831,2,10.0,141.18,154.18,-0.092081,0.092931,0.015158,154.3,139.04,True,False,-0.00425,139.04,154.3,15.0,385.0
CRDO,2026-03-03,-0.120165,9.7489,BEARISH,96.6304,1,5.0,96.38,97.315,-0.009701,0.028066,0.038597,99.085,92.66,True,True,0.020129,92.66,102.62,70.0,0.0
CRWD,2024-03-05,-0.03083,14.3932,NEUTRAL,298.3877,3,15.0,295.7,297.95,-0.007609,0.011904,0.01975,299.22,289.86,True,True,0.011904,289.86,306.875,315.0,0.0
CRWD,2024-07-17,-0.02482,12.4893,NEUTRAL,354.9043,32,160.0,353.87,354.88,-0.002854,0.010767,0.008365,357.68,350.91,True,True,0.00178,350.91,363.17,195.0,20.0
CRWD,2024-07-22,-0.067517,18.0432,BEARISH,277.0127,2,10.0,275.125,263.94,0.040654,0.014539,0.048941,279.125,261.66,True,True,0.013249,261.66,284.23,185.0,0.0
CRWD,2024-07-30,-0.042618,19.6864,BEARISH,239.9054,5,25.0,239.51,233.635,0.024529,0.008434,0.05457,241.53,226.44,True,True,0.00643,226.44,247.78,175.0,0.0
CRWD,2025-03-05,-0.074679,22.6918,NEUTRAL,351.9233,1,5.0,351.775,365.485,-0.038974,0.043693,0.023495,367.145,343.51,True,True,0.006183,343.51,367.145,25.0,360.0
CRWD,2025-03-31,-0.032956,15.7721,BEARISH,339.2061,2,10.0,338.74,352.42,-0.040385,0.043455,0.002273,353.46,337.97,True,True,0.004723,337.97,353.46,15.0,385.0
CRWD,2025-04-10,-0.021365,24.4968,BEARISH,359.8513,31,165.0,358.61,368.77,-0.028332,0.041452,0.009704,373.475,355.13,True,False,-0.005019,355.13,374.08,175.0,70.0
CRWD,2025-11-04,-0.024912,14.8686,NEUTRAL,532.2476,61,305.0,531.47,533.91,-0.004591,0.005607,0.000329,534.45,531.295,True,True,0.002804,531.295,548.94,325.0,30.0
CRWV,2025-04-21,-0.021132,8.2243,BEARISH,34.9253,26,130.0,34.63,35.23,-0.017326,0.028588,0.032198,35.62,33.515,True,False,-0.002599,33.515,38.215,155.0,0.0
CRWV,2025-06-05,-0.050153,17.7993,NEUTRAL,148.1803,3,15.0,145.745,135.19,0.072421,0.042917,0.088682,152.0,132.82,True,True,0.042917,132.82,157.45,370.0,0.0
CRWV,2025-09-02,-0.061621,9.7307,BEARISH,92.8077,25,125.0,92.375,93.41,-0.011204,0.013045,0.017808,93.58,90.73,True,True,0.004601,90.73,97.005,200.0,0.0
CSCO,2026-02-12,-0.068651,2.9025,BEARISH,78.474,2,10.0,78.32,75.15,0.040475,0.012896,0.054073,79.33,74.085,False,False,0.0,74.085,80.31,375.0,0.0
CVNA,2024-02-16,-0.046615,3.7164,BEARISH,53.4284,4,20.0,52.86,52.48,0.007189,0.025728,0.017026,54.22,51.96,True,True,0.007662,51.96,55.43,65.0,0.0
CVNA,2024-02-28,-0.022547,6.6893,NEUTRAL,76.0093,46,230.0,75.95,75.51,0.005793,0.008427,0.01422,76.59,74.87,True,True,0.008427,74.87,82.15,380.0,30.0
CVNA,2024-06-11,-0.020581,5.4911,NEUTRAL,103.6886,2,10.0,102.64,104.14,-0.014614,0.020947,0.013786,104.79,101.225,True,False,-0.003605,101.225,106.49,15.0,0.0
CVNA,2024-07-17,-0.041842,8.285,NEUTRAL,135.686,29,145.0,135.32,133.72,0.011824,0.006651,0.023278,136.22,132.17,True,True,0.006651,132.17,142.69,335.0,25.0
CVNA,2024-07-24,-0.023038,7.945,NEUTRAL,122.982,56,315.0,122.97,123.42,-0.003659,0.010572,0.000122,124.27,122.955,True,True,0.007481,122.955,127.8,360.0,60.0
CVNA,2025-02-20,-0.059374,12.0357,BEARISH,260.3857,0,0.0,257.145,247.86,0.036108,0.037177,0.088355,266.705,234.425,True,True,0.005367,234.425,266.705,140.0,0.0
CVNA,2025-03-04,-0.039882,17.2554,NEUTRAL,203.8629,6,30.0,203.34,215.525,-0.059924,0.094177,0.035605,222.49,196.1,True,False,-0.001475,196.1,222.49,50.0,350.0
CVNA,2025-03-06,-0.043629,18.7468,NEUTRAL,198.9913,39,195.0,198.84,187.035,0.059369,0.009354,0.061859,200.7,186.54,True,True,0.00513,186.54,211.22,385.0,75.0
CVNA,2025-10-22,-0.020564,20.77,BEARISH,340.342,3,15.0,338.48,327.07,0.03371,0.008893,0.083343,341.49,310.27,True,True,0.008893,310.27,348.65,215.0,0.0
CVNA,2025-11-04,-0.030507,23.8793,NEUTRAL,312.6883,63,315.0,312.34,309.93,0.007716,0.007876,0.008516,314.8,309.68,True,True,0.007876,309.68,325.98,385.0,25.0
CVNA,2026-02-05,-0.021372,30.7479,BEARISH,372.1159,7,35.0,369.55,383.8,-0.03856,0.058882,0.024381,391.31,360.54,True,True,0.001069,360.54,391.31,45.0,330.0
CVNA,2026-02-19,-0.051202,30.1646,BEARISH,330.9341,24,120.0,330.3,332.735,-0.007372,0.009779,0.046079,333.53,315.08,True,True,0.009779,315.08,353.61,230.0,25.0
CVNA,2026-02-27,-0.027476,26.3646,NEUTRAL,333.4941,22,110.0,333.405,334.44,-0.003104,0.011892,0.037402,337.37,320.935,True,True,0.002489,320.935,347.2,200.0,0.0
CVS,2024-01-25,-0.031802,2.0832,BEARISH,71.0167,3,15.0,70.975,71.99,-0.014301,0.018598,0.010919,72.295,70.2,True,True,0.007397,70.2,72.37,95.0,0.0
CVS,2024-10-18,-0.065975,2.1686,NEUTRAL,58.5926,10,50.0,58.37,60.355,-0.034007,0.035635,0.014905,60.45,57.5,True,True,0.008909,57.5,60.45,145.0,305.0
CVS,2026-01-27,-0.099451,2.7536,NEUTRAL,74.4186,14,70.0,74.33,72.145,0.029396,0.005516,0.048029,74.74,70.76,True,True,0.004843,70.76,77.265,260.0,0.0
CVX,2024-06-04,-0.021109,2.6707,NEUTRAL,154.2817,4,20.0,154.205,156.25,-0.013262,0.013813,0.000227,156.335,154.17,True,True,0.001265,154.17,156.335,25.0,290.0
DAL,2025-04-10,-0.047786,3.5914,NEUTRAL,40.7084,6,30.0,40.68,39.4,0.031465,0.006146,0.048918,40.93,38.69,True,True,0.004916,38.69,42.82,175.0,0.0
DASH,2024-02-16,-0.110447,5.0614,NEUTRAL,110.2904,3,15.0,110.165,116.005,-0.053011,0.0605,0.010439,116.83,109.015,True,True,0.005129,109.015,116.83,30.0,250.0
DASH,2025-03-06,-0.023484,8.8625,NEUTRAL,186.905,35,175.0,186.86,180.12,0.03607,0.002997,0.043375,187.42,178.755,True,True,0.002997,178.755,192.52,355.0,45.0
DASH,2025-11-06,-0.114448,11.1696,BEARISH,206.1871,0,0.0,206.0,196.54,0.045922,0.023544,0.054345,210.85,194.805,True,True,0.006942,194.805,210.85,380.0,0.0
DASH,2026-02-23,-0.047795,10.3786,NEUTRAL,163.7986,1,5.0,162.79,164.64,-0.011364,0.029424,0.007924,167.58,161.5,True,True,0.005099,161.5,168.375,15.0,0.0
DELL,2024-02-13,-0.022171,2.1486,NEUTRAL,83.8206,7,35.0,83.72,84.015,-0.003524,0.009795,0.002986,84.54,83.47,True,True,0.009795,83.47,84.98,355.0,5.0
DELL,2024-07-17,-0.045121,6.1275,NEUTRAL,125.689,37,185.0,125.66,125.205,0.003621,0.004297,0.00764,126.2,124.7,True,True,0.001432,124.7,129.6,325.0,10.0
DELL,2024-07-24,-0.021138,5.62,BEARISH,120.932,8,40.0,120.81,116.04,0.039483,0.007532,0.03998,121.72,115.98,True,True,0.004718,115.98,123.405,315.0,0.0
DELL,2025-08-01,-0.032992,4.0025,NEUTRAL,126.779,2,10.0,126.71,127.29,-0.004577,0.018665,0.009234,129.075,125.54,True,True,0.001499,125.54,129.075,30.0,155.0
DELL,2026-02-12,-0.048338,5.6139,NEUTRAL,115.9794,14,70.0,115.92,112.83,0.026656,0.006297,0.040286,116.65,111.25,True,True,0.000173,111.25,120.58,235.0,0.0
DELL,2026-03-03,-0.020551,8.0729,NEUTRAL,147.1359,3,15.0,146.165,145.19,0.006671,0.008655,0.034858,147.43,141.07,True,True,0.006328,141.07,150.93,165.0,0.0
DHI,2024-01-23,-0.058768,3.7343,NEUTRAL,146.9763,3,15.0,146.03,143.15,0.019722,0.00541,0.030542,146.82,141.57,True,True,0.004314,141.57,150.93,170.0,0.0
DHI,2026-03-02,-0.022812,5.05,BEARISH,154.76,2,10.0,154.47,154.36,0.000712,0.009711,0.007963,155.97,153.24,True,True,0.009711,153.24,156.78,160.0,0.0
DIA,2025-04-07,-0.030158,8.7911,BEARISH,368.0786,2,10.0,366.97,379.81,-0.034989,0.064229,0.0,390.54,366.97,True,True,0.007984,366.97,390.54,10.0,45.0
DIS,2024-04-25,-0.02106,1.9854,BEARISH,110.7659,5,25.0,110.76,112.76,-0.018057,0.01905,0.003025,112.87,110.425,True,False,-0.000451,110.425,112.87,30.0,380.0
DIS,2024-05-07,-0.079043,2.71,NEUTRAL,106.166,11,55.0,105.975,105.35,0.005898,0.002406,0.016513,106.23,104.225,True,True,0.00033,104.225,107.88,150.0,10.0
DJT,2024-01-23,-0.024965,4.4557,NEUTRAL,46.6477,2,10.0,43.75,49.625,-0.134286,0.338514,0.071771,58.56,40.61,True,True,0.021943,40.61,58.56,35.0,260.0
DJT,2024-01-24,-0.105693,5.3796,BEARISH,42.2281,44,260.0,41.555,38.11,0.082902,0.02972,0.119721,42.79,36.58,True,True,0.028757,36.58,49.3,345.0,95.0
DJT,2024-02-13,-0.024062,4.5982,BEARISH,42.3707,3,20.0,40.73,41.27,-0.013258,0.05917,0.003437,43.14,40.59,True,True,0.05917,40.59,44.21,20.0,0.0
DJT,2024-03-06,-0.038941,4.8204,BEARISH,42.7419,10,55.0,42.57,40.16,0.056613,0.023021,0.062485,43.55,39.91,True,True,0.010101,39.91,44.67,380.0,0.0
DJT,2024-04-01,-0.032997,9.0368,BEARISH,56.3153,3,15.0,56.315,48.7,0.135222,0.010832,0.191867,56.925,45.51,True,True,0.01021,45.51,60.73,220.0,0.0
DJT,2024-05-03,-0.030936,5.4007,BEARISH,45.1397,1,5.0,45.1,47.93,-0.062749,0.084479,0.014967,48.91,44.425,True,True,0.015521,44.425,48.91,5.0,345.0
DJT,2024-06-14,-0.020025,3.1604,BEARISH,37.8859,9,45.0,37.82,36.99,0.021946,0.012559,0.030672,38.295,36.66,True,True,0.001586,36.66,39.15,60.0,0.0
DJT,2024-07-24,-0.031259,3.365,NEUTRAL,30.574,57,320.0,30.54,30.63,-0.002947,0.00442,0.003929,30.675,30.42,True,True,0.00442,30.42,32.23,380.0,0.0
DJT,2024-08-13,-0.034898,1.81,BEARISH,23.336,12,60.0,23.33,23.98,-0.027861,0.058294,0.004715,24.69,23.22,True,True,0.003,23.22,24.69,60.0,155.0
DJT,2025-01-21,-0.064951,3.0968,BEARISH,36.1913,1,5.0,36.13,35.6,0.014669,0.01716,0.046499,36.75,34.45,True,True,0.005812,34.45,37.49,20.0,0.0
DJT,2025-01-27,-0.040966,3.2407,BEARISH,30.0737,38,205.0,29.97,29.545,0.014181,0.00367,0.027027,30.08,29.16,True,True,0.002669,29.16,31.8,330.0,75.0
DJT,2025-02-25,-0.026418,1.3775,NEUTRAL,24.509,4,20.0,24.27,23.82,0.018541,0.010507,0.042027,24.525,23.25,False,False,-0.003708,23.25,25.56,35.0,0.0
DJT,2025-03-04,-0.040034,1.4325,NEUTRAL,21.727,8,45.0,21.61,22.26,-0.030079,0.067099,0.004627,23.06,21.51,True,True,0.008329,21.51,23.06,90.0,270.0
DJT,2025-03-26,-0.027535,1.3786,BEARISH,21.6986,8,40.0,21.685,20.95,0.033894,0.006226,0.037122,21.82,20.88,False,False,-0.000231,20.88,22.25,370.0,0.0
DJT,2025-03-31,-0.025732,1.24,BEARISH,18.814,1,5.0,18.75,19.55,-0.042667,0.0448,0.010133,19.59,18.56,True,False,-0.003733,18.56,19.59,15.0,380.0
DJT,2026-02-05,-0.02809,0.7121,NEUTRAL,11.8251,3,15.0,11.82,10.895,0.078257,0.005076,0.07868,11.88,10.89,True,True,0.003384,10.89,12.11,385.0,0.0
DJT,2026-03-03,-0.028881,0.5682,NEUTRAL,10.5327,9,45.0,10.5,10.63,-0.012381,0.033333,0.025238,10.85,10.235,True,False,-0.000476,10.235,10.85,55.0,260.0
DKNG,2025-03-06,-0.031545,2.9961,NEUTRAL,40.8616,50,250.0,40.83,40.09,0.018124,0.005021,0.025839,41.035,39.775,True,True,0.005021,39.775,42.74,300.0,50.0
DKNG,2025-10-28,-0.034289,1.5225,NEUTRAL,31.216,37,185.0,31.17,31.16,0.000321,0.009304,0.039782,31.46,29.93,True,True,0.001283,29.93,32.24,225.0,5.0
DKNG,2026-03-02,-0.029338,1.3336,BEARISH,22.6266,1,5.0,22.6,23.82,-0.053982,0.063053,0.002212,24.025,22.55,True,True,0.013274,22.55,24.025,10.0,375.0
DLTR,2024-09-04,-0.109798,4.6086,BEARISH,70.8416,0,0.0,69.73,63.555,0.088556,0.053922,0.127133,73.49,60.865,True,True,0.003944,60.865,73.49,310.0,0.0
DLTR,2025-04-03,-0.111054,4.3864,NEUTRAL,67.2054,77,385.0,67.205,67.205,0.0,0.009523,0.00067,67.845,67.16,False,False,0.0,67.16,71.65,385.0,180.0
DOCU,2024-06-07,-0.061116,1.92,BEARISH,50.542,0,0.0,49.475,52.07,-0.052451,0.073674,0.01526,53.12,48.72,True,True,0.003537,48.72,53.12,5.0,290.0
DOCU,2024-08-02,-0.020884,1.7118,NEUTRAL,51.8253,2,10.0,51.44,51.74,-0.005832,0.012636,0.011664,52.09,50.84,True,False,-0.002333,50.84,52.78,95.0,0.0
DOCU,2025-04-03,-0.032858,3.2054,BEARISH,79.3679,1,5.0,79.29,77.39,0.023963,0.000568,0.02989,79.335,76.92,False,False,-0.000189,76.92,80.65,95.0,0.0
DOCU,2025-04-04,-0.04445,3.345,NEUTRAL,72.612,7,35.0,72.345,72.25,0.001313,0.025157,0.023153,74.165,70.67,True,True,0.000276,70.67,74.165,80.0,105.0
DOCU,2025-04-10,-0.032693,4.4857,BEARISH,74.2457,6,30.0,74.05,73.045,0.013572,0.004591,0.036192,74.39,71.37,True,True,0.004591,71.37,76.04,175.0,0.0
DOCU,2026-02-03,-0.052505,2.5396,NEUTRAL,48.2491,5,25.0,48.16,46.07,0.043397,0.012666,0.059904,48.77,45.275,True,True,0.012666,45.275,49.49,185.0,0.0
DOCU,2026-02-23,-0.030027,2.5125,BEARISH,42.12,0,0.0,41.74,41.785,-0.001078,0.033182,0.030906,43.125,40.45,True,True,0.002156,40.45,43.125,70.0,0.0
DOCU,2026-02-25,-0.032898,2.2396,NEUTRAL,40.5541,1,5.0,40.53,43.245,-0.066987,0.07513,0.007649,43.575,40.22,True,True,0.00074,40.22,43.575,10.0,325.0
DTCR,2025-01-27,-0.04058,0.4229,NEUTRAL,16.3809,3,235.0,16.36,16.43,-0.004279,0.004279,0.003056,16.43,16.31,True,True,0.000306,16.31,16.55,330.0,0.0
DTCR,2025-02-24,-0.023293,0.3768,BEARISH,18.2993,1,15.0,18.26,18.215,0.002464,0.007119,0.013143,18.39,18.02,True,False,-0.013143,18.02,18.45,35.0,0.0
DTCR,2025-11-13,-0.022581,0.4661,BEARISH,21.0236,6,85.0,20.985,20.77,0.010245,0.002621,0.012152,21.04,20.73,True,True,0.002621,20.73,21.26,265.0,30.0
DVN,2024-08-05,-0.027109,1.3511,NEUTRAL,41.0896,2,10.0,40.945,41.47,-0.012822,0.029185,0.001221,42.14,40.895,True,True,0.010868,40.895,42.14,15.0,165.0
DVN,2025-04-03,-0.066192,1.1336,BEARISH,34.9566,0,0.0,34.73,33.16,0.045206,0.01958,0.048517,35.41,33.045,True,True,0.004319,33.045,35.41,380.0,0.0
DVN,2025-04-04,-0.039204,1.365,BEARISH,31.314,1,5.0,31.01,29.34,0.053854,0.012577,0.062238,31.4,29.08,True,True,0.000322,29.08,32.24,315.0,0.0
DVN,2025-04-07,-0.044308,1.4932,NEUTRAL,27.4427,2,10.0,27.38,28.6,-0.044558,0.100438,0.004383,30.13,27.26,True,True,0.020453,27.26,30.13,10.0,45.0
DVN,2025-04-10,-0.044416,2.2386,BEARISH,28.7946,2,10.0,28.63,27.76,0.030388,0.011526,0.052043,28.96,27.14,True,True,0.006636,27.14,29.69,175.0,0.0
DVN,2025-04-30,-0.02349,1.3657,BEARISH,30.0087,36,180.0,29.98,30.39,-0.013676,0.018179,0.000667,30.525,29.96,True,True,0.001835,29.96,30.83,185.0,110.0
EBAY,2024-02-13,-0.025402,1.0057,NEUTRAL,41.9927,3,15.0,41.99,41.145,0.020124,0.00262,0.029412,42.1,40.755,False,False,-0.000476,40.755,42.43,350.0,0.0
EBAY,2024-10-31,-0.062909,1.3704,BEARISH,58.1419,0,0.0,57.015,57.505,-0.008594,0.029378,0.012014,58.69,56.33,True,True,0.017101,56.33,58.69,5.0,0.0
EBAY,2025-02-27,-0.069599,1.8439,BEARISH,63.5624,0,0.0,63.5,63.475,0.000394,0.036142,0.03063,65.795,61.555,True,True,0.003465,61.555,65.795,35.0,180.0
EBAY,2025-10-30,-0.139701,3.6711,NEUTRAL,84.1916,3,15.0,83.83,83.68,0.001789,0.047716,0.004175,87.83,83.48,True,True,0.047716,83.48,87.83,385.0,50.0
EDC,2024-12-10,-0.043235,0.6132,NEUTRAL,32.2847,13,370.0,32.24,32.24,0.0,0.0,0.0,32.24,32.24,False,False,0.0,32.24,32.53,370.0,0.0
EDC,2025-11-21,-0.021976,1.6832,NEUTRAL,46.9467,3,65.0,46.81,48.52,-0.036531,0.041444,0.001068,48.75,46.76,True,True,0.004059,46.76,48.75,65.0,265.0
EDC,2026-03-02,-0.05526,3.2932,NEUTRAL,73.2227,2,85.0,73.18,75.14,-0.026783,0.036485,0.00205,75.85,73.03,True,True,0.009019,73.03,75.85,85.0,285.0
ENPH,2024-02-02,-0.026368,6.005,BEARISH,100.248,0,0.0,99.16,101.75,-0.026119,0.035196,0.002269,102.65,98.935,True,True,0.022892,98.935,102.65,0.0,0.0
ENPH,2024-02-05,-0.028698,6.3907,BEARISH,96.2737,1,5.0,95.26,97.81,-0.026769,0.031178,0.018266,98.23,93.52,True,True,0.013542,93.52,98.83,75.0,0.0
ENPH,2024-06-07,-0.026262,6.4546,BEARISH,126.2631,19,95.0,126.19,122.71,0.027577,0.011808,0.02944,127.68,122.475,True,True,0.011808,122.475,130.29,280.0,20.0
ENPH,2024-07-15,-0.040727,5.3764,BEARISH,112.3194,0,0.0,111.83,113.075,-0.011133,0.030314,0.012206,115.22,110.465,True,False,-0.000134,110.465,115.22,5.0,0.0
ENPH,2024-10-15,-0.030154,4.5343,NEUTRAL,96.6063,12,60.0,96.1,92.04,0.042248,0.006868,0.05307,96.76,91.0,True,True,0.003018,91.0,99.22,300.0,0.0
ENPH,2024-11-06,-0.143191,5.4061,BEARISH,74.9076,1,5.0,74.51,74.83,-0.004295,0.037646,0.040733,77.315,71.475,True,True,0.003422,71.475,77.74,15.0,0.0
ENPH,2024-11-08,-0.021309,5.8146,BEARISH,67.7141,5,25.0,67.55,66.9,0.009623,0.00903,0.027831,68.16,65.67,True,True,0.00903,65.67,70.3,225.0,0.0
ENPH,2025-03-03,-0.02388,3.1382,BEARISH,54.7447,5,25.0,54.31,52.87,0.026514,0.040784,0.030105,56.525,52.675,True,True,0.040784,52.675,56.525,385.0,60.0
ENPH,2025-06-17,-0.213477,2.9096,BEARISH,34.9611,0,0.0,33.5,34.92,-0.042388,0.079701,0.014478,36.17,33.015,True,True,0.009104,33.015,36.17,5.0,0.0
ENPH,2025-11-07,-0.025501,1.9275,NEUTRAL,29.609,14,70.0,29.605,30.185,-0.019591,0.023814,0.019254,30.31,29.035,True,True,0.000844,29.035,30.53,150.0,0.0
ENPH,2026-02-05,-0.020228,3.4664,NEUTRAL,49.2284,0,0.0,49.16,47.26,0.038649,0.061229,0.042819,52.17,47.055,True,True,0.017901,47.055,52.17,380.0,0.0
ENPH,2026-02-26,-0.022385,3.155,BEARISH,46.123,33,170.0,45.94,45.78,0.003483,0.012407,0.008054,46.51,45.57,True,True,0.001197,45.57,48.16,215.0,5.0
ENPH,2026-02-27,-0.030253,3.1889,BEARISH,43.1194,3,15.0,42.66,42.235,0.009962,0.016643,0.035279,43.37,41.155,True,True,0.011721,41.155,44.395,325.0,0.0
EOG,2025-04-04,-0.034153,3.7436,BEARISH,114.3076,0,0.0,113.955,110.63,0.029178,0.022772,0.041771,116.55,109.195,True,True,0.003291,109.195,116.55,330.0,0.0
EOG,2025-04-10,-0.026927,5.9325,BEARISH,108.567,1,5.0,108.44,104.59,0.035504,0.00581,0.054131,109.07,102.57,False,False,-0.001199,102.57,110.94,370.0,0.0
EOSE,2024-02-13,-0.035398,0.097,NEUTRAL,1.0512,8,45.0,1.05,0.9866,0.060381,0.02381,0.060762,1.075,0.9862,True,True,0.02381,0.9862,1.11,385.0,0.0
EOSE,2024-05-07,-0.024457,0.0772,NEUTRAL,0.6791,15,170.0,0.6761,0.6628,0.019672,0.005473,0.023813,0.6798,0.66,True,True,0.005473,0.66,0.7109,370.0,40.0
EOSE,2024-06-04,-0.033067,0.0487,NEUTRAL,0.7057,5,30.0,0.7027,0.7044,-0.002419,0.016223,0.008538,0.7141,0.6967,True,True,0.010673,0.6967,0.7252,140.0,0.0
EOSE,2024-08-07,-0.050562,0.1832,BEARISH,1.6167,1,5.0,1.605,1.445,0.099688,0.056075,0.099688,1.695,1.445,True,True,0.056075,1.445,1.705,385.0,0.0
EOSE,2024-08-27,-0.03212,0.1782,NEUTRAL,2.1887,20,105.0,2.18,2.3,-0.055046,0.057339,0.009174,2.305,2.16,True,True,0.004587,2.16,2.315,130.0,0.0
EOSE,2024-11-06,-0.168239,0.2925,NEUTRAL,2.528,1,5.0,2.39,2.545,-0.064854,0.106695,0.062762,2.645,2.24,True,True,0.089958,2.24,2.77,105.0,0.0
EOSE,2024-11-11,-0.020677,0.31,NEUTRAL,2.481,4,20.0,2.475,2.505,-0.012121,0.030303,0.018182,2.55,2.43,True,True,0.010101,2.43,2.605,35.0,0.0
