date,gap_pct,gap_band,rs_z_prior,rs_class_prior,ts_zone_prior_daily,slope_state_at_open,trend_score_at_open,ts_zone_at_open,bar_of_first_rising,has_rising_in_opening,open,high,low,close,open_to_close,open_to_high,open_to_low,reversal_ratio,cond1_gap,cond2_slope,cond3_rs,is_primary_event,T1_return,T2_return,T3_return,T5_return
2023-08-11,-0.7053906327095026,Primary,-1.6231576949583535,Crushed,OS,0.0,-70.30408018245056,OS,2.0,True,360.55858068613566,362.5387612582735,359.2778851314787,360.8048706054688,0.0683078790870726,0.5491980161364061,-0.355197635906996,0.4682746030868187,True,True,True,True,1.1222163447167506,0.04912519430587571,-1.0102636808337635,-2.2143891821721033
