ticker,event_days,win_rate_D5,win_rate_D6,win_rate_D7,win_rate_D8,win_rate_D9,win_rate_D10,win_rate_D5_D10,avg_ret_D5_D10,med_ret_D5_D10
NVDA,96,0.8125,0.8125,0.8021,0.8229,0.8438,0.8229,0.8021,0.171243,0.164908
