ticker,date,gap_pct,atr,candle_color,follow_through_level,ft_bar_idx,ft_minutes_from_open,entry_price,eod_close,eod_return,mae_pct,mfe_pct,mae_price,mfe_price,price_above_entry_after_ft,bounce_above_entry_before_lod,bounce_depth_before_lod,session_low_price,session_high_price,lod_minutes_from_open,hod_minutes_from_open,gap_abs
CDE,2024-02-13,-0.05386,0.1661,NEUTRAL,2.5686,16,80.0,2.555,2.535,0.007828,0.009785,0.021526,2.58,2.5,True,True,0.009785,2.5,2.645,325.0,0.0,0.05386
CDE,2024-02-26,-0.025783,0.1379,NEUTRAL,2.5899,24,130.0,2.585,2.55,0.01354,0.005803,0.017408,2.6,2.54,True,True,0.005803,2.54,2.675,320.0,30.0,0.025783
CDE,2024-04-04,-0.020518,0.2521,NEUTRAL,4.4341,51,300.0,4.43,4.33,0.022573,0.004515,0.024831,4.45,4.32,True,True,0.004515,4.32,4.62,365.0,0.0,0.020518
CDE,2024-10-31,-0.024927,0.3325,BEARISH,6.517,2,10.0,6.515,6.43,0.013047,0.00307,0.032233,6.535,6.305,True,True,0.000767,6.305,6.65,95.0,0.0,0.024927
CDE,2025-02-21,-0.020442,0.3957,BEARISH,5.8317,5,25.0,5.78,5.46,0.055363,0.009516,0.062284,5.835,5.42,False,False,-0.000865,5.42,5.99,315.0,0.0,0.020442
CDE,2025-11-03,-0.075422,1.6346,BEARISH,15.2211,24,120.0,15.19,15.115,0.004937,0.010533,0.021396,15.35,14.865,True,True,0.007242,14.865,16.06,325.0,25.0,0.075422
CDE,2026-02-05,-0.034408,2.0807,BEARISH,19.2327,12,60.0,19.21,19.11,0.005206,0.024466,0.006767,19.68,19.08,True,True,0.024466,19.08,20.5,375.0,10.0,0.034408
CELH,2024-07-15,-0.025637,3.1614,BEARISH,56.1254,0,0.0,54.18,52.635,0.028516,0.059247,0.052141,57.39,51.355,True,True,0.006275,51.355,57.39,210.0,0.0,0.025637
CELH,2025-11-06,-0.204671,3.1843,NEUTRAL,46.4063,5,25.0,46.35,45.005,0.029018,0.017691,0.074865,47.17,42.88,True,True,0.013376,42.88,48.96,310.0,0.0,0.204671
CELH,2026-02-09,-0.024217,2.1464,BEARISH,48.5014,0,0.0,47.85,47.73,0.002508,0.031975,0.005225,49.38,47.6,True,True,0.010449,47.6,49.38,15.0,105.0,0.024217
CELH,2026-03-02,-0.032445,2.7521,BEARISH,50.7891,5,25.0,50.72,49.26,0.028785,0.016069,0.030954,51.535,49.15,True,True,0.016069,49.15,51.975,385.0,0.0,0.032445
CIFR,2024-02-05,-0.026217,0.2989,NEUTRAL,2.4804,15,75.0,2.475,2.44,0.014141,0.030303,0.014141,2.55,2.44,True,True,0.030303,2.44,2.605,385.0,0.0,0.026217
CIFR,2024-06-21,-0.052431,0.4843,BEARISH,4.7763,1,5.0,4.73,4.55,0.038055,0.027484,0.073996,4.86,4.38,True,True,0.027484,4.38,4.97,135.0,0.0,0.052431
CIFR,2025-01-27,-0.078098,0.5711,BEARISH,5.2016,1,5.0,5.135,4.51,0.121714,0.019474,0.200584,5.235,4.105,True,True,0.019474,4.105,5.43,240.0,0.0,0.078098
CIFR,2025-02-25,-0.063444,0.5275,NEUTRAL,4.439,4,20.0,4.3,4.09,0.048837,0.036047,0.104651,4.455,3.85,True,True,0.005814,3.85,4.73,110.0,5.0,0.063444
CIFR,2025-06-17,-0.032995,0.2829,NEUTRAL,3.6969,45,230.0,3.69,3.68,0.00271,0.00542,0.02439,3.71,3.6,False,False,0.0,3.6,3.85,295.0,0.0,0.032995
CIFR,2025-09-25,-0.04314,1.3421,BEARISH,12.9931,0,0.0,12.78,11.635,0.089593,0.061815,0.106808,13.57,11.415,True,True,0.056338,11.415,13.57,270.0,0.0,0.04314
CIFR,2025-10-21,-0.028169,2.2982,BEARISH,18.4007,11,55.0,18.345,18.075,0.014718,0.053148,0.047697,19.32,17.47,True,True,0.053148,17.47,19.625,285.0,5.0,0.028169
CIFR,2026-02-04,-0.036285,2.0207,BEARISH,14.8617,0,0.0,14.86,14.24,0.041723,0.057201,0.141992,15.71,12.75,True,True,0.02288,12.75,15.71,200.0,0.0,0.036285
CIFR,2026-02-05,-0.03441,2.0464,NEUTRAL,12.9314,60,300.0,12.93,12.69,0.018561,0.018561,0.022428,13.17,12.64,True,True,0.018561,12.64,14.665,380.0,10.0,0.03441
CLF,2024-06-04,-0.020012,0.4086,BEARISH,16.7316,2,10.0,16.71,16.49,0.013166,0.002394,0.013166,16.75,16.49,True,True,0.000299,16.49,16.925,175.0,5.0,0.020012
CLF,2025-03-04,-0.022817,0.7214,BEARISH,9.5614,2,10.0,9.53,9.47,0.006296,0.027282,0.040399,9.79,9.145,True,True,0.000525,9.145,9.85,75.0,0.0,0.022817
CLF,2025-10-21,-0.043061,1.0718,BEARISH,15.0163,0,0.0,14.61,13.38,0.084189,0.057837,0.099247,15.455,13.16,True,True,0.008214,13.16,15.455,245.0,0.0,0.043061
CLF,2026-02-12,-0.043269,1.1146,BEARISH,11.4941,3,15.0,11.365,10.755,0.053674,0.021997,0.08359,11.615,10.415,True,True,0.021997,10.415,12.07,210.0,0.0,0.043269
CLOU,2025-08-01,-0.025584,0.3061,NEUTRAL,21.9676,1,20.0,21.94,21.935,0.000228,0.009572,0.002279,22.15,21.89,True,True,0.009572,21.89,22.15,360.0,45.0,0.025584
CLSK,2024-06-21,-0.039164,1.6132,NEUTRAL,17.7547,39,195.0,17.61,17.29,0.018171,0.010221,0.021011,17.79,17.24,True,True,0.010221,17.24,18.73,375.0,80.0,0.039164
CLSK,2025-01-27,-0.05816,0.9693,BEARISH,10.4623,17,85.0,10.42,10.31,0.010557,0.009597,0.072937,10.52,9.66,True,True,0.003839,9.66,11.035,245.0,35.0,0.05816
CLSK,2025-02-11,-0.020125,0.9504,BEARISH,10.5749,29,145.0,10.52,10.28,0.022814,0.005228,0.029468,10.575,10.21,True,True,0.002852,10.21,10.955,380.0,0.0,0.020125
CLSK,2025-06-17,-0.025468,0.575,BEARISH,9.145,2,10.0,9.13,8.91,0.024096,0.018072,0.044907,9.295,8.72,True,True,0.013691,8.72,9.47,295.0,0.0,0.025468
CLSK,2026-02-05,-0.057786,1.2757,NEUTRAL,9.1097,11,55.0,9.07,8.265,0.088754,0.029217,0.089305,9.335,8.26,True,True,0.029217,8.26,10.0,385.0,10.0,0.057786
COIN,2024-09-30,-0.037235,9.1111,BEARISH,180.4556,7,35.0,180.12,178.14,0.010993,0.012214,0.016989,182.32,177.06,True,True,0.012214,177.06,185.125,300.0,0.0,0.037235
COIN,2024-10-23,-0.021095,11.7129,NEUTRAL,201.5799,23,115.0,200.85,198.95,0.00946,0.010431,0.030869,202.945,194.65,True,True,0.010431,194.65,209.56,285.0,25.0,0.021095
COIN,2024-10-31,-0.040009,14.2468,NEUTRAL,197.6513,3,15.0,196.9,179.17,0.090046,0.032301,0.091265,203.26,178.93,True,True,0.011173,178.93,205.86,385.0,0.0,0.040009
COIN,2025-02-14,-0.037364,15.4825,NEUTRAL,280.817,4,20.0,279.28,274.18,0.018261,0.012783,0.018834,282.85,274.02,True,True,0.007161,274.02,291.25,385.0,0.0,0.037364
COIN,2025-09-25,-0.026049,14.0082,BEARISH,307.7167,2,10.0,306.8,306.68,0.000391,0.035463,0.007399,317.68,304.53,True,True,0.035463,304.53,317.68,270.0,80.0,0.026049
COIN,2025-11-04,-0.034395,19.18,BEARISH,311.248,32,160.0,310.3,307.36,0.009475,0.009088,0.010957,313.12,306.9,True,True,0.009088,306.9,325.42,320.0,55.0,0.034395
COIN,2026-01-20,-0.035242,11.2261,NEUTRAL,228.1996,7,35.0,228.19,227.84,0.001534,0.023445,0.009553,233.54,226.01,True,True,0.023445,226.01,234.745,370.0,10.0,0.035242
COST,2024-03-08,-0.038633,13.9068,BEARISH,749.4373,0,0.0,746.545,725.83,0.027748,0.011326,0.028485,755.0,725.28,True,True,0.002404,725.28,755.0,205.0,0.0,0.038633
COST,2025-03-07,-0.032055,25.2529,BEARISH,983.9589,0,0.0,981.435,963.69,0.018081,0.018957,0.038923,1000.04,943.235,True,True,0.003994,943.235,1000.04,165.0,0.0,0.032055
CRCL,2025-06-25,-0.022484,33.6579,NEUTRAL,205.4369,10,50.0,203.415,198.81,0.022638,0.031586,0.026325,209.84,198.06,True,True,0.031586,198.06,227.27,150.0,0.0,0.022484
CRCL,2025-08-01,-0.021049,18.0307,BEARISH,172.7777,1,5.0,171.395,168.19,0.018699,0.032936,0.023338,177.04,167.395,True,False,-0.001546,167.395,179.99,35.0,0.0,0.021049
CRCL,2025-11-12,-0.040587,8.6464,NEUTRAL,90.7414,7,35.0,90.44,85.89,0.05031,0.008182,0.050641,91.18,85.86,True,True,0.008182,85.86,95.36,385.0,0.0,0.040587
CRDO,2024-03-11,-0.023885,1.3243,NEUTRAL,21.1303,23,120.0,21.09,20.45,0.030346,0.007587,0.032954,21.25,20.395,True,True,0.007587,20.395,21.66,385.0,0.0,0.023885
CRDO,2024-09-03,-0.023346,1.7882,BEARISH,33.3797,2,10.0,33.37,31.64,0.051843,0.0,0.059634,33.37,31.38,False,False,-0.000599,31.38,34.095,375.0,0.0,0.023346
CRDO,2025-02-24,-0.023902,5.8343,BEARISH,62.8013,5,25.0,61.45,60.2,0.020342,0.046216,0.040765,64.29,58.945,True,True,0.020179,58.945,65.38,85.0,0.0,0.023902
CRDO,2025-07-01,-0.021925,4.7089,NEUTRAL,88.6764,11,55.0,87.99,87.53,0.005228,0.005228,0.041652,88.45,84.325,True,False,-0.000682,84.325,91.42,105.0,30.0,0.021925
CRDO,2025-10-14,-0.039597,11.0807,NEUTRAL,139.6377,52,260.0,138.47,129.78,0.062757,0.014588,0.066874,140.49,129.21,True,True,0.003214,129.21,151.47,385.0,70.0,0.039597
CRDO,2025-11-11,-0.025195,13.6704,BEARISH,160.3219,9,45.0,160.0,158.46,0.009625,0.010375,0.016812,161.66,157.31,True,True,9.4e-05,157.31,165.79,60.0,0.0,0.025195
CRWD,2024-07-22,-0.067517,18.0432,BEARISH,277.0127,2,10.0,275.125,263.94,0.040654,0.014539,0.048941,279.125,261.66,True,True,0.013249,261.66,284.23,185.0,0.0,0.067517
CRWD,2024-07-30,-0.042618,19.6864,BEARISH,239.9054,5,25.0,239.51,233.635,0.024529,0.008434,0.05457,241.53,226.44,True,True,0.00643,226.44,247.78,175.0,0.0,0.042618
CRWV,2025-06-05,-0.050153,17.7993,NEUTRAL,148.1803,3,15.0,145.745,135.19,0.072421,0.042917,0.088682,152.0,132.82,True,True,0.042917,132.82,157.45,370.0,0.0,0.050153
CSCO,2026-02-12,-0.068651,2.9025,BEARISH,78.474,2,10.0,78.32,75.15,0.040475,0.012896,0.054073,79.33,74.085,False,False,0.0,74.085,80.31,375.0,0.0,0.068651
CVNA,2024-02-16,-0.046615,3.7164,BEARISH,53.4284,4,20.0,52.86,52.48,0.007189,0.025728,0.017026,54.22,51.96,True,True,0.007662,51.96,55.43,65.0,0.0,0.046615
CVNA,2024-02-28,-0.022547,6.6893,NEUTRAL,76.0093,46,230.0,75.95,75.51,0.005793,0.008427,0.01422,76.59,74.87,True,True,0.008427,74.87,82.15,380.0,30.0,0.022547
CVNA,2024-07-17,-0.041842,8.285,NEUTRAL,135.686,29,145.0,135.32,133.72,0.011824,0.006651,0.023278,136.22,132.17,True,True,0.006651,132.17,142.69,335.0,25.0,0.041842
CVNA,2025-02-20,-0.059374,12.0357,BEARISH,260.3857,0,0.0,257.145,247.86,0.036108,0.037177,0.088355,266.705,234.425,True,True,0.005367,234.425,266.705,140.0,0.0,0.059374
CVNA,2025-03-06,-0.043629,18.7468,NEUTRAL,198.9913,39,195.0,198.84,187.035,0.059369,0.009354,0.061859,200.7,186.54,True,True,0.00513,186.54,211.22,385.0,75.0,0.043629
CVNA,2025-10-22,-0.020564,20.77,BEARISH,340.342,3,15.0,338.48,327.07,0.03371,0.008893,0.083343,341.49,310.27,True,True,0.008893,310.27,348.65,215.0,0.0,0.020564
CVNA,2025-11-04,-0.030507,23.8793,NEUTRAL,312.6883,63,315.0,312.34,309.93,0.007716,0.007876,0.008516,314.8,309.68,True,True,0.007876,309.68,325.98,385.0,25.0,0.030507
CVS,2026-01-27,-0.099451,2.7536,NEUTRAL,74.4186,14,70.0,74.33,72.145,0.029396,0.005516,0.048029,74.74,70.76,True,True,0.004843,70.76,77.265,260.0,0.0,0.099451
DAL,2025-04-10,-0.047786,3.5914,NEUTRAL,40.7084,6,30.0,40.68,39.4,0.031465,0.006146,0.048918,40.93,38.69,True,True,0.004916,38.69,42.82,175.0,0.0,0.047786
DASH,2025-03-06,-0.023484,8.8625,NEUTRAL,186.905,35,175.0,186.86,180.12,0.03607,0.002997,0.043375,187.42,178.755,True,True,0.002997,178.755,192.52,355.0,45.0,0.023484
DASH,2025-11-06,-0.114448,11.1696,BEARISH,206.1871,0,0.0,206.0,196.54,0.045922,0.023544,0.054345,210.85,194.805,True,True,0.006942,194.805,210.85,380.0,0.0,0.114448
DELL,2024-07-17,-0.045121,6.1275,NEUTRAL,125.689,37,185.0,125.66,125.205,0.003621,0.004297,0.00764,126.2,124.7,True,True,0.001432,124.7,129.6,325.0,10.0,0.045121
DELL,2024-07-24,-0.021138,5.62,BEARISH,120.932,8,40.0,120.81,116.04,0.039483,0.007532,0.03998,121.72,115.98,True,True,0.004718,115.98,123.405,315.0,0.0,0.021138
DELL,2026-02-12,-0.048338,5.6139,NEUTRAL,115.9794,14,70.0,115.92,112.83,0.026656,0.006297,0.040286,116.65,111.25,True,True,0.000173,111.25,120.58,235.0,0.0,0.048338
DELL,2026-03-03,-0.020551,8.0729,NEUTRAL,147.1359,3,15.0,146.165,145.19,0.006671,0.008655,0.034858,147.43,141.07,True,True,0.006328,141.07,150.93,165.0,0.0,0.020551
DHI,2024-01-23,-0.058768,3.7343,NEUTRAL,146.9763,3,15.0,146.03,143.15,0.019722,0.00541,0.030542,146.82,141.57,True,True,0.004314,141.57,150.93,170.0,0.0,0.058768
DHI,2026-03-02,-0.022812,5.05,BEARISH,154.76,2,10.0,154.47,154.36,0.000712,0.009711,0.007963,155.97,153.24,True,True,0.009711,153.24,156.78,160.0,0.0,0.022812
DIS,2024-05-07,-0.079043,2.71,NEUTRAL,106.166,11,55.0,105.975,105.35,0.005898,0.002406,0.016513,106.23,104.225,True,True,0.00033,104.225,107.88,150.0,10.0,0.079043
DJT,2024-01-24,-0.105693,5.3796,BEARISH,42.2281,44,260.0,41.555,38.11,0.082902,0.02972,0.119721,42.79,36.58,True,True,0.028757,36.58,49.3,345.0,95.0,0.105693
DJT,2024-03-06,-0.038941,4.8204,BEARISH,42.7419,10,55.0,42.57,40.16,0.056613,0.023021,0.062485,43.55,39.91,True,True,0.010101,39.91,44.67,380.0,0.0,0.038941
DJT,2024-04-01,-0.032997,9.0368,BEARISH,56.3153,3,15.0,56.315,48.7,0.135222,0.010832,0.191867,56.925,45.51,True,True,0.01021,45.51,60.73,220.0,0.0,0.032997
DJT,2024-06-14,-0.020025,3.1604,BEARISH,37.8859,9,45.0,37.82,36.99,0.021946,0.012559,0.030672,38.295,36.66,True,True,0.001586,36.66,39.15,60.0,0.0,0.020025
DJT,2025-01-21,-0.064951,3.0968,BEARISH,36.1913,1,5.0,36.13,35.6,0.014669,0.01716,0.046499,36.75,34.45,True,True,0.005812,34.45,37.49,20.0,0.0,0.064951
DJT,2025-01-27,-0.040966,3.2407,BEARISH,30.0737,38,205.0,29.97,29.545,0.014181,0.00367,0.027027,30.08,29.16,True,True,0.002669,29.16,31.8,330.0,75.0,0.040966
DJT,2025-02-25,-0.026418,1.3775,NEUTRAL,24.509,4,20.0,24.27,23.82,0.018541,0.010507,0.042027,24.525,23.25,False,False,-0.003708,23.25,25.56,35.0,0.0,0.026418
DJT,2025-03-26,-0.027535,1.3786,BEARISH,21.6986,8,40.0,21.685,20.95,0.033894,0.006226,0.037122,21.82,20.88,False,False,-0.000231,20.88,22.25,370.0,0.0,0.027535
DJT,2026-02-05,-0.02809,0.7121,NEUTRAL,11.8251,3,15.0,11.82,10.895,0.078257,0.005076,0.07868,11.88,10.89,True,True,0.003384,10.89,12.11,385.0,0.0,0.02809
DKNG,2025-03-06,-0.031545,2.9961,NEUTRAL,40.8616,50,250.0,40.83,40.09,0.018124,0.005021,0.025839,41.035,39.775,True,True,0.005021,39.775,42.74,300.0,50.0,0.031545
DKNG,2025-10-28,-0.034289,1.5225,NEUTRAL,31.216,37,185.0,31.17,31.16,0.000321,0.009304,0.039782,31.46,29.93,True,True,0.001283,29.93,32.24,225.0,5.0,0.034289
DLTR,2024-09-04,-0.109798,4.6086,BEARISH,70.8416,0,0.0,69.73,63.555,0.088556,0.053922,0.127133,73.49,60.865,True,True,0.003944,60.865,73.49,310.0,0.0,0.109798
DOCU,2025-04-03,-0.032858,3.2054,BEARISH,79.3679,1,5.0,79.29,77.39,0.023963,0.000568,0.02989,79.335,76.92,False,False,-0.000189,76.92,80.65,95.0,0.0,0.032858
DOCU,2025-04-04,-0.04445,3.345,NEUTRAL,72.612,7,35.0,72.345,72.25,0.001313,0.025157,0.023153,74.165,70.67,True,True,0.000276,70.67,74.165,80.0,105.0,0.04445
DOCU,2025-04-10,-0.032693,4.4857,BEARISH,74.2457,6,30.0,74.05,73.045,0.013572,0.004591,0.036192,74.39,71.37,True,True,0.004591,71.37,76.04,175.0,0.0,0.032693
DOCU,2026-02-03,-0.052505,2.5396,NEUTRAL,48.2491,5,25.0,48.16,46.07,0.043397,0.012666,0.059904,48.77,45.275,True,True,0.012666,45.275,49.49,185.0,0.0,0.052505
DTCR,2025-02-24,-0.023293,0.3768,BEARISH,18.2993,1,15.0,18.26,18.215,0.002464,0.007119,0.013143,18.39,18.02,True,False,-0.013143,18.02,18.45,35.0,0.0,0.023293
DTCR,2025-11-13,-0.022581,0.4661,BEARISH,21.0236,6,85.0,20.985,20.77,0.010245,0.002621,0.012152,21.04,20.73,True,True,0.002621,20.73,21.26,265.0,30.0,0.022581
DVN,2025-04-03,-0.066192,1.1336,BEARISH,34.9566,0,0.0,34.73,33.16,0.045206,0.01958,0.048517,35.41,33.045,True,True,0.004319,33.045,35.41,380.0,0.0,0.066192
DVN,2025-04-04,-0.039204,1.365,BEARISH,31.314,1,5.0,31.01,29.34,0.053854,0.012577,0.062238,31.4,29.08,True,True,0.000322,29.08,32.24,315.0,0.0,0.039204
DVN,2025-04-10,-0.044416,2.2386,BEARISH,28.7946,2,10.0,28.63,27.76,0.030388,0.011526,0.052043,28.96,27.14,True,True,0.006636,27.14,29.69,175.0,0.0,0.044416
EBAY,2024-02-13,-0.025402,1.0057,NEUTRAL,41.9927,3,15.0,41.99,41.145,0.020124,0.00262,0.029412,42.1,40.755,False,False,-0.000476,40.755,42.43,350.0,0.0,0.025402
EBAY,2025-02-27,-0.069599,1.8439,BEARISH,63.5624,0,0.0,63.5,63.475,0.000394,0.036142,0.03063,65.795,61.555,True,True,0.003465,61.555,65.795,35.0,180.0,0.069599
EBAY,2025-10-30,-0.139701,3.6711,NEUTRAL,84.1916,3,15.0,83.83,83.68,0.001789,0.047716,0.004175,87.83,83.48,True,True,0.047716,83.48,87.83,385.0,50.0,0.139701
ENPH,2024-06-07,-0.026262,6.4546,BEARISH,126.2631,19,95.0,126.19,122.71,0.027577,0.011808,0.02944,127.68,122.475,True,True,0.011808,122.475,130.29,280.0,20.0,0.026262
ENPH,2024-10-15,-0.030154,4.5343,NEUTRAL,96.6063,12,60.0,96.1,92.04,0.042248,0.006868,0.05307,96.76,91.0,True,True,0.003018,91.0,99.22,300.0,0.0,0.030154
ENPH,2024-11-08,-0.021309,5.8146,BEARISH,67.7141,5,25.0,67.55,66.9,0.009623,0.00903,0.027831,68.16,65.67,True,True,0.00903,65.67,70.3,225.0,0.0,0.021309
ENPH,2025-03-03,-0.02388,3.1382,BEARISH,54.7447,5,25.0,54.31,52.87,0.026514,0.040784,0.030105,56.525,52.675,True,True,0.040784,52.675,56.525,385.0,60.0,0.02388
ENPH,2026-02-05,-0.020228,3.4664,NEUTRAL,49.2284,0,0.0,49.16,47.26,0.038649,0.061229,0.042819,52.17,47.055,True,True,0.017901,47.055,52.17,380.0,0.0,0.020228
ENPH,2026-02-26,-0.022385,3.155,BEARISH,46.123,33,170.0,45.94,45.78,0.003483,0.012407,0.008054,46.51,45.57,True,True,0.001197,45.57,48.16,215.0,5.0,0.022385
ENPH,2026-02-27,-0.030253,3.1889,BEARISH,43.1194,3,15.0,42.66,42.235,0.009962,0.016643,0.035279,43.37,41.155,True,True,0.011721,41.155,44.395,325.0,0.0,0.030253
EOG,2025-04-04,-0.034153,3.7436,BEARISH,114.3076,0,0.0,113.955,110.63,0.029178,0.022772,0.041771,116.55,109.195,True,True,0.003291,109.195,116.55,330.0,0.0,0.034153
EOG,2025-04-10,-0.026927,5.9325,BEARISH,108.567,1,5.0,108.44,104.59,0.035504,0.00581,0.054131,109.07,102.57,False,False,-0.001199,102.57,110.94,370.0,0.0,0.026927
EOSE,2024-02-13,-0.035398,0.097,NEUTRAL,1.0512,8,45.0,1.05,0.9866,0.060381,0.02381,0.060762,1.075,0.9862,True,True,0.02381,0.9862,1.11,385.0,0.0,0.035398
EOSE,2024-05-07,-0.024457,0.0772,NEUTRAL,0.6791,15,170.0,0.6761,0.6628,0.019672,0.005473,0.023813,0.6798,0.66,True,True,0.005473,0.66,0.7109,370.0,40.0,0.024457
EOSE,2024-08-07,-0.050562,0.1832,BEARISH,1.6167,1,5.0,1.605,1.445,0.099688,0.056075,0.099688,1.695,1.445,True,True,0.056075,1.445,1.705,385.0,0.0,0.050562
EOSE,2025-02-11,-0.026902,0.5468,BEARISH,5.0263,24,120.0,5.025,4.905,0.023881,0.010945,0.042786,5.08,4.81,True,True,0.00398,4.81,5.42,260.0,15.0,0.026902
EOSE,2025-05-29,-0.156667,0.6068,BEARISH,4.8173,1,5.0,4.805,4.515,0.060354,0.114464,0.061394,5.355,4.51,True,True,0.114464,4.51,5.355,385.0,15.0,0.156667
EOSE,2026-02-10,-0.023774,1.4886,NEUTRAL,12.3396,71,355.0,12.28,12.21,0.0057,0.016287,0.006515,12.48,12.2,True,True,0.016287,12.2,13.31,385.0,5.0,0.023774
ETHU,2024-08-07,-0.020193,1.1711,NEUTRAL,5.1116,24,275.0,5.09,5.06,0.005894,0.001965,0.018664,5.1,4.995,True,False,-0.017682,4.995,5.66,300.0,0.0,0.020193
ETHU,2024-10-31,-0.029412,0.4246,NEUTRAL,5.4401,6,30.0,5.44,5.18,0.047794,0.005515,0.058824,5.47,5.12,True,True,0.003676,5.12,5.62,300.0,5.0,0.029412
ETHU,2024-12-09,-0.085925,1.0875,NEUTRAL,10.735,15,75.0,10.73,10.37,0.033551,0.026095,0.050326,11.01,10.19,True,True,0.026095,10.19,11.555,380.0,25.0,0.085925
ETHU,2024-12-18,-0.039485,1.095,BEARISH,10.387,56,325.0,10.3,9.79,0.049515,0.013592,0.072816,10.44,9.55,False,False,-0.005825,9.55,10.97,340.0,200.0,0.039485
ETHU,2025-01-07,-0.02452,0.9761,BEARISH,8.7596,6,30.0,8.73,7.83,0.103093,0.010309,0.120275,8.82,7.68,True,True,0.002291,7.68,9.17,375.0,0.0,0.02452
ETHU,2025-03-26,-0.024896,0.2475,BEARISH,2.251,8,50.0,2.25,2.23,0.008889,0.008889,0.026667,2.27,2.19,True,True,0.008889,2.19,2.35,335.0,0.0,0.024896
ETHU,2025-04-10,-0.067766,2.5768,BEARISH,24.9693,4,95.0,24.79,23.52,0.05123,0.004841,0.106091,24.91,22.16,True,True,0.004841,22.16,26.0,170.0,0.0,0.067766
ETHU,2025-08-01,-0.050136,10.97,NEUTRAL,107.487,3,20.0,107.0,103.05,0.036916,0.048224,0.040374,112.16,102.68,True,True,0.048224,102.68,112.16,385.0,60.0,0.050136
ETHU,2025-08-25,-0.077384,18.3261,BEARISH,165.1896,55,345.0,162.03,154.39,0.047152,0.016509,0.049497,164.705,154.01,True,True,0.00574,154.01,174.21,385.0,45.0,0.077384
ETHU,2025-09-19,-0.029319,10.7361,BEARISH,152.3056,18,100.0,151.66,150.5,0.007649,0.014176,0.008044,153.81,150.44,True,True,0.014176,150.44,157.76,280.0,35.0,0.029319
ETHU,2025-09-25,-0.082433,10.5729,NEUTRAL,116.3209,40,215.0,116.01,114.7,0.011292,0.010516,0.058098,117.23,109.27,True,True,0.002069,109.27,122.2,270.0,65.0,0.082433
ETHU,2025-10-30,-0.045585,12.4482,BEARISH,98.4507,47,245.0,98.39,96.47,0.019514,0.020937,0.027848,100.45,95.65,True,True,0.020937,95.65,103.43,385.0,0.0,0.045585
ETHU,2025-11-03,-0.086044,11.8046,BEARISH,92.7881,11,55.0,92.59,89.785,0.030295,0.031861,0.046873,95.54,88.25,True,True,0.023653,88.25,97.97,385.0,20.0,0.086044
ETHU,2025-11-04,-0.054129,12.6693,NEUTRAL,79.8573,32,160.0,79.45,70.98,0.106608,0.02039,0.155947,81.07,67.06,True,True,0.02039,67.06,89.62,345.0,45.0,0.054129
ETHU,2025-11-11,-0.021883,11.7039,BEARISH,80.0184,66,360.0,79.84,79.74,0.001253,0.006513,0.00263,80.36,79.63,True,True,0.004885,79.63,84.7,375.0,0.0,0.021883
ETHU,2026-01-07,-0.034206,4.7704,BEARISH,60.7719,43,265.0,60.73,60.4,0.005434,0.004611,0.012679,61.01,59.96,True,True,0.004611,59.96,63.115,285.0,10.0,0.034206
ETOR,2025-11-04,-0.020038,1.5446,BEARISH,35.0821,19,165.0,35.045,34.49,0.015837,0.003424,0.017834,35.165,34.42,True,True,0.000999,34.42,36.16,350.0,55.0,0.020038
ETSY,2024-02-22,-0.050363,3.3296,BEARISH,71.9231,0,0.0,71.54,70.64,0.01258,0.027257,0.021526,73.49,70.0,True,True,0.013559,70.0,73.49,150.0,0.0,0.050363
ETSY,2025-02-19,-0.057823,2.2454,BEARISH,53.1169,0,0.0,52.72,51.61,0.021055,0.026271,0.037083,54.105,50.765,True,False,-0.001233,50.765,54.105,110.0,0.0,0.057823
ETSY,2025-10-29,-0.06027,3.4154,NEUTRAL,68.9539,4,20.0,68.43,65.48,0.04311,0.023089,0.046325,70.01,65.26,True,True,0.023089,65.26,72.45,385.0,0.0,0.06027
ETSY,2025-10-30,-0.022984,3.3832,BEARISH,62.6217,0,0.0,62.41,61.91,0.008012,0.025076,0.009774,63.975,61.8,True,True,0.021791,61.8,63.975,0.0,0.0,0.022984
ETSY,2025-11-04,-0.020625,3.1411,BEARISH,58.5736,14,70.0,58.57,58.23,0.005805,0.007,0.013488,58.98,57.78,True,True,0.007,57.78,59.88,275.0,0.0,0.020625
ETSY,2025-11-13,-0.024581,3.5864,BEARISH,60.8654,9,45.0,60.85,58.47,0.039113,0.004437,0.05834,61.12,57.3,True,True,0.004108,57.3,62.325,245.0,0.0,0.024581
EURL,2025-04-04,-0.142748,1.0157,NEUTRAL,22.1137,1,30.0,21.84,21.28,0.025641,0.004121,0.03228,21.93,21.135,True,True,0.004121,21.135,22.52,310.0,0.0,0.142748
EZU,2025-04-04,-0.034065,0.8857,BEARISH,50.6857,6,30.0,50.53,49.53,0.01979,0.003364,0.020384,50.7,49.5,True,True,0.002177,49.5,51.04,385.0,0.0,0.034065
FAZ,2024-02-22,-0.022898,0.3725,NEUTRAL,11.586,2,25.0,11.51,11.43,0.00695,0.006082,0.009557,11.58,11.4,True,True,0.006082,11.4,11.735,385.0,0.0,0.022898
FAZ,2024-08-08,-0.020309,0.4818,BEARISH,9.9373,5,25.0,9.93,9.84,0.009063,0.01007,0.014099,10.03,9.79,True,True,0.01007,9.79,10.14,335.0,0.0,0.020309
