t,Close,High,Low,n,Open,Volume,vw
2023-01-18,173.745,178.705,172.83,10580,176.755,928608,175.302255
2023-01-19,167.645,171.97,167.32,11204,170.41,969621,169.506675
2023-01-20,178.38,178.45,168.27,11994,170.18,1049505,174.265183
2023-01-23,191.91,192.435,178.21,11937,180.68,1109207,188.219924
2023-01-24,192.59,194.83,188.29,7589,188.34,534661,191.515885
2023-01-25,193.34,193.66,185.8,10396,189.07,937467,189.59209
2023-01-26,197.98,201.41,192.8,11436,197.19,930152,196.345104
2023-01-27,203.57,206.28,194.14,12530,194.59,1044397,201.750344
2023-01-30,191.63,201.34,191.52,10990,199.62,919502,195.749139
2023-01-31,195.42,196.82,189.53,11558,191.75,986153,193.936613
2023-02-01,209.45,211.88,196.16,13640,197.07,1076683,204.164487
2023-02-02,217.15,219.48,209.705,14258,210.22,1031656,214.358576
2023-02-03,210.98,217.375,207.95,12371,209.92,887293,213.206485
2023-02-06,210.89,215.68,207.88,10398,207.94,686001,212.09396
2023-02-07,221.72,222.55,211.52,12039,213.695,883512,216.981913
2023-02-08,222.17,228.735,220.22,13219,223.86,892849,224.294472
2023-02-09,223.37,230.19,221.25,11198,226.31,899299,226.821295
2023-02-10,212.59,220.7,208.13,11700,216.73,917987,213.437569
2023-02-13,217.85,220.455,209.67,7160,215.36,525486,216.596979
2023-02-14,229.71,230.46,213.9,10605,215.72,756301,225.779877
2023-02-15,227.61,228.41,221.15,7879,225.475,554991,225.126462
2023-02-16,220.0,225.45,219.36,9122,221.245,695092,222.159018
2023-02-17,213.86,217.24,209.79,10780,216.36,741153,213.335429
2023-02-21,206.55,214.79,206.37,6919,209.625,494408,209.811236
2023-02-22,207.69,210.84,204.22,14436,207.28,740387,207.536006
2023-02-23,236.51,238.8,230.25,31223,234.46,2079187,235.323844
2023-02-24,232.91,234.67,229.53,11663,231.78,830589,231.947397
2023-02-27,234.98,238.67,234.62,7589,236.86,543239,236.61471
2023-02-28,232.215,238.23,232.215,7575,233.59,534382,235.235625
2023-03-01,227.06,232.53,225.11,8190,232.04,549187,227.810722
2023-03-02,233.06,233.8,224.32,7330,224.715,493603,229.573507
2023-03-03,238.89,239.0,231.37,7339,233.32,532130,235.57553
2023-03-06,235.57,242.47,234.96,6953,239.21,508532,239.024755
2023-03-07,232.92,241.23,232.44,10708,236.08,755697,236.572068
2023-03-08,241.84,241.97,234.29,8937,234.47,668719,238.654516
2023-03-09,234.47,244.5,233.89,10223,241.84,744181,238.956928
2023-03-10,229.71,236.25,227.29,10432,234.02,799957,230.836758
2023-03-13,229.62,232.77,223.12,9786,227.405,620573,228.96915
2023-03-14,240.53,242.14,234.735,12178,235.04,799344,239.092116
2023-03-15,242.3,242.79,233.65,13036,237.53,813862,238.104323
2023-03-16,255.51,255.87,238.98,20539,240.09,1127916,249.196119
2023-03-17,257.24,263.98,256.7,16034,259.635,1075100,259.727105
2023-03-20,258.89,260.18,251.38,8305,256.21,580473,257.009533
2023-03-21,261.83,263.88,253.82,15527,261.69,1147478,259.852469
2023-03-22,264.7,275.88,262.5,15531,264.24,1074474,270.194095
2023-03-23,271.96,274.98,266.93,12815,271.19,738243,271.872454
2023-03-24,267.82,271.59,263.57,12028,270.2,688886,266.308377
2023-03-27,265.32,269.91,263.65,6500,268.32,437625,266.422454
2023-03-28,264.08,265.1,258.5,7403,264.69,527296,261.46132
2023-03-29,269.9,270.67,266.2,7023,268.49,478855,269.103386
2023-03-30,273.96,274.99,271.07,6047,272.275,424250,273.369461
2023-03-31,277.825,278.31,271.05,10368,271.33,698549,275.755482
2023-04-03,279.665,280.0,273.45,8286,275.09,486769,276.980516
2023-04-04,274.68,279.85,273.09,8438,279.77,561101,276.094358
2023-04-05,268.78,269.94,263.95,11360,268.01,681739,266.74767
2023-04-06,270.3,270.8,264.36,10998,265.92,698341,268.731527
2023-04-10,275.895,276.18,266.74,7903,268.09,494785,272.320139
2023-04-11,271.66,277.75,271.295,7693,277.17,431883,273.204812
2023-04-12,264.99,274.56,264.49,12018,273.6,674993,267.418556
2023-04-13,264.6,268.825,263.34,9772,267.28,635560,266.62113
2023-04-14,267.6,268.78,262.22,8978,265.04,534425,265.519312
2023-04-17,269.99,270.02,264.4,5589,265.6,334025,267.426129
2023-04-18,276.62,281.06,273.58,11707,275.305,684763,277.773238
2023-04-19,279.38,280.0,272.4,7377,273.53,414997,277.380182
2023-04-20,271.06,280.26,270.03,10958,276.67,599851,275.182661
2023-04-21,271.27,271.82,267.32,6225,269.545,347464,269.913777
2023-04-24,270.38,273.65,266.78,5444,270.175,317216,270.008908
2023-04-25,262.27,272.34,262.26,7734,270.77,485385,265.751027
2023-04-26,269.58,273.24,267.1,9871,270.02,532243,270.312502
2023-04-27,272.17,274.94,266.345,9403,273.415,539086,269.994964
2023-04-28,277.44,277.55,270.765,9290,272.68,464267,274.337568
2023-05-01,289.05,290.51,277.89,11398,278.5,756640,285.857226
2023-05-02,282.065,288.23,280.85,8578,286.74,488270,283.647967
2023-05-03,278.02,283.58,274.74,10563,278.21,668604,278.971639
2023-05-04,275.59,278.465,272.46,9062,276.52,609414,275.510273
2023-05-05,286.8,287.505,277.325,7018,278.41,455333,284.225404
2023-05-08,291.5,292.17,283.655,6741,285.24,493368,288.465324
2023-05-09,285.79,289.7,284.52,5978,288.74,402345,286.369122
2023-05-10,288.74,290.99,284.665,8138,290.155,503206,288.686848
2023-05-11,285.81,289.37,282.46,5836,289.295,490051,285.299077
2023-05-12,283.36,287.74,280.56,5060,285.36,320809,283.705074
2023-05-15,289.56,289.65,281.63,5843,285.07,335578,286.561523
2023-05-16,292.08,298.7,288.47,10962,288.47,666197,294.84921
2023-05-17,301.83,301.99,294.49,9335,295.83,539831,298.53448
2023-05-18,316.72,318.27,303.345,14620,304.31,751990,313.219205
2023-05-19,312.65,315.73,309.2,15596,314.89,673789,312.384415
2023-05-22,311.8,315.14,306.82,8805,309.095,511126,311.867865
2023-05-23,306.95,312.63,306.35,7769,310.08,440889,309.21393
2023-05-24,305.46,306.02,298.07,18542,302.115,986611,301.459391
2023-05-25,379.57,394.75,366.35,52094,385.45,3738908,381.552238
2023-05-26,389.24,391.67,375.62,18964,378.66,1299157,384.131121
2023-05-30,401.22,419.34,399.5,33697,405.97,2107942,407.676352
2023-05-31,378.615,402.8,378.23,30725,394.21,1822701,386.693875
2023-06-01,397.78,400.35,383.4,19287,384.53,1050892,392.402386
2023-06-02,393.3,405.0,390.74,14547,400.94,676680,396.130087
2023-06-05,391.7,395.64,387.16,14512,389.09,1107794,390.726256
2023-06-06,386.62,391.45,381.48,6931,388.27,383106,387.106562
2023-06-07,374.89,394.92,373.58,11568,389.01,618837,383.448257
2023-06-08,384.99,388.62,375.08,15043,377.275,613014,383.576647
2023-06-09,387.79,396.99,385.78,10801,390.505,592893,391.134466
2023-06-12,394.91,395.23,386.25,18870,391.87,874260,389.785419
2023-06-13,410.3,410.99,397.55,12772,401.81,747400,405.311623
2023-06-14,429.82,430.0,405.59,20365,408.41,1180129,419.661758
2023-06-15,426.56,432.71,421.54,24186,426.33,831757,427.588005
2023-06-16,427.01,437.17,426.63,24101,435.0,973093,432.736402
2023-06-20,438.25,439.885,426.86,17028,429.88,637396,431.906723
2023-06-21,430.42,436.09,420.87,12720,435.11,749660,427.807592
2023-06-22,430.22,434.22,422.475,10775,422.475,943056,429.784948
2023-06-23,422.07,428.03,420.22,8839,424.58,402884,423.922387
2023-06-26,406.37,427.5,401.03,15593,424.73,893741,413.350355
2023-06-27,418.67,419.39,404.59,9679,408.21,558116,411.743426
2023-06-28,411.45,418.35,405.29,13365,406.51,781815,411.953557
2023-06-29,408.33,415.895,406.03,7574,415.49,405497,409.59597
2023-06-30,422.89,425.47,415.13,8894,416.69,462731,422.019914
2023-07-03,423.905,428.97,422.06,7433,425.27,300069,425.31717
2023-07-05,423.1,431.74,421.0,6399,421.0,358578,426.968667
2023-07-06,421.13,421.76,413.51,10428,418.24,444806,417.729064
2023-07-07,425.05,432.07,421.89,7671,423.23,347415,427.678748
2023-07-10,421.75,427.95,416.56,10523,426.775,508442,421.542431
2023-07-11,423.91,427.33,420.72,10302,424.935,405473,423.888263
2023-07-12,439.04,439.34,428.26,11872,430.015,549843,435.869789
2023-07-13,459.95,461.12,445.13,14763,445.58,726651,451.987414
2023-07-14,454.665,480.23,450.7,21913,465.94,1020674,467.643015
2023-07-17,464.61,464.9,452.69,12689,462.84,798719,458.812572
2023-07-18,475.03,478.81,457.38,12001,467.065,734784,468.047219
2023-07-19,470.8,478.14,467.52,10747,474.81,724521,471.260915
2023-07-20,455.435,470.76,450.73,14076,465.11,920803,459.599261
2023-07-21,443.32,458.18,441.54,19829,457.9,1345260,447.905729
2023-07-24,446.14,451.025,440.41,10655,447.185,513216,446.031347
2023-07-25,456.58,461.76,449.325,9797,449.46,427696,457.680343
2023-07-26,454.51,460.24,446.34,11554,460.12,522687,453.073156
2023-07-27,459.0,473.93,457.73,13285,465.085,613164,466.778676
2023-07-28,467.44,470.15,464.23,7213,466.63,328235,467.009564
2023-07-31,467.4,471.17,465.12,11681,467.54,317465,467.381619
