timestamp,close,high,low,n,open,volume,vw
2024-01-02 05:00:00+00:00,189.11,196.09,187.59,2643,194.67,131118,190.152679
2024-01-03 05:00:00+00:00,184.13,187.0,183.35,2391,184.75,120495,184.843625
2024-01-04 05:00:00+00:00,183.73,187.11,181.925,2525,181.955,155258,184.430966
2024-01-05 05:00:00+00:00,189.16,191.3,184.75,3548,184.75,203061,189.691385
2024-01-08 05:00:00+00:00,196.39,196.87,191.565,2261,191.565,114259,195.494413
2024-01-09 05:00:00+00:00,196.995,198.13,195.03,2421,196.015,115362,196.530982
2024-01-10 05:00:00+00:00,197.38,200.48,194.73,3185,197.41,145061,198.108043
2024-01-11 05:00:00+00:00,195.63,201.57,195.53,2516,200.22,167713,197.473872
2024-01-12 05:00:00+00:00,191.21,195.945,189.38,2566,189.38,138171,192.618332
2024-01-16 05:00:00+00:00,187.98,191.04,186.7,3117,189.59,172576,188.021936
2024-01-17 05:00:00+00:00,188.11,188.11,182.7,1976,186.11,102519,186.623579
2024-01-18 05:00:00+00:00,186.57,191.25,184.46,3399,191.0,208860,186.707842
2024-01-19 05:00:00+00:00,193.08,193.09,186.72,4040,187.05,235494,189.963135
2024-01-22 05:00:00+00:00,199.1,202.26,196.675,3604,196.785,252084,199.610325
2024-01-23 05:00:00+00:00,205.565,205.92,197.77,3823,200.75,206720,203.278147
2024-01-24 05:00:00+00:00,203.82,211.61,203.53,3158,209.405,199939,207.812144
2024-01-25 05:00:00+00:00,206.03,209.38,202.86,2978,206.375,137624,205.947169
2024-01-26 05:00:00+00:00,202.495,205.425,201.37,3666,202.8,156430,203.482662
2024-01-29 05:00:00+00:00,209.65,210.22,201.55,2388,201.74,127683,207.250222
2024-01-30 05:00:00+00:00,206.4,209.92,204.915,3450,209.205,126375,206.593643
2024-01-31 05:00:00+00:00,195.69,203.29,194.92,3812,200.83,223039,198.400996
2024-02-01 05:00:00+00:00,199.94,200.31,195.435,2194,197.195,93393,198.624756
2024-02-02 05:00:00+00:00,218.7,219.68,204.375,6024,209.88,504469,214.740988
2024-02-05 05:00:00+00:00,215.57,220.55,210.735,2844,217.92,116014,214.926384
2024-02-06 05:00:00+00:00,213.585,217.67,208.6,2124,217.67,93450,212.111863
2024-02-07 05:00:00+00:00,218.22,219.31,212.9,2430,214.79,135321,217.611262
2024-02-08 05:00:00+00:00,222.92,226.25,218.59,3275,219.3,208751,223.767904
2024-02-09 05:00:00+00:00,233.28,234.95,228.23,4719,228.52,354706,232.532532
2024-02-12 05:00:00+00:00,232.19,237.7,229.635,2962,231.315,195325,233.923023
2024-02-13 05:00:00+00:00,227.64,230.86,220.75,2991,223.02,165076,227.602641
2024-02-14 05:00:00+00:00,236.11,236.2,227.18,1960,230.12,103787,232.392706
2024-02-15 05:00:00+00:00,232.44,235.12,229.17,1929,235.12,109678,231.505348
2024-02-16 05:00:00+00:00,230.13,234.73,229.47,2711,230.86,106306,231.810826
2024-02-20 05:00:00+00:00,220.01,226.49,215.69,5174,225.765,234238,218.47388
2024-02-21 05:00:00+00:00,216.18,217.025,212.12,3434,214.745,162452,214.528275
2024-02-22 05:00:00+00:00,225.57,227.65,220.275,4640,224.065,291757,224.84893
2024-02-23 05:00:00+00:00,229.4,234.55,227.29,2542,234.095,124418,229.915282
2024-02-26 05:00:00+00:00,230.91,233.3,226.99,2763,229.715,158312,230.532613
2024-02-27 05:00:00+00:00,233.91,235.59,231.35,2740,232.675,123998,234.214307
2024-02-28 05:00:00+00:00,229.81,233.8,226.7,6276,229.28,426492,231.382416
2024-02-29 05:00:00+00:00,188.305,190.29,180.92,12818,181.8,992647,186.173475
2024-03-01 05:00:00+00:00,186.805,194.1,186.18,4189,191.33,241091,188.984592
2024-03-04 05:00:00+00:00,177.73,185.54,175.33,6456,185.54,452495,178.295159
2024-03-05 05:00:00+00:00,167.65,174.725,166.385,4501,174.615,280007,168.988276
2024-03-06 05:00:00+00:00,167.12,171.27,163.43,9064,170.2,511523,165.406346
2024-03-07 05:00:00+00:00,168.38,169.16,163.78,4016,167.005,210770,166.831837
2024-03-08 05:00:00+00:00,162.42,169.81,161.68,4743,169.325,243441,163.991963
2024-03-11 04:00:00+00:00,162.28,162.91,160.43,2512,161.06,145965,161.467607
2024-03-12 04:00:00+00:00,161.96,163.75,159.745,2696,163.5,131706,161.756248
2024-03-13 04:00:00+00:00,162.28,166.73,160.765,3276,160.965,245846,165.244604
2024-03-14 04:00:00+00:00,158.98,162.41,157.91,2532,161.47,137260,159.597265
2024-03-15 04:00:00+00:00,156.86,160.2,156.66,3435,158.68,195820,157.790568
2024-03-18 04:00:00+00:00,156.27,157.64,155.64,3158,157.36,144954,156.642468
2024-03-19 04:00:00+00:00,157.71,157.82,151.5,3079,151.5,189786,155.171407
2024-03-20 04:00:00+00:00,163.07,164.3,158.67,3186,158.67,184583,162.038821
2024-03-21 04:00:00+00:00,158.25,168.61,157.49,4248,166.4,279241,163.053561
2024-03-22 04:00:00+00:00,159.02,160.26,157.03,1817,158.215,92971,158.88297
2024-03-25 04:00:00+00:00,158.13,159.02,157.27,1414,157.555,53852,158.099623
2024-03-26 04:00:00+00:00,158.02,160.92,157.66,2552,159.29,117162,159.338679
2024-03-27 04:00:00+00:00,160.05,160.47,157.76,2202,159.57,105739,159.280665
2024-03-28 04:00:00+00:00,161.535,165.88,161.535,3066,163.93,189334,163.127012
2024-04-01 04:00:00+00:00,160.52,163.64,159.75,2790,162.19,109397,161.152216
2024-04-02 04:00:00+00:00,156.16,157.69,155.105,2538,157.49,141279,156.08855
2024-04-03 04:00:00+00:00,153.08,155.14,152.68,2436,155.14,119377,153.563053
2024-04-04 04:00:00+00:00,151.34,155.975,150.62,1965,152.795,117478,153.218466
2024-04-05 04:00:00+00:00,153.81,155.53,152.44,2294,152.475,146904,154.348249
2024-04-08 04:00:00+00:00,154.95,155.665,151.87,1902,153.52,87856,154.728969
2024-04-09 04:00:00+00:00,155.65,156.84,153.85,1576,155.45,89038,154.978595
2024-04-10 04:00:00+00:00,153.0,153.47,151.67,1601,151.88,86444,152.521617
2024-04-11 04:00:00+00:00,159.36,159.915,154.58,2495,155.19,159295,157.874976
2024-04-12 04:00:00+00:00,158.6,160.445,156.89,2940,157.35,161214,158.518578
2024-04-15 04:00:00+00:00,152.04,156.88,151.13,2448,156.525,153361,153.130588
