ticker,date,direction,gap_bucket,candle_tier,win,eod_return,hod_pct,lod_pct,hod_atr,lod_atr,reverse_ft_minutes,cs_bar1,cs_at_ft,cs_prior,cs_slope_raw,ts_slope,ts_level_at_ft,ft_bar_number,ft_bar_candle
DJT,2024-01-24,GAP_DN,8-12%,MAX_BEARISH,0,-0.14128,0.110861,0.175755,0.9146,1.4499,70.0,-100.0,-100.0,-100.0,0.0,TS_FLAT,BEARISH,14,NEUTRAL
DJT,2024-01-30,GAP_DN,2-5%,BEARISH,1,0.067629,0.106254,0.006225,0.5561,0.0326,50.0,-1.64,90.99,59.19,31.8,TS_RISING,BULLISH,8,BEARISH
DJT,2024-04-05,GAP_DN,2-5%,BULLISH,0,-0.092444,0.019562,0.105746,0.0882,0.4769,340.0,24.04,-100.0,-100.0,0.0,TS_FLAT,BEARISH,57,BULLISH
DJT,2024-04-18,GAP_DN,2-5%,BEARISH,1,0.294807,0.304569,0.057399,1.3703,0.2583,45.0,-28.18,72.41,-20.87,93.27,TS_RISING,BULLISH,9,BULLISH
DJT,2024-06-20,GAP_DN,8-12%,BULLISH,0,-0.07041,0.017559,0.091099,0.1539,0.7985,15.0,13.71,20.83,,,UNKNOWN,NEUTRAL,3,BEARISH
DJT,2024-09-11,GAP_DN,12%+,MAX_BEARISH,1,0.062381,0.0662,0.025461,0.6553,0.252,130.0,-100.0,-43.7,-100.0,56.3,TS_RISING,BEARISH,24,BULLISH
DKNG,2024-09-25 04:00:00+00:00,GAP_UP,2-5%,BEARISH,0,-0.001584,0.023278,0.020597,0.5963,0.5277,185.0,23.64,100.0,100.0,0.0,TS_FLAT,BULLISH,37,BULLISH
DKNG,2024-10-18 04:00:00+00:00,GAP_UP,2-5%,MAX_BULLISH,1,0.006076,0.016807,0.01435,0.523,0.4466,120.0,82.14,-78.63,-18.87,-59.76,TS_FALLING,BEARISH,24,BEARISH
DKNG,2025-01-15 05:00:00+00:00,GAP_UP,2-5%,BULLISH,1,0.058595,0.015196,0.061269,0.4553,1.8356,155.0,-100.0,-100.0,-51.25,-48.75,TS_FALLING,BEARISH,31,BEARISH
DKNG,2024-02-13,GAP_DN,2-5%,BEARISH,1,0.016071,0.03381,0.01381,1.0174,0.4156,30.0,-29.34,-88.98,-40.17,-48.8,TS_FALLING,BEARISH,6,BULLISH
DKNG,2025-06-13,GAP_DN,2-5%,BULLISH,0,-0.018016,0.017209,0.025545,0.4885,0.7252,330.0,-23.53,-100.0,-100.0,0.0,TS_FLAT,BEARISH,66,BEARISH
DKNG,2026-01-30,GAP_DN,2-5%,BULLISH,0,-0.054277,0.013397,0.064926,0.2481,1.2022,80.0,14.83,-100.0,-100.0,0.0,TS_FLAT,BEARISH,16,BEARISH
DLTR,2024-03-13,GAP_DN,12%+,BULLISH,0,-0.008411,0.024693,0.021144,0.7644,0.6545,35.0,-100.0,-100.0,-100.0,0.0,TS_FLAT,BEARISH,7,BEARISH
DOCU,2024-09-06 04:00:00+00:00,GAP_UP,5-8%,BULLISH,1,0.012109,0.019457,0.042171,0.7697,1.6682,5.0,66.21,60.65,,,UNKNOWN,BULLISH,1,BEARISH
DOCU,2024-06-07,GAP_DN,5-8%,MAX_BEARISH,1,0.014812,0.035276,0.050477,0.9427,1.349,170.0,-100.0,39.0,11.18,27.82,TS_RISING,NEUTRAL,34,BULLISH
DOCU,2025-02-03,GAP_DN,2-5%,BULLISH,1,0.036347,0.042199,0.015462,1.1678,0.4279,45.0,-65.34,-100.0,-100.0,0.0,TS_FLAT,BEARISH,9,BEARISH
DOCU,2025-06-06,GAP_DN,12%+,BULLISH,0,-0.019733,0.020775,0.024943,0.4418,0.5305,30.0,-100.0,-100.0,-100.0,0.0,TS_FLAT,BEARISH,6,NEUTRAL
DOCU,2025-10-01,GAP_DN,2-5%,BULLISH,0,-0.021228,0.020873,0.026837,0.5774,0.7423,145.0,-15.94,-86.15,-54.82,-31.32,TS_FALLING,BEARISH,29,BEARISH
DTCR,2025-01-06 05:00:00+00:00,GAP_UP,2-5%,MAX_BULLISH,1,0.012717,0.001734,0.012717,0.175,1.2833,185.0,100.0,100.0,,,UNKNOWN,BULLISH,2,NEUTRAL
DTCR,2025-10-15 04:00:00+00:00,GAP_UP,2-5%,BULLISH,1,0.005893,0.0034,0.019039,0.173,0.9687,115.0,-20.97,65.92,100.0,-34.08,TS_FALLING,BULLISH,10,BEARISH
DTCR,2024-08-05,GAP_DN,2-5%,BEARISH,0,-0.001354,0.010494,0.001354,0.908,0.1172,80.0,,,,,UNKNOWN,UNKNOWN,1,NEUTRAL
DTCR,2025-11-04,GAP_DN,2-5%,MAX_BEARISH,0,-0.007784,0.015339,0.007784,0.7468,0.379,15.0,-87.37,-91.3,,,UNKNOWN,BEARISH,3,BULLISH
DTCR,2026-03-03,GAP_DN,2-5%,BULLISH,1,0.011165,0.015022,0.008932,0.71,0.4222,55.0,14.33,-100.0,-33.14,-66.86,TS_FALLING,BEARISH,7,NEUTRAL
EDC,2025-02-07 05:00:00+00:00,GAP_UP,2-5%,BULLISH,1,0.02606,0.000942,0.02606,0.0393,1.087,40.0,64.43,68.86,,,UNKNOWN,BULLISH,1,BEARISH
EDC,2025-08-07 04:00:00+00:00,GAP_UP,2-5%,BULLISH,1,0.007148,0.000238,0.01239,0.0115,0.6004,115.0,-15.18,-11.47,,,UNKNOWN,NEUTRAL,1,BEARISH
EDC,2026-02-24 05:00:00+00:00,GAP_UP,2-5%,BEARISH,0,-0.026759,0.030112,0.000903,0.7245,0.0217,125.0,-34.18,-13.78,,,UNKNOWN,NEUTRAL,3,NEUTRAL
EDC,2024-10-15,GAP_DN,2-5%,BULLISH,0,-0.035003,0.001077,0.037561,0.023,0.8032,105.0,,,,,UNKNOWN,UNKNOWN,1,BULLISH
EDC,2025-04-07,GAP_DN,8-12%,BULLISH,0,-0.001857,0.067317,0.027855,1.115,0.4614,10.0,-100.0,-100.0,,,UNKNOWN,BEARISH,1,BULLISH
EDC,2026-03-03,GAP_DN,12%+,BULLISH,1,0.029821,0.04865,0.06546,0.6708,0.9025,20.0,-100.0,-100.0,,,UNKNOWN,BEARISH,4,BEARISH
EDC,2026-03-05,GAP_DN,2-5%,BULLISH,0,-0.022084,0.011682,0.06241,0.1533,0.8189,105.0,19.05,-37.08,,,UNKNOWN,BEARISH,3,BEARISH
ENPH,2024-02-01 05:00:00+00:00,GAP_UP,2-5%,BULLISH,1,0.010604,0.03064,0.035285,0.5381,0.6197,70.0,-56.17,-50.94,-31.35,-19.59,TS_FALLING,BEARISH,14,BEARISH
ENPH,2024-02-14 05:00:00+00:00,GAP_UP,2-5%,BEARISH,0,-0.035304,0.036091,0.02119,0.5597,0.3286,285.0,12.95,79.05,81.45,-2.4,TS_FLAT,BULLISH,57,NEUTRAL
ENPH,2025-02-19 05:00:00+00:00,GAP_UP,2-5%,BULLISH,1,0.021095,0.043222,0.022053,0.8416,0.4294,355.0,13.08,-100.0,-100.0,0.0,TS_FLAT,BEARISH,68,BEARISH
ENPH,2025-02-12,GAP_DN,2-5%,MAX_BEARISH,1,0.003778,0.02275,0.009691,0.4275,0.1821,225.0,-92.04,100.0,58.73,41.27,TS_RISING,BULLISH,45,BULLISH
EOG,2024-11-06 05:00:00+00:00,GAP_UP,2-5%,BEARISH,0,-0.012135,0.02439,0.006088,1.2944,0.3231,45.0,58.02,100.0,100.0,0.0,TS_FLAT,BULLISH,9,NEUTRAL
EOG,2026-03-02 05:00:00+00:00,GAP_UP,2-5%,BEARISH,0,-0.015951,0.016661,0.018675,0.5977,0.67,335.0,8.91,52.78,58.63,-5.86,TS_FLAT,BULLISH,67,BULLISH
EOSE,2024-03-06 05:00:00+00:00,GAP_UP,2-5%,BEARISH,1,0.013333,0.04,0.044444,0.5437,0.6041,5.0,-69.07,-20.5,,,UNKNOWN,BEARISH,1,BULLISH
EOSE,2024-05-17 04:00:00+00:00,GAP_UP,2-5%,BEARISH,1,0.031246,0.064811,0.052122,0.6161,0.4955,355.0,-51.52,100.0,100.0,0.0,TS_FLAT,BULLISH,64,BULLISH
EOSE,2024-07-02 04:00:00+00:00,GAP_UP,2-5%,BEARISH,0,-0.029801,0.072848,0.069536,0.674,0.6434,145.0,6.9,80.11,33.11,47.01,TS_RISING,BULLISH,29,BULLISH
EOSE,2024-07-03 04:00:00+00:00,GAP_UP,2-5%,BEARISH,0,-0.106583,0.119122,0.012539,1.1052,0.1163,45.0,46.63,100.0,78.39,21.61,TS_RISING,BULLISH,9,BULLISH
EOSE,2024-08-12 04:00:00+00:00,GAP_UP,2-5%,BEARISH,0,-0.06051,0.085987,0.012739,0.7515,0.1113,85.0,100.0,100.0,100.0,0.0,TS_FLAT,BULLISH,17,BULLISH
EOSE,2024-10-24 04:00:00+00:00,GAP_UP,2-5%,MAX_BULLISH,1,0.017378,0.011058,0.045814,0.1494,0.6189,75.0,100.0,93.46,100.0,-6.54,TS_FLAT,BULLISH,14,NEUTRAL
EOSE,2024-11-05 05:00:00+00:00,GAP_UP,2-5%,BEARISH,0,-0.056478,0.063123,0.026578,0.7065,0.2975,260.0,-11.12,100.0,100.0,0.0,TS_FLAT,BULLISH,51,BULLISH
EOSE,2024-08-02,GAP_DN,5-8%,BEARISH,1,0.070588,0.079412,0.029412,0.7079,0.2622,130.0,-44.94,20.79,-38.39,59.17,TS_RISING,NEUTRAL,21,NEUTRAL
ETHU,2024-09-17 04:00:00+00:00,GAP_UP,2-5%,BEARISH,0,-0.023555,0.053533,0.010707,0.5863,0.1173,105.0,-22.67,89.24,3.85,85.39,TS_RISING,BULLISH,7,BULLISH
ETHU,2024-10-14 04:00:00+00:00,GAP_UP,5-8%,BEARISH,0,-0.053211,0.066055,0.005505,0.8819,0.0735,60.0,100.0,100.0,,,UNKNOWN,BULLISH,3,BULLISH
ETHU,2024-10-29 04:00:00+00:00,GAP_UP,8-12%,BEARISH,0,-0.012456,0.051601,0.003559,0.7154,0.0493,195.0,29.74,100.0,100.0,0.0,TS_FLAT,BULLISH,22,NEUTRAL
ETHU,2024-11-05 05:00:00+00:00,GAP_UP,2-5%,BULLISH,1,0.028455,0.014228,0.04878,0.1787,0.6126,315.0,49.88,17.49,42.11,-24.62,TS_FALLING,NEUTRAL,31,BEARISH
ETHU,2024-12-02 05:00:00+00:00,GAP_UP,2-5%,BULLISH,1,0.01,0.027,0.046,0.318,0.5419,205.0,-8.65,-100.0,-100.0,0.0,TS_FLAT,BEARISH,40,BEARISH
ETHU,2024-12-06 05:00:00+00:00,GAP_UP,2-5%,BEARISH,0,-0.068875,0.091543,0.007847,1.0633,0.0911,30.0,-56.42,78.55,-41.51,120.05,TS_RISING,BULLISH,6,BULLISH
ETHU,2024-12-31 05:00:00+00:00,GAP_UP,2-5%,MAX_BULLISH,1,0.046229,0.00365,0.060827,0.0317,0.5281,185.0,76.34,-100.0,-65.76,-34.24,TS_FALLING,BEARISH,26,BEARISH
ETHU,2025-01-15 05:00:00+00:00,GAP_UP,5-8%,BEARISH,0,-0.077446,0.100543,0.008152,0.852,0.0691,300.0,100.0,31.9,8.09,23.82,TS_RISING,NEUTRAL,36,NEUTRAL
ETHU,2025-01-17 05:00:00+00:00,GAP_UP,5-8%,BEARISH,0,-0.043093,0.057034,0.013942,0.5422,0.1325,360.0,-11.27,43.95,-55.89,99.84,TS_RISING,BULLISH,51,BULLISH
ETHU,2025-05-09 04:00:00+00:00,GAP_UP,12%+,MAX_BULLISH,1,0.002274,0.040356,0.039788,0.5708,0.5628,65.0,79.36,100.0,100.0,0.0,TS_FLAT,BULLISH,11,NEUTRAL
ETHU,2025-06-11 04:00:00+00:00,GAP_UP,2-5%,BEARISH,1,0.004925,0.042271,0.018878,0.5862,0.2618,60.0,21.19,76.12,29.99,46.13,TS_RISING,BULLISH,9,BULLISH
ETHU,2025-07-02 04:00:00+00:00,GAP_UP,2-5%,BEARISH,0,-0.125188,0.125188,0.001313,1.1113,0.0117,150.0,3.97,100.0,100.0,0.0,TS_FLAT,BULLISH,20,BULLISH
ETHU,2025-07-09 04:00:00+00:00,GAP_UP,2-5%,BEARISH,0,-0.076162,0.09612,0.021236,1.1822,0.2612,280.0,-1.16,49.11,44.8,4.32,TS_FLAT,BULLISH,33,BULLISH
ETHU,2025-07-15 04:00:00+00:00,GAP_UP,2-5%,BEARISH,0,-0.00273,0.0407,0.042313,0.6772,0.7041,235.0,-43.9,21.77,39.42,-17.65,TS_FALLING,NEUTRAL,39,BULLISH
ETHU,2025-07-18 04:00:00+00:00,GAP_UP,8-12%,BULLISH,1,0.038663,0.028255,0.047298,0.4464,0.7472,65.0,-38.46,2.84,100.0,-97.16,TS_FALLING,NEUTRAL,13,BEARISH
ETHU,2025-07-21 04:00:00+00:00,GAP_UP,12%+,BULLISH,1,0.027724,0.033885,0.032912,0.51,0.4954,325.0,-18.65,-100.0,-65.75,-34.25,TS_FALLING,BEARISH,61,BEARISH
ETHU,2025-07-29 04:00:00+00:00,GAP_UP,2-5%,BULLISH,1,0.057339,0.000473,0.07682,0.006,0.9659,80.0,17.67,-39.39,21.23,-60.62,TS_FALLING,BEARISH,13,BEARISH
ETHU,2025-08-13 04:00:00+00:00,GAP_UP,8-12%,BULLISH,0,-0.009836,0.013151,0.042495,0.199,0.6431,85.0,15.08,-13.46,-1.39,-12.07,TS_FALLING,NEUTRAL,17,BEARISH
ETHU,2025-09-03 04:00:00+00:00,GAP_UP,5-8%,BEARISH,0,-0.043741,0.046961,0.003287,0.4104,0.0287,145.0,100.0,100.0,100.0,0.0,TS_FLAT,BULLISH,23,NEUTRAL
ETHU,2025-10-06 04:00:00+00:00,GAP_UP,2-5%,BEARISH,0,-0.056743,0.059843,0.005757,0.8608,0.0828,35.0,16.02,93.94,27.76,66.17,TS_RISING,BULLISH,7,BULLISH
ETHU,2025-11-05 05:00:00+00:00,GAP_UP,5-8%,BEARISH,0,-0.065022,0.081603,0.008748,0.4949,0.0531,245.0,61.38,100.0,100.0,0.0,TS_FLAT,BULLISH,46,BEARISH
ETHU,2024-10-02,GAP_DN,5-8%,BULLISH,0,-0.043478,0.029323,0.043478,0.3094,0.4588,370.0,-100.0,-100.0,-100.0,0.0,TS_FLAT,BEARISH,23,BEARISH
ETHU,2024-10-23,GAP_DN,2-5%,BULLISH,0,-0.053734,0.007286,0.094718,0.1067,1.3867,115.0,-100.0,-100.0,-100.0,0.0,TS_FLAT,BEARISH,11,NEUTRAL
ETHU,2024-11-12,GAP_DN,5-8%,MAX_BEARISH,1,0.020971,0.034152,0.028161,0.438,0.3611,375.0,-100.0,-20.35,-4.61,-15.74,TS_FALLING,BEARISH,63,BULLISH
ETHU,2024-11-13,GAP_DN,2-5%,BULLISH,0,-0.051932,0.057971,0.071256,0.667,0.8199,285.0,-76.07,-100.0,-100.0,0.0,TS_FLAT,BEARISH,43,BEARISH
ETHU,2025-01-08,GAP_DN,2-5%,BULLISH,0,-0.046284,0.016949,0.087353,0.132,0.6805,160.0,-35.71,-95.27,-61.6,-33.66,TS_FALLING,BEARISH,28,BEARISH
ETHU,2025-02-25,GAP_DN,12%+,MAX_BEARISH,1,0.078488,0.103198,0.043605,0.8375,0.3539,325.0,-100.0,100.0,72.26,27.74,TS_RISING,BULLISH,61,BULLISH
ETHU,2025-02-26,GAP_DN,8-12%,BULLISH,0,-0.047761,0.071642,0.1,0.5346,0.7463,235.0,-96.87,-54.4,-51.75,-2.65,TS_FLAT,BEARISH,43,BEARISH
ETHU,2025-02-28,GAP_DN,5-8%,MAX_BEARISH,1,0.056058,0.084991,0.0217,0.5657,0.1444,125.0,-81.55,100.0,100.0,0.0,TS_FLAT,BULLISH,22,BULLISH
ETHU,2025-03-04,GAP_DN,5-8%,MAX_BEARISH,1,0.067729,0.123506,0.063745,0.6938,0.3581,5.0,-100.0,-7.21,,,UNKNOWN,NEUTRAL,1,BULLISH
ETHU,2025-05-06,GAP_DN,5-8%,MAX_BEARISH,1,0.029597,0.041242,0.001779,0.544,0.0235,325.0,-100.0,-100.0,-100.0,0.0,TS_FLAT,BEARISH,11,NEUTRAL
ETHU,2025-06-12,GAP_DN,5-8%,BULLISH,0,-0.031037,0.024656,0.031762,0.3313,0.4268,375.0,-100.0,-100.0,-65.89,-34.11,TS_FALLING,BEARISH,33,BEARISH
ETHU,2025-06-23,GAP_DN,12%+,BEARISH,1,0.068454,0.074607,0.05439,0.5231,0.3813,320.0,-35.33,100.0,100.0,0.0,TS_FLAT,BULLISH,50,NEUTRAL
ETHU,2025-07-25,GAP_DN,2-5%,BULLISH,0,-0.03818,0.008503,0.049405,0.1075,0.6248,70.0,-1.98,-100.0,-75.94,-24.06,TS_FALLING,BEARISH,14,BEARISH
ETHU,2025-09-04,GAP_DN,2-5%,BULLISH,0,-0.059667,0.0038,0.063667,0.0342,0.5732,110.0,4.47,-100.0,-100.0,0.0,TS_FLAT,BEARISH,14,BULLISH
ETHU,2025-10-21,GAP_DN,2-5%,BEARISH,1,0.059418,0.119754,0.017816,0.8698,0.1294,85.0,-6.91,25.39,-18.64,44.03,TS_RISING,NEUTRAL,17,BULLISH
ETHU,2025-11-14,GAP_DN,2-5%,BEARISH,1,0.004188,0.079957,0.010128,0.4489,0.0569,115.0,-65.12,100.0,-4.73,104.73,TS_RISING,BULLISH,6,BEARISH
ETHU,2026-01-21,GAP_DN,2-5%,BULLISH,1,0.037434,0.059631,0.073175,0.6053,0.7428,130.0,87.77,-42.08,85.77,-127.85,TS_FALLING,BEARISH,24,BEARISH
ETHU,2026-01-30,GAP_DN,5-8%,BULLISH,0,-0.041337,0.018974,0.072735,0.1571,0.6022,225.0,-17.32,-66.64,-24.16,-42.48,TS_FALLING,BEARISH,38,BEARISH
ETHU,2026-02-05,GAP_DN,8-12%,BULLISH,0,-0.201456,0.018608,0.251618,0.0743,1.0049,50.0,60.87,-100.0,-75.39,-24.61,TS_FALLING,BEARISH,10,BEARISH
ETHU,2026-02-23,GAP_DN,5-8%,BULLISH,0,-0.058706,0.002748,0.085686,0.016,0.4988,185.0,-100.0,-100.0,-100.0,0.0,TS_FLAT,BEARISH,33,BEARISH
ETHU,2026-03-05,GAP_DN,2-5%,BULLISH,0,-0.024462,0.012653,0.063264,0.1185,0.5926,55.0,-100.0,-100.0,-100.0,0.0,TS_FLAT,BEARISH,11,BEARISH
ETOR,2025-06-09 04:00:00+00:00,GAP_UP,2-5%,MAX_BEARISH,0,-0.067732,0.078293,0.060269,1.0562,0.8131,25.0,-81.58,5.47,-81.58,87.05,TS_RISING,NEUTRAL,5,BULLISH
ETOR,2025-09-24 04:00:00+00:00,GAP_UP,2-5%,BULLISH,1,0.053049,0.00268,0.053607,0.0737,1.4734,30.0,-100.0,-69.98,,,UNKNOWN,BEARISH,4,NEUTRAL
ETOR,2025-10-14,GAP_DN,2-5%,BEARISH,1,0.024921,0.042104,0.00446,0.9621,0.1019,45.0,-26.41,-29.58,-73.77,44.19,TS_RISING,BEARISH,8,BEARISH
ETSY,2024-05-02,GAP_DN,12%+,BULLISH,1,0.012295,0.040813,0.033043,0.7998,0.6475,5.0,-100.0,-100.0,,,UNKNOWN,BEARISH,1,BEARISH
ETSY,2026-01-20,GAP_DN,2-5%,BULLISH,0,-0.022576,0.012782,0.023074,0.3509,0.6334,225.0,-90.92,-100.0,-81.13,-18.87,TS_FALLING,BEARISH,45,BEARISH
EZU,2025-03-03 05:00:00+00:00,GAP_UP,2-5%,MAX_BULLISH,1,0.008983,0.0025,0.016114,0.1835,1.1825,240.0,100.0,5.35,88.59,-83.24,TS_FALLING,NEUTRAL,37,NEUTRAL
EZU,2025-04-07,GAP_DN,2-5%,BEARISH,1,0.00617,0.045488,0.006797,2.0992,0.3137,25.0,-39.85,-75.6,-39.85,-35.75,TS_FALLING,BEARISH,5,BULLISH
EZU,2026-03-03,GAP_DN,2-5%,BULLISH,1,0.013432,0.018302,0.006834,1.1608,0.4334,55.0,-35.15,-100.0,-100.0,0.0,TS_FLAT,BEARISH,11,BEARISH
FAZ,2024-02-05 05:00:00+00:00,GAP_UP,2-5%,BULLISH,1,0.007849,0.008634,0.012559,0.2831,0.4118,275.0,51.03,78.95,99.96,-21.01,TS_FALLING,BULLISH,14,NEUTRAL
FAZ,2024-04-12 04:00:00+00:00,GAP_UP,2-5%,BEARISH,0,-0.016919,0.026269,0.011576,0.8787,0.3872,165.0,-42.98,100.0,93.07,6.93,TS_FLAT,BULLISH,12,NEUTRAL
FAZ,2024-08-02 04:00:00+00:00,GAP_UP,2-5%,BEARISH,0,-0.023638,0.042138,0.014388,1.1167,0.3813,45.0,54.47,100.0,64.94,35.06,TS_RISING,BULLISH,7,BULLISH
FAZ,2025-03-06 05:00:00+00:00,GAP_UP,2-5%,BULLISH,0,-0.010152,0.025381,0.022843,0.5364,0.4828,70.0,28.84,10.8,41.25,-30.45,TS_FALLING,NEUTRAL,14,NEUTRAL
FAZ,2025-05-05 04:00:00+00:00,GAP_UP,2-5%,MAX_BULLISH,1,0.007519,0.009398,0.030075,0.1349,0.4316,135.0,-100.0,-100.0,-100.0,0.0,TS_FLAT,BEARISH,26,NEUTRAL
FAZ,2026-01-12 05:00:00+00:00,GAP_UP,2-5%,MAX_BULLISH,1,0.012956,0.00899,0.016393,0.2796,0.5098,135.0,94.31,26.32,61.56,-35.24,TS_FALLING,NEUTRAL,26,BEARISH
FAZ,2026-01-20 05:00:00+00:00,GAP_UP,2-5%,BEARISH,0,-0.027778,0.032325,0.019543,0.8698,0.5259,245.0,97.15,100.0,100.0,0.0,TS_FLAT,BULLISH,42,BULLISH
FAZ,2024-02-14,GAP_DN,2-5%,BEARISH,0,-0.004013,0.012841,0.004414,0.4084,0.1404,225.0,42.82,-8.37,24.59,-32.96,TS_FALLING,NEUTRAL,12,NEUTRAL
FAZ,2024-07-01,GAP_DN,2-5%,BEARISH,1,0.017806,0.027911,0.004812,0.8992,0.155,80.0,31.94,22.57,32.3,-9.73,TS_FLAT,NEUTRAL,6,NEUTRAL
FAZ,2024-08-07,GAP_DN,2-5%,BEARISH,1,0.036072,0.038076,0.02505,0.8165,0.5372,270.0,-26.74,94.05,49.57,44.48,TS_RISING,BULLISH,54,BULLISH
FAZ,2024-09-09,GAP_DN,2-5%,BULLISH,0,-0.01199,0.005995,0.029976,0.1754,0.8772,65.0,-14.82,-100.0,-100.0,0.0,TS_FLAT,BEARISH,13,BEARISH
FAZ,2024-10-28,GAP_DN,2-5%,BULLISH,0,-0.012623,0.004208,0.015428,0.1316,0.4827,320.0,-100.0,-100.0,-100.0,0.0,TS_FLAT,BEARISH,34,NEUTRAL
FAZ,2024-12-19,GAP_DN,2-5%,BEARISH,1,0.018321,0.019847,0.025191,0.6569,0.8338,210.0,41.56,18.35,-22.28,40.64,TS_RISING,NEUTRAL,34,NEUTRAL
FAZ,2025-01-15,GAP_DN,5-8%,BULLISH,0,-0.019071,0.008292,0.026534,0.1806,0.578,260.0,-47.73,-51.88,-24.36,-27.52,TS_FALLING,BEARISH,43,NEUTRAL
FAZ,2025-03-14,GAP_DN,2-5%,BULLISH,0,-0.044073,0.012158,0.050152,0.2101,0.8668,85.0,-15.85,-100.0,-100.0,0.0,TS_FLAT,BEARISH,17,BEARISH
FAZ,2025-11-20,GAP_DN,2-5%,MAX_BEARISH,1,0.060965,0.061858,0.012171,1.6132,0.3174,125.0,-100.0,-97.41,-100.0,2.59,TS_FLAT,BEARISH,16,BULLISH
FAZ,2026-01-29,GAP_DN,2-5%,BEARISH,0,-0.011329,0.020369,0.014222,0.5722,0.3995,90.0,-66.16,-30.49,-68.53,38.04,TS_RISING,BEARISH,18,BULLISH
FCG,2025-01-10 05:00:00+00:00,GAP_UP,2-5%,BULLISH,1,0.016306,0.003413,0.020478,0.2055,1.2333,30.0,15.27,34.02,,,UNKNOWN,NEUTRAL,4,NEUTRAL
FCG,2025-03-11 04:00:00+00:00,GAP_UP,2-5%,MAX_BULLISH,1,0.005991,0.005135,0.015404,0.193,0.579,55.0,93.17,89.82,100.0,-10.18,TS_FALLING,BULLISH,9,BEARISH
FCG,2025-04-08 04:00:00+00:00,GAP_UP,2-5%,MAX_BULLISH,1,0.069404,0.00048,0.083573,0.0114,1.9829,75.0,72.87,73.0,100.0,-27.0,TS_FALLING,BULLISH,14,BEARISH
FCG,2025-06-10 04:00:00+00:00,GAP_UP,2-5%,BULLISH,1,0.011397,0.002111,0.012241,0.1137,0.6596,195.0,0.22,-24.42,93.55,-117.96,TS_FALLING,BEARISH,23,NEUTRAL
FCG,2025-04-04,GAP_DN,5-8%,BULLISH,0,-0.056691,0.001859,0.06645,0.0576,2.0587,5.0,-70.68,-80.21,,,UNKNOWN,BEARISH,1,BEARISH
FIG,2025-12-01,GAP_DN,2-5%,MAX_BEARISH,1,0.024957,0.034997,0.016925,0.5818,0.2814,130.0,-100.0,46.64,-91.57,138.21,TS_RISING,BULLISH,26,BULLISH
FSLY,2024-08-12 04:00:00+00:00,GAP_UP,2-5%,BEARISH,0,-0.018803,0.061538,0.023932,0.7149,0.278,95.0,6.77,100.0,100.0,0.0,TS_FLAT,BULLISH,19,BULLISH
FSLY,2025-01-14 05:00:00+00:00,GAP_UP,2-5%,MAX_BULLISH,1,0.029703,0.007701,0.036854,0.1525,0.73,25.0,95.84,52.16,95.84,-43.68,TS_FALLING,BULLISH,5,BEARISH
FSLY,2025-03-05 05:00:00+00:00,GAP_UP,2-5%,BEARISH,0,-0.040892,0.045353,0.023048,0.5439,0.2764,270.0,14.53,62.66,8.77,53.9,TS_RISING,BULLISH,51,BULLISH
FSLY,2025-05-12 04:00:00+00:00,GAP_UP,2-5%,BEARISH,0,-0.027883,0.031686,0.015209,0.6965,0.3343,365.0,-12.3,58.33,-25.73,84.06,TS_RISING,BULLISH,69,NEUTRAL
FSLY,2025-06-20 04:00:00+00:00,GAP_UP,2-5%,MAX_BULLISH,1,0.02381,0.002165,0.041126,0.0409,0.7778,75.0,71.73,8.48,63.1,-54.62,TS_FALLING,NEUTRAL,15,BEARISH
FSLY,2024-06-07,GAP_DN,2-5%,BULLISH,0,-0.007304,0.018592,0.017264,0.5747,0.5337,270.0,-98.86,-100.0,-100.0,0.0,TS_FLAT,BEARISH,29,NEUTRAL
FSLY,2024-08-02,GAP_DN,2-5%,BEARISH,1,0.02736,0.032832,0.012312,0.5778,0.2167,290.0,14.52,68.13,57.3,10.83,TS_RISING,BULLISH,47,BULLISH
FSLY,2024-08-05,GAP_DN,5-8%,BEARISH,1,0.022334,0.045389,0.011527,0.7381,0.1874,15.0,-2.72,-0.28,,,UNKNOWN,NEUTRAL,2,BULLISH
FSLY,2025-02-12,GAP_DN,2-5%,MAX_BEARISH,1,0.026999,0.031584,0.015792,0.5885,0.2942,330.0,-87.63,100.0,90.36,9.64,TS_FLAT,BULLISH,66,NEUTRAL
FSLY,2025-03-04,GAP_DN,2-5%,MAX_BEARISH,1,0.030516,0.052426,0.011737,0.597,0.1337,290.0,-100.0,100.0,100.0,0.0,TS_FLAT,BULLISH,56,BULLISH
FSLY,2025-06-13,GAP_DN,5-8%,BULLISH,0,-0.035763,0.020633,0.035763,0.4856,0.8417,45.0,-100.0,-100.0,-100.0,0.0,TS_FLAT,BEARISH,9,BEARISH
FUBO,2024-01-25 05:00:00+00:00,GAP_UP,2-5%,BULLISH,1,0.037702,0.016158,0.055655,0.2338,0.8052,60.0,31.86,23.95,37.6,-13.65,TS_FALLING,NEUTRAL,12,BULLISH
FUBO,2024-06-12 04:00:00+00:00,GAP_UP,2-5%,MAX_BULLISH,1,0.030888,0.023166,0.042471,0.525,0.9625,25.0,75.5,57.85,75.5,-17.65,TS_FALLING,BULLISH,5,BEARISH
