ticker,date,direction,gap_bucket,candle_tier,win,eod_return,hod_pct,lod_pct,hod_atr,lod_atr,reverse_ft_minutes,cs_bar1,cs_at_ft,cs_prior,cs_slope_raw,ts_slope,ts_level_at_ft,ft_bar_number,ft_bar_candle
ARM,2025-10-13 04:00:00+00:00,GAP_UP,2-5%,BEARISH,0,-0.068315,0.087297,0.022834,1.7732,0.4638,95.0,13.85,100.0,100.0,0.0,TS_FLAT,BULLISH,19,BULLISH
ARM,2024-02-13,GAP_DN,12%+,BULLISH,0,-0.061609,0.073876,0.085401,0.7364,0.8513,165.0,-32.3,-100.0,-89.18,-10.82,TS_FALLING,BEARISH,33,BEARISH
ARM,2025-02-06,GAP_DN,5-8%,MAX_BEARISH,1,0.036459,0.055029,0.016899,0.8047,0.2471,25.0,-100.0,-100.0,-100.0,0.0,TS_FLAT,BEARISH,5,BULLISH
ARM,2026-01-13,GAP_DN,2-5%,BULLISH,0,-0.009643,0.025944,0.026449,0.7777,0.7928,75.0,52.82,-16.05,3.12,-19.17,TS_FALLING,BEARISH,15,BEARISH
ARM,2026-02-09,GAP_DN,2-5%,MAX_BEARISH,1,0.030942,0.035989,0.019153,0.6224,0.3312,115.0,-100.0,-6.35,-100.0,93.65,TS_RISING,NEUTRAL,23,BEARISH
ASML,2024-01-25 05:00:00+00:00,GAP_UP,2-5%,MAX_BEARISH,0,-0.000414,0.016565,0.00659,0.6711,0.267,40.0,-85.53,28.22,-17.98,46.2,TS_RISING,NEUTRAL,8,BEARISH
ASML,2024-06-12 04:00:00+00:00,GAP_UP,2-5%,BEARISH,0,-0.007919,0.01831,0.00096,0.575,0.0301,50.0,97.19,100.0,100.0,0.0,TS_FLAT,BULLISH,8,NEUTRAL
ASML,2024-07-30 04:00:00+00:00,GAP_UP,2-5%,BULLISH,1,0.032872,0.003565,0.036436,0.074,0.7567,95.0,58.48,-2.86,81.11,-83.97,TS_FALLING,NEUTRAL,15,BEARISH
ASML,2025-01-16 05:00:00+00:00,GAP_UP,2-5%,BEARISH,1,0.010246,0.016989,0.011315,0.6041,0.4024,120.0,42.68,100.0,100.0,0.0,TS_FLAT,BULLISH,23,BULLISH
ASML,2025-03-05 05:00:00+00:00,GAP_UP,2-5%,BEARISH,0,-0.015209,0.015607,0.012163,0.4961,0.3866,340.0,33.12,100.0,100.0,0.0,TS_FLAT,BULLISH,46,BULLISH
ASML,2025-04-08 04:00:00+00:00,GAP_UP,2-5%,MAX_BULLISH,1,0.05565,0.007661,0.076431,0.1902,1.8976,190.0,91.02,-49.67,44.13,-93.8,TS_FALLING,BEARISH,33,BEARISH
ASML,2025-08-07 04:00:00+00:00,GAP_UP,2-5%,MAX_BULLISH,1,0.001821,0.003606,0.009132,0.1671,0.4232,40.0,82.06,100.0,100.0,0.0,TS_FLAT,BULLISH,8,BEARISH
ASML,2025-09-05 04:00:00+00:00,GAP_UP,2-5%,BEARISH,0,-0.0104,0.012094,0.008823,0.5762,0.4203,25.0,61.29,100.0,61.29,38.71,TS_RISING,BULLISH,5,BULLISH
ASML,2025-10-16 04:00:00+00:00,GAP_UP,2-5%,BULLISH,1,0.01656,0.011266,0.02462,0.3737,0.8167,30.0,28.1,21.46,56.23,-34.77,TS_FALLING,NEUTRAL,6,BEARISH
ASML,2026-01-09 05:00:00+00:00,GAP_UP,2-5%,BEARISH,0,-0.03534,0.040624,0.008168,1.5063,0.3029,20.0,100.0,100.0,,,UNKNOWN,BULLISH,4,BULLISH
ASML,2025-03-06,GAP_DN,2-5%,BEARISH,0,-0.004946,0.016759,0.010408,0.5156,0.3202,50.0,-18.88,-80.56,-100.0,19.44,TS_RISING,BEARISH,9,BULLISH
ASML,2025-04-03,GAP_DN,2-5%,BULLISH,0,-0.039075,0.00293,0.039075,0.1051,1.4014,90.0,-5.59,-100.0,-100.0,0.0,TS_FLAT,BEARISH,12,NEUTRAL
