ticker,signal_time,signal_bar_bucket,entry_price,cs_score,gap_pct,is_earnings,catalyst_proxy,catalyst_strength_bucket,group,group_primary,ticker_quality,return_6bar,win_raw_6bar,win_thr_6bar,return_12bar,win_raw_12bar,win_thr_12bar,return_24bar,win_raw_24bar,win_thr_24bar,return_eod,win_raw_eod,win_thr_eod,mfe_session,mae_session
NVDA,2024-11-18T09:30:00-05:00,FIRST_BAR,138.62,-90.1377,-1.7467,False,NONE,NONE,E,E,STRONG_SHORT,0.0009378156110229076,1,0,-0.013562256528639413,0,0,-0.016808541336026432,0,0,-0.010893089020343319,0,0,0.010388111383638708,0.020884432260856886
NVDA,2024-11-18T09:35:00-05:00,EARLY_OPEN,138.48,-81.214,-1.7467,False,NONE,NONE,E,E,STRONG_SHORT,0.000830444829578139,1,0,-0.011265164644714056,0,0,-0.018378105141536802,0,0,-0.011915077989601428,0,0,0.009387637203928243,0.02191652224147889
NVDA,2024-11-18T09:40:00-05:00,EARLY_OPEN,138.195,-82.7177,-1.7467,False,NONE,NONE,E,E,STRONG_SHORT,-0.008719562936430498,0,0,-0.014146676797279299,0,0,-0.022034082275046246,0,0,-0.014001953760989923,0,0,0.007344694091681945,0.024024024024023975
NVDA,2024-11-18T09:45:00-05:00,OPEN_WINDOW,137.685,-72.0211,-1.7467,False,NONE,NONE,E,E,STRONG_SHORT,-0.013182263863165905,0,0,-0.016813741511420982,0,0,-0.019864182735955152,0,0,-0.017757925699967265,0,0,0.0036677924247375928,0.027817118785633758
NVDA,2024-11-18T09:50:00-05:00,OPEN_WINDOW,137.375,-83.7366,-1.7467,False,NONE,NONE,E,E,STRONG_SHORT,-0.015686988171064613,0,0,-0.020345768880800637,0,0,-0.01976342129208374,0,0,-0.020054595086442188,0,0,0.0,0.030136487716105453
NVDA,2024-11-18T09:55:00-05:00,OPEN_WINDOW,138.15,-76.054,-1.7467,False,NONE,NONE,E,E,STRONG_SHORT,-0.013463626492942346,0,0,-0.015200868621064019,0,0,-0.01339124140427068,0,0,-0.014332247557003183,0,0,0.000723850886717295,0.02435758233803822
NVDA,2024-11-20T09:55:00-05:00,OPEN_WINDOW,144.235,-91.4738,0.2721,False,NONE,NONE,E,E,STRONG_SHORT,0.00287724893403141,1,1,-0.011058342288626191,0,0,-0.010711685790550056,0,0,-0.0050958505217179265,0,0,0.042049433216625826,0.016223524109959267
NVDA,2024-11-22T09:40:00-05:00,EARLY_OPEN,144.31,-86.689,-0.5045,False,NONE,NONE,E,E,STRONG_SHORT,0.011710900145520045,1,1,0.0044348970965284095,1,1,0.018432541057445753,1,1,0.01663086411198119,1,1,0.022243780749774844,0.00533573556926069
NVDA,2024-11-22T09:45:00-05:00,OPEN_WINDOW,143.94,-100.0,-0.5045,False,NONE,NONE,E,E,STRONG_SHORT,0.00507155759344164,1,1,0.0007642073086007032,1,0,0.014242045296651462,1,1,0.014103098513269427,1,1,0.019730443240239013,0.006530498818952325
NVDA,2024-11-22T09:50:00-05:00,OPEN_WINDOW,144.55,-100.0,-0.5045,False,NONE,NONE,E,E,STRONG_SHORT,0.0068488412314078794,1,1,0.006641300588031878,1,1,0.016534071255620994,1,1,0.018263576617087614,1,1,0.02386717398823948,0.002282947077135829
NVDA,2024-11-22T09:55:00-05:00,OPEN_WINDOW,144.8,-100.0,-0.5045,False,NONE,NONE,E,E,STRONG_SHORT,0.014157458563535988,1,1,0.007872928176795682,1,1,0.018024861878453133,1,1,0.019958563535911703,1,1,0.02555248618784542,0.00013812154696120035
NVDA,2024-11-25T09:45:00-05:00,OPEN_WINDOW,138.54,-81.572,0.0282,False,NONE,NONE,E,E,STRONG_SHORT,0.011512920456185932,1,1,0.004330879168471159,1,1,0.005702324238487023,1,1,0.018478417785477135,1,1,0.019561137577594773,0.0036812472932006594
NVDA,2024-11-25T09:50:00-05:00,OPEN_WINDOW,136.9,-100.0,0.0282,False,NONE,NONE,E,E,STRONG_SHORT,-0.002739225712198685,0,0,-0.006355003652300983,0,0,-0.004967129291453666,0,0,0.00672023374726089,1,1,0.007815924032140199,0.012856099342585763
NVDA,2024-11-25T09:55:00-05:00,OPEN_WINDOW,137.645,-93.271,0.0282,False,NONE,NONE,E,E,STRONG_SHORT,0.0031239783501035767,1,1,0.0017799411529659962,1,1,0.0006175306040902899,1,0,0.012096334774238224,1,1,0.013186094663809057,0.007374041919430319
NVDA,2024-11-27T09:45:00-05:00,OPEN_WINDOW,134.38,-84.9666,-1.395,False,NONE,NONE,E,E,STRONG_SHORT,0.012427444560202318,1,1,0.011385622860544732,1,1,0.01573894924840013,1,1,-0.007367167733293713,0,0,0.01919928560797726,0.0074787914868283635
NVDA,2024-11-27T09:50:00-05:00,OPEN_WINDOW,133.66,-100.0,-1.395,False,NONE,NONE,E,E,STRONG_SHORT,0.0051623522370192855,1,1,0.0077061200059853445,1,1,0.009052820589555649,1,1,-0.012793655543917462,0,0,0.013915906030225836,0.012905880592548215
NVDA,2024-11-27T09:55:00-05:00,OPEN_WINDOW,133.95,-100.0,-1.395,False,NONE,NONE,E,E,STRONG_SHORT,0.012094064949607885,1,1,0.00910787607316162,1,1,0.012019410227696793,1,1,-0.010600970511384965,0,0,0.01605076521089942,0.010712952594251604
NVDA,2024-12-05T09:50:00-05:00,OPEN_WINDOW,144.75,-71.1083,-0.0138,False,NONE,NONE,E,E,STRONG_SHORT,0.003868739205526786,1,1,-0.0032469775474956745,0,0,-0.009188255613126165,0,0,-0.0024870466321244467,0,0,0.005457685664939496,0.0122625215889465
NVDA,2024-12-05T09:55:00-05:00,OPEN_WINDOW,144.705,-80.6761,-0.0138,False,NONE,NONE,E,E,STRONG_SHORT,0.000656508068138619,1,0,-0.004457344252098972,0,0,-0.009640302684772341,0,0,-0.0027987975536436275,0,0,0.0051484053764555785,0.012577312463287329
NVDA,2024-12-06T09:30:00-05:00,FIRST_BAR,145.58,-71.0113,-0.3171,False,NONE,NONE,E,E,STRONG_SHORT,0.0023354856436323904,1,1,0.006800384668223719,1,1,0.021843659843385127,1,1,0.021362824563813804,1,1,0.0292622612996292,0.0006869075422447747
NVDA,2024-12-06T09:35:00-05:00,EARLY_OPEN,144.69,-93.7925,-0.3171,False,NONE,NONE,E,E,STRONG_SHORT,-0.0009675858732463528,0,0,0.0013131522565484673,1,1,0.01672541295182796,1,1,0.01534314741861911,1,1,0.023291174234570493,0.006842214389384264
NVDA,2024-12-06T09:40:00-05:00,EARLY_OPEN,144.935,-92.487,-0.3171,False,NONE,NONE,E,E,STRONG_SHORT,0.0007934591368545147,1,0,0.004691758374443763,1,1,0.02118190913167967,1,1,0.017007624107358493,1,1,0.024942215475903053,0.005140235277883221
NVDA,2024-12-06T09:45:00-05:00,OPEN_WINDOW,145.26,-83.8146,-0.3171,False,NONE,NONE,E,E,STRONG_SHORT,0.003029051356188887,1,1,0.00729726008536419,1,1,0.026056725870852244,1,1,0.01920693928128867,1,1,0.02712377805314607,0.0028913672036349715
NVDA,2024-12-09T09:30:00-05:00,FIRST_BAR,138.065,-100.0,-2.4361,False,NONE,NONE,E,E,STRONG_SHORT,-0.011842248216419736,0,0,-0.0013761634012964743,0,0,-0.001774526491145508,0,0,-0.00394741607214005,0,0,0.006554883569333293,0.01358055988121537
NVDA,2024-12-09T09:35:00-05:00,EARLY_OPEN,138.64,-100.0,-2.4361,False,NONE,NONE,E,E,STRONG_SHORT,-0.0056260819388344,0,0,0.007212925562608195,1,1,0.0038589151759953594,1,1,0.00021638776687804903,1,0,0.010675129832660054,0.009376803231390734
NVDA,2024-12-09T09:40:00-05:00,EARLY_OPEN,139.07,-100.0,-2.4361,False,NONE,NONE,E,E,STRONG_SHORT,0.0010785935140577097,1,1,0.005177248867476802,1,1,0.007478248364133113,1,1,0.0033076867764433708,1,1,0.013734090745667626,0.006255842381534512
NVDA,2024-12-09T09:45:00-05:00,OPEN_WINDOW,139.13,-100.0,-2.4361,False,NONE,NONE,E,E,STRONG_SHORT,0.0007906274707107397,1,0,0.008157837993243664,1,1,0.008050025156328647,1,1,0.0037375116797238686,1,1,0.014159419248185142,0.0058218931934162456
NVDA,2024-12-09T09:50:00-05:00,OPEN_WINDOW,139.82,-100.0,-2.4361,False,NONE,NONE,E,E,STRONG_SHORT,0.0019668144757545823,1,1,0.012837934487197738,1,1,0.01215848948648254,1,1,0.008653983693319836,1,1,0.019024460020025724,0.0008582463166929234
NVDA,2024-12-09T09:55:00-05:00,OPEN_WINDOW,139.64,-100.0,-2.4361,False,NONE,NONE,E,E,STRONG_SHORT,0.006874820968203807,1,1,0.012926095674591654,1,1,0.009309653394442731,1,1,0.007376109997135297,1,1,0.01775995416786014,0.0019335433973074352
AMD,2024-11-08T09:50:00-05:00,OPEN_WINDOW,149.02,-74.4081,-0.287,False,NONE,NONE,E,E,UNKNOWN,-0.00389209502080247,0,0,-0.006106562877466089,0,0,-0.0016105220775733502,0,0,0.0067776137431218575,1,1,0.009965105354985999,0.011273654543014214
AMD,2024-11-08T09:55:00-05:00,OPEN_WINDOW,149.42,-80.1199,-0.287,False,NONE,NONE,E,E,UNKNOWN,-0.004751706598848936,0,0,-0.003212421362602183,0,0,0.0020077633516261744,1,1,0.009436487752643533,1,1,0.012615446392718452,0.008566456966938838
AMD,2024-11-11T09:30:00-05:00,FIRST_BAR,146.4,-99.0434,-0.3853,False,NONE,NONE,E,E,UNKNOWN,0.00730874316939886,1,1,-0.009870218579234926,0,0,0.0005464480874317794,1,0,-0.006557377049180382,0,0,0.00990437158469957,0.014719945355191263
AMD,2024-11-11T09:35:00-05:00,EARLY_OPEN,146.975,-96.1486,-0.3853,False,NONE,NONE,E,E,UNKNOWN,0.007314169076373456,1,1,-0.00986562340534116,0,0,0.004592617792141405,1,1,-0.0026194931110734435,0,0,0.013777853376424601,0.010750127572716534
AMD,2024-11-11T09:40:00-05:00,EARLY_OPEN,145.92,-100.0,-0.3853,False,NONE,NONE,E,E,UNKNOWN,-0.001096491228070347,0,0,-0.014117324561403525,0,0,-0.0006853070175440155,0,0,-0.009868421052631759,0,0,0.0066474780701754315,0.018057839912280837
AMD,2024-11-11T09:45:00-05:00,OPEN_WINDOW,145.47,-100.0,-0.3853,False,NONE,NONE,E,E,UNKNOWN,-0.005430672990994652,0,0,-0.014985907747301895,0,0,-0.0033340207602943124,0,0,-0.012992369560734273,0,0,0.003574620196604181,0.02120712174331483
AMD,2024-11-11T09:50:00-05:00,OPEN_WINDOW,145.49,-100.0,-0.3853,False,NONE,NONE,E,E,UNKNOWN,-0.006701491511444046,0,0,-0.01793937727678868,0,0,-0.0036772286755103207,0,0,-0.012853117052718431,0,0,0.0037115952986460955,0.02106673998212934
AMD,2024-11-11T09:55:00-05:00,OPEN_WINDOW,145.365,-100.0,-0.3853,False,NONE,NONE,E,E,UNKNOWN,-0.01193547277542727,0,0,-0.019124273380800062,0,0,-0.004368314243456065,0,0,-0.013724073882984243,0,0,0.0028548825370620194,0.021944759742716594
AMD,2024-11-15T09:35:00-05:00,EARLY_OPEN,135.915,-90.9657,-1.635,False,NONE,NONE,E,E,UNKNOWN,-0.005113490048927798,0,0,0.0001103630945810717,1,0,0.004782400765184164,1,1,0.007136813449582452,1,1,0.016407313394400838,0.010043041606886724
AMD,2024-11-15T09:40:00-05:00,EARLY_OPEN,136.17,-100.0,-1.635,False,NONE,NONE,E,E,UNKNOWN,-0.0002203128442388275,0,0,0.0028273481677314454,1,1,0.008298450466328822,1,1,0.008996107806418407,1,1,0.018249247264448744,0.00815157523683641
AMD,2024-11-15T09:45:00-05:00,OPEN_WINDOW,136.92,-98.9903,-1.635,False,NONE,NONE,E,E,UNKNOWN,0.007814782354659607,1,1,0.008837277242185068,1,1,0.01124744376278113,1,1,0.014424481449021287,1,1,0.023626935436751283,0.0026292725679229745
AMD,2024-11-15T09:50:00-05:00,OPEN_WINDOW,136.89,-100.0,-1.635,False,NONE,NONE,E,E,UNKNOWN,0.009934984293958546,1,1,0.009277522098034787,1,1,0.011761268171524475,1,1,0.014208488567462879,1,1,0.023412959310395096,0.001095770326539599
AMD,2024-11-15T09:55:00-05:00,OPEN_WINDOW,136.33,-100.0,-1.635,False,NONE,NONE,E,E,UNKNOWN,0.0028607056407248203,1,1,0.003227462774151149,1,1,0.01089268686275958,1,1,0.010159172595907132,1,1,0.01940145235824844,0.004841194161226411
AMD,2024-11-19T09:30:00-05:00,FIRST_BAR,137.86,-81.2551,-1.0941,False,NONE,NONE,E,E,UNKNOWN,-0.0021761207021614892,0,0,-0.005512839112142687,0,0,-0.003554330480197161,0,0,-0.011025678224285374,0,0,0.002103583345423041,0.013491948353401893
AMD,2024-11-19T09:35:00-05:00,EARLY_OPEN,138.205,-80.4308,-1.0941,False,NONE,NONE,E,E,UNKNOWN,-0.001772728917188062,0,0,-0.003943417387214554,0,0,0.0013385912231829692,1,1,-0.008501863174269982,0,0,0.002785716869867366,0.01096197677363327
AMD,2024-11-19T09:40:00-05:00,EARLY_OPEN,138.53,-71.7916,-1.0941,False,NONE,NONE,E,E,UNKNOWN,0.0009023316249187901,1,0,0.0036093264996751606,1,1,0.0034649534396880804,1,1,-0.006135855049447732,0,0,0.0051252436295387855,0.008590197069226866
AMD,2024-11-19T09:45:00-05:00,OPEN_WINDOW,138.31,-70.8135,-1.0941,False,NONE,NONE,E,E,UNKNOWN,-0.0002892054081410747,0,0,0.0013737256886703617,1,1,-0.0002169040561058574,0,0,-0.007736244667775238,0,0,0.0035427662497289356,0.010194490636974887
AMD,2024-11-20T09:45:00-05:00,OPEN_WINDOW,137.78,-81.0503,-0.3085,False,NONE,NONE,E,E,UNKNOWN,0.00029031789809836,1,0,-0.0037741326752795054,0,0,0.0007983742197707478,1,0,0.0015604587022790203,1,1,0.016693279140659104,0.005334591377558319
AMD,2024-11-20T09:50:00-05:00,OPEN_WINDOW,138.2,-79.0653,-0.3085,False,NONE,NONE,E,E,UNKNOWN,0.0036903039073805425,1,1,0.0020260492040521066,1,1,0.0013024602026047642,1,1,0.0045947901591895145,1,1,0.019681620839363236,0.0022793053545585944
AMD,2024-11-20T09:55:00-05:00,OPEN_WINDOW,138.04,-79.8675,-0.3085,False,NONE,NONE,E,E,UNKNOWN,0.0018110692552883224,1,1,0.0001811069255288734,1,0,0.0012315270935959685,1,1,0.0034410315850477713,1,1,0.018545349174152438,0.0034410315850477713
AMD,2024-11-26T09:40:00-05:00,EARLY_OPEN,139.49,-100.0,1.0062,False,NONE,NONE,E,E,UNKNOWN,0.0013979496738118974,1,1,0.00795755968169771,1,1,0.01584342963653314,1,1,0.012832461108323322,1,1,0.02043157215571025,0.0013979496738116938
AMD,2024-11-26T09:45:00-05:00,OPEN_WINDOW,139.4,-100.0,1.0062,False,NONE,NONE,E,E,UNKNOWN,0.007388809182209477,1,1,0.010975609756097569,1,1,0.017647058823529467,1,1,0.012195121951219634,1,1,0.019799139167862405,0.002044476327116188
AMD,2024-11-26T09:50:00-05:00,OPEN_WINDOW,138.8,-100.0,1.0062,False,NONE,NONE,E,E,UNKNOWN,0.004106628242075083,1,1,0.0064121037463978,1,1,0.01109510086455346,1,1,0.007925072046109673,1,1,0.015561959654178854,0.0041786743515848995
AMD,2024-11-26T09:55:00-05:00,OPEN_WINDOW,138.615,-100.0,1.0062,False,NONE,NONE,E,E,UNKNOWN,0.003751397756375646,1,1,0.007466724380478278,1,1,0.00927028099412038,1,1,0.006601017205930241,1,1,0.01424809724777277,0.005518883237744734
AMD,2024-12-05T09:50:00-05:00,OPEN_WINDOW,142.49,-89.3763,-0.2153,False,NONE,NONE,E,E,UNKNOWN,0.0064565934451541575,1,1,0.003509018176714155,1,1,0.0009123447259456485,1,0,0.007719839988771301,1,1,0.014772966523966721,0.00315811635904266
AMD,2024-12-05T09:55:00-05:00,OPEN_WINDOW,141.905,-100.0,-0.2153,False,NONE,NONE,E,E,UNKNOWN,0.0005285226031499146,1,0,-0.0007399316444099205,0,0,-0.0038405975828898734,0,0,0.003629188541630068,1,1,0.010711391423839966,0.007293611923469903
AMD,2024-12-09T09:30:00-05:00,FIRST_BAR,132.9,-100.0,-2.0781,False,NONE,NONE,E,E,UNKNOWN,-0.005041384499623683,0,0,-0.002332580887885645,0,0,0.0022949586155004273,1,1,0.015124153498871477,1,1,0.021745673438675808,0.012114371708051054
AMD,2024-12-09T09:35:00-05:00,EARLY_OPEN,133.45,-100.0,-2.0781,False,NONE,NONE,E,E,UNKNOWN,-0.0030723117272388537,0,0,0.0021730985387785093,1,1,0.005170475833645543,1,1,0.019183214687148762,1,1,0.025777444735856112,0.007943049831397545
AMD,2024-12-09T09:40:00-05:00,EARLY_OPEN,133.915,-100.0,-2.0781,False,NONE,NONE,E,E,UNKNOWN,-0.00044804540193407966,0,0,0.0014561475562856528,1,1,0.0076541089497069465,1,1,0.02258895568084237,1,1,0.02916028824254192,0.004443116902512779
AMD,2024-12-09T09:45:00-05:00,OPEN_WINDOW,134.33,-100.0,-2.0781,False,NONE,NONE,E,E,UNKNOWN,0.005881039231742875,1,1,0.008039901734534447,1,1,0.010235986004615498,1,1,0.025608575895183696,1,1,0.03215960693813758,0.0013399836224222317
AMD,2024-12-09T09:50:00-05:00,OPEN_WINDOW,134.45,-100.0,-2.0781,False,NONE,NONE,E,E,UNKNOWN,0.00483451097062088,1,1,0.007660840461137979,1,1,0.010487169951654865,1,1,0.026478244700632224,1,1,0.033023428783934536,0.000297508367422986
AMD,2024-12-09T09:55:00-05:00,OPEN_WINDOW,133.825,-100.0,-2.0781,False,NONE,NONE,E,E,UNKNOWN,0.0039977582663926516,1,1,0.005529609564729914,1,1,0.007210909770222119,1,1,0.021931627124976667,1,1,0.028507379039790757,0.0025032691948440725
TSLA,2024-11-07T09:40:00-05:00,EARLY_OPEN,288.08,-70.9909,0.1248,False,NONE,NONE,E,E,STRONG_SHORT,-0.016332268814218415,0,0,-0.03106775895584556,0,0,-0.0382185504026659,0,0,-0.030998333796167756,0,0,0.001596778672590876,0.040405442932518895
TSLA,2024-11-07T09:50:00-05:00,OPEN_WINDOW,288.14,-71.0768,0.1248,False,NONE,NONE,E,E,STRONG_SHORT,-0.022246130353300565,0,0,-0.032067744846255325,0,0,-0.03987644894842788,0,0,-0.03078364683834249,0,0,0.0,0.04018879711251489
TSLA,2024-11-12T09:30:00-05:00,FIRST_BAR,340.43,-100.0,-2.0743,False,NONE,NONE,E,E,STRONG_SHORT,0.003994947566313232,1,1,-0.0038333871867931935,0,0,0.002790588373527564,1,1,0.0349264165907822,1,1,0.0500543430367477,0.014628558000176302
TSLA,2024-11-12T09:35:00-05:00,EARLY_OPEN,341.5,-100.0,-2.0743,False,NONE,NONE,E,E,STRONG_SHORT,0.005563689604685146,1,1,-0.006354319180087894,0,0,0.010951683748169865,1,1,0.03795021961932644,1,1,0.05303074670571014,0.011449487554904905
TSLA,2024-11-12T09:40:00-05:00,EARLY_OPEN,339.7,-100.0,-2.0743,False,NONE,NONE,E,E,STRONG_SHORT,0.002472770091256918,1,1,-0.008330880188401484,0,0,0.005239917574330211,1,1,0.03285251692669994,1,1,0.048012952605239925,0.016808949072711323
TSLA,2024-11-12T09:45:00-05:00,OPEN_WINDOW,341.3,-100.0,-2.0743,False,NONE,NONE,E,E,STRONG_SHORT,0.012335188983299257,1,1,-0.004863756226193871,0,0,0.012745385291532442,1,1,0.03738646352182828,1,1,0.05247582771755061,0.012042191620275457
TSLA,2024-11-12T09:50:00-05:00,OPEN_WINDOW,341.66,-100.0,-2.0743,False,NONE,NONE,E,E,STRONG_SHORT,0.009658725048293657,1,1,-0.003658607972838494,0,0,0.009044078908856851,1,1,0.03840074928291285,1,1,0.053474214131007544,0.010975823918515482
TSLA,2024-11-12T09:55:00-05:00,OPEN_WINDOW,340.0,-100.0,-2.0743,False,NONE,NONE,E,E,STRONG_SHORT,0.0014411764705882621,1,1,-0.0032058823529411027,0,0,0.009147058823529453,1,1,0.03370588235294111,1,1,0.04885294117647063,0.015911764705882427
TSLA,2024-11-20T09:55:00-05:00,OPEN_WINDOW,341.465,-79.5559,-0.289,False,NONE,NONE,E,E,STRONG_SHORT,0.012988153983570798,1,1,0.006603897910473974,1,1,0.009386027850584934,1,1,-0.0017717774881760011,0,0,0.020895260129149374,0.005344618042844935
TSLA,2024-11-26T09:30:00-05:00,FIRST_BAR,342.99,-100.0,0.7118,False,NONE,NONE,E,E,STRONG_SHORT,0.0011079040205253664,1,1,-0.008425901629785085,0,0,-0.001151637073967118,0,0,0.013994577101373251,1,1,0.0212834193416718,0.011574681477594013
TSLA,2024-11-26T09:35:00-05:00,EARLY_OPEN,340.72,-100.0,0.7118,False,NONE,NONE,E,E,STRONG_SHORT,-0.005459027940831054,0,0,-0.013236675275886331,0,0,-0.006016670579948211,0,0,0.0074254519840338965,1,1,0.014762855130312365,0.018314158253110918
TSLA,2024-11-26T09:40:00-05:00,EARLY_OPEN,341.74,-100.0,0.7118,False,NONE,NONE,E,E,STRONG_SHORT,-0.002896939193538974,0,0,-0.007169192953707463,0,0,-0.002443378006671679,0,0,0.010388014279861916,1,1,0.01770351729384916,0.015274770293205274
TSLA,2024-11-26T09:45:00-05:00,OPEN_WINDOW,343.525,-88.5778,0.7118,False,NONE,NONE,E,E,STRONG_SHORT,0.004439269339931526,1,1,-0.0013245033112583974,0,0,0.005443563059457113,1,1,0.015530165199039313,1,1,0.022807655920238645,0.009999272250927888
TSLA,2024-11-26T09:50:00-05:00,OPEN_WINDOW,341.13,-85.3512,0.7118,False,NONE,NONE,E,E,STRONG_SHORT,-0.006991469527745994,0,0,-0.008779644123941032,0,0,-0.002579661712543592,0,0,0.008618415266907037,1,1,0.01594699967754228,0.017090258845601336
TSLA,2024-12-03T09:30:00-05:00,FIRST_BAR,351.83,-100.0,-1.4814,False,NONE,NONE,E,E,STRONG_SHORT,-0.001648523434613424,0,0,0.0021601341557001704,1,1,0.0009663758064973852,1,0,0.0012506039848790545,1,1,0.010260637239575808,0.010857516414177282
TSLA,2024-12-03T09:35:00-05:00,EARLY_OPEN,352.89,-100.0,-1.4814,False,NONE,NONE,E,E,STRONG_SHORT,-0.0013743659497294162,0,0,0.003825554705432191,1,1,0.004066422964663216,1,1,0.0042506163393692085,1,1,0.013233585536569354,0.007821134064439319
TSLA,2024-12-03T09:40:00-05:00,EARLY_OPEN,354.8,-100.0,-1.4814,False,NONE,NONE,E,E,STRONG_SHORT,0.0034385569334837297,1,1,0.012260428410372105,1,1,0.009991544532130822,1,1,0.009611048478015853,1,1,0.018545659526493754,0.0023957158962794978
TSLA,2024-12-03T09:45:00-05:00,OPEN_WINDOW,354.24,-100.0,-1.4814,False,NONE,NONE,E,E,STRONG_SHORT,0.004206187895212311,1,1,0.012872628726287269,1,1,0.007974819331526616,1,1,0.008045392953929604,1,1,0.01699412827461603,0.0006775067750677764
TSLA,2024-12-03T09:50:00-05:00,OPEN_WINDOW,352.835,-100.0,-1.4814,False,NONE,NONE,E,E,STRONG_SHORT,0.004237107996655673,1,1,0.012229512378307135,1,1,0.0036986126659770344,1,1,0.00409539869910863,1,1,0.013079768163589078,0.004662235889296806
AAPL,2024-11-11T09:30:00-05:00,FIRST_BAR,223.87,-100.0,-0.8636,False,NONE,NONE,E,E,UNKNOWN,0.003126814669227753,1,1,0.0035511680886229323,1,1,0.004533881270380197,1,1,-0.0017420824585696448,0,0,0.010586501094385154,0.0034394961361503633
AAPL,2024-11-11T09:35:00-05:00,EARLY_OPEN,224.14,-100.0,-0.8636,False,NONE,NONE,E,E,UNKNOWN,0.003903810118675828,1,1,0.0020969037208887252,1,1,0.0053761042205763545,1,1,-0.0005353796734184196,0,0,0.011778352815204722,0.00223074863924333
AAPL,2024-11-11T09:40:00-05:00,EARLY_OPEN,224.185,-100.0,-0.8636,False,NONE,NONE,E,E,UNKNOWN,0.00472823783928453,1,1,0.004460601735174075,1,1,0.0061779334032160535,1,1,-0.0003345451301380049,0,0,0.011976715658942401,0.0020295737895041333
AAPL,2024-11-11T09:45:00-05:00,OPEN_WINDOW,223.9,-100.0,-0.8636,False,NONE,NONE,E,E,UNKNOWN,0.0027690933452434326,1,1,0.0036623492630638373,1,1,0.004287628405538222,1,1,-0.001607860652076754,0,0,0.010719071013845493,0.002009825815095974
AAPL,2024-11-11T09:50:00-05:00,OPEN_WINDOW,223.42,-100.0,-0.8636,False,NONE,NONE,E,E,UNKNOWN,0.0013875212604062925,1,1,0.0019246262644346003,1,1,0.003177871273833943,1,1,-0.0037597350281980283,0,0,0.008593680064452545,0.004162563781219259
