timestamp,close,high,low,n,open,volume,vw
2024-01-02 05:00:00+00:00,51.3,51.85,50.94,3045,51.65,230874,51.237952
2024-01-03 05:00:00+00:00,51.65,51.76,51.03,1448,51.34,93704,51.527932
2024-01-04 05:00:00+00:00,51.28,52.09,51.28,3297,51.84,251877,51.74351
2024-01-05 05:00:00+00:00,51.72,51.825,51.3,1448,51.3,82534,51.63521
2024-01-08 05:00:00+00:00,52.23,52.41,51.555,2471,51.74,176940,52.126741
2024-01-09 05:00:00+00:00,51.685,52.06,51.535,1677,51.96,84362,51.813024
2024-01-10 05:00:00+00:00,50.95,51.995,50.91,4965,51.995,308156,51.305931
2024-01-11 05:00:00+00:00,50.51,50.75,50.26,2294,50.63,84000,50.539828
2024-01-12 05:00:00+00:00,50.72,50.995,50.455,3398,50.95,210481,50.679069
2024-01-16 05:00:00+00:00,50.93,51.255,50.31,2159,50.51,71722,50.952473
2024-01-17 05:00:00+00:00,51.25,52.01,50.51,2618,50.51,230028,51.441009
2024-01-18 05:00:00+00:00,50.95,51.075,50.43,1639,50.965,99693,50.771231
2024-01-19 05:00:00+00:00,52.49,52.49,51.04,2540,51.155,275902,51.993448
2024-01-22 05:00:00+00:00,52.69,53.08,52.23,2494,52.735,136387,52.695608
2024-01-23 05:00:00+00:00,52.57,52.76,52.29,3394,52.725,176252,52.518833
2024-01-24 05:00:00+00:00,52.01,52.87,51.835,2064,52.87,69543,52.141107
2024-01-25 05:00:00+00:00,53.69,53.69,52.63,2678,52.635,174030,53.289902
2024-01-26 05:00:00+00:00,54.26,54.26,53.59,1415,53.88,56697,53.948151
2024-01-29 05:00:00+00:00,54.44,54.685,53.475,2389,54.275,187821,54.048578
2024-01-30 05:00:00+00:00,54.03,54.595,53.71,2138,54.35,84551,54.23079
2024-01-31 05:00:00+00:00,53.02,54.09,52.65,3743,53.805,186071,53.350431
2024-02-01 05:00:00+00:00,54.25,54.61,52.95,2254,53.005,139107,54.040903
2024-02-02 05:00:00+00:00,54.73,55.35,53.87,3075,54.04,225203,54.839305
2024-02-05 05:00:00+00:00,53.68,54.44,53.47,2004,54.44,109520,53.834082
2024-02-06 05:00:00+00:00,53.54,53.77,53.14,2056,53.755,115280,53.49441
2024-02-07 05:00:00+00:00,52.99,53.76,52.3,1571,53.76,87857,52.912377
2024-02-08 05:00:00+00:00,52.35,53.175,51.935,2601,52.98,133714,52.411507
2024-02-09 05:00:00+00:00,52.365,52.56,51.99,1396,52.26,65951,52.306525
2024-02-12 05:00:00+00:00,51.77,52.43,51.29,2279,52.43,153180,51.740058
2024-02-13 05:00:00+00:00,51.92,52.32,51.42,1421,51.42,55957,51.939312
2024-02-14 05:00:00+00:00,52.07,52.58,51.9,2627,52.58,129913,52.238059
2024-02-15 05:00:00+00:00,52.11,52.44,51.82,1431,52.295,57363,52.010924
2024-02-16 05:00:00+00:00,51.905,52.66,51.86,1805,51.87,94402,52.294732
2024-02-20 05:00:00+00:00,51.705,52.24,51.525,2388,51.525,69490,51.903867
2024-02-21 05:00:00+00:00,51.88,52.15,51.52,1717,51.98,113078,51.76842
2024-02-22 05:00:00+00:00,51.88,52.12,51.71,1964,52.07,123251,51.929392
2024-02-23 05:00:00+00:00,51.545,52.18,51.5,1997,52.18,161672,51.786874
2024-02-26 05:00:00+00:00,52.76,53.06,51.67,1787,51.67,125722,52.473741
2024-02-27 05:00:00+00:00,54.07,54.07,52.65,3508,52.76,199771,53.626107
2024-02-28 05:00:00+00:00,54.71,56.065,53.28,3164,53.28,214040,54.525581
2024-02-29 05:00:00+00:00,55.3,55.34,54.13,3682,55.01,242863,54.812512
2024-03-01 05:00:00+00:00,56.72,56.76,55.55,2460,55.75,164844,56.388912
2024-03-04 05:00:00+00:00,57.71,58.01,55.98,3771,56.5,290181,56.944627
2024-03-05 05:00:00+00:00,59.965,60.36,57.84,3437,57.97,288946,59.875576
2024-03-06 05:00:00+00:00,61.5,61.5,59.71,2819,60.475,219105,60.90844
2024-03-07 05:00:00+00:00,60.62,61.78,60.31,1952,61.78,117424,60.92628
2024-03-08 05:00:00+00:00,60.74,60.92,60.03,2336,60.84,147382,60.615794
2024-03-11 04:00:00+00:00,60.46,60.73,59.5,2382,60.685,121132,60.035906
2024-03-12 04:00:00+00:00,62.305,62.32,60.24,2347,60.24,191085,61.614999
2024-03-13 04:00:00+00:00,62.44,63.65,62.16,4198,62.44,178885,62.932468
2024-03-14 04:00:00+00:00,63.4,64.465,62.4,4178,62.8,284504,63.425035
2024-03-15 04:00:00+00:00,63.91,64.79,62.585,4372,62.95,320042,63.900663
2024-03-18 04:00:00+00:00,65.03,66.11,64.0,3125,65.02,229356,65.081879
2024-03-19 04:00:00+00:00,66.66,66.95,63.91,2560,65.195,214189,65.774424
2024-03-20 04:00:00+00:00,67.12,67.955,66.49,2036,66.49,156010,67.224699
2024-03-21 04:00:00+00:00,67.01,67.94,66.59,1934,67.66,119892,67.077846
2024-03-22 04:00:00+00:00,67.17,67.705,67.025,1766,67.215,116511,67.348164
2024-03-25 04:00:00+00:00,68.1,68.56,67.53,2385,67.665,157413,68.011845
2024-03-26 04:00:00+00:00,65.905,68.46,65.905,1851,68.15,180766,66.967286
2024-03-27 04:00:00+00:00,66.62,66.815,66.03,1312,66.815,76044,66.393789
2024-03-28 04:00:00+00:00,67.755,67.84,66.63,1268,66.81,77619,67.56035
2024-04-01 04:00:00+00:00,70.14,70.19,66.96,1927,67.195,133046,69.350602
2024-04-02 04:00:00+00:00,68.62,69.54,67.92,1875,69.53,120483,68.520703
2024-04-03 04:00:00+00:00,72.01,73.01,69.645,3290,69.69,201151,71.886479
2024-04-04 04:00:00+00:00,70.68,72.74,70.495,1784,72.57,127431,71.453798
2024-04-05 04:00:00+00:00,72.76,73.055,70.905,1611,70.905,98200,72.562918
