ticker,event_date,directional_efficiency,reversal_count,avg_wick_ratio,avg_clv_rth,orb_breakout,regime
AVGO,2021-04-01,0.6266280752532516,21,3.7161473529583904,0.01428438399001666,True,FLAT
QCOM,2021-04-01,0.6889352818371584,76,26.42441133337187,0.11341909377481314,True,FLAT
INTC,2021-04-01,0.1757812500000065,77,18.960438169628933,-0.008630340633125896,True,FLAT
TXN,2021-04-01,0.3004115226337398,38,24.706544261521227,0.06804318317132028,True,FLAT
AMAT,2021-04-01,0.6258561643835615,119,23.528845599777057,0.03752849640426842,True,FLAT
LRCX,2021-04-01,0.9257142857142843,79,3.5451138633734622,0.13567688910342784,True,FLAT
KLAC,2021-04-01,0.9854927463731884,93,1.3438857415834304,0.1562274901174939,True,FLAT
ASML,2021-04-01,0.8561113976276449,57,1.362511327524706,-0.08464867218806646,True,FLAT
TSM,2021-04-01,0.5734463276836151,110,82.80669502644328,0.12014584508472148,True,FLAT
MRVL,2021-04-01,0.10232558139534871,76,22.676783891936893,-0.032592655211479485,True,FLAT
ON,2021-04-01,0.5384615384615399,81,14.979369350102505,0.12735288108727463,True,FLAT
MPWR,2021-04-01,1.0,44,16.20910226570043,-0.017652941859924384,True,FLAT
MCHP,2021-04-01,0.7463556851311945,38,0.8196095992827147,0.0686486697764782,True,FLAT
ADI,2021-04-01,1.0,78,0.9744877663510975,0.21655045096589362,True,FLAT
MU,2021-07-01,0.9179265658747309,92,79.59536810961744,-0.004392095050300775,True,DOWNSIDE
NVDA,2021-07-01,0.1074332171893093,125,2.9274767083233537,0.0627804146575652,True,DOWNSIDE
AMD,2021-07-01,0.23509933774834732,133,2.024724072574871,-0.02819799078996804,True,DOWNSIDE
AVGO,2021-07-01,0.907612712490761,68,0.6663121842108195,-0.024927006525725652,True,DOWNSIDE
QCOM,2021-07-01,0.819923371647509,86,15.916239064860621,0.011523847799384408,True,DOWNSIDE
INTC,2021-07-01,0.17567567567567074,80,25.87326632696909,0.028836656542916856,True,DOWNSIDE
TXN,2021-07-01,0.6099585062240668,102,25.369151028542255,0.09043106692661554,True,DOWNSIDE
AMAT,2021-07-01,0.7611777535441602,91,54.928096500256956,-0.005039543823244059,True,DOWNSIDE
LRCX,2021-07-01,0.7435141509433937,87,0.47468571904972456,-0.12098794926779616,True,DOWNSIDE
KLAC,2021-07-01,0.9505187549880285,74,0.5083335024482687,-0.13142313527381314,True,DOWNSIDE
ASML,2021-07-01,0.43795180722891397,106,1.0520274765359752,0.0328040624464625,True,DOWNSIDE
TSM,2021-07-01,0.827505827505825,73,39.0710209751475,-0.03852108003298993,True,DOWNSIDE
MRVL,2021-07-01,0.5136363636363673,92,20.07872764190722,-0.02149407237141832,True,DOWNSIDE
ON,2021-07-01,0.5459770114942561,89,19.409968697616073,0.08458435524291555,True,DOWNSIDE
MPWR,2021-07-01,0.4299754299754307,44,0.9356369957995293,0.055369719480259136,True,DOWNSIDE
MCHP,2021-07-01,0.6251920122887863,75,46.38933494264505,-0.09852094312426793,True,DOWNSIDE
ADI,2021-07-01,0.9238095238095211,69,0.9709629314004762,-0.03975400919820905,True,DOWNSIDE
MU,2021-09-29,0.2019543973941378,155,151.76835202418403,0.06280948413487354,True,FLAT
NVDA,2021-09-29,0.7653528872593902,91,52.36245595508376,-0.06856681152889814,True,FLAT
AMD,2021-09-29,0.6325088339222641,116,14.32696009878105,-0.05722478198507842,True,FLAT
AVGO,2021-09-29,0.6323185011709501,70,1.2646629809951975,0.043383262299731724,True,FLAT
QCOM,2021-09-29,0.5685884691848965,93,1.8405145983403837,-0.009249973152165457,True,FLAT
INTC,2021-09-29,0.40659340659340215,106,39.62865522508153,0.040795452559642904,True,FLAT
TXN,2021-09-29,0.4005524861878495,111,1.6561080703682938,-0.05355629882519683,True,FLAT
AMAT,2021-09-29,0.8432708688245331,91,30.977925245843917,-0.18146172396851387,True,FLAT
LRCX,2021-09-29,0.9675925925925906,90,0.9883533720784399,-0.030928702766854402,True,FLAT
KLAC,2021-09-29,0.9276002719238577,89,1.1811484339051812,-0.0243434800867614,True,FLAT
ASML,2021-09-29,0.9526734608404287,82,90.11499228981575,-0.18274002169969472,True,FLAT
TSM,2021-09-29,0.4046242774566481,98,8.892570778283348,-0.09079521757627537,True,FLAT
MRVL,2021-09-29,0.5597667638483982,90,24.16621321241662,-0.05112168983311902,True,FLAT
ON,2021-09-29,0.31859756097561015,120,16.72804165248894,0.014387297592226038,True,FLAT
MPWR,2021-09-29,0.7090020935101172,88,1.9814067314763009,-0.18983249914739786,True,FLAT
MCHP,2021-09-29,0.9371727748691124,86,52.195751486608145,0.0055465382339605785,True,FLAT
ADI,2021-09-29,0.46448087431694135,104,37.92316775255626,-0.03237734426635408,True,FLAT
MU,2021-12-21,0.44813829787234044,98,19.598484947457457,0.04980162537907603,True,UPSIDE
NVDA,2021-12-21,0.3923753665689146,74,4.000640860736485,0.07100556701978795,True,UPSIDE
AMD,2021-12-21,0.6481283422459899,65,3.333552510077333,0.06439359783954478,True,UPSIDE
AVGO,2021-12-21,0.11250401800064241,92,0.6937380935509939,0.1283894686634941,True,UPSIDE
QCOM,2021-12-21,0.08853288364249665,106,8.589159939746544,0.03609219320058453,True,UPSIDE
INTC,2021-12-21,0.904494382022471,75,14.16296026256981,0.08947903724597593,True,UPSIDE
TXN,2021-12-21,0.35703001579778454,91,49.60831703102267,0.042703332051625735,True,UPSIDE
AMAT,2021-12-21,0.44369369369369366,48,2.3345516615566173,0.10808163695822746,True,UPSIDE
LRCX,2021-12-21,0.220946915351507,67,1.8811675441232745,0.011657440264596084,True,UPSIDE
KLAC,2021-12-21,0.5943716642406595,61,0.28204429358517114,0.18269215139664083,True,UPSIDE
ASML,2021-12-21,0.4974619289340125,28,0.29351111990313056,0.136493582757059,True,UPSIDE
TSM,2021-12-21,0.5557851239669412,67,30.250936422304033,0.11565595990290313,True,UPSIDE
MRVL,2021-12-21,0.11666666666667097,60,20.856966592012224,-0.01767711991985159,True,UPSIDE
ON,2021-12-21,0.9661016949152549,53,18.6386479383929,0.10289760199020612,True,UPSIDE
MPWR,2021-12-21,0.41334661354581365,10,0.2950206259508928,0.009410058309792179,True,UPSIDE
MCHP,2021-12-21,0.6806282722513035,48,7.959121398067585,0.13779285062865962,True,UPSIDE
ADI,2021-12-21,0.605341246290798,49,55.77016858710425,0.133470040195083,True,UPSIDE
MU,2022-03-31,0.09294871794871981,126,77.40206657124871,-0.1525958456603866,True,FLAT
NVDA,2022-03-31,0.5237603305785113,95,1.5014405363741734,-0.06227704996675787,True,FLAT
AMD,2022-03-31,0.9532967032967028,94,55.21870515946407,-0.09298676327954909,True,FLAT
AVGO,2022-03-31,0.2180735930735914,48,2.783961347461442,0.13861945267070527,True,FLAT
QCOM,2022-03-31,0.022277227722773164,84,74.67451511872679,0.00893529314216704,True,FLAT
INTC,2022-03-31,0.9653179190751472,85,14.888917871968111,-0.15345454112602766,True,FLAT
TXN,2022-03-31,0.93283582089552,84,1.9515276243150634,-0.07376763427512191,True,FLAT
AMAT,2022-03-31,0.765486725663714,79,2.016332769976792,-0.12534635285934642,True,FLAT
LRCX,2022-03-31,0.6245551601423485,45,0.6192149514665086,-0.1506808323876645,True,FLAT
KLAC,2022-03-31,0.7298355520751767,58,1.0062335615178264,0.04263832944216345,True,FLAT
ASML,2022-03-31,0.8676395289298494,38,0.888980415808647,-0.03667960445760751,True,FLAT
TSM,2022-03-31,0.9241379310344833,90,33.69178725657911,-0.16143803026785353,True,FLAT
MRVL,2022-03-31,0.7136150234741847,38,1.299080078403298,-0.0596206551997174,True,FLAT
ON,2022-03-31,0.7332155477031816,76,5.393488814834966,-0.24596463575495436,True,FLAT
MPWR,2022-03-31,0.9047970479704821,33,0.9029445186426923,-0.07441323513724316,True,FLAT
MCHP,2022-03-31,0.6293103448275876,65,16.285147251472917,-0.009233012052267174,True,FLAT
ADI,2022-03-31,0.639285714285719,45,46.32811840068678,-0.08597149529277873,True,FLAT
MU,2022-07-01,0.10358565737051721,120,27.785819511084,0.07721653964159923,True,FLAT
NVDA,2022-07-01,0.5684210526315786,83,3.4714118095785502,0.022932734511880788,True,FLAT
AMD,2022-07-01,0.5054945054945031,80,3.527375388366511,0.018768864152738693,True,FLAT
AVGO,2022-07-01,0.10062661260597194,99,14.892800178907866,-0.07015483836664077,True,FLAT
QCOM,2022-07-01,0.4444444444444444,92,128.93944392273877,0.06023749654969357,True,FLAT
INTC,2022-07-01,0.5542635658914704,110,52.10189409561441,0.024598269310097974,True,FLAT
TXN,2022-07-01,0.34816247582205334,104,4.04707068358685,-0.07000641110713496,True,FLAT
AMAT,2022-07-01,0.5525383707201897,94,54.420731924311205,-0.054003237648338094,True,FLAT
LRCX,2022-07-01,0.5453878598936349,101,1.9548879049887742,0.00912217403921559,True,FLAT
KLAC,2022-07-01,0.6985153256704972,94,1.843619193073059,-0.060699404152134,True,FLAT
ASML,2022-07-01,0.37693389592123794,69,0.9929121007360235,0.017526374535704214,True,FLAT
TSM,2022-07-01,0.6968641114982602,98,30.832525248378335,-0.09398363746232673,True,FLAT
MRVL,2022-07-01,0.10112359550561775,88,1.9101047404151712,0.0078554724432978,True,FLAT
ON,2022-07-01,0.7945205479452047,82,41.47810380697283,-0.10033956942438947,True,FLAT
MPWR,2022-07-01,0.5326777299733655,88,2.2725739636556157,-0.10476920563825137,True,FLAT
MCHP,2022-07-01,0.4033771106941824,100,10.924245698545613,0.004109863257787792,True,FLAT
ADI,2022-07-01,0.1415730337078645,102,20.92913925012034,-0.06232688324157278,True,FLAT
MU,2022-09-29,0.003361344537816844,81,14.880859230740077,-0.024699975591109716,True,DOWNSIDE
NVDA,2022-09-29,0.38405797101449385,90,44.27899163159932,-0.1489269382316733,True,DOWNSIDE
AMD,2022-09-29,0.6720554272517316,85,40.23371529362706,-0.14426862898973158,True,DOWNSIDE
AVGO,2022-09-29,0.6485771012574456,74,2.849809757744095,-0.01784730773022776,True,DOWNSIDE
QCOM,2022-09-29,0.636594663278274,106,86.14797762716063,-0.12129113481845313,True,DOWNSIDE
INTC,2022-09-29,0.45890410958903716,80,15.490608476692813,-0.1403096053442025,True,DOWNSIDE
TXN,2022-09-29,0.4575936883629184,85,2.3777106818870593,-0.15959737215443034,True,DOWNSIDE
AMAT,2022-09-29,0.05434782608695375,83,20.128005595077163,-0.0393826009089668,True,DOWNSIDE
LRCX,2022-09-29,0.38946378174976903,94,65.05578947513968,0.10797596187019565,True,DOWNSIDE
KLAC,2022-09-29,0.027731092436968727,56,1.5725330674556441,0.021457963896613023,True,DOWNSIDE
ASML,2022-09-29,0.03828828828828549,52,2.007150612736777,-0.11450063601965331,True,DOWNSIDE
TSM,2022-09-29,0.5767441860465077,87,36.5430705192497,-0.11933119010831394,True,DOWNSIDE
MRVL,2022-09-29,0.4000000000000008,88,18.12676847828433,-0.12344820017345846,True,DOWNSIDE
ON,2022-09-29,0.4391143911439116,115,80.36819179669135,-0.12499746140936001,True,DOWNSIDE
MPWR,2022-09-29,0.52895752895753,41,0.2841910084475917,0.023367323951543083,True,DOWNSIDE
MCHP,2022-09-29,0.4655172413793126,83,6.160385614022856,-0.054209989207886944,True,DOWNSIDE
ADI,2022-09-29,0.25263157894736854,78,13.294550948448675,-0.035628253146237604,True,DOWNSIDE
MU,2022-12-21,0.2133333333333351,69,24.495916427641696,0.027174519648215475,True,FLAT
NVDA,2022-12-21,0.744721689059499,77,3.6237230638818154,0.0458249628477161,True,FLAT
AMD,2022-12-21,0.8539325842696628,80,2.1446183293025536,0.09378917515216612,True,FLAT
AVGO,2022-12-21,0.9602157788267006,75,1.503562743129904,0.16396312717064396,True,FLAT
QCOM,2022-12-21,0.8206278026905808,72,45.574969685899006,-0.010430766905868572,True,FLAT
INTC,2022-12-21,0.6052631578947395,31,15.093847194361746,0.0015451820882970621,True,FLAT
TXN,2022-12-21,0.8063063063063032,68,27.52633824774392,0.08215946271764503,True,FLAT
AMAT,2022-12-21,0.5943396226415105,83,4.281278837046879,0.00823281383622602,True,FLAT
LRCX,2022-12-21,0.4934804413239722,79,1.3241065731727046,0.07533465015056164,True,FLAT
KLAC,2022-12-21,0.8062563067608408,72,2.2899750580596256,-0.06106924044149214,True,FLAT
ASML,2022-12-21,0.8030006523157152,44,1.5862943142525592,-0.0429214306988767,True,FLAT
TSM,2022-12-21,0.7476923076923098,77,29.394696849786552,0.14675990579824216,True,FLAT
MRVL,2022-12-21,0.8853503184713337,7,41.52233709645641,0.11280804908777604,True,FLAT
ON,2022-12-21,0.2648221343873467,46,9.832191977299301,0.09799749745881214,True,FLAT
MPWR,2022-12-21,0.6801242236024911,55,0.7169234382498832,0.03381562312630243,True,FLAT
MCHP,2022-12-21,0.8339768339768315,57,0.793119830654224,0.13561691768522183,True,FLAT
ADI,2022-12-21,0.7083333333333292,69,7.645626429645424,0.0592720520973876,True,FLAT
MU,2023-03-30,0.5962732919254647,79,118.80482665290255,0.016894201596451552,True,DOWNSIDE
NVDA,2023-03-30,0.42984693877550906,22,2.128912308788908,0.13814978898829347,True,DOWNSIDE
AMD,2023-03-30,0.04444444444444192,50,24.09061714636046,0.11682168003167888,True,DOWNSIDE
AVGO,2023-03-30,0.23317683881062576,35,1.7756410963786093,0.11532299205352695,True,DOWNSIDE
QCOM,2023-03-30,0.37647058823529383,49,4.00515654293993,0.1632588286853045,True,DOWNSIDE
INTC,2023-03-30,0.2857142857142844,110,49.62438408865584,0.10543436536093516,True,DOWNSIDE
TXN,2023-03-30,0.903614457831322,75,32.95103563514354,0.03190063154551962,True,DOWNSIDE
AMAT,2023-03-30,0.1518324607329867,30,29.311081740444042,0.11667563367344085,True,DOWNSIDE
LRCX,2023-03-30,0.7804632426988962,16,1.785911632071076,-0.0375561103597211,True,DOWNSIDE
KLAC,2023-03-30,0.4563106796116489,65,0.6159448846798082,-0.11443074863839112,True,DOWNSIDE
ASML,2023-03-30,0.32218844984802303,4,0.5691597641057318,0.057558811708923234,True,DOWNSIDE
TSM,2023-03-30,0.7157894736842092,51,23.423051462548987,0.006871945533580304,True,DOWNSIDE
MRVL,2023-03-30,0.33500000000000085,40,58.61852362097641,-0.04324784439623901,True,DOWNSIDE
ON,2023-03-30,0.2803234501347703,49,12.221727476047755,0.0918631733530532,True,DOWNSIDE
MPWR,2023-03-30,0.07699358386800853,12,0.1976021679641085,0.053205538128869904,True,DOWNSIDE
MCHP,2023-03-30,0.6402877697841728,64,27.698733683519986,0.13163205596689823,True,DOWNSIDE
ADI,2023-03-30,0.7272727272727254,98,48.150881845520814,0.062486749100712245,True,DOWNSIDE
MU,2023-06-29,0.7990762124711305,149,51.16653329181842,0.035185706163362106,True,DOWNSIDE
NVDA,2023-06-29,0.725798276735937,85,105.84861917094375,-0.0042724244876526304,True,DOWNSIDE
AMD,2023-06-29,0.2881944444444443,63,20.192275479604618,-0.07079081652733162,True,DOWNSIDE
AVGO,2023-06-29,0.46596534653464944,60,1.3796543734801108,0.04032970770601425,True,DOWNSIDE
QCOM,2023-06-29,0.5772357723577282,10,22.10570524809461,0.13297383084248027,True,DOWNSIDE
INTC,2023-06-29,0.4074074074074165,85,5.881457392432026,0.00018408852559344873,True,DOWNSIDE
TXN,2023-06-29,0.4330543933054352,24,33.34074927611021,0.2109235379016401,True,DOWNSIDE
AMAT,2023-06-29,0.18456375838926442,49,14.828056054751409,-0.01094476324182016,True,DOWNSIDE
LRCX,2023-06-29,0.12514092446448852,54,1.2665244223417558,0.03826627394419177,True,DOWNSIDE
KLAC,2023-06-29,0.05703771849126074,27,0.29651997242504463,-0.05951870291729858,True,DOWNSIDE
ASML,2023-06-29,0.6630276564774304,17,0.24911338086025892,0.24454850098888178,True,DOWNSIDE
TSM,2023-06-29,0.48972602739725496,68,14.929798331342136,0.1588567563026491,True,DOWNSIDE
MRVL,2023-06-29,0.8705357142857147,99,1.6533175484020313,-0.027447840306923554,True,DOWNSIDE
ON,2023-06-29,0.18589743589743052,61,37.68197708992037,0.036678121854460836,True,DOWNSIDE
MPWR,2023-06-29,0.3882299270072976,68,0.18617321169825238,-0.17832330412290115,True,DOWNSIDE
MCHP,2023-06-29,0.43129770992366634,33,15.458989426664317,0.15244433822976358,True,DOWNSIDE
ADI,2023-06-29,0.25296442687747606,84,93.59343315194003,-0.015775760651870325,True,DOWNSIDE
MU,2023-09-28,0.2691705790297332,143,1.597598339442835,-0.02519379351457415,True,DOWNSIDE
NVDA,2023-09-28,0.47909474491753123,96,77.73738577016212,0.1004347287361529,True,DOWNSIDE
AMD,2023-09-28,0.7340590979782278,113,62.7356010265754,0.1321114532434215,True,DOWNSIDE
AVGO,2023-09-28,0.6522274181639202,49,0.9645894556839607,-0.1210446605006039,True,DOWNSIDE
QCOM,2023-09-28,0.55430711610487,91,1.2592211778327125,0.13780799563824897,True,DOWNSIDE
INTC,2023-09-28,0.42400000000000093,110,38.22757994285922,0.0747191496697514,True,DOWNSIDE
TXN,2023-09-28,0.2841091492776849,107,5.927813116715981,0.0887648427893166,True,DOWNSIDE
AMAT,2023-09-28,0.6719038817005533,104,55.15190614984242,0.028523420325340307,True,DOWNSIDE
LRCX,2023-09-28,0.7740978744438973,67,0.9804334782926531,0.09534644883229546,True,DOWNSIDE
KLAC,2023-09-28,0.7407407407407415,63,1.2233356855670916,0.018005258911760812,True,DOWNSIDE
ASML,2023-09-28,0.6422535211267565,83,0.5225435075727781,0.09405195925432751,True,DOWNSIDE
TSM,2023-09-28,0.5727699530516439,100,1.058552746971297,0.08521188601602189,True,DOWNSIDE
MRVL,2023-09-28,0.6342975206611552,96,9.969188014027365,0.2038113532009295,True,DOWNSIDE
ON,2023-09-28,0.4725943970767381,106,10.487297866869156,0.0743839117865925,True,DOWNSIDE
MPWR,2023-09-28,0.5475935828876983,81,0.9831946346650229,-0.018264965394058214,True,DOWNSIDE
MCHP,2023-09-28,0.6451612903225782,90,39.42301029922065,0.0889849037372109,True,DOWNSIDE
ADI,2023-09-28,0.7801766437683995,105,1.2247827509342633,0.1109279961161188,True,DOWNSIDE
MU,2023-12-21,0.24822695035461154,144,24.969181423390985,0.008460182883363174,True,FLAT
NVDA,2023-12-21,0.2361652377240813,57,4.067368900938591,-0.08702689902752352,True,FLAT
AMD,2023-12-21,0.7220077220077228,67,2.5960340583290202,0.04605666091869773,True,FLAT
AVGO,2023-12-21,0.38564790913783387,58,1.79599968557542,0.11770356724780973,True,FLAT
QCOM,2023-12-21,0.3213213213213153,82,12.30190035027145,0.04231830824014099,True,FLAT
INTC,2023-12-21,0.5345622119815714,73,13.009456032261587,0.06821973074526873,True,FLAT
TXN,2023-12-21,0.0027322404371559663,55,1.1136113459411394,-0.03968238056150572,True,FLAT
AMAT,2023-12-21,0.16901408450703342,45,5.475164950558379,-0.06446947756665261,True,FLAT
LRCX,2023-12-21,0.057628247834777456,63,0.3369527162016186,0.12429455987264795,True,FLAT
KLAC,2023-12-21,0.35193889541715717,16,0.32782029790191164,0.03709025075763991,True,FLAT
ASML,2023-12-21,0.840833333333336,43,0.17346612337281633,-0.012655546999236107,True,FLAT
TSM,2023-12-21,0.8601398601398588,77,32.7972090017735,-0.026601932596761014,True,FLAT
MRVL,2023-12-21,0.9169960474308321,29,23.832609837734537,0.0465874545984415,True,FLAT
ON,2023-12-21,0.37545126353790187,36,3.0778075426509717,0.06936057186436068,True,FLAT
MPWR,2023-12-21,0.4041828793774303,33,1.0560675490954483,0.1005414266320893,True,FLAT
MCHP,2023-12-21,0.15357142857143194,68,14.819692681202369,-0.09037740983938365,True,FLAT
ADI,2023-12-21,0.5124113475177293,103,1.7372192375635391,0.01615560522883945,True,FLAT
MU,2024-03-21,0.7681473456121356,153,3.526065665064524,0.01002974111812698,False,DOWNSIDE
NVDA,2024-03-21,0.39669800504471436,49,5.2634532033173045,0.11709111119328137,True,DOWNSIDE
AMD,2024-03-21,0.7311344327836083,108,3.1265884248338294,-0.0228673584277207,True,DOWNSIDE
AVGO,2024-03-21,0.2273125182375246,117,2.1877366373893135,0.06508167575056856,True,DOWNSIDE
QCOM,2024-03-21,0.02024922118380872,69,4.564643606758638,0.01527353316591364,True,DOWNSIDE
INTC,2024-03-21,0.46274509803921887,65,1.773037783688239,-0.0432696861995066,True,DOWNSIDE
TXN,2024-03-21,0.03145695364238362,75,41.43806872540695,-0.038003558407901546,True,DOWNSIDE
AMAT,2024-03-21,0.55022321428571,93,15.135637666658479,-0.012445025823404718,True,DOWNSIDE
LRCX,2024-03-21,0.05057373565661072,76,0.5513457460066172,-0.0552665724458381,True,DOWNSIDE
KLAC,2024-03-21,0.11170401992173999,33,0.18119057852176748,0.21956081518392176,True,DOWNSIDE
ASML,2024-03-21,0.9174496644295288,31,0.4557808623014244,-0.032622286839607065,True,DOWNSIDE
TSM,2024-03-21,0.876436781609193,38,5.041001424680891,-0.07475883347273456,True,DOWNSIDE
MRVL,2024-03-21,0.6746411483253629,33,2.337882758304716,-0.1213658424166326,True,DOWNSIDE
ON,2024-03-21,0.502283105022829,40,43.11072583287439,-0.07978278995844751,True,DOWNSIDE
MPWR,2024-03-21,0.5744269538801418,24,0.8522384312052869,-0.12166171932064182,True,DOWNSIDE
MCHP,2024-03-21,0.5545454545454566,80,32.623820463607935,-0.08135864068437132,True,DOWNSIDE
ADI,2024-03-21,0.26004728132388305,71,17.531216099187084,-0.07321103305840437,True,DOWNSIDE
MU,2024-06-27,0.6870967741935482,121,50.622216821656075,-0.019869615390665583,True,DOWNSIDE
NVDA,2024-06-27,0.02894356005788948,0,34.000671502486654,0.018572039698980695,True,DOWNSIDE
AMD,2024-06-27,0.7001375515818415,63,64.6901349332317,-0.009065401906640725,True,DOWNSIDE
AVGO,2024-06-27,0.09213927322488068,53,2.1103356028691618,-0.04102005591989977,True,DOWNSIDE
QCOM,2024-06-27,0.38643702906351174,69,14.758321540432975,-0.08649595283889645,True,DOWNSIDE
INTC,2024-06-27,0.5352112676056321,66,34.14562173753293,0.07064355808599927,True,DOWNSIDE
TXN,2024-06-27,0.32678132678132343,70,55.53898897324084,-0.052832591852985084,True,DOWNSIDE
AMAT,2024-06-27,0.561016949152545,89,1.166768460298603,-0.21412475051389981,True,DOWNSIDE
LRCX,2024-06-27,0.57070777855641,75,1.231646508814908,-0.09281455327678884,True,DOWNSIDE
KLAC,2024-06-27,0.5221112696148374,27,0.5022145422966071,-0.05534551333131132,True,DOWNSIDE
ASML,2024-06-27,0.30946208684380067,23,0.19065606632414367,0.09679870107041115,True,DOWNSIDE
TSM,2024-06-27,0.486873508353217,76,58.535054469640194,-0.04034560350468713,True,DOWNSIDE
MRVL,2024-06-27,0.58064516129032,88,36.91244159752622,-0.02443404351620651,True,DOWNSIDE
ON,2024-06-27,0.07692307692306971,38,3.8419675478498356,-0.029372728913745132,True,DOWNSIDE
MPWR,2024-06-27,0.6425742574257493,10,0.4200983736953698,0.010882136288473766,True,DOWNSIDE
MCHP,2024-06-27,0.05263157894737061,71,20.883281553255983,0.07510160371311714,True,DOWNSIDE
ADI,2024-06-27,0.13394919168590905,46,0.23928532884262413,0.00635765212082557,True,DOWNSIDE
ALAB,2024-06-27,0.8687943262411356,40,0.3882854110536537,0.1605332937076917,True,DOWNSIDE
MU,2024-09-26,0.4421487603305773,140,3.2261262585686614,0.04980428145522571,True,DOWNSIDE
NVDA,2024-09-26,0.47098976109215107,111,19.168370328081572,0.043399766488799216,True,DOWNSIDE
AMD,2024-09-26,0.1451965065502171,105,2.0136018824076163,0.18266900638522193,True,DOWNSIDE
AVGO,2024-09-26,0.1374045801526713,74,32.60141605258464,0.034864013768374856,True,DOWNSIDE
QCOM,2024-09-26,0.2555873925501455,138,50.25358684079198,0.051487411164040715,True,DOWNSIDE
INTC,2024-09-26,0.29741379310344723,125,30.315932981804515,0.11919030357423853,True,DOWNSIDE
TXN,2024-09-26,0.19887429643527202,112,2.2118400816553576,0.09259121629668178,True,DOWNSIDE
