ticker,date,direction,gap_pct,abs_gap_pct,gap_bucket,atr,open_price,prev_close,cs_score,candle_tier,session_high,session_low,eod_close,hod_pct,lod_pct,hod_atr,lod_atr,hod_minutes,lod_minutes,hod_timing_bucket,lod_timing_bucket,eod_return,win,std_ft_fired,std_ft_minutes,reverse_ft_fired,reverse_ft_minutes
AA,2024-09-24 04:00:00+00:00,GAP_UP,0.0691217302352767,0.0691217302352767,5-8%,1.649642857142857,36.58,34.215,100.0,MAX_BULLISH,37.35,36.25,36.77,0.02105,0.009021,0.4668,0.2,330.0,70.0,LAST_HOUR,FIRST_2HR,-0.005194,0,True,305.0,False,
AA,2024-09-26 04:00:00+00:00,GAP_UP,0.0633157456262149,0.0633157456262149,5-8%,1.786071428571429,38.29,36.01,22.04,BULLISH,39.61,38.08,39.27,0.034474,0.005484,0.7391,0.1176,220.0,0.0,MID_SESSION,AT_OPEN,-0.025594,0,True,5.0,False,
AA,2024-10-01 04:00:00+00:00,GAP_UP,0.0233402489626555,0.0233402489626555,2-5%,1.7635714285714283,39.46,38.56,83.53,MAX_BULLISH,39.82,38.79,39.195,0.009123,0.016979,0.2041,0.3799,0.0,100.0,AT_OPEN,FIRST_2HR,0.006716,1,False,,False,
AA,2024-10-04 04:00:00+00:00,GAP_UP,0.0259365994236309,0.0259365994236309,2-5%,1.5767857142857136,39.16,38.17,100.0,NEUTRAL,39.62,38.64,39.09,0.011747,0.013279,0.2917,0.3298,15.0,270.0,FIRST_30MIN,MID_SESSION,0.001788,1,False,,False,
AA,2025-01-15 05:00:00+00:00,GAP_UP,0.0281995661605205,0.0281995661605205,2-5%,1.1907142857142854,37.92,36.88,36.37,BEARISH,38.28,37.125,38.2,0.009494,0.020965,0.3023,0.6677,325.0,35.0,LAST_HOUR,FIRST_HOUR,-0.007384,0,True,10.0,False,
AA,2025-01-22 05:00:00+00:00,GAP_UP,0.0247217188713434,0.0247217188713434,2-5%,1.3364285714285704,39.585,38.63,-90.07,MAX_BEARISH,39.83,38.71,38.81,0.006189,0.022104,0.1833,0.6547,0.0,370.0,AT_OPEN,LAST_HOUR,0.019578,1,True,0.0,False,
AA,2025-02-06 05:00:00+00:00,GAP_UP,0.0205327413984462,0.0205327413984462,2-5%,1.504285714285715,36.78,36.04,64.48,BEARISH,36.86,35.33,35.92,0.002175,0.039424,0.0532,0.9639,0.0,330.0,AT_OPEN,LAST_HOUR,0.023382,1,True,75.0,False,
AA,2025-02-07 05:00:00+00:00,GAP_UP,0.020740534521158,0.020740534521158,2-5%,1.5721428571428575,36.665,35.92,77.47,MAX_BULLISH,37.8,36.05,36.13,0.030956,0.016773,0.7219,0.3912,15.0,365.0,FIRST_30MIN,LAST_HOUR,0.014592,1,True,10.0,False,
AA,2025-02-10 05:00:00+00:00,GAP_UP,0.0343205092720729,0.0343205092720729,2-5%,1.5321428571428573,37.37,36.13,36.75,NEUTRAL,37.6,36.89,36.93,0.006155,0.012845,0.1501,0.3133,20.0,385.0,FIRST_30MIN,LAST_HOUR,0.011774,1,False,,False,
AA,2025-04-23 04:00:00+00:00,GAP_UP,0.0440329218106996,0.0440329218106996,2-5%,2.407857142857143,25.37,24.3,49.01,BULLISH,26.175,24.825,25.08,0.03173,0.021482,0.3343,0.2263,20.0,350.0,FIRST_30MIN,LAST_HOUR,0.011431,1,False,,False,
AA,2025-05-02 04:00:00+00:00,GAP_UP,0.0240619902120717,0.0240619902120717,2-5%,1.2125000000000004,25.11,24.52,43.24,NEUTRAL,25.87,24.75,25.53,0.030267,0.014337,0.6268,0.2969,190.0,25.0,MID_SESSION,FIRST_30MIN,-0.016726,0,False,,False,
AA,2025-05-09 04:00:00+00:00,GAP_UP,0.0213924542979385,0.0213924542979385,2-5%,1.0639285714285722,26.26,25.71,61.64,BEARISH,26.3,25.785,25.91,0.001523,0.018088,0.0376,0.4465,0.0,370.0,AT_OPEN,LAST_HOUR,0.013328,1,True,180.0,False,
AA,2025-05-12 04:00:00+00:00,GAP_UP,0.0613662678502508,0.0613662678502508,5-8%,1.1328571428571437,27.5,25.91,15.32,BULLISH,28.505,27.5,28.11,0.036545,0.0,0.8871,0.0,270.0,0.0,MID_SESSION,AT_OPEN,-0.022182,0,True,0.0,False,
AA,2025-09-29 04:00:00+00:00,GAP_UP,0.0232415902140672,0.0232415902140672,2-5%,1.1375000000000004,33.46,32.7,66.06,NEUTRAL,33.92,32.97,33.87,0.013748,0.014644,0.4044,0.4308,385.0,30.0,LAST_HOUR,FIRST_30MIN,-0.012253,0,False,,False,
AA,2026-01-02 05:00:00+00:00,GAP_UP,0.0207058823529412,0.0207058823529412,2-5%,1.7957142857142858,54.225,53.125,83.74,NEUTRAL,56.6,54.12,56.56,0.043799,0.001936,1.3226,0.0585,360.0,5.0,LAST_HOUR,AT_OPEN,-0.043061,0,False,,False,
AA,2026-01-05 05:00:00+00:00,GAP_UP,0.0284653465346534,0.0284653465346534,2-5%,2.0049999999999994,58.17,56.56,68.26,BEARISH,61.76,57.53,61.465,0.061716,0.011002,1.7905,0.3192,385.0,0.0,LAST_HOUR,AT_OPEN,-0.056644,0,False,,True,30.0
AA,2026-01-21 05:00:00+00:00,GAP_UP,0.0241390408754425,0.0241390408754425,2-5%,2.882857142857142,63.64,62.14,100.0,MAX_BULLISH,64.67,63.09,63.85,0.016185,0.008642,0.3573,0.1908,5.0,225.0,AT_OPEN,MID_SESSION,-0.0033,0,False,,False,
AA,2026-01-26 05:00:00+00:00,GAP_UP,0.0217041800643085,0.0217041800643085,2-5%,3.0989285714285706,63.55,62.2,-13.9,BEARISH,63.55,58.315,58.54,0.0,0.082376,0.0,1.6893,0.0,375.0,AT_OPEN,LAST_HOUR,0.078836,1,True,0.0,False,
AA,2026-01-29 05:00:00+00:00,GAP_UP,0.0499916680553241,0.0499916680553241,2-5%,3.0260714285714285,63.01,60.01,100.0,NEUTRAL,63.475,59.13,60.64,0.00738,0.061578,0.1537,1.2822,0.0,70.0,AT_OPEN,FIRST_2HR,0.037613,1,False,,False,
