ticker,date,direction,gap_pct,abs_gap_pct,gap_bucket,atr,open_price,prev_close,cs_score,candle_tier,session_high,session_low,eod_close,hod_pct,lod_pct,hod_atr,lod_atr,hod_minutes,lod_minutes,hod_timing_bucket,lod_timing_bucket,eod_return,win,std_ft_fired,std_ft_minutes,reverse_ft_fired,reverse_ft_minutes
AMD,2025-12-22 05:00:00+00:00,GAP_UP,0.0309688905547227,0.0309688905547227,2-5%,8.306785714285713,220.05,213.44,100.0,BEARISH,220.05,213.39,214.93,0.0,0.030266,0.0,0.8018,0.0,40.0,AT_OPEN,FIRST_HOUR,0.023267,1,True,0.0,False,
AMD,2026-01-02 05:00:00+00:00,GAP_UP,0.0235148514851484,0.0235148514851484,2-5%,7.563571428571429,219.155,214.12,32.3,BULLISH,227.06,219.155,223.37,0.03607,0.0,1.0451,0.0,35.0,0.0,FIRST_HOUR,AT_OPEN,-0.019233,0,True,0.0,False,
AMD,2026-01-05 05:00:00+00:00,GAP_UP,0.0310919102833862,0.0310919102833862,2-5%,7.568928571428572,230.315,223.37,66.72,NEUTRAL,233.98,220.48,221.06,0.015913,0.042702,0.4842,1.2994,0.0,385.0,AT_OPEN,LAST_HOUR,0.040184,1,False,,False,
AMD,2026-01-13 05:00:00+00:00,GAP_UP,0.0359972069056848,0.0359972069056848,2-5%,7.46142857142857,215.13,207.655,100.0,MAX_BULLISH,223.095,215.0,220.91,0.037024,0.000604,1.0675,0.0174,155.0,0.0,MID_SESSION,AT_OPEN,-0.026867,0,True,0.0,False,
AMD,2026-01-16 05:00:00+00:00,GAP_UP,0.0280763325290634,0.0280763325290634,2-5%,8.893928571428571,234.35,227.95,-100.0,MAX_BEARISH,234.44,229.0,231.73,0.000384,0.022829,0.0101,0.6015,180.0,5.0,MID_SESSION,AT_OPEN,0.01118,1,True,0.0,False,
AMD,2026-01-23 05:00:00+00:00,GAP_UP,0.029955460959363,0.029955460959363,2-5%,11.139642857142857,261.31,253.71,42.17,NEUTRAL,266.95,256.26,259.65,0.021584,0.019326,0.5063,0.4533,0.0,210.0,AT_OPEN,MID_SESSION,0.006353,1,False,,False,
AMD,2024-01-26,GAP_DN,-0.028171,0.028171,2-5%,7.9329,175.25,180.33,-100.0,BULLISH,181.21,174.2,177.26,0.034009,0.005991,0.7513,0.1324,85.0,0.0,FIRST_2HR,AT_OPEN,0.011469,1,True,55.0,False,
AMD,2024-01-31,GAP_DN,-0.039219,0.039219,2-5%,8.3268,165.36,172.11,-62.94,NEUTRAL,171.3,162.7,167.54,0.035922,0.016086,0.7134,0.3195,315.0,5.0,LAST_HOUR,AT_OPEN,0.013183,1,False,,False,
AMD,2024-05-01,GAP_DN,-0.065788,0.065788,5-8%,6.925,148.11,158.54,-100.0,NEUTRAL,151.25,142.145,144.24,0.0212,0.040274,0.4534,0.8614,15.0,150.0,FIRST_30MIN,MID_SESSION,-0.026129,0,False,,False,
AMD,2024-05-29,GAP_DN,-0.025514,0.025514,2-5%,6.4868,167.29,171.67,-100.0,MAX_BEARISH,168.35,162.96,165.045,0.006336,0.025883,0.1634,0.6675,0.0,15.0,AT_OPEN,FIRST_30MIN,-0.01342,0,True,10.0,False,
AMD,2025-01-08,GAP_DN,-0.022149,0.022149,2-5%,4.4857,124.5,127.32,-100.0,MAX_BEARISH,125.23,120.13,121.84,0.005863,0.0351,0.1627,0.9742,0.0,180.0,AT_OPEN,MID_SESSION,-0.021365,0,True,0.0,False,
AMD,2025-01-10,GAP_DN,-0.029875,0.029875,2-5%,4.4893,118.2,121.84,-26.5,BEARISH,118.56,114.49,116.02,0.003046,0.031387,0.0802,0.8264,0.0,35.0,AT_OPEN,FIRST_HOUR,-0.018443,0,True,5.0,False,
AMD,2025-01-27,GAP_DN,-0.041104,0.041104,2-5%,4.6871,117.81,122.86,-77.5,NEUTRAL,118.04,112.81,115.05,0.001952,0.042441,0.0491,1.0668,20.0,320.0,FIRST_30MIN,LAST_HOUR,-0.023428,0,False,,False,
AMD,2025-04-30,GAP_DN,-0.035711,0.035711,2-5%,4.92,92.62,96.05,-100.0,BULLISH,97.54,91.93,97.33,0.05312,0.00745,1.0,0.1402,385.0,10.0,LAST_HOUR,FIRST_30MIN,0.050853,1,True,70.0,False,
AMD,2025-05-06,GAP_DN,-0.022465,0.022465,2-5%,4.1457,98.34,100.6,-100.0,NEUTRAL,100.07,97.46,98.6,0.017592,0.008949,0.4173,0.2123,160.0,20.0,MID_SESSION,FIRST_30MIN,0.002644,1,False,,False,
AMD,2025-05-23,GAP_DN,-0.023446,0.023446,2-5%,4.46,108.085,110.68,-100.0,BULLISH,110.96,107.7,110.33,0.026599,0.003562,0.6446,0.0863,285.0,0.0,MID_SESSION,AT_OPEN,0.020771,1,True,200.0,False,
AMD,2025-09-02,GAP_DN,-0.028551,0.028551,2-5%,6.2243,158.045,162.69,-100.0,NEUTRAL,162.39,156.69,162.35,0.027492,0.008574,0.6981,0.2177,385.0,0.0,LAST_HOUR,AT_OPEN,0.027239,1,False,,False,
AMD,2025-09-05,GAP_DN,-0.029454,0.029454,2-5%,5.9939,157.015,161.78,-64.9,BEARISH,157.04,150.2,151.13,0.000159,0.043403,0.0042,1.137,0.0,90.0,AT_OPEN,FIRST_2HR,-0.03748,0,True,5.0,False,
AMD,2025-09-18,GAP_DN,-0.053237,0.053237,5-8%,5.7329,150.63,159.1,-33.34,BULLISH,158.625,149.91,157.905,0.053077,0.00478,1.3946,0.1256,370.0,0.0,LAST_HOUR,AT_OPEN,0.048297,1,True,20.0,False,
AMD,2025-09-25,GAP_DN,-0.023434,0.023434,2-5%,5.3957,157.11,160.88,-100.0,NEUTRAL,161.63,154.8,161.29,0.02877,0.014703,0.8377,0.4281,380.0,15.0,LAST_HOUR,FIRST_30MIN,0.026606,1,False,,False,
AMD,2026-01-20,GAP_DN,-0.024354,0.024354,2-5%,9.4043,226.145,231.79,-24.6,BULLISH,239.47,225.55,231.96,0.058922,0.002631,1.4169,0.0633,125.0,0.0,MID_SESSION,AT_OPEN,0.025714,1,True,0.0,False,
AMD,2026-01-30,GAP_DN,-0.060435,0.060435,5-8%,12.4039,236.93,252.17,0.08,BULLISH,245.13,234.59,236.8,0.034609,0.009876,0.6611,0.1887,25.0,365.0,FIRST_30MIN,LAST_HOUR,-0.000549,0,True,5.0,False,
AMZN,2024-02-02 05:00:00+00:00,GAP_UP,0.0592764146219328,0.0592764146219328,5-8%,3.773928571428574,169.23,159.76,100.0,NEUTRAL,172.5,167.37,171.835,0.019323,0.010991,0.8665,0.4929,220.0,0.0,MID_SESSION,AT_OPEN,-0.015393,0,False,,False,
AMZN,2024-10-04 04:00:00+00:00,GAP_UP,0.0214403518416712,0.0214403518416712,2-5%,3.9642857142857184,185.8,181.9,62.27,BULLISH,187.595,183.63,186.49,0.009661,0.011679,0.4528,0.5474,15.0,120.0,FIRST_30MIN,FIRST_2HR,-0.003714,0,True,15.0,True,55.0
AMZN,2025-01-15 05:00:00+00:00,GAP_UP,0.0232846514191236,0.0232846514191236,2-5%,4.91785714285714,222.81,217.74,38.67,NEUTRAL,223.5,220.785,223.3,0.003097,0.009088,0.1403,0.4118,385.0,145.0,LAST_HOUR,MID_SESSION,-0.002199,0,False,,False,
AMZN,2025-01-17 05:00:00+00:00,GAP_UP,0.0226603217765692,0.0226603217765692,2-5%,5.16892857142857,225.65,220.65,26.2,BEARISH,226.43,223.09,225.945,0.003457,0.011345,0.1509,0.4953,320.0,50.0,LAST_HOUR,FIRST_HOUR,-0.001307,0,True,50.0,False,
AMZN,2025-05-01 04:00:00+00:00,GAP_UP,0.0364475828354155,0.0364475828354155,2-5%,7.157857142857144,190.81,184.1,-100.0,NEUTRAL,191.8,181.0,181.0,0.005188,0.051412,0.1383,1.3705,375.0,390.0,LAST_HOUR,LAST_HOUR,0.051412,1,False,,False,
AMZN,2025-05-12 04:00:00+00:00,GAP_UP,0.0910692084542064,0.0910692084542064,8-12%,7.099285714285718,210.62,193.04,100.0,BEARISH,211.61,205.78,208.66,0.0047,0.02298,0.1395,0.6818,0.0,10.0,AT_OPEN,FIRST_30MIN,0.009306,1,True,5.0,False,
AMZN,2025-06-06 04:00:00+00:00,GAP_UP,0.0217903699071624,0.0217903699071624,2-5%,4.55035714285715,212.42,207.89,-31.71,BEARISH,213.7,210.53,212.45,0.006026,0.008897,0.2813,0.4154,15.0,0.0,FIRST_30MIN,AT_OPEN,-0.000141,0,False,,False,
AMZN,2025-09-04 04:00:00+00:00,GAP_UP,0.022392352967208,0.022392352967208,2-5%,4.695357142857146,231.03,225.97,69.84,BULLISH,235.75,230.805,235.67,0.02043,0.000974,1.0052,0.0479,385.0,0.0,LAST_HOUR,AT_OPEN,-0.020084,0,True,0.0,False,
AMZN,2025-01-27,GAP_DN,-0.036515,0.036515,2-5%,5.145,226.26,234.835,-1.31,NEUTRAL,235.59,225.96,235.57,0.041236,0.001326,1.8134,0.0583,385.0,0.0,LAST_HOUR,AT_OPEN,0.041147,1,False,,False,
AMZN,2025-02-05,GAP_DN,-0.021672,0.021672,2-5%,5.6514,236.775,242.02,-100.0,NEUTRAL,238.25,235.21,236.11,0.00623,0.00661,0.261,0.2769,245.0,130.0,MID_SESSION,MID_SESSION,-0.002809,0,False,,False,
AMZN,2025-02-07,GAP_DN,-0.025672,0.025672,2-5%,5.9479,232.65,238.78,-64.97,NEUTRAL,234.78,228.095,229.055,0.009155,0.019579,0.3581,0.7658,10.0,155.0,FIRST_30MIN,MID_SESSION,-0.015452,0,False,,False,
AMZN,2025-05-23,GAP_DN,-0.020047,0.020047,2-5%,5.6782,198.95,203.02,-100.0,BULLISH,202.35,197.87,201.085,0.01709,0.005428,0.5988,0.1902,275.0,0.0,MID_SESSION,AT_OPEN,0.010731,1,True,50.0,False,
AMZN,2025-09-02,GAP_DN,-0.02336,0.02336,2-5%,4.6543,223.67,229.02,100.0,NEUTRAL,225.99,221.835,225.34,0.010372,0.008204,0.4985,0.3943,380.0,145.0,LAST_HOUR,MID_SESSION,0.007466,1,False,,False,
AMZN,2026-01-20,GAP_DN,-0.02269,0.02269,2-5%,5.9564,233.665,239.09,-100.0,NEUTRAL,235.07,229.36,231.03,0.006013,0.018424,0.2359,0.7228,100.0,335.0,FIRST_2HR,LAST_HOUR,-0.011277,0,False,,False,
ANF,2024-03-07 05:00:00+00:00,GAP_UP,0.020970729899963,0.020970729899963,2-5%,5.13107142857143,137.78,134.95,79.29,NEUTRAL,137.96,126.35,127.7,0.001306,0.082958,0.0351,2.2276,10.0,250.0,FIRST_30MIN,MID_SESSION,0.07316,1,False,,False,
ANF,2024-05-24 04:00:00+00:00,GAP_UP,0.021003220722264,0.021003220722264,2-5%,4.21642857142857,148.995,145.93,31.35,BEARISH,151.38,148.42,150.125,0.016007,0.003859,0.5656,0.1364,95.0,0.0,FIRST_2HR,AT_OPEN,-0.007584,0,False,,True,80.0
ANF,2024-05-29 04:00:00+00:00,GAP_UP,0.0317668679443421,0.0317668679443421,2-5%,7.230714285714285,157.2,152.36,26.62,BULLISH,196.55,157.2,189.19,0.250318,0.0,5.4421,0.0,260.0,0.0,MID_SESSION,AT_OPEN,-0.203499,0,True,0.0,False,
ANF,2024-06-28 04:00:00+00:00,GAP_UP,0.0327217923079153,0.0327217923079153,2-5%,6.839999999999999,178.16,172.515,99.06,NEUTRAL,178.98,173.79,177.8,0.004603,0.024529,0.1199,0.6389,10.0,185.0,FIRST_30MIN,MID_SESSION,0.002021,1,False,,False,
ANF,2024-07-22 04:00:00+00:00,GAP_UP,0.0518165762583575,0.0518165762583575,5-8%,7.3975,166.755,158.54,100.0,NEUTRAL,168.29,157.935,158.41,0.009205,0.052892,0.2075,1.1923,5.0,120.0,AT_OPEN,FIRST_2HR,0.050043,1,False,,False,
ANF,2024-07-31 04:00:00+00:00,GAP_UP,0.028317068995035,0.028317068995035,2-5%,6.930000000000001,150.16,146.025,80.24,BEARISH,150.16,145.945,147.57,0.0,0.02807,0.0,0.6082,0.0,250.0,AT_OPEN,MID_SESSION,0.017248,1,True,10.0,False,
ANF,2024-08-07 04:00:00+00:00,GAP_UP,0.022620510226205,0.022620510226205,2-5%,7.732500000000006,141.5,138.37,21.76,BEARISH,141.5,131.095,131.41,0.0,0.073534,0.0,1.3456,0.0,385.0,AT_OPEN,LAST_HOUR,0.071307,1,True,45.0,False,
ANF,2024-08-08 04:00:00+00:00,GAP_UP,0.0275473708241382,0.0275473708241382,2-5%,8.180000000000005,135.03,131.41,-27.99,BEARISH,141.15,133.56,141.03,0.045323,0.010886,0.7482,0.1797,385.0,20.0,LAST_HOUR,FIRST_30MIN,-0.044435,0,False,,True,165.0
ANF,2024-08-15 04:00:00+00:00,GAP_UP,0.0530476252694845,0.0530476252694845,5-8%,7.977500000000006,161.19,153.07,69.95,BEARISH,162.035,157.445,162.02,0.005242,0.023233,0.1059,0.4694,255.0,120.0,MID_SESSION,FIRST_2HR,-0.005149,0,True,120.0,False,
ANF,2024-09-17 04:00:00+00:00,GAP_UP,0.0225178359096313,0.0225178359096313,2-5%,8.712857142857144,137.59,134.56,70.25,NEUTRAL,138.66,133.155,134.38,0.007777,0.032233,0.1228,0.509,0.0,325.0,AT_OPEN,LAST_HOUR,0.02333,1,False,,False,
ANF,2024-09-19 04:00:00+00:00,GAP_UP,0.0371409584287085,0.0371409584287085,2-5%,6.5828571428571445,140.46,135.43,35.24,NEUTRAL,141.43,137.725,139.3,0.006906,0.019472,0.1474,0.4155,65.0,15.0,FIRST_2HR,FIRST_30MIN,0.008259,1,False,,False,
ANF,2024-09-26 04:00:00+00:00,GAP_UP,0.0287790697674419,0.0287790697674419,2-5%,6.129642857142859,141.56,137.6,66.02,NEUTRAL,142.555,134.78,137.91,0.007029,0.047895,0.1623,1.1061,0.0,90.0,AT_OPEN,FIRST_2HR,0.025784,1,False,,False,
ANF,2024-10-04 04:00:00+00:00,GAP_UP,0.0347631480790749,0.0347631480790749,2-5%,5.945357142857142,138.71,134.05,100.0,MAX_BULLISH,146.39,138.62,146.295,0.055367,0.000649,1.2918,0.0151,370.0,0.0,LAST_HOUR,AT_OPEN,-0.054682,0,True,0.0,False,
ANF,2024-10-08 04:00:00+00:00,GAP_UP,0.0246278852376501,0.0246278852376501,2-5%,6.178571428571426,142.495,139.07,72.87,BEARISH,144.01,139.725,142.33,0.010632,0.019439,0.2452,0.4483,40.0,10.0,FIRST_HOUR,FIRST_30MIN,0.001158,1,False,,False,
ANF,2024-11-06 05:00:00+00:00,GAP_UP,0.0548642945499526,0.0548642945499526,5-8%,5.768928571428573,144.97,137.43,73.48,NEUTRAL,144.97,134.12,135.34,0.0,0.074843,0.0,1.8808,0.0,135.0,AT_OPEN,MID_SESSION,0.066428,1,False,,False,
ANF,2024-11-11 05:00:00+00:00,GAP_UP,0.0224707394158301,0.0224707394158301,2-5%,5.921071428571429,147.2,143.965,49.33,BEARISH,147.45,140.06,140.12,0.001698,0.048505,0.0422,1.2059,10.0,280.0,FIRST_30MIN,MID_SESSION,0.048098,1,True,30.0,False,
ANF,2024-11-14 05:00:00+00:00,GAP_UP,0.0277112676056338,0.0277112676056338,2-5%,5.787499999999999,145.935,142.0,19.45,BEARISH,148.42,143.945,144.735,0.017028,0.013636,0.4294,0.3438,35.0,10.0,FIRST_HOUR,FIRST_30MIN,0.008223,1,False,,False,
ANF,2024-11-22 05:00:00+00:00,GAP_UP,0.0580237321655599,0.0580237321655599,5-8%,6.397499999999994,149.795,141.58,63.7,BULLISH,154.19,148.0,152.07,0.02934,0.011983,0.687,0.2806,0.0,30.0,AT_OPEN,FIRST_30MIN,-0.015187,0,True,0.0,False,
ANF,2024-11-25 05:00:00+00:00,GAP_UP,0.0518840007891103,0.0518840007891103,5-8%,6.824642857142853,159.96,152.07,23.96,NEUTRAL,161.54,155.58,157.06,0.009877,0.027382,0.2315,0.6418,0.0,20.0,AT_OPEN,FIRST_30MIN,0.01813,1,False,,False,
ANF,2025-02-26 05:00:00+00:00,GAP_UP,0.0244277078584877,0.0244277078584877,2-5%,4.2389285714285725,103.375,100.91,51.01,BULLISH,105.84,103.0,104.05,0.023845,0.003628,0.5815,0.0885,45.0,275.0,FIRST_HOUR,MID_SESSION,-0.00653,0,True,15.0,False,
ANF,2025-02-28 05:00:00+00:00,GAP_UP,0.0207100591715975,0.0207100591715975,2-5%,4.241785714285714,103.5,101.4,-31.05,NEUTRAL,104.21,100.205,102.95,0.00686,0.031836,0.1674,0.7768,55.0,280.0,FIRST_HOUR,MID_SESSION,0.005314,1,False,,False,
ANF,2025-03-03 05:00:00+00:00,GAP_UP,0.0212238950947061,0.0212238950947061,2-5%,4.593928571428572,105.135,102.95,100.0,NEUTRAL,105.47,95.66,96.64,0.003186,0.090122,0.0729,2.0625,0.0,370.0,AT_OPEN,LAST_HOUR,0.080801,1,False,,False,
ANF,2025-03-24 04:00:00+00:00,GAP_UP,0.0220541902961562,0.0220541902961562,2-5%,5.297500000000001,81.1,79.35,-5.06,BULLISH,82.03,78.09,79.29,0.011467,0.037115,0.1756,0.5682,0.0,245.0,AT_OPEN,MID_SESSION,0.022318,1,False,,True,130.0
ANF,2025-05-12 04:00:00+00:00,GAP_UP,0.1086748633879781,0.1086748633879781,8-12%,3.021071428571427,81.155,73.2,100.0,NEUTRAL,81.155,75.93,78.13,0.0,0.064383,0.0,1.7295,0.0,140.0,AT_OPEN,MID_SESSION,0.037274,1,False,,False,
ANF,2025-05-22 04:00:00+00:00,GAP_UP,0.020311209033324,0.020311209033324,2-5%,3.273928571428571,74.095,72.62,50.95,NEUTRAL,78.205,74.095,76.69,0.055469,0.0,1.2554,0.0,100.0,0.0,FIRST_2HR,AT_OPEN,-0.035023,0,False,,False,
ANF,2025-05-27 04:00:00+00:00,GAP_UP,0.0213027447767308,0.0213027447767308,2-5%,3.4792857142857128,74.79,73.23,60.37,BULLISH,77.11,73.975,77.09,0.03102,0.010897,0.6668,0.2342,330.0,20.0,LAST_HOUR,FIRST_30MIN,-0.030753,0,True,65.0,False,
ANF,2025-05-28 04:00:00+00:00,GAP_UP,0.3535478012712413,0.3535478012712413,12%+,5.302857142857141,104.345,77.09,72.74,BEARISH,104.52,87.26,88.48,0.001677,0.163736,0.033,3.2218,0.0,360.0,AT_OPEN,LAST_HOUR,0.152044,1,True,0.0,False,
ANF,2025-09-18 04:00:00+00:00,GAP_UP,0.0252986647926916,0.0252986647926916,2-5%,3.438571428571431,87.54,85.38,80.71,MAX_BULLISH,89.915,87.49,89.915,0.02713,0.000571,0.6907,0.0145,385.0,25.0,LAST_HOUR,FIRST_30MIN,-0.02713,0,True,225.0,False,
ANF,2025-10-13 04:00:00+00:00,GAP_UP,0.0210619589666689,0.0210619589666689,2-5%,2.717857142857144,74.9,73.355,38.55,BULLISH,75.51,72.86,72.875,0.008144,0.027236,0.2244,0.7506,30.0,385.0,FIRST_30MIN,LAST_HOUR,0.027036,1,False,,True,95.0
ANF,2025-11-25 05:00:00+00:00,GAP_UP,0.1942117288651942,0.1942117288651942,12%+,3.917857142857141,78.4,65.65,82.28,MAX_BULLISH,90.55,76.4,90.3,0.154974,0.02551,3.1012,0.5105,380.0,15.0,LAST_HOUR,FIRST_30MIN,-0.151786,0,True,30.0,True,15.0
ANF,2026-01-21 05:00:00+00:00,GAP_UP,0.0243417784401389,0.0243417784401389,2-5%,6.811785714285714,103.1,100.65,77.44,BEARISH,103.37,98.17,99.045,0.002619,0.047818,0.0396,0.7237,0.0,245.0,AT_OPEN,MID_SESSION,0.039331,1,True,90.0,False,
ANF,2026-02-06 05:00:00+00:00,GAP_UP,0.0253484144617249,0.0253484144617249,2-5%,4.115,101.53,99.02,49.48,NEUTRAL,101.53,97.325,97.55,0.0,0.041416,0.0,1.0219,0.0,385.0,AT_OPEN,LAST_HOUR,0.0392,1,False,,False,
ANF,2026-02-17 05:00:00+00:00,GAP_UP,0.0309800575877146,0.0309800575877146,2-5%,4.343928571428571,96.675,93.77,-12.21,NEUTRAL,96.675,92.125,94.08,0.0,0.047065,0.0,1.0474,0.0,70.0,AT_OPEN,FIRST_2HR,0.026843,1,False,,False,
ANF,2026-02-24 05:00:00+00:00,GAP_UP,0.0204665730640457,0.0204665730640457,2-5%,4.624642857142857,94.485,92.59,98.13,MAX_BULLISH,97.16,94.485,94.97,0.028311,0.0,0.5784,0.0,250.0,0.0,MID_SESSION,AT_OPEN,-0.005133,0,True,80.0,False,
ANF,2026-02-26 05:00:00+00:00,GAP_UP,0.0437408873151427,0.0437408873151427,2-5%,4.259642857142857,100.22,96.02,48.56,NEUTRAL,101.755,98.17,99.05,0.015316,0.020455,0.3604,0.4813,80.0,185.0,FIRST_2HR,MID_SESSION,0.011674,1,False,,False,
ANF,2024-02-13,GAP_DN,-0.03976,0.03976,2-5%,3.7064,110.37,114.94,-100.0,BULLISH,117.36,110.37,116.83,0.063332,0.0,1.8859,0.0,375.0,0.0,LAST_HOUR,AT_OPEN,0.05853,1,True,5.0,False,
ANF,2024-04-02,GAP_DN,-0.03602,0.03602,2-5%,5.6439,127.12,131.87,-41.51,BEARISH,131.41,124.08,131.4,0.033748,0.023914,0.7601,0.5386,380.0,25.0,LAST_HOUR,FIRST_30MIN,0.033669,1,True,25.0,True,345.0
ANF,2024-06-04,GAP_DN,-0.021873,0.021873,2-5%,8.5132,171.045,174.87,-23.19,NEUTRAL,171.045,167.19,169.73,0.0,0.022538,0.0,0.4528,0.0,15.0,AT_OPEN,FIRST_30MIN,-0.007688,0,False,,False,
ANF,2024-07-17,GAP_DN,-0.042671,0.042671,2-5%,7.3546,162.88,170.14,-83.4,MAX_BEARISH,167.07,155.48,155.935,0.025724,0.045432,0.5697,1.0062,20.0,385.0,FIRST_30MIN,LAST_HOUR,-0.042639,0,True,160.0,True,20.0
ANF,2024-08-02,GAP_DN,-0.041968,0.041968,2-5%,7.4054,136.28,142.25,9.67,BEARISH,136.28,130.84,132.17,0.0,0.039918,0.0,0.7346,0.0,95.0,AT_OPEN,FIRST_2HR,-0.030158,0,True,35.0,False,
ANF,2024-08-05,GAP_DN,-0.059847,0.059847,5-8%,8.0939,124.26,132.17,6.79,BEARISH,136.56,121.41,134.475,0.098986,0.022936,1.5197,0.3521,255.0,0.0,MID_SESSION,AT_OPEN,0.082207,1,False,,True,15.0
ANF,2024-10-22,GAP_DN,-0.021323,0.021323,2-5%,6.5193,156.51,159.92,-18.48,BULLISH,159.66,154.82,154.86,0.020127,0.010798,0.4832,0.2592,40.0,385.0,FIRST_HOUR,LAST_HOUR,-0.010542,0,True,60.0,False,
ANF,2025-01-13,GAP_DN,-0.087079,0.087079,8-12%,8.9682,147.035,161.06,-100.0,MAX_BEARISH,147.035,128.4,135.93,0.0,0.126739,0.0,2.0779,0.0,90.0,AT_OPEN,FIRST_2HR,-0.075526,0,True,0.0,False,
ANF,2025-01-27,GAP_DN,-0.03493,0.03493,2-5%,8.6507,119.08,123.39,-65.28,BULLISH,121.28,117.99,119.545,0.018475,0.009154,0.2543,0.126,25.0,320.0,FIRST_30MIN,LAST_HOUR,0.003905,1,False,,False,
ANF,2025-02-03,GAP_DN,-0.038381,0.038381,2-5%,5.4421,115.0,119.59,19.54,BULLISH,116.73,112.76,115.52,0.015043,0.019478,0.3179,0.4116,325.0,40.0,LAST_HOUR,FIRST_HOUR,0.004522,1,False,,False,
ANF,2025-02-12,GAP_DN,-0.020753,0.020753,2-5%,4.2296,107.11,109.38,-7.66,NEUTRAL,109.14,106.205,108.84,0.018952,0.008449,0.48,0.214,380.0,30.0,LAST_HOUR,FIRST_30MIN,0.016152,1,False,,False,
ANF,2025-03-04,GAP_DN,-0.02142,0.02142,2-5%,4.6157,94.57,96.64,-84.86,MAX_BEARISH,98.08,92.54,96.19,0.037115,0.021466,0.7604,0.4398,330.0,50.0,LAST_HOUR,FIRST_HOUR,0.01713,1,False,,True,220.0
ANF,2025-03-05,GAP_DN,-0.125377,0.125377,12%+,5.5596,84.13,96.19,-32.35,BEARISH,87.66,79.8,87.42,0.041959,0.051468,0.6349,0.7788,385.0,20.0,LAST_HOUR,FIRST_30MIN,0.039106,1,True,5.0,True,380.0
ANF,2025-03-21,GAP_DN,-0.024888,0.024888,2-5%,5.4118,80.32,82.37,-69.4,BEARISH,80.5,78.45,79.35,0.002241,0.023282,0.0333,0.3455,205.0,5.0,MID_SESSION,AT_OPEN,-0.012077,0,False,,False,
ANF,2025-05-14,GAP_DN,-0.024423,0.024423,2-5%,2.9596,79.49,81.48,-41.42,BULLISH,82.03,79.455,80.32,0.031954,0.00044,0.8582,0.0118,160.0,0.0,MID_SESSION,AT_OPEN,0.010442,1,True,50.0,False,
ANF,2025-05-19,GAP_DN,-0.024495,0.024495,2-5%,2.8261,77.26,79.2,-100.0,NEUTRAL,79.81,77.26,78.055,0.033005,0.0,0.9023,0.0,170.0,0.0,MID_SESSION,AT_OPEN,0.01029,1,False,,False,
ANF,2025-05-23,GAP_DN,-0.03475,0.03475,2-5%,3.3754,74.025,76.69,-5.57,BULLISH,75.22,73.12,73.23,0.016143,0.012226,0.354,0.2681,35.0,385.0,FIRST_HOUR,LAST_HOUR,-0.01074,0,False,,False,
ANF,2025-08-01,GAP_DN,-0.033385,0.033385,2-5%,3.8425,92.795,96.0,-83.38,NEUTRAL,93.115,89.85,90.45,0.003448,0.031737,0.0833,0.7664,165.0,360.0,MID_SESSION,LAST_HOUR,-0.025271,0,False,,False,
ANF,2025-10-06,GAP_DN,-0.043996,0.043996,2-5%,3.0489,80.725,84.44,-100.0,MAX_BEARISH,80.725,77.51,77.89,0.0,0.039827,0.0,1.0545,0.0,60.0,AT_OPEN,FIRST_HOUR,-0.035119,0,True,15.0,False,
ANF,2025-11-05,GAP_DN,-0.023605,0.023605,2-5%,2.5175,67.01,68.63,51.48,BULLISH,71.43,67.01,70.39,0.06596,0.0,1.7557,0.0,160.0,0.0,MID_SESSION,AT_OPEN,0.05044,1,True,15.0,False,
ANF,2025-11-24,GAP_DN,-0.023692,0.023692,2-5%,2.455,68.2,69.855,-18.58,BULLISH,68.69,65.47,65.65,0.007185,0.040029,0.1996,1.112,5.0,165.0,AT_OPEN,MID_SESSION,-0.03739,0,False,,True,30.0
ANF,2026-01-12,GAP_DN,-0.175234,0.175234,12%+,6.0482,103.005,124.89,-100.0,MAX_BEARISH,106.1,98.81,102.72,0.030047,0.040726,0.5117,0.6936,160.0,5.0,MID_SESSION,AT_OPEN,-0.002767,0,True,0.0,True,150.0
ANF,2026-02-05,GAP_DN,-0.022432,0.022432,2-5%,4.1475,103.065,105.43,-28.8,BEARISH,103.3,98.07,99.02,0.00228,0.048465,0.0567,1.2043,10.0,230.0,FIRST_30MIN,MID_SESSION,-0.039247,0,True,45.0,False,
ANF,2026-02-23,GAP_DN,-0.028222,0.028222,2-5%,4.585,93.66,96.38,-75.66,NEUTRAL,94.05,89.98,92.59,0.004164,0.039291,0.0851,0.8026,0.0,45.0,AT_OPEN,FIRST_HOUR,-0.011424,0,False,,False,
ANF,2026-02-27,GAP_DN,-0.021201,0.021201,2-5%,4.1875,96.95,99.05,-100.0,MAX_BEARISH,99.17,95.975,97.79,0.022898,0.010057,0.5301,0.2328,65.0,280.0,FIRST_2HR,MID_SESSION,0.008664,1,False,,True,30.0
ANF,2026-03-02,GAP_DN,-0.037018,0.037018,2-5%,4.0618,94.17,97.79,9.66,BULLISH,98.3,94.17,97.79,0.043857,0.0,1.0168,0.0,335.0,0.0,LAST_HOUR,AT_OPEN,0.038441,1,True,15.0,False,
ANF,2026-03-03,GAP_DN,-0.023213,0.023213,2-5%,4.2918,95.52,97.79,-28.58,BEARISH,99.73,92.58,99.25,0.044075,0.030779,0.9809,0.685,330.0,50.0,LAST_HOUR,FIRST_HOUR,0.039049,1,True,35.0,True,200.0
