direction,tod_bucket,n_break_events,pct_new_extreme_after_break,pct_close_ge_1atr_after_break,pct_structural_failure,median_minutes_break_to_new_extreme,confidence
long,morning,1245,0.9365461847389558,1.0,0.06345381526104418,65.0,RELIABLE
long,midday,1495,0.6842809364548496,1.0,0.3157190635451505,90.0,RELIABLE
long,afternoon,849,0.38869257950530034,1.0,0.6024096385542169,50.0,RELIABLE
short,morning,1094,0.9378427787934186,0.9990859232175503,0.062157221206581355,55.0,RELIABLE
short,midday,1534,0.7314211212516297,1.0,0.2685788787483703,95.0,RELIABLE
short,afternoon,838,0.39498806682577564,0.998766954377312,0.591861898890259,50.0,RELIABLE
combined,morning,2339,0.937152629328773,0.9995724668661822,0.06284737067122702,60.0,RELIABLE
combined,midday,3029,0.7081545064377682,1.0,0.2918454935622318,95.0,RELIABLE
combined,afternoon,1687,0.3918197984588026,0.9993906154783668,0.5971968312004875,50.0,RELIABLE
