ticker,session_date,direction,atr14_prev,session_open,session_close,close_from_open_atr,early_expansion_atr,early_expansion_bucket,expansion_peak_time,trend_confirm_time,cloud_pullback,pullback_time,minutes_peak_to_pullback,ema21_break,ema21_break_time,tod_bucket,new_extreme_after_break,structural_failure,close_ge_1atr_after_break,favorable_close_after_break,return_break_to_extreme,return_break_to_close,minutes_break_to_new_extreme,minutes_break_to_close,exclude_reason
AA,2024-02-05,short,1.4010714285714283,28.51,26.85,1.1848075452459856,0.6602090237063478,0.60-0.70,2024-02-05 08:55:00-06:00,2024-02-05 08:55:00-06:00,True,2024-02-05 10:05:00-06:00,70.0,True,2024-02-05 11:35:00-06:00,midday,True,False,True,True,0.012005910602142567,0.008127077946065714,180.0,200.0,
AA,2024-03-20,long,1.374642857142857,29.62,31.34,1.2512340867757852,0.5237724084177701,0.50-0.60,2024-03-20 08:55:00-05:00,2024-03-20 08:55:00-05:00,True,2024-03-20 09:45:00-05:00,50.0,True,2024-03-20 10:35:00-05:00,midday,True,False,True,True,0.04524590163934423,0.027540983606557372,145.0,260.0,
AA,2024-03-27,long,1.306785714285714,31.68,33.23,1.1861164252527994,0.48209893413501165,<0.50,2024-03-27 08:55:00-05:00,2024-03-27 08:55:00-05:00,True,2024-03-27 09:00:00-05:00,5.0,True,2024-03-27 13:00:00-05:00,afternoon,True,False,True,True,0.014346764346764313,0.014346764346764313,25.0,115.0,
AA,2024-04-02,long,1.2728571428571431,34.04,35.635,1.2530864197530853,0.7149270482603843,0.70-0.80,2024-04-02 08:55:00-05:00,2024-04-02 08:55:00-05:00,True,2024-04-02 09:45:00-05:00,50.0,True,2024-04-02 10:05:00-05:00,midday,True,False,True,True,0.025107604017216643,0.022525107604017117,30.0,290.0,
AA,2024-04-03,long,1.311071428571429,35.86,37.18,1.006810133478616,0.8084990465813144,0.80-1.00,2024-04-03 08:35:00-05:00,2024-04-03 08:35:00-05:00,False,,,False,,,False,,,,,,,,
AA,2024-05-13,long,1.432142857142857,37.81,40.17,1.6478802992518702,1.410473815461344,1.00+,2024-05-13 08:55:00-05:00,2024-05-13 08:55:00-05:00,True,2024-05-13 09:15:00-05:00,20.0,True,2024-05-13 11:35:00-05:00,midday,True,False,True,True,0.011800150640220912,0.008536279186542893,100.0,200.0,
AA,2024-05-21,long,1.423928571428571,42.38,44.035,1.16227740155505,0.9375470278404825,0.80-1.00,2024-05-21 08:55:00-05:00,2024-05-21 08:55:00-05:00,True,2024-05-21 09:20:00-05:00,25.0,True,2024-05-21 11:00:00-05:00,midday,False,True,True,True,0.01057779799818008,0.0017060964513192843,,235.0,
AA,2024-06-12,short,1.6560714285714293,41.93,39.72,1.334483502264395,0.6310114298037531,0.60-0.70,2024-06-12 09:00:00-05:00,2024-06-12 09:00:00-05:00,True,2024-06-12 09:10:00-05:00,10.0,True,2024-06-12 11:35:00-05:00,midday,True,False,True,True,0.027543150936467132,0.027543150936467132,100.0,200.0,
AA,2024-07-09,short,1.3157142857142854,41.7,40.325,1.0450597176981544,0.12160694896851533,<0.50,2024-07-09 09:00:00-05:00,2024-07-09 09:00:00-05:00,True,2024-07-09 09:35:00-05:00,35.0,True,2024-07-09 11:05:00-05:00,midday,True,False,True,True,0.023500908540278594,0.02301635372501504,105.0,230.0,
AA,2024-07-10,short,1.389642857142857,40.655,38.485,1.5615523001799039,0.9426882549473161,0.80-1.00,2024-07-10 08:55:00-05:00,2024-07-10 08:55:00-05:00,True,2024-07-10 10:25:00-05:00,90.0,True,2024-07-10 11:05:00-05:00,midday,False,True,True,True,0.01463414634146342,0.01193838254172024,,230.0,
