date,gap_pct,open,close,day0_return,day1_fwd_return,day2_fwd_return,day3_fwd_return,day4_fwd_return,day5_fwd_return,day10_fwd_return,day15_fwd_return,day20_fwd_return
2024-08-05,-11.467674582028275,37.52000045776367,43.779998779296875,16.684430290932685,-2.969390756756493,-16.925536898178777,-6.327091217447858,-6.555502539762426,-9.250797967074753,-6.144355188929466,-1.7816327113872117,-10.666967334758603
2025-01-27,-11.518827205938184,102.23999786376953,83.16000366210938,-18.661966549611474,7.780174731108809,8.742179320488502,16.48628965936351,21.95766438518789,17.989416096296974,24.2063448376084,12.157278181510591,-6.517563203053813
2025-02-03,-12.344702099294668,88.9000015258789,98.12000274658203,10.371204794658153,3.67916888432549,8.611900439980918,6.5124329502437055,3.230735915420404,5.269056282334243,-4.942933110226164,-20.770489515220106,-29.035879225101734
