ticker,date,overnight_gap,volume_ratio,days_since_ath,range_60d,price_in_range,rs_vs_spy_20d,pre_drift_5d,consecutive_beat_streak,day_of_return,fwd_return_0d,fwd_return_1d,fwd_return_3d,fwd_return_5d,fwd_return_10d,cond_distribution,cond_range_compressed,cond_rs_weak,cond_front_run,cond_beat_fatigue,ceiling_score,regime,day_of_fade,fwd_5d_fade
UNH,2025-04-08 04:00:00+00:00,0.10592348435773354,2.5675133931486,100,0.3322690992018245,0.7942347288949897,0.24693464176983138,0.059430734234320326,1,-0.045197302116443155,-0.045197302116443155,-0.002833983685212627,0.0322419481269003,0.005797176353033412,-0.2636810777751937,1,0,0,1,0,2,MODERATE_CEILING,1,0
PANW,2025-04-08 04:00:00+00:00,0.034739535494029763,1.5444611758777367,743,0.44530003468609086,0.13195201744820065,-0.0402207013048167,-0.1088923921293864,1,-0.03230510731382556,-0.03230510731382556,0.09634467235202734,0.06698792125035664,0.09995878641853968,0.06705132676029539,1,0,1,0,0,2,MODERATE_CEILING,1,0
SNOW,2025-04-08 04:00:00+00:00,0.05383852258852265,2.1068080686321027,1084,0.6136136552872606,0.18210190650654748,-0.0024880502667417037,-0.10718823136074895,1,-0.03312936746442658,-0.03312936746442658,0.0957674064955284,0.04971215467612882,0.061732865056663935,0.06730873673920118,1,0,1,0,0,2,MODERATE_CEILING,1,0
AMD,2025-03-24 04:00:00+00:00,0.03072441980644551,1.6121576428183324,260,0.3897857971932047,0.5173253925284242,0.09202338788543274,0.08866688972802428,1,0.03810391978122144,0.03810391978122144,0.047082953509571486,-0.027803099361896053,-0.06449407474931634,-0.23983591613491342,1,0,0,1,0,2,MODERATE_CEILING,0,1
TSLA,2025-03-12 04:00:00+00:00,0.07286922576447617,1.5624832271316484,1138,1.2388504377320437,0.11090350747373104,-0.16810700382815003,-0.1114512837039423,1,0.0032140691328078268,0.0032140691328078268,-0.02696583788154432,-0.03836668688093787,-0.04701839498686071,0.09953507176066316,1,0,1,0,0,2,MODERATE_CEILING,0,1
AVGO,2025-03-07 05:00:00+00:00,0.04581939799331103,2.106644702554809,179,0.4831546707503829,0.3076923076923078,-0.10650254304386908,-0.02162243515777862,1,0.039441424155207364,0.039441424155207364,-0.016096364993071155,0.034537895746722044,0.04199978680311265,0.020839995736062236,1,0,1,0,0,2,MODERATE_CEILING,0,0
TSLA,2025-03-03 05:00:00+00:00,0.02494288539571043,1.7022841442493224,1131,0.7850095015348634,0.05199944136678933,-0.2665559029381249,-0.13893549801218386,1,-0.05248099539231824,-0.05248099539231824,-0.09566345626029242,-0.12357569406324329,-0.26114077548779874,-0.2086764143253987,1,0,1,0,0,2,MODERATE_CEILING,1,1
NVDA,2025-02-27 05:00:00+00:00,0.026420832541341907,1.618639164991923,181,0.3545076528355303,0.1800598951834291,-0.0004245250685712687,-0.14165893354272252,1,-0.10929629629629627,-0.10929629629629627,-0.07411111111111107,-0.1413333333333333,-0.18103703703703702,-0.1426666666666667,1,0,1,0,0,2,MODERATE_CEILING,1,1
SNOW,2025-02-27 05:00:00+00:00,0.1245560170971043,2.326218960603168,1056,0.2649804177545692,0.5030176130065283,-0.022683673671680116,-0.061614960544805975,1,-0.07055674518201288,-0.07055674518201288,-0.05163276231263388,-0.0703961456102784,-0.16418629550321207,-0.19791220556745182,1,0,1,0,0,2,MODERATE_CEILING,1,1
PLTR,2025-02-04 05:00:00+00:00,0.22514898688915375,3.1081369308698594,0,1.0710964742347928,0.9442937240007235,0.2834317476545736,0.29439630991709764,6,0.01011771573110217,0.01011771573110217,-0.013717287673898343,0.07841229691604229,0.09572915653273653,0.09032979861854262,0,0,0,1,1,2,MODERATE_CEILING,0,0
TSLA,2025-01-30 05:00:00+00:00,0.05771955586469838,2.0349455281964097,1110,1.0441087233998032,0.6461652538127017,-0.06940261415962856,-0.029043528897947257,1,-0.025342507459051266,-0.025342507459051266,-0.014357912683431728,-0.044778664068684144,-0.0894842598794374,-0.13297205139134136,1,0,1,0,0,2,MODERATE_CEILING,1,1
NVDA,2025-01-28 05:00:00+00:00,0.027845751413382813,3.4853847117194214,160,0.3168759676586959,0.3406623235613464,-0.0848842782780529,-0.08522122008380084,1,0.05746654626056974,0.05746654626056974,0.01592644282078645,-0.014571874230358802,-0.026106231015516023,0.09046876282735415,1,0,1,0,0,2,MODERATE_CEILING,0,1
NVDA,2025-01-22 05:00:00+00:00,0.02808749378595259,1.5299171933913318,156,0.20655686027267708,0.7684090041968716,0.0906337905525163,0.1157231749886174,1,0.015646047041757434,0.015646047041757434,0.016889441508652105,-0.18136289849065715,-0.14516630400994707,-0.13684246882879142,1,0,0,1,0,2,MODERATE_CEILING,0,1
TSLA,2024-12-17 05:00:00+00:00,0.026516378398220665,1.750058034503363,1082,1.2806637126425946,0.9854240282685514,0.38947600270120675,0.19665835411471333,1,0.009402806117082874,0.009402806117082874,-0.07341340793874498,-0.11413786575232965,-0.027598392898462325,-0.20172910662824203,1,0,0,1,0,2,MODERATE_CEILING,0,1
AVGO,2024-12-16 05:00:00+00:00,0.030022683805541964,2.9984292555169616,125,0.5981848184818481,0.9806896551724139,0.4810909186393637,0.39690433616450593,1,0.07949736592106398,0.07949736592106398,0.03631574401934535,-0.057258830641678984,-0.01476811469038784,0.0020295362293807706,1,0,0,1,0,2,MODERATE_CEILING,0,1
AVGO,2024-12-13 05:00:00+00:00,0.18217236329474162,4.41824715410827,124,0.45024117796395025,0.9482661404003385,0.3009256356968071,0.25232551662674774,1,0.05100037397157828,0.05100037397157828,0.1686144353029171,0.043030104712041946,0.03459237097980556,0.10073859386686618,1,0,0,1,0,2,MODERATE_CEILING,0,0
UBER,2024-12-12 05:00:00+00:00,0.032347655611828084,1.5153986665558974,42,0.4430988719309886,0.04230625233994743,-0.14902080313321298,-0.058850574712643766,3,-0.02816901408450706,-0.02816901408450706,-0.05159044152555781,-0.034182623832884895,-0.04652634910587115,-0.03196708339927198,0,0,1,0,1,2,MODERATE_CEILING,1,1
GOOG,2024-12-10 05:00:00+00:00,0.04178430265386791,2.0452721507366216,717,0.17905299466917537,0.9485113835376533,0.01811621237148997,0.07845744680851063,1,0.011002710027100277,0.011002710027100277,0.06617886178861793,0.03701897018970197,0.06845528455284551,0.07046070460704607,1,0,0,1,0,2,MODERATE_CEILING,0,0
CRM,2024-12-04 05:00:00+00:00,0.10622136484205452,2.498692919867962,0,0.5233895784712613,0.9937258306368872,0.18341631687156834,0.07260273972602738,3,0.0027520435967302204,0.0027520435967302204,-0.015831062670299732,-0.04190735694822887,-0.032942779291553065,-0.08209809264305176,0,0,0,1,1,2,MODERATE_CEILING,0,1
SNOW,2024-12-04 05:00:00+00:00,0.023409090909090935,1.8512169773599763,1000,0.7161491824361564,0.9969214982042075,0.5476365002095933,0.08977279364523105,1,0.03586497890295363,0.03586497890295363,0.015989340439706838,0.0044970019986675675,-0.04491450144348214,-0.0975460803908505,1,0,0,1,0,2,MODERATE_CEILING,0,1
SNOW,2024-11-22 05:00:00+00:00,0.023923444976076524,1.8166136126101762,993,0.6643356643356644,0.8449824561403511,0.4144759762836656,0.3299579064411089,1,-0.045731707317073045,-0.045731707317073045,-0.02171187599726466,-0.010371552313653939,-0.01846364258035093,0.03105767038978811,1,0,0,1,0,2,MODERATE_CEILING,1,1
SNOW,2024-11-21 05:00:00+00:00,0.25185816042118303,6.032657341937249,992,0.6275058275058276,0.952897473997028,0.466636860582911,0.3257523013846986,1,0.0599294947121034,0.0599294947121034,0.03565464778279433,0.05887810006803148,0.081266621312388,0.13562990908528672,1,0,0,1,0,2,MODERATE_CEILING,0,0
TSLA,2024-11-11 05:00:00+00:00,0.07843076204561375,1.9632527988001942,1057,0.7697926949654492,0.9471338804821748,0.573628464673035,0.4421596476061094,1,0.011404154576819219,0.011404154576819219,-0.051463051982734945,-0.10187230234001711,-0.022100962857101697,-0.022505160740837023,1,0,0,1,0,2,MODERATE_CEILING,0,1
TSLA,2024-11-06 05:00:00+00:00,0.13237750556792882,2.1245381483027543,1054,0.45653923541247476,0.9889819303658,0.17308852709767386,0.12020807857295357,1,0.013469136886469328,0.013469136886469328,0.04314689612784254,0.23036263060848175,0.1600316094477127,0.2014048643427868,1,0,0,1,0,2,MODERATE_CEILING,0,0
PLTR,2024-11-05 05:00:00+00:00,0.15319662243667054,3.2103531296367676,0,0.7591676616066859,0.9815771736688383,0.22815196463295107,0.1379003558718861,5,0.0702928870292887,0.0702928870292887,0.16108786610878667,0.22259414225941426,0.25271966527196665,0.31736401673640174,0,0,0,1,1,2,MODERATE_CEILING,0,0
AMZN,2024-11-01 04:00:00+00:00,0.06836000429599393,2.9983839302379107,741,0.20682597965448754,0.9234575087310828,0.06429340104666637,0.05328719723183406,1,-0.005478763508419075,-0.005478763508419075,-0.015883387785875832,0.040764011058054855,0.046845941191254195,0.018170394571500423,1,0,0,1,0,2,MODERATE_CEILING,1,0
GOOG,2024-10-30 04:00:00+00:00,0.06768852746738427,3.5511139832594782,689,0.23964377277020651,0.788288288288288,0.03360743085564599,0.07111597374179435,1,-0.0344109589041096,-0.0344109589041096,-0.053917808219178104,-0.06449315068493157,-0.023013698630136924,-0.010849315068493095,1,0,0,1,0,2,MODERATE_CEILING,1,1
TSLA,2024-10-24 04:00:00+00:00,0.1445915598390568,3.232452577310387,1045,0.4545354650843361,0.9485071920705912,0.012668388098463934,0.17928286852589648,1,0.06472644035234731,0.06472644035234731,0.10020642154959232,0.060720636023626026,0.02115309938891039,0.21404484048314895,1,0,0,1,0,2,MODERATE_CEILING,0,0
AVGO,2024-10-17 04:00:00+00:00,0.02601809954751128,1.6311729968517739,84,0.448822569363488,0.9152380952380955,0.06498963788389522,-0.02227189486157488,3,0.0006890848952590959,0.0006890848952590959,-0.008324145534729986,-0.011245865490628401,-0.055512679162072726,-0.06394707828004406,1,0,0,0,1,2,MODERATE_CEILING,0,1
AMD,2024-10-04 04:00:00+00:00,0.022087244616234087,1.6782896055666745,145,0.5324781771238885,0.7520203186331104,0.2111920588370051,0.03961058716154553,2,0.025631790623686958,0.025631790623686958,0.02617203913800339,0.02629209436340714,0.007683534425835891,-0.06392940752746266,1,0,0,1,0,2,MODERATE_CEILING,0,0
CRM,2024-09-19 04:00:00+00:00,0.02829123328380381,2.068871341832795,138,0.16992985928826546,0.8526209166877693,0.00034041058188361006,0.04975340303807463,1,0.025220122150935463,0.025220122150935463,0.027840394582201503,0.04232895979037826,0.06348380633104068,0.08255784829393296,1,0,0,1,0,2,MODERATE_CEILING,0,0
PLTR,2024-09-09 04:00:00+00:00,0.07827949901120644,5.039333381524018,906,0.6314675446848542,0.9929236499068902,0.12686218394872273,0.09879288437102929,1,0.05731315910132966,0.05731315910132966,0.061592541647562074,0.06770594528503733,0.10988843038361604,0.15940699984716478,1,0,0,1,0,2,MODERATE_CEILING,0,0
CRM,2024-08-29 04:00:00+00:00,0.046468042352577614,3.3530164961867746,124,0.19355546775538876,0.6604672261283745,-0.012480207829069112,-0.0073796460860828805,1,-0.05130998319824221,-0.05130998319824221,-0.06611768615793652,-0.08520891416332792,-0.09927807832203991,-0.06002474104983289,1,0,1,0,0,2,MODERATE_CEILING,1,1
LLY,2024-08-09 04:00:00+00:00,0.02385234264079504,1.867430638561608,18,0.2899218901383795,0.664093109011293,-0.011349618762405922,0.10887718077439246,1,0.031223999260423387,0.031223999260423387,0.021759730054543822,0.07622839049644083,0.06449339003420536,0.10087131367292221,0,0,1,1,0,2,MODERATE_CEILING,0,0
PLTR,2024-08-08 04:00:00+00:00,0.026565464895635646,1.8288435529649314,885,0.4453598255391324,0.9406964091403701,0.10572012177705614,0.12313003452243954,1,0.0824399260628466,0.0824399260628466,0.10979667282809608,0.12310536044362286,0.15415896487985206,0.18040665434380773,1,0,0,1,0,2,MODERATE_CEILING,0,0
META,2024-08-01 04:00:00+00:00,0.09809005818365792,2.5423590731065735,16,0.22561884542415753,0.5491766354672408,-0.009691191611321481,0.09714260516800421,1,-0.04467353951890031,-0.04467353951890031,-0.06302674269039525,-0.05152719384131002,-0.02259594156155807,0.031407782833227774,0,0,1,1,0,2,MODERATE_CEILING,1,1
AVGO,2024-07-31 04:00:00+00:00,0.05251062051674902,2.503379534713267,29,11.91015625,0.010120414187321354,-0.9056799415815083,0.05998020455295272,1,0.06292595778468862,0.06292595778468862,-0.026665784424005832,-0.058889697611328035,-0.09773043075497904,0.04267848871832209,0,0,1,1,0,2,MODERATE_CEILING,0,1
AMD,2024-07-31 04:00:00+00:00,0.09158702577468872,1.8654097572267643,99,0.39560193812896005,0.19483700772564547,-0.1229617480549603,-0.0010715890628780755,2,-0.041652848709955566,-0.041652848709955566,-0.1207799960204285,-0.10539231942694179,-0.14658088479140427,-0.0669231279432248,1,0,1,0,0,2,MODERATE_CEILING,1,1
UNH,2024-07-16 04:00:00+00:00,0.033318456134903765,2.2170284699612326,152,0.16184922244759978,0.986161879895562,0.06341622058317298,0.11502321187310183,1,0.030647887323943756,0.030647887323943756,0.0767323943661972,0.06172769953051644,0.04147417840375594,0.08304225352112682,1,0,0,1,0,2,MODERATE_CEILING,0,0
PLTR,2024-07-08 04:00:00+00:00,0.024797942689199146,1.5267747673244914,862,0.3765371372356125,0.9640757674722406,0.12646059305626633,0.09395973154362425,1,-0.006632012905538581,-0.006632012905538581,-0.01792435920415845,-0.009141423194120774,0.027603513174404,0.019896038716615872,1,0,0,1,0,2,MODERATE_CEILING,1,0
TSLA,2024-07-02 04:00:00+00:00,0.04224413011382581,2.2396004101194418,965,0.6650462712901949,0.9993502626021983,0.27133802284315656,0.23347030257751222,1,0.05620544690184602,0.05620544690184602,0.12685066715408513,0.15554743191372689,0.2034819959787973,0.13530433193200506,1,0,0,1,0,2,MODERATE_CEILING,0,0
NVDA,2024-06-20 04:00:00+00:00,0.03037676030376764,4.172410938201282,9,9.728465219620578,0.01208687440982059,-0.8923813440596683,0.043901660280970534,1,-0.0641860465116279,-0.0641860465116279,-0.09227191413237922,-0.0976744186046512,-0.11277280858676211,-0.09946332737030415,0,0,1,1,0,2,MODERATE_CEILING,1,1
ADBE,2024-06-14 04:00:00+00:00,0.15478005226480834,3.28011500711814,638,0.23043783765104311,0.9128217945513619,0.061854150853074774,0.12951217939070792,2,-0.009249917495639004,-0.009249917495639004,-0.021752864079958453,-0.013587289613879455,-0.011871198906227823,0.05587666776672481,1,0,0,1,0,2,MODERATE_CEILING,1,1
TSLA,2024-06-13 04:00:00+00:00,0.06184084372003837,1.9136232064023362,953,0.4321414425119731,0.7256895258728439,0.024166127263425263,0.024776672846789083,4,-0.031204355331297305,-0.031204355331297305,-0.0545213119107689,-0.01800557694861248,-0.027858186163856085,0.051600053113796326,1,0,0,0,1,2,MODERATE_CEILING,1,1
AVGO,2024-06-13 04:00:00+00:00,0.14478965960179838,1.7901192662863747,0,0.4470867567714181,0.8982854689527081,0.14569748202147115,0.19886927409395594,5,-0.018513973140713246,-0.018513973140713246,0.014177682714447672,0.053104947578807044,-0.03095012681604079,-0.06447163879051401,0,0,0,1,1,2,MODERATE_CEILING,1,1
SNOW,2024-05-23 04:00:00+00:00,0.027673302143534268,3.080681479545574,866,0.34474158237494795,0.20789790996784568,-0.030217639856058964,-0.06282754233437338,1,-0.07947512497024513,-0.07947512497024513,-0.07081647226850754,-0.1180671268745537,-0.18959771482980234,-0.21929302547012614,1,0,1,0,0,2,MODERATE_CEILING,1,1
UBER,2024-05-06 04:00:00+00:00,0.025629918417442867,1.5491964937211795,40,0.24624259905875207,0.348951911220715,-0.04270679918362774,0.06096113912785528,1,0.007039279177812192,0.007039279177812192,-0.008869491764043298,-0.04364353090243551,-0.07046318456989997,-0.0896804167253274,0,0,1,1,0,2,MODERATE_CEILING,0,1
PLTR,2024-05-06 04:00:00+00:00,0.044149164166309526,3.1602812931821678,820,0.35268076733890813,0.6813110181311018,0.09989615503392302,0.10470974808324218,1,0.035098522167487704,0.035098522167487704,-0.12110016420361246,-0.13197865353037766,-0.14080459770114942,-0.1120689655172414,1,0,0,1,0,2,MODERATE_CEILING,0,1
AAPL,2024-05-03 04:00:00+00:00,0.07809160746260042,3.361270255263474,929,0.1579107752315943,0.7441142416055578,0.09468105123137316,0.08375199479874706,1,-0.01762657380123221,-0.01762657380123221,-0.026948834717385486,-0.021001875167425747,-0.019501741226895335,0.01722475221001877,1,0,0,1,0,2,MODERATE_CEILING,1,1
AMZN,2024-05-01 04:00:00+00:00,0.034538724373576295,3.0238794212437012,613,0.14461538461538462,0.5456821026282859,0.017772350886228194,0.012656077465386995,2,-0.015605647758236202,-0.015605647758236202,0.017257039055404284,0.03867007954201418,0.03459664767566673,0.024082789750364684,1,1,0,0,0,2,MODERATE_CEILING,1,0
LLY,2024-04-30 04:00:00+00:00,0.044902056541320776,2.7235125117880563,0,0.1696675950903202,0.8364427592744192,0.05375691539418559,0.04829270911628902,3,0.013969309064471726,0.013969309064471726,0.008334847973411523,-0.045478150234985554,0.009516267234440372,-0.007997299613117608,0,0,0,1,1,2,MODERATE_CEILING,0,0
TSLA,2024-04-29 04:00:00+00:00,0.1201331510432147,2.842228327685923,921,0.4799611105109648,0.8286443094005554,0.13069385759048147,0.3663756688256832,1,0.0299299511780939,0.0299299511780939,-0.027064317554659278,-0.044151984716620636,-0.018838887709615854,-0.08766716196136706,1,0,0,1,0,2,MODERATE_CEILING,0,1
MSFT,2024-04-26 04:00:00+00:00,0.0328082346164441,1.5300204000126294,9,0.11024920753549991,0.42531556802244125,-0.0047223846963347915,0.017878172843218465,1,-0.014949441063071276,-0.014949441063071276,-0.02490361065981227,-0.04253255413564821,-0.013821867649555005,0.005710613739421466,0,1,1,0,0,2,MODERATE_CEILING,1,1
GOOG,2024-04-26 04:00:00+00:00,0.1141428209673335,2.6726098161375784,560,0.34061716196701375,0.9380787682695532,0.16877926902291418,0.11502890173410418,1,-0.013523495653162085,-0.013523495653162085,-0.046195806579919285,-0.05920790954031488,-0.039718165804875326,-0.032388203875220276,1,0,0,1,0,2,MODERATE_CEILING,1,1
UNH,2024-04-16 04:00:00+00:00,0.06959370022210751,2.5701868997636503,90,0.22049589807048908,0.34130118478486826,-0.017907676974613596,0.020775773924772034,1,-0.01579444153120078,-0.01579444153120078,0.003932878867330886,0.050980597797587845,0.019297325642370192,0.01453592029365497,1,0,1,0,0,2,MODERATE_CEILING,1,0
TSLA,2024-03-18 04:00:00+00:00,0.0396699266503668,1.6281364428681941,892,0.6510526971471285,0.12676999617298124,-0.1576894976622243,-0.022883166535477506,1,0.021753189487918094,0.021753189487918094,0.007378446704685728,0.015756364277735357,0.01499206302545701,-0.02028337938738325,1,0,1,0,0,2,MODERATE_CEILING,0,0
PLTR,2024-03-06 05:00:00+00:00,0.08144416456759031,2.25093475309151,778,0.7065390749601275,0.9458239277652369,0.1635655782505716,0.07040523945968058,1,0.015139751552794914,0.015139751552794914,0.027173913043478232,-0.015527950310559088,-0.02950310559006217,-0.04503105590062112,1,0,0,1,0,2,MODERATE_CEILING,0,1
PANW,2024-02-27 05:00:00+00:00,0.04882560866836256,1.9108494648769698,464,0.46292381025601603,0.45306207182893915,-0.12065705488477341,-0.14077431332932888,1,-0.008787678352074146,-0.008787678352074146,-0.0042206053733976874,-0.04803300891366657,-0.08277426060663337,-0.10340483164824084,1,0,1,0,0,2,MODERATE_CEILING,1,1
PANW,2024-02-26 05:00:00+00:00,0.022452596136806793,1.9181782231408042,463,0.46292381025601603,0.353498027818144,-0.153435844852034,-0.17339777723164307,1,0.04930932284174208,0.04930932284174208,0.09087127580290127,0.07641645146194762,0.03797424476142602,-0.0174532471358997,1,0,1,0,0,2,MODERATE_CEILING,0,0
NVDA,2024-02-23 05:00:00+00:00,0.028932723776535496,1.5448661714267604,662,0.8298713704929686,0.9052067996252176,0.23784177488139657,0.08453145852537713,1,-0.024406242651517997,-0.024406242651517997,-0.02078614834342004,-0.03841631703362661,0.017871508310746347,0.0829589475117266,1,0,0,1,0,2,MODERATE_CEILING,1,0
PANW,2024-02-23 05:00:00+00:00,0.034238136131128014,1.6726536653867807,462,0.46292381025601603,0.18276935852190151,-0.2109143801069967,-0.23115701128126886,1,0.01859205776173277,0.01859205776173277,0.09281588447653422,0.1413357400722021,0.09111913357400725,0.011480144404332154,1,0,1,0,0,2,MODERATE_CEILING,0,0
NVDA,2024-02-22 05:00:00+00:00,0.1130098411192791,1.6085273867115455,661,0.7453402350432098,0.9989269746646795,0.23374619141444097,0.06324469237435015,1,0.04567426128873318,0.04567426128873318,0.049669094637601975,0.04873696685619935,0.053331025207398366,0.23385754424277932,1,0,0,1,0,2,MODERATE_CEILING,0,0
AVGO,2024-02-22 05:00:00+00:00,0.04572427678287594,1.8278605116225568,0,0.4508718516468309,0.984972375690608,-0.005642877693838644,0.03463100450536216,1,0.01673935326466117,0.01673935326466117,0.010105970434287743,0.010417762811743668,0.012319696314224408,0.09517072581368069,0,0,1,1,0,2,MODERATE_CEILING,0,0
ADBE,2024-02-22 05:00:00+00:00,0.03026533226878577,1.7635903815886576,559,0.20677623118238905,0.07582201490830896,-0.15996926188670368,-0.11186631276924741,1,-0.03211563068826941,-0.03211563068826941,-0.002198713212103785,-0.004181159550885883,0.009308486672553866,0.0017842017049038677,1,0,1,0,0,2,MODERATE_CEILING,1,0
PANW,2024-02-22 05:00:00+00:00,0.05181238302585844,3.322271996151707,461,0.46292381025601603,0.06385717251401285,-0.25840433518023853,-0.2727149296692555,1,-0.02739900136177945,-0.02739900136177945,0.024602814344076178,0.14280526554698134,0.12766227871084873,0.040472083522469296,1,0,1,0,0,2,MODERATE_CEILING,1,0
UBER,2024-02-14 05:00:00+00:00,0.0793857743010286,3.8862304594551387,0,0.4726664187430272,0.9972462627852082,0.19866680820181304,0.1197113343710201,4,0.06200509998657885,0.06200509998657885,0.09267212454704067,0.028318346530667015,0.04737619111528655,0.06509193396859474,0,0,0,1,1,2,MODERATE_CEILING,0,0
SNOW,2024-02-09 05:00:00+00:00,0.025121119684191742,1.8700143240568767,794,0.4729484044887468,0.9778632025450691,0.14056270836500384,0.06666666666666665,1,0.020829686679502846,0.020829686679502846,0.01605986346928053,0.03321372308769475,0.007045335200420029,0.010458603185716725,1,0,0,1,0,2,MODERATE_CEILING,0,0
PANW,2024-02-07 05:00:00+00:00,0.03092421225254774,1.9630516254848789,451,0.5630444064901794,0.9871459447161871,0.16188021774904882,0.07671168109689419,1,0.035024429042154255,0.035024429042154255,0.04286444722190653,0.056925349392114424,0.04607430973752974,-0.23920577207135563,1,0,0,1,0,2,MODERATE_CEILING,0,0
PLTR,2024-02-06 05:00:00+00:00,0.21445639187574672,6.411390803577825,758,0.4146730462519936,0.9538461538461538,0.2704418409511953,0.30753138075313813,1,0.07599606492867693,0.07599606492867693,0.16084604033448122,0.19872110181997063,0.18101328086571586,0.119035907525824,1,0,0,1,0,2,MODERATE_CEILING,0,0
PLTR,2024-02-05 05:00:00+00:00,0.03231492361927149,2.8181295768193393,757,0.39074960127591707,0.1738775510204078,-0.005223434457009457,-0.02162478082992403,1,-0.047239612976664874,-0.047239612976664874,0.24501992031872508,0.3958451906659077,0.4257256687535572,0.33181559476380185,1,0,1,0,0,2,MODERATE_CEILING,1,0
AMZN,2024-02-02 05:00:00+00:00,0.059276414621932894,3.0364258818864296,552,0.23624896979252522,0.979827089337176,0.1305981935371483,0.080043997485858,2,0.015393251787508234,0.015393251787508234,0.00573184423565561,0.0072682148555221785,0.03120014181882646,0.0016545529752408034,1,0,0,1,0,2,MODERATE_CEILING,0,0
NFLX,2024-01-24 05:00:00+00:00,0.09645300537546833,3.5371400118395386,547,0.4199873737373739,0.895198869614887,0.09428386250642773,0.1342791123693743,1,0.011875800850526438,0.011875800850526438,0.04380768445096479,0.06913777414622373,0.047373210273171255,0.03888651599843997,1,0,0,1,0,2,MODERATE_CEILING,0,0
AMD,2024-01-16 05:00:00+00:00,0.026962457337883883,1.6431791392987374,533,0.7141170155662907,0.98541791942273,0.14377585778071,0.08594498426166686,1,0.054835493519441676,0.054835493519441676,0.06473911598537727,0.15799268860086416,0.1193087404453308,0.1439680957128616,1,0,0,1,0,2,MODERATE_CEILING,0,0
NFLX,2024-01-11 05:00:00+00:00,0.030201061739748455,1.610126502978767,539,0.4584028190664018,0.9328081996773275,0.03716724159863749,0.03638277713443516,2,-0.0013795621918808844,-0.0013795621918808844,-0.00168387738126644,-0.02542046215333434,-0.020277535452719573,0.1568846239678643,1,0,0,1,0,2,MODERATE_CEILING,1,1
AMD,2023-12-07 05:00:00+00:00,0.03360157520760206,2.7108234161545828,508,0.3813741277509394,0.9902885292047854,0.08255865899043036,0.05913423843519183,1,0.06290636517993965,0.06290636517993965,0.06804157866401614,0.13976891539321668,0.14324760839855885,0.15840477077897888,1,0,0,1,0,2,MODERATE_CEILING,0,0
UBER,2023-12-04 05:00:00+00:00,0.04627450980392159,3.61872795003613,704,0.5195809428785232,0.8910225636101775,0.1782212905939562,0.04601391118245046,1,-0.022988505747126478,-0.022988505747126478,-0.03414959187073137,0.015825420623021752,0.04047976011994003,0.02865234049641844,1,0,0,1,0,2,MODERATE_CEILING,1,0
CRM,2023-11-30 05:00:00+00:00,0.08040637346416003,3.278650004286268,510,0.3026227476896072,0.9930905058432141,0.1556839328507469,0.12485487184067168,2,0.012256379344986986,0.012256379344986986,0.045087402049427364,0.008479003415712331,0.0001607394012456984,0.03383564396222619,1,0,0,1,0,2,MODERATE_CEILING,0,0
SNOW,2023-11-30 05:00:00+00:00,0.07146928074774872,2.82148224079181,746,0.38916576381365137,0.9127691165553078,0.22100374300486836,0.1103680908983311,1,-0.0019680851063830027,-0.0019680851063830027,-0.010744680851063884,-0.009734042553191555,-0.0034574468085106684,0.06851063829787232,1,0,0,1,0,2,MODERATE_CEILING,1,1
SNOW,2023-11-29 05:00:00+00:00,0.02069005711621391,2.4884471171560185,745,0.2823401950162514,0.9467894602200055,0.1212502709890444,0.052612634231207656,1,0.0018843145092217926,0.0018843145092217926,0.07137554959173185,0.07537258036886894,0.053388911094615396,0.12248044309941196,1,0,0,1,0,2,MODERATE_CEILING,0,0
SNOW,2023-11-14 05:00:00+00:00,0.040122289460413574,1.7431419115305855,735,0.24452871072589397,0.8108108108108109,0.011804930256075874,0.03960396039603964,1,0.005424078058240722,0.005424078058240722,-0.011545104693797164,-0.019181236932214126,0.010211811763279914,0.063361716311627,1,0,0,1,0,2,MODERATE_CEILING,0,0
UBER,2023-11-02 04:00:00+00:00,0.03614183103408963,1.7320366954042654,683,0.22673983537041645,0.7046204620462042,0.027452612857191472,0.14435146443514624,1,0.023217429577464782,0.023217429577464782,0.05061619718309869,0.09815140845070425,0.10134242957746488,0.19828345070422548,1,0,0,1,0,2,MODERATE_CEILING,0,0
PLTR,2023-11-02 04:00:00+00:00,0.17202141900937096,3.342586871295804,694,0.34514243973703435,0.9079365079365082,0.12185917613296016,0.1767015706806283,1,0.026841804683038196,0.026841804683038196,0.07909765848086796,0.0736721873215305,0.0445459737292974,0.12878355225585372,1,0,0,1,0,2,MODERATE_CEILING,0,0
UBER,2023-10-30 04:00:00+00:00,0.024011642008246473,1.6499107299711893,680,0.22673983537041645,0.29207920792079156,-0.03692954090786671,-0.00685408921933095,1,0.01243486499289433,0.01243486499289433,0.025106584557082007,0.10125532922785406,0.1402179062055898,0.23709142586451915,1,0,1,0,0,2,MODERATE_CEILING,0,0
NFLX,2023-10-19 04:00:00+00:00,0.16810095876169587,3.651504640204383,482,0.3149842660131381,0.5244233690898209,0.05765164762165842,0.11235706177146487,1,-0.006773962273480207,-0.006773962273480207,-0.008776483967465231,0.02262107839501589,-0.0018541867536898315,0.049791094959084244,1,0,0,1,0,2,MODERATE_CEILING,1,1
