ticker,date,overnight_gap,volume_ratio,days_since_ath,range_60d,price_in_range,rs_vs_spy_20d,pre_drift_5d,consecutive_beat_streak,day_of_return,fwd_return_0d,fwd_return_1d,fwd_return_3d,fwd_return_5d,fwd_return_10d,cond_distribution,cond_range_compressed,cond_rs_weak,cond_front_run,cond_beat_fatigue,ceiling_score,regime,day_of_fade,fwd_5d_fade
NVDA,2025-05-29 04:00:00+00:00,0.054995179114440344,1.606225869690136,244,0.6564303855922418,0.9243756595145975,0.21449227368647672,0.05591381534026252,4,-0.02154733031037996,-0.02154733031037996,-0.051706562620830385,-0.00685437097964775,-0.015712327322577338,0.019367991845056033,1,0,0,1,1,3,NARRATIVE_CEILING,1,1
AVGO,2025-04-09 04:00:00+00:00,0.024686219262295018,1.99833950869708,202,0.8069654623126492,0.41866307761327953,-0.01950398986519719,0.07374476987447687,1,0.15470424647689296,0.15470424647689296,0.0768052995031717,0.11439552541949198,0.09108521076149123,0.17557728962909747,1,0,1,1,0,3,NARRATIVE_CEILING,0,0
AVGO,2025-01-30 05:00:00+00:00,0.05842174102601367,1.7240710337036222,154,0.5981848184818481,0.6155968169761274,-0.1125696566465949,-0.10302072064575185,5,-0.0133186873541123,-0.0133186873541123,0.012494851022930064,0.018124399286008418,0.0585381481990022,0.0789052130532289,1,0,1,0,1,3,NARRATIVE_CEILING,1,0
SNOW,2025-01-28 05:00:00+00:00,0.024205490374757943,2.0682000986329996,1035,0.6609900291185036,0.9974636230142838,0.14453500194009727,0.08367429262951664,4,0.045709837068342314,0.045709837068342314,0.01690485458488568,0.009592392815436768,0.05132625257187338,0.01990769059667455,1,0,0,1,1,3,NARRATIVE_CEILING,0,0
MSFT,2025-01-17 05:00:00+00:00,0.02263146739514404,1.8595943905475967,131,0.12421747917385512,0.46210317460317407,-0.044950608936582315,0.024157933685039712,1,-0.011997973470891756,-0.011997973470891756,-0.012965180545320549,0.028486551215917474,0.0008866064848931257,-0.05353030582166545,1,1,1,0,0,3,NARRATIVE_CEILING,1,0
HD,2025-01-15 05:00:00+00:00,0.037099279403152274,1.9328316399921261,24,0.14600456920774146,0.4562949640287769,-0.0069692210221700135,0.057787963228209005,1,-0.0027498158605450637,-0.0027498158605450637,0.004713970046648701,0.027534986496439907,0.016867174073164754,0.017640559783943046,0,1,1,1,0,3,NARRATIVE_CEILING,1,0
AVGO,2024-12-04 05:00:00+00:00,0.030987926009635448,1.644582067504258,117,0.284813398118474,0.6147610405323656,-0.07318513436184981,0.03521554341226474,2,-0.016383985231337276,-0.016383985231337276,-0.016499365409022807,0.03242182992961812,0.056651667243567516,0.2872101073035652,1,0,1,1,0,3,NARRATIVE_CEILING,1,0
ORCL,2024-11-06 05:00:00+00:00,0.03650867590543835,1.8741906462399551,0,0.35840608909782856,0.9837601499063086,-0.007498261400192163,0.03844170724720697,3,0.0182574012695916,0.0182574012695916,0.047300713443065086,0.06286163698668613,0.06561429133194768,0.07173754283467228,0,0,1,1,1,3,NARRATIVE_CEILING,0,0
TSLA,2024-09-19 04:00:00+00:00,0.03038041563930964,1.6932414150124229,1020,0.48783033899236317,0.6972632053159138,0.0743215369050152,0.06144473455178412,3,0.04230407657465164,0.04230407657465164,0.018417229296641323,0.08653106572087856,0.08591146055892654,0.028544568840269968,1,0,0,1,1,3,NARRATIVE_CEILING,0,0
UBER,2024-09-13 04:00:00+00:00,0.06376726417866593,3.2769905583905046,130,0.3706363636363637,0.8570026980623004,-0.019568917802860297,0.041684634181400115,1,0.0009668508287291875,0.0009668508287291875,-0.012154696132596817,0.01491712707182318,0.020856353591160094,0.04640883977900551,1,0,1,1,0,3,NARRATIVE_CEILING,0,0
UBER,2024-08-06 04:00:00+00:00,0.06580071782601267,2.886526517259104,103,0.3706363636363637,0.4827078734363503,-0.030307396055884617,0.028227085315572387,3,0.03976908274534965,0.03976908274534965,0.050914047466324525,0.09894162924951895,0.13903143040410523,0.17575368826170612,1,0,1,0,1,3,NARRATIVE_CEILING,0,0
MA,2024-07-31 04:00:00+00:00,0.031911091254328214,2.0659277361535238,89,0.1028468838163632,0.8007254590795734,0.041697756251327656,0.0738641621171463,1,0.004924935326398687,0.004924935326398687,0.0006169699200104452,-0.04306883003019901,-0.026020976977280313,-0.00423219717059756,1,1,0,1,0,3,NARRATIVE_CEILING,0,1
UNH,2024-07-15 04:00:00+00:00,0.022076500596133846,1.6843601828063695,151,0.12123901284651792,0.7328337399790881,0.000534660763818362,0.05308007479232879,2,-0.014524071329540401,-0.014524071329540401,0.04951952956925008,0.07978199550604777,0.068461060381508,0.08376918296122784,1,1,0,1,0,3,NARRATIVE_CEILING,1,0
PLTR,2024-06-20 04:00:00+00:00,0.022445820433436604,1.8982029598932866,851,0.3066896212493853,0.8404170008019245,0.174898581588111,0.07549947423764469,4,-0.03217259651778961,-0.03217259651778961,-0.09822104466313407,-0.07040121120363373,-0.04504163512490542,0.03028009084027241,1,0,0,1,1,3,NARRATIVE_CEILING,1,1
HD,2024-06-12 04:00:00+00:00,0.029498920408011407,1.9740370192254162,612,0.22540148239654112,0.2798520243885731,-0.023498188488021654,0.04230064647015186,1,-0.004209095116871049,-0.004209095116871049,0.006740337884748855,0.010934968757232042,0.02230386484610038,-0.012005322841934835,1,0,1,1,0,3,NARRATIVE_CEILING,1,0
PLTR,2024-05-03 04:00:00+00:00,0.04261931187569371,1.5966804114281825,819,0.35268076733890813,0.4184100418410041,0.03017368586068958,0.035968028419182785,5,-0.006599957419629599,-0.006599957419629599,0.07366404087715565,-0.08154140941026183,-0.12241856504151587,-0.07345113902490943,1,0,0,1,1,3,NARRATIVE_CEILING,1,1
SNOW,2024-04-26 04:00:00+00:00,0.04767213114754105,1.584361129945383,847,0.6468061521407786,0.14856469580119974,0.007974819447791437,0.08832633968494186,4,-0.00976403580146462,-0.00976403580146462,-0.014646053702196928,-0.023346059961194328,-0.0031294986543155784,-0.016023033110095775,1,0,0,1,1,3,NARRATIVE_CEILING,1,1
TSLA,2024-04-24 04:00:00+00:00,0.12618405586669432,2.3831614643419194,918,0.4799611105109648,0.3489384049816193,-0.06255477315356917,0.042843357992923936,1,-0.004727406679764132,-0.004727406679764132,0.0454936149312377,0.19155206286836945,0.10516944990176814,0.07250736738703341,1,0,1,1,0,3,NARRATIVE_CEILING,1,0
SNOW,2024-02-02 05:00:00+00:00,0.049714914474342294,2.7788066206313045,789,0.4280699473444711,0.985117691723614,0.13266684670407347,0.0800266673251191,5,0.0420240137221269,0.0420240137221269,0.02711072994091861,0.039736992567181266,0.11149228130360209,0.09648370497427101,1,0,0,1,1,3,NARRATIVE_CEILING,0,0
HD,2023-11-14 05:00:00+00:00,0.05055418505263893,2.574153211168458,468,0.21497540535616688,0.49661016949152564,-0.002178522318664111,0.03046442989449405,1,0.004597168937690126,0.004597168937690126,0.019546236274639396,0.016106627860828168,0.009988093663182901,0.02860828151871933,1,0,1,1,0,3,NARRATIVE_CEILING,0,0
MSFT,2023-10-25 04:00:00+00:00,0.043764933611590076,3.471172641614529,70,0.11800620235172495,0.8543662742951,0.10870796900666202,0.0321359340925611,1,-0.012547087800637614,-0.012547087800637614,-0.04960880904085773,-0.022341350333236847,0.0028252680382496835,0.05236163430889595,1,1,0,1,0,3,NARRATIVE_CEILING,1,0
AVGO,2023-08-24 04:00:00+00:00,0.02999657573336374,2.363640599156708,17,0.18827005523154766,0.5351659999316168,-0.008658518965514173,0.03350780277297627,4,-0.052516678117866075,-0.052516678117866075,-0.05637868747091026,-0.01359737582836497,0.021964139276136496,-0.04893725481504462,0,0,1,1,1,3,NARRATIVE_CEILING,1,0
SNOW,2023-08-24 04:00:00+00:00,0.03181993321346014,2.6759676615886745,678,0.35929613011777906,0.09853658536585388,-0.08802895382160913,0.005514705882353033,3,-0.08081531040921122,-0.08081531040921122,-0.05044344173020082,-0.04509102224988333,-0.023494632021160762,0.03317255329080432,1,0,1,0,1,3,NARRATIVE_CEILING,1,1
NVDA,2023-08-22 04:00:00+00:00,0.024613550227824386,1.5916776028383193,535,0.28937576958081274,0.7685120947227235,0.038057330983846005,0.03916258960063734,3,-0.05103694775778231,-0.05103694775778231,-0.02109222393084251,-0.04397157225385483,0.013756701716470528,-0.02179876148123521,1,0,0,1,1,3,NARRATIVE_CEILING,1,0
PANW,2023-08-21 04:00:00+00:00,0.12625708974786715,2.9552134779297003,334,0.282804757185332,0.6814438408971437,0.021788522670669663,0.09708737864077666,4,0.01857807871349973,0.01857807871349973,-0.007151925518408792,-0.03779094371561577,-0.01574269995768091,0.03698688108336851,1,0,0,1,1,3,NARRATIVE_CEILING,0,1
AMZN,2023-08-04 04:00:00+00:00,0.0945620975874641,2.2437299187597297,427,0.3290453935495813,0.8872169877654333,0.05697341680507462,0.05613557270388858,4,-0.010630758327427357,-0.010630758327427357,0.00772501771793057,-0.02289156626506017,-0.018568391211906482,-0.05577604535790223,1,0,0,1,1,3,NARRATIVE_CEILING,1,1
PLTR,2023-07-28 04:00:00+00:00,0.06439628482972154,1.5291894721375308,626,1.6085164835164831,0.898804440649018,0.12854139087962757,0.08335868573167038,3,0.03577661431064563,0.03577661431064563,0.15357766143106438,0.10267597440372292,0.05846422338568929,-0.10383944153577672,1,0,0,1,1,3,NARRATIVE_CEILING,0,0
GOOG,2023-07-26 04:00:00+00:00,0.061492099690503434,1.9867644189099725,370,0.2570088986699837,0.938198064035741,0.045324398890111306,0.05657149839123532,3,-0.004757154914447974,-0.004757154914447974,-0.003145860507941571,0.021330468809943996,-0.012660170336837301,-0.0016112944065066212,1,0,0,1,1,3,NARRATIVE_CEILING,1,1
META,2023-07-26 04:00:00+00:00,0.022617288981712683,1.5061335097517843,469,0.38594354803635894,0.7763128239801665,-0.0032162114616842707,-0.05481575201644784,3,-0.007654628476546308,-0.007654628476546308,0.03523453715234542,0.05796596097965956,0.04385222083852216,0.014163553341635488,1,0,1,0,1,3,NARRATIVE_CEILING,1,0
UNH,2023-07-14 04:00:00+00:00,0.03177899861539153,2.072702442678873,153,0.12745889688894868,0.6056313242410916,0.015648670217397687,0.04056118303450518,1,0.039468842665743194,0.039468842665743194,0.04813748620159739,0.09049587671262528,0.09599359321226818,0.08846128871669445,1,1,0,1,0,3,NARRATIVE_CEILING,0,0
NFLX,2023-05-18 04:00:00+00:00,0.021189306825868427,3.0217039261892302,376,0.3171321442338017,0.951049723756906,0.1240940375338,0.07671570403652428,3,0.06970783475168109,0.06970783475168109,0.05228447593128565,0.02515587426382713,0.03314758016904975,0.1532967586792805,1,0,0,1,1,3,NARRATIVE_CEILING,0,0
GOOG,2023-05-11 04:00:00+00:00,0.0320627003918774,1.8838960747270592,319,0.33267694385056823,0.9487569761542364,0.08378453060906932,0.11140684410646395,3,0.008974801518812619,0.008974801518812619,0.017777010700724908,0.03624439074905077,0.06610286503279264,0.07300655850880228,1,0,0,1,1,3,NARRATIVE_CEILING,0,0
PLTR,2023-05-08 04:00:00+00:00,0.030384875084402383,2.3727458285980707,570,0.43293954134815843,0.18138041733547333,-0.08325596211933284,-0.0012870012870012104,3,0.017038007863695925,0.017038007863695925,0.25032765399737866,0.2942332896461337,0.2483617300131062,0.5504587155963303,1,0,1,0,1,3,NARRATIVE_CEILING,0,0
UBER,2023-05-01 04:00:00+00:00,0.027218553712353,2.519939347705032,554,0.2830511373353856,0.4235649546827798,0.017686775609425,0.06801500570869345,3,0.026654123549702147,0.026654123549702147,0.14581373471307615,0.17591721542803385,0.2177798682972719,0.19598620257133897,1,0,0,1,1,3,NARRATIVE_CEILING,0,0
NFLX,2023-03-23 04:00:00+00:00,0.035942927194714806,2.626346987743722,337,0.38618421052631563,0.4419837213704335,0.007835789338206611,0.03345916819927086,3,0.05287378991831448,0.05287378991831448,0.07856285850467609,0.06342553785973741,0.11256841378630247,0.11532961885508616,1,0,0,1,1,3,NARRATIVE_CEILING,0,0
ADBE,2023-03-16 04:00:00+00:00,0.03100659077291781,2.043793025228668,324,0.2625600150626038,0.4123341699533885,-0.017291355817017906,0.04407851948205521,2,0.026209501670783203,0.026209501670783203,0.04012785122766237,0.08667732093563865,0.07284614267034738,0.10945808513729484,1,0,1,1,0,3,NARRATIVE_CEILING,0,0
JPM,2023-03-14 04:00:00+00:00,0.030173727522096763,2.485210416231271,336,0.12857813233223847,0.41058394160584,-0.004807364503480516,-0.028998052369616834,1,-0.004363905325443602,-0.004363905325443602,-0.05103550295857972,-0.0697855029585798,-0.03394970414201165,-0.04696745562130174,1,1,1,0,0,3,NARRATIVE_CEILING,1,1
AVGO,2023-03-03 05:00:00+00:00,0.028663695989585864,2.16734778629994,291,0.23164115481495826,0.9742367210372235,0.07578408647221602,0.09534034042700568,3,0.026291239768643646,0.026291239768643646,0.027151119872153698,0.025804515181751028,-0.0023281659406359204,0.022973400501326274,1,0,0,1,1,3,NARRATIVE_CEILING,0,1
META,2023-02-02 05:00:00+00:00,0.19802756188361303,4.651224879607584,350,1.1162191192266382,0.9208525789068512,0.3964314334293617,0.2822262972018472,3,0.02924821457776798,0.02924821457776798,0.016791146486397995,0.0451398353595377,-0.030202256991768088,-0.0599138635991932,1,0,0,1,1,3,NARRATIVE_CEILING,0,1
PANW,2023-01-26 05:00:00+00:00,0.02108592514496585,1.6528270545633184,192,0.35250547955558903,0.5743996569468267,0.0811466679742403,0.13069433586809742,3,0.026716572018585353,0.026716572018585353,0.030653071760454308,0.023038203407330878,0.048786783686112556,0.07221218378936498,1,0,0,1,1,3,NARRATIVE_CEILING,0,0
AMD,2023-01-23 05:00:00+00:00,0.031116186126177454,2.011770717537014,287,0.36438780781815056,0.8724007561436672,0.0936481320715099,0.07765964936985137,5,0.059385382059800755,0.059385382059800755,0.034191583610188245,0.040143964562569294,0.002906976744186157,0.158499446290144,1,0,0,1,1,3,NARRATIVE_CEILING,0,0
CRM,2023-01-04 05:00:00+00:00,0.04838589981447132,1.6189856575327548,282,0.3140731359822701,0.3339213709677419,0.08233883092782734,0.0680183626625861,3,-0.011892121469526486,-0.011892121469526486,-0.03461456784880027,0.04126849295674937,0.025553903872018016,0.036596588093721155,1,0,0,1,1,3,NARRATIVE_CEILING,1,0
NFLX,2022-12-13 05:00:00+00:00,0.04048351787810524,1.6661512825684681,269,0.5700122745727505,0.8987907901275466,0.052544092889159844,0.04847314502667488,5,-0.023204756822686426,-0.023204756822686426,-0.030980332367738887,-0.1144991614575393,-0.12123799359658483,-0.15529806372922705,1,0,0,1,1,3,NARRATIVE_CEILING,1,1
PLTR,2022-12-13 05:00:00+00:00,0.062371487320082256,2.6742619268941468,471,0.31445170660856947,0.27944572748267904,-0.09388273329145669,0.07076483202287354,1,-0.033548387096774164,-0.033548387096774164,-0.04967741935483868,-0.10967741935483867,-0.18645161290322584,-0.21677419354838706,1,0,1,1,0,3,NARRATIVE_CEILING,1,1
CRM,2022-11-15 05:00:00+00:00,0.02701681466087298,1.8834972873651254,249,0.3317166372721927,0.5773150199379703,-0.01846822548276239,0.10209352909189762,1,-0.005764042187883407,-0.005764042187883407,-0.04868776060829057,-0.09210203581064513,-0.08498896247240625,-0.018273240127544874,1,0,1,1,0,3,NARRATIVE_CEILING,1,1
AMZN,2022-11-10 05:00:00+00:00,0.07917343858834447,1.9674926082234705,245,0.6622030740568235,0.18726921048004228,-0.21992906877246476,0.08084201097301524,2,0.03840361445783141,0.03840361445783141,0.0843373493975904,0.06432874354561106,0.020546471600688586,0.005486230636833102,1,0,1,1,0,3,NARRATIVE_CEILING,0,0
PANW,2022-11-10 05:00:00+00:00,0.08978675645342309,1.5036649151245627,141,3.1288895232657716,0.05309976734638019,-0.04210437010312251,0.09086053808665473,2,-0.010116920094505285,-0.010116920094505285,0.0010904464772521162,-0.01605379535954447,-0.05046343975283204,0.046707457442297255,1,0,1,1,0,3,NARRATIVE_CEILING,1,1
UBER,2022-11-01 04:00:00+00:00,0.13254371122391437,2.8962825550504565,431,0.49542483660130726,0.5963060686015832,0.0019486723900703495,0.046462513199577726,3,-0.012948207171314759,-0.012948207171314759,-0.0434926958831342,-0.05743691899070386,-0.08914342629482079,0.048140770252324015,1,0,0,1,1,3,NARRATIVE_CEILING,1,1
TSLA,2022-10-04 04:00:00+00:00,0.03424092409240917,1.6476020966588225,528,2.915854113937181,0.012323016720028454,-0.05748622887341737,-0.11783619532188538,3,-0.004108496210610296,-0.004108496210610296,-0.039648982848025524,-0.1108496210610291,-0.1362185879537295,-0.12145991224571197,1,0,1,0,1,3,NARRATIVE_CEILING,1,1
SNOW,2022-05-13 04:00:00+00:00,0.03415707996023294,1.5846553769855272,357,1.4268495757671873,0.18128264977214623,-0.1181398095877122,0.022613065326633208,5,0.0899539929959486,0.0899539929959486,-0.00981940534230589,-0.054178397308246834,-0.028428208473528713,-0.10845979537183265,1,0,1,0,1,3,NARRATIVE_CEILING,0,1
AMD,2022-05-04 04:00:00+00:00,0.07820646506777894,2.732028417185452,107,0.5806183115338884,0.3151750972762645,-0.019706410780374384,0.17171122364856917,2,0.01282703858291755,0.01282703858291755,-0.04163697444772476,-0.12114425328311113,-0.10495775221419121,-0.01954596355492214,1,0,1,1,0,3,NARRATIVE_CEILING,0,1
AMZN,2022-04-28 04:00:00+00:00,0.029913400000724438,1.959592473960919,109,0.2779217961522779,0.2944438462366752,-0.06307388070734077,-0.025625907570188233,4,0.01704553447087463,0.01704553447087463,-0.1258756629014334,-0.12575081939540575,-0.18115847740156696,-0.24742224535441487,1,0,1,0,1,3,NARRATIVE_CEILING,0,1
NOW,2022-04-28 04:00:00+00:00,0.09124903292357943,1.9744600371129692,118,0.36847902714134634,0.29935429869664004,-0.054331636251257476,0.026351695346706006,4,-0.007463862302571908,-0.007463862302571908,-0.05913978494623651,-0.050770018511953945,-0.07436291307259048,-0.1468155500413564,1,0,1,0,1,3,NARRATIVE_CEILING,1,1
CRM,2022-03-02 05:00:00+00:00,0.03847443821570601,2.347971402037964,71,0.46490848045055777,0.29959231217239374,-0.060632954718882304,0.10441492991758095,1,-0.029343914367444927,-0.029343914367444927,-0.05555042908554037,-0.09509089231337092,-0.07755836486112394,-0.030174402509919814,1,0,1,1,0,3,NARRATIVE_CEILING,1,1
MA,2022-01-28 05:00:00+00:00,0.02097553329438424,1.8584553021806465,190,0.25068627450980385,1.0,0.13187627236232913,0.07760101365620153,3,0.06829125319264742,0.06829125319264742,0.07797736186129604,0.10776144817094452,0.06792837304079605,0.03176597021591368,1,0,0,1,1,3,NARRATIVE_CEILING,0,0
NVDA,2022-01-26 05:00:00+00:00,0.03973154362416105,2.2721694676202215,141,0.6554314283663852,0.13558889010547842,-0.15733208208207095,-0.09189210757321842,5,-0.020612789396677822,-0.020612789396677822,-0.05559858851880535,0.054307599621309946,0.08641019020569762,0.14958258025647642,1,0,1,0,1,3,NARRATIVE_CEILING,1,0
