Date,close,high,low,open,volume
2016-01-04,0.7895877361297607,0.794710155106724,0.781538187362283,0.7876363550403758,358076000
2016-01-05,0.8022719621658325,0.8156878974093572,0.7927588476198664,0.8044673097125422,490272000
2016-01-06,0.7690979838371277,0.7927587552282137,0.7600726865824283,0.7890998430767903,449344000
2016-01-07,0.7386071681976318,0.7549501713560922,0.7288500897581569,0.749827694997993,645304000
2016-01-08,0.7227521538734436,0.7488521835519988,0.7212885888499571,0.7481204010402556,398472000
2016-01-11,0.7239718437194824,0.7290943219462471,0.7110437813126826,0.7234840274212331,409372000
2016-01-12,0.7361681461334229,0.7469009192148522,0.7310457259057757,0.7368999287597227,469356000
2016-01-13,0.7137267589569092,0.7466567322167861,0.712994976603896,0.7417781638112214,481672000
2016-01-14,0.6993350982666016,0.7073846455558296,0.6786014017564261,0.6990911320579035,600236000
2016-01-15,0.6612828969955444,0.6793334371870233,0.649818400077175,0.67128388689856,841452000
2016-01-19,0.6666492819786072,0.6939689712790597,0.663966059783231,0.6749427403945292,457140000
2016-01-20,0.6703080534934998,0.6788454771482242,0.6451837150670011,0.6539650468341219,481180000
2016-01-21,0.6781137585639954,0.6886025644192992,0.6637221317603198,0.6776259422932278,481456000
2016-01-22,0.6939688324928284,0.6986034352157461,0.6895781378638213,0.691041702740157,257996000
2016-01-25,0.6932371854782104,0.7017746101536597,0.691773620315968,0.6937250599177738,270728000
2016-01-26,0.7000671029090881,0.702994233334824,0.6876269149126101,0.6947007746705053,227944000
2016-01-27,0.691773533821106,0.7012866480297765,0.6786015653207563,0.6990913005609047,231700000
2016-01-28,0.6842115521430969,0.6998227692227008,0.6707956233914715,0.6973835147366247,276776000
2016-01-29,0.714458703994751,0.7159222691531697,0.6873829811897955,0.6900661452092647,310504000
2016-02-01,0.7147026658058167,0.7183615205224486,0.7076288063554952,0.7137269750918113,289884000
2016-02-02,0.6844556927680969,0.7110435931495773,0.6795771821379043,0.7073847392551499,341908000
2016-02-03,0.6878706216812134,0.693968788897377,0.6720154916007668,0.689822060779216,326772000
2016-02-04,0.6881148815155029,0.7037261101782337,0.6812849289929936,0.6888466060634735,348140000
2016-02-05,0.6446959376335144,0.691041859031788,0.6427445561280174,0.6834801830024253,600428000
2016-02-08,0.6151807308197021,0.6381097167472303,0.6061554347589584,0.6349386793543047,608852000
2016-02-09,0.6217669248580933,0.6476230489019948,0.6049360417840812,0.6078631721122391,425372000
2016-02-10,0.620303213596344,0.6437200762369782,0.6168882677887676,0.6256695985485597,335800000
2016-02-11,0.6171324253082275,0.6234745033179123,0.604448269288858,0.604448269288858,340144000
2016-02-12,0.6276209354400635,0.6288405920893242,0.6037162001537096,0.626889153081793,340816000
2016-02-16,0.6583557724952698,0.6593315213894303,0.6346949958626251,0.636646377338049,485352000
2016-02-17,0.6746986508369446,0.6810407260931796,0.6639658812541936,0.6666491027280975,771468000
2016-02-18,0.7327529788017273,0.7556820251605114,0.729338033010983,0.7300698154170615,1068660000
2016-02-19,0.7425100803375244,0.7490961227047566,0.7232399439243535,0.728850237540295,525628000
2016-02-22,0.7688540816307068,0.7773915052575247,0.7517792925335116,0.7532428575159879,449668000
2016-02-23,0.7708055973052979,0.7781233647857234,0.7590971344427491,0.7627560472611851,369380000
2016-02-24,0.776171863079071,0.7773915199730355,0.7464129211123518,0.767634497447087,336852000
2016-02-25,0.7778794169425964,0.7817822379893431,0.7639756642156754,0.7790990739631506,349616000
2016-02-26,0.7727568745613098,0.7834895871215525,0.7649512337048942,0.7815382059856678,361964000
2016-02-29,0.7677382230758667,0.7838959757332155,0.7672486295822034,0.773858608693242,323344000
2016-03-01,0.8017674088478088,0.8017674088478088,0.7684726027938975,0.7696967031549656,348700000
2016-03-02,0.8064188957214355,0.8093566901019407,0.7958918770157213,0.7973607742059738,233812000
2016-03-03,0.7993192076683044,0.8088669212877122,0.7885473354096024,0.8054395339182677,302004000
2016-03-04,0.7968711853027344,0.8061741036139476,0.7907507997642692,0.8054396550145988,175304000
2016-03-07,0.7917301058769226,0.797850491885161,0.7814478830651459,0.7924645545326443,239968000
2016-03-08,0.7772859930992126,0.7883026638132269,0.7748378505370231,0.78365117543457,274940000
