ticker,date,open,close,prev_close,gap_pct,cs,tier,binary,T1_return,T2_return,T3_return,T4_return,T5_return,T6_return,T7_return,T8_return,T9_return,T10_return,T11_return,T12_return,T13_return,T14_return,T15_return,T16_return,T17_return,T18_return,T19_return,T20_return
AA,2021-10-15 04:00:00+00:00,51.92,55.975,48.605,6.8202859788087755,7.33,NEUTRAL,NEUTRAL,2.2599374720857535,-4.16257257704332,-6.252791424743188,-10.620812862885217,-12.050022331397953,-8.584189370254578,-11.442608307280038,-17.96337650736936,-17.03439035283609,-17.92764627065655,-16.49843680214381,-15.89102277802591,-15.35506922733363,-17.177311299687364,-14.551138901295227,-12.711031710585086,-15.623046002679775,-17.498883430102726,-8.530594015185349,-7.2443054935238935
AA,2022-01-19 05:00:00+00:00,61.87,59.57,60.04,3.047968021319118,62.85,BULL,BULLISH,2.820211515863689,-5.60684908510996,-5.3886184320966946,2.6943092160483415,1.930501930501928,-2.6523417827765625,-3.625986234681893,-4.868222259526605,-2.3249958032566695,-0.637904985731077,5.338257512170555,7.805942588551281,7.084102736276647,17.32415645459124,20.7990599294947,19.422528118180292,23.459795198925637,24.005371831458795,24.32432432432433,30.636226288400188
AA,2022-01-20 05:00:00+00:00,61.88,61.25,59.57,3.877790834312577,40.47,BULL,BULLISH,-8.195918367346945,-7.983673469387756,-0.12244897959184137,-0.8653061224489814,-5.322448979591834,-6.269387755102046,-7.4775510204081606,-5.004081632653057,-3.3632653061224524,2.4489795918367347,4.848979591836732,4.146938775510202,14.106122448979594,17.485714285714277,16.146938775510204,20.073469387755104,20.604081632653067,20.914285714285718,27.05306122448978,24.783673469387764
AA,2022-07-21 04:00:00+00:00,47.14,45.19,45.05,4.639289678135413,-82.44,STRONG_BEAR,BEARISH,1.438371321088749,3.540606328833816,3.9610533303828266,5.642841336578899,8.563841557866796,12.547023677804829,6.904182341225945,7.014826289001997,7.258242974109319,5.797742863465379,9.559637087851296,7.634432396547916,11.529099358265105,17.171940694844004,17.902190750165975,16.72936490373977,14.339455631776952,17.537065722504988,14.959061739322872,19.207789333923433
AA,2022-07-22 04:00:00+00:00,46.89,45.84,45.19,3.7618942243859324,-60.56,BEAR,BEARISH,2.072425828970322,2.4869109947643837,4.144851657940659,7.024432809773121,10.951134380453743,5.38830715532286,5.497382198952871,5.737347294938908,4.297556719022685,8.006108202443269,6.1082024432809705,9.94764397905758,15.510471204188478,16.23036649214659,15.074171029668404,12.71815008726003,15.870418848167537,13.328970331588131,17.51745200698079,11.256544502617793
AA,2024-10-18 04:00:00+00:00,41.76,41.72,40.34,3.520079325731271,100.0,STRONG_BULL,BULLISH,-0.4793863854266437,0.6711409395973182,0.40747842761265984,0.6951102588686462,-1.4381591562799652,-0.743048897411319,-1.8096836049856075,-2.7325023969319284,-3.9309683604985635,-2.792425695110257,-2.3489932885905964,2.5647171620325993,8.71284755512943,9.443911792905077,7.3346116970278095,4.29050814956855,-1.9175455417066087,-2.720517737296256,-1.1744966442953066,5.536912751677859
AA,2025-10-23 04:00:00+00:00,37.685,40.12,35.66,5.67863151991028,100.0,STRONG_BULL,BULLISH,-1.6949152542372874,-0.5234297108674,-2.0189431704885226,-2.9785643070787646,-8.39980059820538,-8.300099700897304,-7.26570289132602,-12.13858424725822,-10.929710867397803,-8.424725822532391,-6.929212362911253,-3.2901296111665013,-6.5802592223330025,-0.19940179461614732,-4.823030907278154,-6.33100697906281,-10.780159521435682,-8.923230309072778,-8.474576271186438,-10.667996011964094
AAL,2022-04-21 04:00:00+00:00,21.27,20.23,19.495,9.104898691972293,100.0,STRONG_BULL,BULLISH,-0.19772614928323848,-1.1863568956994661,-7.2664359861591645,-6.1789421651013345,-4.003954522985659,-7.217004448838363,-8.205635195254574,-5.486900642609982,-3.0153237765694483,-8.304498269896191,-11.814137419673756,-19.327731092436977,-18.141374196737527,-21.008403361344538,-23.430548690064263,-18.091942659416706,-18.240237271379144,-11.863568956994573,-16.41127039050915,-17.251606524962938
AAL,2024-01-25 05:00:00+00:00,14.59,15.37,13.935,4.700394689630422,43.76,BULL,BULLISH,-1.5614834092387668,-2.765126870526994,-5.432661027976573,-7.351984385165901,-6.5712426805465185,-5.237475601821729,-7.221860767729339,-2.992843201040983,-2.9277813923227023,-2.635003253090432,-3.0579050097592644,-2.7000650618087128,-4.912166558230313,-3.3181522446323997,-3.122966818477545,-4.684450227716323,-4.4567338972023345,-3.773584905660378,-0.9108653220559454,-1.5614834092387668
AAL,2025-04-23 04:00:00+00:00,9.83,9.32,9.3,5.698924731182788,-93.49,STRONG_BEAR,BEARISH,3.0042918454935554,4.613733905579396,5.793991416309003,6.223175965665237,6.652360515021451,7.510729613733898,12.982832618025741,14.377682403433475,11.802575107296134,13.251072961373383,18.347639484978533,19.09871244635192,25.268240343347642,31.97424892703863,27.03862660944206,26.07296137339055,27.360515021459214,27.14592274678111,25.0,20.493562231759658
