premarket_max_exc_atr,rth_max_exc_atr,premarket_share,trend_direction,MFE_atr,close_progress_atr,trend_vs_fade,time_of_day_driver,orb_breakout_up,orb_breakout_down,orb_fakeout,event_session_date,announcement_datetime,timing_class,mu_regime,mu_gap_pct,mu_gap_bucket
0.03668642270913868,0.052341659452974046,0.7009029345372458,DOWN,0.052341659452974046,4.340639763600511,TREND,Morning,False,True,False,2024-12-19,2024-12-18 16:00:00-06:00,AMC,DOWNSIDE,0.06385239567171704,"(5.0%,inf%]"
0.04816540307898937,0.062213013551790715,0.7742014142891973,UP,0.062213013551790715,3.7803432764012115,TREND,Morning,True,False,True,2024-09-26,2024-09-25 16:00:00-05:00,AMC,UPSIDE,-0.016122299905915467,"(-2.0%,-1.0%]"
0.00962964447886506,0.014600926300572232,0.6595228467448438,DOWN,0.014600926300572232,1.968485872644788,TREND,PowerHour,False,True,True,2024-06-27,2024-06-26 16:00:00-05:00,AMC,DOWNSIDE,0.004737507018495747,"(-1.0%,1.0%]"
0.0,0.053668650146589114,0.0,UP,0.053668650146589114,4.194180521403034,TREND,Morning,True,False,False,2024-03-21,2024-03-20 16:00:00-05:00,AMC,UPSIDE,-0.013183847191807456,"(-2.0%,-1.0%]"
0.0,0.03669330702429437,0.0,UP,0.03669330702429437,2.5092896162065546,TREND,Midday,True,True,False,2023-12-21,2023-12-20 16:00:00-06:00,AMC,UPSIDE,0.03645833333287025,"(2.0%,5.0%]"
0.0,0.03860995231674655,0.0,DOWN,0.03860995231674655,0.09140369961786407,TREND,Morning,True,True,True,2023-09-28,2023-09-27 16:00:00-05:00,AMC,FLAT,-0.001025641025625898,"(-1.0%,1.0%]"
0.0,0.01959193338822221,0.0,DOWN,0.01959193338822221,1.1894940942480876,TREND,Morning,True,True,False,2023-06-29,2023-06-28 16:00:00-05:00,AMC,DOWNSIDE,-0.023990463417911025,"(-5.0%,-2.0%]"
