ticker,date,direction,gap_pct,abs_gap_pct,gap_bucket,atr,open_price,prev_close,candle_color,ft_level,has_ft,session_high,session_low,eod_close,hod_minutes_from_open,lod_minutes_from_open,entry_price,entry_time,ft_minutes_from_open,eod_return,eod_return_from_open,mae_pct,mfe_pct,adverse_after_ft,bounce_depth_before_dest,close_above_open,fwd_15min,fwd_30min,fwd_1hr,fwd_2hr,cs,is_nr7,bar1_time,data_ok,group,win_from_open,win_from_ft_entry
EOSE,2024-07-02,GAP_UP,0.0342465753424657,0.0342465753424657,2-5%,0.1632,1.51,1.46,BEARISH,1.44472,True,1.62,1.405,1.555,145.0,10.0,1.425,2024-07-02 09:35:00-04:00,5.0,-0.091228,-0.029801,0.136842,0.014035,True,0.02807,True,-0.035088,-0.035088,-0.049123,-0.063158,6.904660963014797,False,2024-07-02 09:30:00-04:00,True,bearish_non_magenta,False,False
EOSE,2024-07-03,GAP_UP,0.0257234726688103,0.0257234726688103,2-5%,0.1719071428571428,1.595,1.555,BEARISH,1.5262371428571428,False,1.785,1.575,1.765,190.0,5.0,,,,,-0.1065830721003134,,,,,,,,,,46.62739317577846,False,2024-07-03 09:30:00-04:00,True,bearish_non_magenta,False,False
EOSE,2024-07-15,GAP_UP,0.0344827586206896,0.0344827586206896,2-5%,0.2239285714285714,2.4,2.32,BEARISH,2.3104285714285715,True,2.4,2.035,2.05,0.0,385.0,2.245,2024-07-15 09:30:00-04:00,0.0,0.08686,0.145833,0.069042,0.093541,True,0.011136,False,0.022272,0.011136,0.01559,0.028953,-58.42696026525819,False,2024-07-15 09:30:00-04:00,True,bearish_non_magenta,True,True
EOSE,2024-08-08,GAP_UP,0.0207612456747405,0.0207612456747405,2-5%,0.1775,1.475,1.445,BEARISH,1.404,True,1.475,1.4,1.415,0.0,15.0,1.4,2024-08-08 09:45:00-04:00,15.0,-0.010714,0.040678,0.053571,0.0,True,0.053571,False,-0.032143,-0.046429,-0.046429,-0.021429,-100.0,False,2024-08-08 09:30:00-04:00,True,magenta_max_bear,True,False
EOSE,2024-08-12,GAP_UP,0.0431893687707642,0.0431893687707642,2-5%,0.1796428571428572,1.57,1.505,BEARISH,1.4981428571428572,False,1.705,1.55,1.665,345.0,25.0,,,,,-0.0605095541401273,,,,,,,,,,100.0,False,2024-08-12 09:30:00-04:00,True,bearish_non_magenta,False,False
EOSE,2024-09-24,GAP_UP,0.0242914979757083,0.0242914979757083,2-5%,0.2035714285714285,2.53,2.47,BEARISH,2.4485714285714284,True,2.645,2.385,2.565,305.0,55.0,2.44,2024-09-24 09:40:00-04:00,10.0,-0.05123,-0.013834,0.084016,0.022541,True,0.020492,True,-0.020492,0.0,0.008197,-0.026639,12.974281520471871,False,2024-09-24 09:30:00-04:00,True,bearish_non_magenta,False,False
EOSE,2024-11-05,GAP_UP,0.0325900514579759,0.0325900514579759,2-5%,0.2689285714285713,3.01,2.915,BEARISH,2.902428571428571,False,3.2,2.93,3.18,375.0,65.0,,,,,-0.0564784053156147,,,,,,,,,,-11.115068763485851,False,2024-11-05 09:30:00-05:00,True,bearish_non_magenta,False,False
EOSE,2024-11-13,GAP_UP,0.0273684210526315,0.0273684210526315,2-5%,0.3110714285714286,2.44,2.375,BEARISH,2.3155714285714284,True,2.52,2.3,2.32,40.0,385.0,2.31,2024-11-13 15:00:00-05:00,330.0,-0.004329,0.04918,0.015152,0.004329,True,0.015152,False,-0.006494,-0.010823,-0.004329,-0.004329,79.27087184710064,False,2024-11-13 09:30:00-05:00,True,bearish_non_magenta,True,False
EOSE,2025-01-31,GAP_UP,0.0344827586206896,0.0344827586206896,2-5%,0.6253571428571428,6.0,5.8,BEARISH,5.749857142857143,True,6.185,5.73,5.73,200.0,385.0,5.74,2025-01-31 15:20:00-05:00,350.0,0.001742,0.045,0.012195,0.001742,True,0.012195,False,-0.002613,-0.006969,0.001742,0.001742,-81.87610822037797,False,2025-01-31 09:30:00-05:00,True,magenta_max_bear,True,True
EOSE,2025-03-03,GAP_UP,0.0229357798165136,0.0229357798165136,2-5%,0.4089285714285714,4.46,4.36,BEARISH,4.296428571428572,True,4.465,3.905,3.985,0.0,375.0,4.29,2025-03-03 09:50:00-05:00,20.0,0.071096,0.106502,0.006993,0.089744,False,0.0,False,0.006993,0.009324,0.013986,0.026807,-29.571475721770863,False,2025-03-03 09:30:00-05:00,True,bearish_non_magenta,True,True
EOSE,2025-09-22,GAP_UP,0.0420081967213114,0.0420081967213114,2-5%,0.6446428571428571,10.17,9.76,BEARISH,9.912142857142856,False,10.47,9.86,10.25,120.0,10.0,,,,,-0.007866273352999,,,,,,,,,,-85.41935513170522,False,2025-09-22 09:30:00-04:00,True,magenta_max_bear,False,False
EOSE,2025-09-29,GAP_UP,0.0296296296296297,0.0296296296296297,2-5%,0.790357142857143,10.425,10.125,BEARISH,10.108857142857143,False,11.445,10.24,11.16,340.0,5.0,,,,,-0.0705035971223021,,,,,,,,,,51.770424178404326,False,2025-09-29 09:30:00-04:00,True,bearish_non_magenta,False,False
EOSE,2026-02-06,GAP_UP,0.0519307589880158,0.0519307589880158,5-8%,1.6396428571428572,11.85,11.265,BEARISH,11.194142857142856,False,12.365,11.49,12.29,310.0,5.0,,,,,-0.0371308016877636,,,,,,,,,,42.49638664419068,False,2026-02-06 09:30:00-05:00,True,bearish_non_magenta,False,False
EOSE,2026-02-09,GAP_UP,0.0227827502034175,0.0227827502034175,2-5%,1.5889285714285717,12.57,12.29,BEARISH,11.934428571428572,False,13.35,12.03,13.25,350.0,5.0,,,,,-0.0540970564836913,,,,,,,,,,5.105154073902355,False,2026-02-09 09:30:00-05:00,True,bearish_non_magenta,False,False
ETHU,2024-07-29,GAP_UP,0.0564174894217207,0.0564174894217207,5-8%,0.8267857142857143,11.235,10.635,BEARISH,10.904285714285711,True,11.235,10.59,10.815,0.0,195.0,10.9,2024-07-29 10:30:00-04:00,60.0,0.007798,0.037383,0.010092,0.02844,True,0.010092,False,-0.002752,0.024771,0.007798,0.007798,63.681257090403385,False,2024-07-29 09:30:00-04:00,True,bearish_non_magenta,True,True
ETHU,2024-07-30,GAP_UP,0.0300508552935738,0.0300508552935738,2-5%,0.8364285714285715,11.14,10.815,BEARISH,10.805428571428571,True,11.14,10.55,10.55,0.0,365.0,10.745,2024-07-30 11:00:00-04:00,85.0,0.018148,0.052962,0.017217,0.018148,True,0.017217,False,-0.007911,-0.017217,0.002327,0.018148,2.947323587535405,False,2024-07-30 09:35:00-04:00,True,bearish_non_magenta,True,True
ETHU,2024-08-02,GAP_UP,0.0391236306729264,0.0391236306729264,2-5%,0.8567857142857144,9.96,9.585,BEARISH,9.617285714285716,True,9.96,8.8,8.87,0.0,355.0,9.615,2024-08-02 10:20:00-04:00,35.0,0.077483,0.109438,0.0026,0.084763,True,0.0026,False,0.072283,0.084763,0.077483,0.077483,-85.56054387162702,False,2024-08-02 09:45:00-04:00,True,magenta_max_bear,True,True
ETHU,2024-08-09,GAP_UP,0.0225187656380316,0.0225187656380316,2-5%,1.1628571428571426,6.13,5.995,BEARISH,5.664857142857143,False,6.27,5.93,6.09,30.0,140.0,,,,,0.0065252854812398,,,,,,,,,,100.0,False,2024-08-09 09:35:00-04:00,True,bearish_non_magenta,True,False
ETHU,2024-09-17,GAP_UP,0.030905077262693,0.030905077262693,2-5%,0.4264285714285715,4.67,4.53,BEARISH,4.499428571428571,False,4.92,4.62,4.78,105.0,10.0,,,,,-0.0235546038543897,,,,,,,,,,-22.667756743304142,False,2024-09-17 09:30:00-04:00,True,bearish_non_magenta,False,False
ETHU,2024-10-14,GAP_UP,0.0792079207920792,0.0792079207920792,5-8%,0.4082142857142856,5.45,5.05,BEARISH,5.286714285714286,False,5.81,5.42,5.74,115.0,5.0,,,,,-0.0532110091743119,,,,,,,,,,100.0,False,2024-10-14 09:30:00-04:00,True,bearish_non_magenta,False,False
ETHU,2024-10-29,GAP_UP,0.0891472868217054,0.0891472868217054,8-12%,0.4053571428571428,5.62,5.16,BEARISH,5.457857142857143,False,5.91,5.6,5.69,210.0,5.0,,,,,-0.0124555160142349,,,,,,,,,,29.738628698411908,False,2024-10-29 09:30:00-04:00,True,bearish_non_magenta,False,False
ETHU,2024-11-08,GAP_UP,0.0256786500366837,0.0256786500366837,2-5%,0.5235714285714285,6.99,6.815,BEARISH,6.780571428571429,True,7.13,6.72,6.965,315.0,165.0,6.78,2024-11-08 10:10:00-05:00,40.0,-0.027286,0.003577,0.051622,0.00885,True,0.029499,False,-0.025074,-0.028024,-0.016962,-0.004425,39.06361553271401,False,2024-11-08 09:30:00-05:00,True,bearish_non_magenta,True,False
ETHU,2024-11-21,GAP_UP,0.1869918699186991,0.1869918699186991,12%+,0.8085714285714286,8.76,7.38,BEARISH,8.436571428571428,True,8.935,8.19,8.77,270.0,60.0,8.3,2024-11-21 10:25:00-05:00,55.0,-0.056627,-0.001142,0.076506,0.013253,True,0.00241,True,-0.010843,-0.010843,-0.035542,-0.043373,100.0,False,2024-11-21 09:30:00-05:00,True,bearish_non_magenta,False,False
ETHU,2024-12-06,GAP_UP,0.0465328467153284,0.0465328467153284,2-5%,0.9875,11.47,10.96,BEARISH,11.075,False,12.52,11.38,12.26,345.0,0.0,,,,,-0.068875326939843,,,,,,,,,,-56.42135631930532,False,2024-12-06 09:30:00-05:00,True,bearish_non_magenta,False,False
ETHU,2024-12-12,GAP_UP,0.0699397869383974,0.0699397869383974,5-8%,1.1389285714285715,11.55,10.795,BEARISH,11.094428571428573,True,11.63,10.85,11.0,30.0,310.0,11.04,2024-12-12 14:25:00-05:00,295.0,0.003623,0.047619,0.008152,0.01721,True,0.003623,False,0.01721,0.003623,-0.000906,0.003623,100.0,False,2024-12-12 09:30:00-05:00,True,bearish_non_magenta,True,True
ETHU,2024-12-27,GAP_UP,0.0232858990944372,0.0232858990944372,2-5%,1.1060714285714284,7.91,7.73,BEARISH,7.467571428571428,False,7.91,7.59,7.73,0.0,170.0,,,,,0.0227560050568899,,,,,,,,,,21.308393713569437,False,2024-12-27 09:30:00-05:00,True,bearish_non_magenta,True,False
ETHU,2025-01-14,GAP_UP,0.0830100853374709,0.0830100853374709,8-12%,0.8467857142857146,6.98,6.445,BEARISH,6.641285714285715,False,7.06,6.8,7.0,310.0,90.0,,,,,-0.0028653295128939,,,,,,,,,,100.0,False,2025-01-14 09:30:00-05:00,True,bearish_non_magenta,False,False
ETHU,2025-01-15,GAP_UP,0.0514285714285714,0.0514285714285714,5-8%,0.8685714285714289,7.36,7.0,BEARISH,7.0125714285714285,False,8.1,7.3,7.93,350.0,5.0,,,,,-0.0774456521739129,,,,,,,,,,100.0,False,2025-01-15 09:30:00-05:00,True,bearish_non_magenta,False,False
ETHU,2025-01-17,GAP_UP,0.0562248995983935,0.0562248995983935,5-8%,0.8300000000000003,7.89,7.47,BEARISH,7.558,False,8.34,7.78,8.23,380.0,10.0,,,,,-0.0430925221799747,,,,,,,,,,-11.271159568970294,False,2025-01-17 09:30:00-05:00,True,bearish_non_magenta,False,False
ETHU,2025-01-24,GAP_UP,0.0957142857142857,0.0957142857142857,8-12%,0.8664285714285713,7.67,7.0,BEARISH,7.323428571428572,False,7.77,7.35,7.35,10.0,375.0,,,,,0.0417209908735332,,,,,,,,,,100.0,False,2025-01-24 09:30:00-05:00,True,bearish_non_magenta,True,False
ETHU,2025-01-31,GAP_UP,0.0925110132158591,0.0925110132158591,8-12%,0.7975,7.44,6.81,BEARISH,7.121,True,7.72,7.04,7.17,90.0,350.0,7.04,2025-01-31 15:20:00-05:00,350.0,-0.018466,0.03629,0.02983,0.0,True,0.014205,False,-0.019886,-0.018466,-0.018466,-0.018466,84.38895033645782,False,2025-01-31 09:30:00-05:00,True,bearish_non_magenta,True,False
ETHU,2025-02-21,GAP_UP,0.0416666666666667,0.0416666666666667,2-5%,0.6171428571428571,4.75,4.56,BEARISH,4.503142857142858,True,4.83,4.13,4.19,45.0,385.0,4.49,2025-02-21 10:35:00-05:00,65.0,0.066815,0.117895,0.028953,0.080178,True,0.028953,False,-0.002227,0.020045,-0.002227,0.044543,90.33797003469624,False,2025-02-21 09:30:00-05:00,True,bearish_non_magenta,True,True
ETHU,2025-03-03,GAP_UP,0.113013698630137,0.113013698630137,8-12%,0.4382142857142858,3.25,2.92,BEARISH,3.0747142857142857,True,3.25,2.58,2.67,0.0,365.0,3.05,2025-03-03 09:55:00-05:00,20.0,0.12459,0.178462,0.031148,0.154098,True,0.031148,False,-0.019672,-0.02623,-0.009836,0.0,100.0,False,2025-03-03 09:35:00-05:00,True,bearish_non_magenta,True,True
ETHU,2025-03-05,GAP_UP,0.0427509293680298,0.0427509293680298,2-5%,0.4307142857142857,2.805,2.69,BEARISH,2.632714285714286,False,2.93,2.75,2.91,375.0,110.0,,,,,-0.0374331550802138,,,,,,,,,,41.75345478411178,False,2025-03-05 09:35:00-05:00,True,bearish_non_magenta,False,False
ETHU,2025-03-11,GAP_UP,0.0737913486005088,0.0737913486005088,5-8%,0.4503571428571429,2.11,1.965,BEARISH,1.9298571428571427,False,2.19,1.93,2.16,320.0,70.0,,,,,-0.0236966824644551,,,,,,,,,,-100.0,False,2025-03-11 09:30:00-04:00,True,magenta_max_bear,False,False
ETHU,2025-04-09,GAP_UP,19.53982300884956,19.53982300884956,12%+,2.173928571428571,23.21,1.13,BEARISH,22.34042857142857,False,28.77,22.58,27.89,280.0,5.0,,,,,-0.2016372253339077,,,,,,,,,,100.0,False,2025-04-09 09:30:00-04:00,True,bearish_non_magenta,False,False
ETHU,2025-04-11,GAP_UP,0.0612244897959184,0.0612244897959184,5-8%,2.7225,24.96,23.52,BEARISH,23.871,False,25.84,24.4,25.13,255.0,55.0,,,,,-0.0068108974358973,,,,,,,,,,6.186300496482763,False,2025-04-11 09:30:00-04:00,True,bearish_non_magenta,False,False
ETHU,2025-04-14,GAP_UP,0.1372861122164743,0.1372861122164743,12%+,2.973928571428572,28.58,25.13,BEARISH,27.39042857142857,True,28.74,26.84,27.41,70.0,160.0,27.24,2025-04-14 11:35:00-04:00,125.0,-0.006241,0.040938,0.021659,0.014684,True,-0.000367,False,0.005507,0.001101,0.0,-0.006241,24.29991581286195,False,2025-04-14 09:30:00-04:00,True,bearish_non_magenta,True,False
ETHU,2025-05-22,GAP_UP,0.1181954386549026,0.1181954386549026,8-12%,7.111785714285716,67.17,60.07,BEARISH,64.32528571428571,False,68.02,65.54,65.83,130.0,5.0,,,,,0.0199493821646568,,,,,,,,,,70.52190043860037,False,2025-05-22 09:30:00-04:00,True,bearish_non_magenta,True,False
ETHU,2025-05-27,GAP_UP,0.0860596293311845,0.0860596293311845,8-12%,7.648928571428572,67.39,62.05,BEARISH,64.33042857142857,False,69.33,66.3,68.04,255.0,60.0,,,,,-0.009645347974477,,,,,,,,,,7.395163149344931,False,2025-05-27 09:30:00-04:00,True,bearish_non_magenta,False,False
ETHU,2025-05-29,GAP_UP,0.0513454995360347,0.0513454995360347,5-8%,7.163928571428572,67.98,64.66,BEARISH,65.11442857142858,True,68.0,64.78,65.96,5.0,50.0,65.11,2025-05-29 10:15:00-04:00,45.0,-0.013055,0.029715,0.033021,0.005068,True,0.001229,False,-0.00599,-0.029489,-0.009522,-0.01843,-16.89116875719279,False,2025-05-29 09:30:00-04:00,True,bearish_non_magenta,True,False
ETHU,2025-06-11,GAP_UP,0.0276957683115422,0.0276957683115422,2-5%,5.271428571428572,73.1,71.13,BEARISH,70.99142857142857,False,76.19,71.72,72.74,125.0,0.0,,,,,0.0049247606019151,,,,,,,,,,21.187687792368017,False,2025-06-11 09:30:00-04:00,True,bearish_non_magenta,True,False
ETHU,2025-06-20,GAP_UP,0.0482184009927318,0.0482184009927318,2-5%,6.060357142857143,59.13,56.41,BEARISH,56.70585714285715,True,59.275,50.88,52.8,10.0,245.0,56.36,2025-06-20 10:50:00-04:00,80.0,0.063165,0.107052,0.009226,0.097232,True,0.006565,False,-0.003194,-0.004081,0.000887,0.066714,57.75936536581923,False,2025-06-20 09:30:00-04:00,True,bearish_non_magenta,True,True
ETHU,2025-06-30,GAP_UP,0.0477694811411067,0.0477694811411067,2-5%,6.146071428571429,54.725,52.23,BEARISH,52.26657142857143,False,56.55,53.02,56.52,355.0,85.0,,,,,-0.032800365463682,,,,,,,,,,9.06075379896392,False,2025-06-30 09:30:00-04:00,True,bearish_non_magenta,False,False
ETHU,2025-07-02,GAP_UP,0.0385664199454615,0.0385664199454615,2-5%,6.006428571428571,53.32,51.34,BEARISH,50.91742857142857,False,59.995,53.25,59.995,380.0,0.0,,,,,-0.1251875468867216,,,,,,,,,,3.972215146786752,False,2025-07-02 09:35:00-04:00,True,bearish_non_magenta,False,False
ETHU,2025-07-09,GAP_UP,0.0420965058236273,0.0420965058236273,2-5%,5.092142857142856,62.63,60.1,BEARISH,60.59314285714286,False,68.65,61.3,67.4,380.0,65.0,,,,,-0.0761615839054766,,,,,,,,,,-1.1583556370092936,False,2025-07-09 09:30:00-04:00,True,bearish_non_magenta,False,False
ETHU,2025-07-11,GAP_UP,0.1272362959782453,0.1272362959782453,12%+,5.2196428571428575,78.76,69.87,BEARISH,76.67214285714286,True,79.51,75.91,79.24,355.0,145.0,76.5,2025-07-11 11:50:00-04:00,140.0,-0.035817,-0.006094,0.039346,0.007712,True,0.001046,True,0.000784,-0.01268,-0.021961,-0.032288,-5.9027696208704015,False,2025-07-11 09:30:00-04:00,True,bearish_non_magenta,False,False
ETHU,2025-07-14,GAP_UP,0.0251135790005049,0.0251135790005049,2-5%,4.844642857142858,81.23,79.24,BEARISH,79.29214285714286,True,82.43,77.91,78.67,20.0,320.0,79.0,2025-07-14 11:50:00-04:00,140.0,0.004177,0.031515,0.017342,0.013797,True,0.017342,False,0.0,-0.012658,-0.011519,0.001139,-45.08517618810103,False,2025-07-14 09:30:00-04:00,True,bearish_non_magenta,True,True
ETHU,2025-07-15,GAP_UP,0.0244057455192576,0.0244057455192576,2-5%,4.843214285714287,80.59,78.67,BEARISH,78.65271428571428,True,83.87,77.18,80.81,260.0,85.0,78.0,2025-07-15 10:50:00-04:00,80.0,-0.036026,-0.00273,0.075256,0.010513,True,-0.000641,True,-0.006795,-0.006154,-0.039551,-0.058462,-43.89552183916265,False,2025-07-15 09:30:00-04:00,True,bearish_non_magenta,False,False
ETHU,2025-07-17,GAP_UP,0.0232088799192735,0.0232088799192735,2-5%,6.245357142857143,101.4,99.1,BEARISH,98.90185714285715,True,103.21,98.02,100.87,365.0,15.0,98.88,2025-07-17 12:35:00-04:00,185.0,-0.020125,0.005227,0.04379,0.0,True,0.017091,False,-0.009405,-0.013451,-0.018507,-0.02771,63.56615296050733,False,2025-07-17 09:30:00-04:00,True,bearish_non_magenta,True,False
ETHU,2025-07-28,GAP_UP,0.1079480152064361,0.1079480152064361,8-12%,9.994285714285716,125.32,113.11,BEARISH,121.32228571428573,True,126.62,119.71,122.4,10.0,285.0,120.25,2025-07-28 14:05:00-04:00,275.0,-0.017879,0.0233,0.021206,0.004491,True,0.008316,False,0.000665,-0.007651,-0.013306,-0.017879,67.51100710340508,False,2025-07-28 09:30:00-04:00,True,bearish_non_magenta,True,False
ETHU,2025-07-31,GAP_UP,0.0205261394101876,0.0205261394101876,2-5%,10.214285714285715,121.81,119.36,BEARISH,117.72428571428571,True,122.89,117.46,117.78,20.0,380.0,117.46,2025-07-31 15:50:00-04:00,380.0,-0.002724,0.033084,0.002724,0.0,True,0.002724,False,-0.002724,-0.002724,-0.002724,-0.002724,3.990090890371065,False,2025-07-31 09:30:00-04:00,True,bearish_non_magenta,True,False
ETHU,2025-09-03,GAP_UP,0.0529810680983328,0.0529810680983328,5-8%,17.05571428571429,149.06,141.56,BEARISH,142.23771428571428,False,156.06,148.57,155.58,145.0,5.0,,,,,-0.0437407755266336,,,,,,,,,,100.0,False,2025-09-03 09:30:00-04:00,True,bearish_non_magenta,False,False
ETHU,2025-09-10,GAP_UP,0.036455767471321,0.036455767471321,2-5%,15.037857142857147,147.27,142.09,BEARISH,141.25485714285716,False,153.01,142.56,144.22,35.0,355.0,,,,,0.0207102600665445,,,,,,,,,,100.0,False,2025-09-10 09:30:00-04:00,True,bearish_non_magenta,True,False
ETHU,2025-10-06,GAP_UP,0.0342165521753354,0.0342165521753354,2-5%,10.990000000000006,158.08,152.85,BEARISH,153.684,False,167.54,157.17,167.05,385.0,0.0,,,,,-0.0567434210526315,,,,,,,,,,16.017569480924557,False,2025-10-06 09:30:00-04:00,True,bearish_non_magenta,False,False
ETHU,2025-10-31,GAP_UP,0.0867627241629522,0.0867627241629522,8-12%,12.051785714285716,104.84,96.47,BEARISH,100.01928571428572,False,107.45,102.21,106.69,360.0,225.0,,,,,-0.0176459366653948,,,,,,,,,,100.0,False,2025-10-31 09:30:00-04:00,True,bearish_non_magenta,False,False
ETHU,2025-11-05,GAP_UP,0.0790363482671174,0.0790363482671174,5-8%,12.629285714285714,76.59,70.98,BEARISH,71.53828571428572,False,82.84,75.92,81.57,345.0,5.0,,,,,-0.0650215432824127,,,,,,,,,,61.383362728511536,False,2025-11-05 09:30:00-05:00,True,bearish_non_magenta,False,False
ETHU,2025-11-10,GAP_UP,0.0786159677222153,0.0786159677222153,5-8%,12.12,88.22,81.79,BEARISH,83.372,False,88.38,83.37,86.595,0.0,135.0,,,,,0.0184198594423033,,,,,,,,,,53.4018729045829,False,2025-11-10 09:30:00-05:00,True,bearish_non_magenta,True,False
ETHU,2025-11-12,GAP_UP,0.0782543265613244,0.0782543265613244,5-8%,11.869285714285713,85.98,79.74,BEARISH,81.23228571428572,True,86.21,76.9,78.7,0.0,300.0,80.47,2025-11-12 10:35:00-05:00,65.0,0.021996,0.084671,0.01367,0.044364,True,0.006089,False,0.012178,0.017149,0.018392,0.015161,2.9417843867683184,False,2025-11-12 09:30:00-05:00,True,bearish_non_magenta,True,True
ETHU,2025-11-20,GAP_UP,0.0450919181408255,0.0450919181408255,2-5%,11.100357142857138,60.26,57.66,BEARISH,55.819857142857146,True,60.35,51.61,53.2,0.0,270.0,55.5,2025-11-20 11:10:00-05:00,100.0,0.041441,0.117159,0.018559,0.07009,True,0.015856,False,-0.001081,0.013694,0.060721,0.027387,100.0,False,2025-11-20 09:30:00-05:00,True,bearish_non_magenta,True,True
ETHU,2025-11-28,GAP_UP,0.0428523880845397,0.0428523880845397,2-5%,7.732857142857142,62.665,60.09,BEARISH,59.57185714285714,False,62.67,59.58,60.81,65.0,165.0,,,,,0.0296018511130614,,,,,,,,,,-18.653012388405923,False,2025-11-28 09:30:00-05:00,True,bearish_non_magenta,True,False
ETHU,2025-12-03,GAP_UP,0.0607174103237095,0.0607174103237095,5-8%,8.189642857142857,60.62,57.15,BEARISH,57.344142857142856,False,64.02,60.05,63.33,380.0,5.0,,,,,-0.0447047179148795,,,,,,,,,,-13.893760353693107,False,2025-12-03 09:30:00-05:00,True,bearish_non_magenta,False,False
ETHU,2025-12-15,GAP_UP,0.0315262718932443,0.0315262718932443,2-5%,7.602857142857142,61.84,59.95,BEARISH,58.798857142857145,True,62.43,52.92,53.81,5.0,245.0,57.69,2025-12-15 10:00:00-05:00,30.0,0.067256,0.129851,0.022534,0.082683,True,0.022534,False,0.010054,0.013867,0.012827,0.036055,100.0,False,2025-12-15 09:30:00-05:00,True,bearish_non_magenta,True,True
ETHU,2025-12-18,GAP_UP,0.114681662984535,0.114681662984535,8-12%,7.988571428571428,55.5,49.79,BEARISH,52.30457142857143,True,56.05,48.39,48.45,65.0,320.0,51.53,2025-12-18 12:05:00-05:00,155.0,0.059771,0.127027,0.041335,0.060935,True,0.005046,False,0.043276,0.026781,0.006016,0.03105,100.0,False,2025-12-18 09:30:00-05:00,True,bearish_non_magenta,True,True
ETHU,2025-12-22,GAP_UP,0.043715358483819,0.043715358483819,2-5%,7.262857142857143,58.375,55.93,BEARISH,55.46985714285714,True,58.88,54.73,55.19,15.0,345.0,55.46,2025-12-22 14:45:00-05:00,315.0,0.004868,0.054561,0.003065,0.013163,True,0.002164,False,-0.002164,0.008475,0.003065,0.004868,80.3844533711389,False,2025-12-22 09:30:00-05:00,True,bearish_non_magenta,True,True
ETHU,2025-12-31,GAP_UP,0.0370643555227734,0.0370643555227734,2-5%,5.253928571428571,56.24,54.23,BEARISH,54.13842857142858,False,56.24,54.33,54.76,0.0,370.0,,,,,0.0263157894736842,,,,,,,,,,7.266812661060317,False,2025-12-31 09:30:00-05:00,True,bearish_non_magenta,True,False
ETHU,2026-01-06,GAP_UP,0.0353880402241497,0.0353880402241497,2-5%,4.583214285714285,67.44,65.135,BEARISH,65.60671428571429,True,67.57,62.56,64.9,10.0,210.0,65.36,2026-01-06 11:25:00-05:00,115.0,0.007038,0.037663,0.002754,0.04284,True,0.002754,False,0.009333,0.001224,0.004284,0.02142,94.272135458953,False,2026-01-06 09:30:00-05:00,True,bearish_non_magenta,True,True
ETOR,2025-06-09,GAP_UP,0.0306966618287372,0.0306966618287372,2-5%,5.263928571428573,71.015,68.9,BEARISH,68.90942857142858,True,76.575,66.735,75.825,50.0,0.0,66.735,2025-06-09 09:30:00-04:00,0.0,-0.13621,-0.067732,0.147449,0.0,True,0.046977,True,-0.049674,-0.105042,-0.111411,-0.099573,-81.58340351142539,False,2025-06-09 09:30:00-04:00,True,magenta_max_bear,False,False
ETOR,2025-11-12,GAP_UP,0.0357229647630619,0.0357229647630619,2-5%,1.998571428571428,42.62,41.15,BEARISH,41.82057142857143,True,42.78,39.99,41.29,0.0,80.0,41.3,2025-11-12 09:35:00-05:00,5.0,0.000242,0.031206,0.023608,0.031719,True,0.022881,False,-0.002663,-0.001453,-0.009927,0.011138,-100.0,False,2025-11-12 09:30:00-05:00,True,magenta_max_bear,True,True
ETSY,2024-11-06,GAP_UP,0.0297686765263557,0.0297686765263557,2-5%,2.122857142857143,54.31,52.74,BEARISH,53.46085714285714,True,54.495,52.45,53.05,25.0,335.0,53.45,2024-11-06 10:35:00-05:00,65.0,0.007484,0.0232,0.002245,0.018709,True,0.000655,False,0.002432,0.012161,0.014406,0.010664,95.36711598202928,False,2024-11-06 09:30:00-05:00,True,bearish_non_magenta,True,True
ETSY,2025-02-03,GAP_UP,0.0383424408014572,0.0383424408014572,2-5%,1.9989285714285725,57.005,54.9,BEARISH,56.20542857142858,True,57.5,53.98,54.73,55.0,0.0,54.37,2025-02-03 09:30:00-05:00,0.0,-0.006621,0.039909,0.057569,0.007173,True,0.005058,False,-0.012875,-0.025382,-0.037521,-0.021703,-15.055080519774052,False,2025-02-03 09:30:00-05:00,True,bearish_non_magenta,True,False
ETSY,2025-10-13,GAP_UP,0.0245836060804421,0.0245836060804421,2-5%,4.224285714285712,70.435,68.745,BEARISH,68.74528571428571,False,71.08,69.58,70.415,350.0,5.0,,,,,0.0002839497408958,,,,,,,,,,13.300168005802906,False,2025-10-13 09:30:00-04:00,True,bearish_non_magenta,True,False
EZU,2025-04-08,GAP_UP,0.0284764082311369,0.0284764082311369,2-5%,1.1625000000000003,49.48,48.11,BEARISH,49.01499999999999,True,49.53,47.16,47.67,45.0,375.0,48.99,2025-04-08 11:10:00-04:00,100.0,0.026944,0.03658,0.005613,0.037355,True,0.005613,False,-0.000919,-0.004899,-0.001531,0.015309,100.0,False,2025-04-08 09:30:00-04:00,True,bearish_non_magenta,True,True
FAZ,2024-04-12,GAP_UP,0.0251026928343222,0.0251026928343222,2-5%,0.3357142857142855,11.23,10.955,BEARISH,11.095714285714289,False,11.525,11.1,11.42,250.0,5.0,,,,,-0.0169189670525378,,,,,,,,,,-42.98439968372016,False,2024-04-12 09:30:00-04:00,True,bearish_non_magenta,False,False
