ticker,date,direction,gap_pct,abs_gap_pct,gap_bucket,atr,open_price,prev_close,candle_color,ft_level,has_ft,session_high,session_low,eod_close,hod_minutes_from_open,lod_minutes_from_open,entry_price,entry_time,ft_minutes_from_open,eod_return,eod_return_from_open,mae_pct,mfe_pct,adverse_after_ft,bounce_depth_before_dest,close_above_open,fwd_15min,fwd_30min,fwd_1hr,fwd_2hr,cs,is_nr7,bar1_time,data_ok,group,win_from_open,win_from_ft_entry
APLD,2024-02-27,GAP_UP,0.0395348837209302,0.0395348837209302,2-5%,0.3599999999999999,4.47,4.3,BEARISH,4.326,True,4.47,4.17,4.325,0.0,40.0,4.265,2024-02-27 09:40:00-05:00,10.0,-0.014068,0.032438,0.01993,0.022274,True,0.004689,False,0.008206,0.018757,0.005862,-0.01524,100.0,False,2024-02-27 09:30:00-05:00,True,bearish_non_magenta,True,False
APLD,2024-03-04,GAP_UP,0.0428061831153388,0.0428061831153388,2-5%,0.3399999999999998,4.385,4.205,BEARISH,4.249,True,4.425,4.09,4.105,5.0,380.0,4.205,2024-03-04 10:20:00-05:00,50.0,0.023781,0.063854,0.010702,0.027348,True,0.010702,False,0.01308,-0.001189,0.007134,0.002378,81.69239862998604,False,2024-03-04 09:30:00-05:00,True,bearish_non_magenta,True,True
APLD,2024-04-23,GAP_UP,0.0220994475138121,0.0220994475138121,2-5%,0.2521428571428571,2.775,2.715,BEARISH,2.674142857142857,False,2.915,2.76,2.905,375.0,0.0,,,,,-0.0468468468468468,,,,,,,,,,100.0,False,2024-04-23 09:30:00-04:00,True,bearish_non_magenta,False,False
APLD,2024-06-04,GAP_UP,0.0201511335012593,0.0201511335012593,2-5%,0.3678571428571429,4.05,3.97,BEARISH,3.902857142857143,False,4.395,3.965,4.245,300.0,25.0,,,,,-0.0481481481481482,,,,,,,,,,98.04370879298328,False,2024-06-04 09:30:00-04:00,True,bearish_non_magenta,False,False
APLD,2024-06-13,GAP_UP,0.0630303030303029,0.0630303030303029,5-8%,0.3632142857142856,4.385,4.125,BEARISH,4.239714285714285,True,4.4,4.16,4.38,380.0,35.0,4.225,2024-06-13 09:45:00-04:00,10.0,-0.036686,0.00114,0.04142,0.015385,True,0.004734,False,0.004734,-0.008284,-0.007101,-0.011834,39.27182496939969,False,2024-06-13 09:35:00-04:00,True,bearish_non_magenta,True,False
APLD,2025-01-28,GAP_UP,0.0663580246913579,0.0663580246913579,5-8%,1.052857142857143,6.91,6.48,BEARISH,6.488857142857143,True,7.01,6.25,6.51,0.0,100.0,6.445,2025-01-28 10:45:00-05:00,75.0,-0.010085,0.057887,0.041117,0.030256,True,0.003879,False,0.004655,0.022498,0.021722,-0.006982,100.0,False,2025-01-28 09:30:00-05:00,True,bearish_non_magenta,True,False
APLD,2025-05-27,GAP_UP,0.0387491502379332,0.0387491502379332,2-5%,0.5746428571428572,7.64,7.355,BEARISH,7.410142857142857,True,7.7,7.25,7.6,0.0,45.0,7.385,2025-05-27 09:30:00-04:00,0.0,-0.029113,0.005236,0.042654,0.01828,True,0.015572,False,-0.003385,-0.005416,0.002031,-0.009479,14.035927078646552,False,2025-05-27 09:30:00-04:00,True,bearish_non_magenta,True,False
APP,2024-02-22,GAP_UP,0.046381519581303,0.046381519581303,2-5%,3.2571428571428567,57.98,55.41,BEARISH,56.67714285714285,True,58.34,56.5,57.8,365.0,45.0,56.63,2024-02-22 10:10:00-05:00,40.0,-0.02066,0.003105,0.030196,0.002296,True,0.009712,False,-0.010948,-0.005651,-0.008653,-0.014833,100.0,False,2024-02-22 09:30:00-05:00,True,bearish_non_magenta,True,False
APP,2024-03-06,GAP_UP,0.0361534677816035,0.0361534677816035,2-5%,3.384285714285716,63.195,60.99,BEARISH,61.84128571428571,True,63.53,61.19,62.59,0.0,40.0,61.7,2024-03-06 10:00:00-05:00,30.0,-0.014425,0.009574,0.026418,0.008266,True,0.000648,False,-0.001459,-0.002593,-0.008752,-0.017666,26.69856995457777,False,2024-03-06 09:30:00-05:00,True,bearish_non_magenta,True,False
APP,2024-06-03,GAP_UP,0.0209112651008769,0.0209112651008769,2-5%,3.2435714285714274,83.24,81.535,BEARISH,81.94257142857143,True,83.245,79.15,82.71,0.0,70.0,81.91,2024-06-03 09:55:00-04:00,25.0,-0.009767,0.006367,0.010866,0.033696,True,0.004273,False,0.009889,0.020877,0.024661,0.006409,100.0,False,2024-06-03 09:30:00-04:00,True,bearish_non_magenta,True,False
APP,2024-07-01,GAP_UP,0.0214556163230964,0.0214556163230964,2-5%,3.578928571428573,84.98,83.195,BEARISH,83.54842857142857,True,85.17,82.63,84.8,240.0,5.0,82.63,2024-07-01 09:35:00-04:00,5.0,-0.026262,0.002118,0.030739,0.0,True,0.011739,False,-0.009742,-0.026504,-0.017064,-0.02493,34.79969956493722,False,2024-07-01 09:30:00-04:00,True,bearish_non_magenta,True,False
APP,2025-02-10,GAP_UP,0.0437293729372935,0.0437293729372935,2-5%,20.72535714285713,392.15,375.72,BEARISH,383.8598571428572,True,396.38,373.98,384.47,0.0,0.0,375.46,2025-02-10 09:30:00-05:00,0.0,-0.023997,0.019584,0.055718,0.003942,True,0.029178,False,-0.009508,-0.007937,-0.020109,-0.015821,-38.072199351633614,False,2025-02-10 09:30:00-05:00,True,bearish_non_magenta,True,False
APP,2025-02-27,GAP_UP,0.046908734052993,0.046908734052993,2-5%,45.71321428571428,346.71,331.175,BEARISH,328.4247142857143,True,349.64,310.09,320.64,0.0,30.0,325.99,2025-02-27 09:45:00-05:00,15.0,0.016412,0.075193,0.036197,0.048775,True,-0.001227,False,0.026289,0.013835,-0.006319,-0.023866,75.65253990896123,False,2025-02-27 09:30:00-05:00,True,bearish_non_magenta,True,True
APP,2025-05-29,GAP_UP,0.0230808663334614,0.0230808663334614,2-5%,19.34428571428571,399.155,390.15,BEARISH,391.4172857142857,True,402.59,381.84,384.15,0.0,330.0,388.905,2025-05-29 09:35:00-04:00,5.0,0.012227,0.037592,0.013589,0.018166,True,0.007714,False,-0.004551,0.006981,0.005747,0.002018,-38.460616421487615,False,2025-05-29 09:30:00-04:00,True,bearish_non_magenta,True,True
APP,2025-10-13,GAP_UP,0.0321040529392146,0.0321040529392146,2-5%,42.57607142857144,588.0,569.71,BEARISH,570.9695714285714,True,591.32,562.65,589.87,380.0,155.0,570.38,2025-10-13 10:50:00-04:00,80.0,-0.03417,-0.00318,0.036712,0.013552,True,0.00284,True,0.001332,-0.000719,0.007328,-0.004208,17.019126717829614,False,2025-10-13 09:30:00-04:00,True,bearish_non_magenta,False,False
APP,2025-10-22,GAP_UP,0.0250076904981634,0.0250076904981634,2-5%,38.0717857142857,566.45,552.63,BEARISH,551.2212857142857,False,571.365,553.69,564.885,370.0,250.0,,,,,0.0027628210786478,,,,,,,,,,91.3839592368116,False,2025-10-22 09:30:00-04:00,True,bearish_non_magenta,True,False
ARKK,2024-11-06,GAP_UP,0.055405685826935,0.055405685826935,5-8%,1.4007142857142856,50.86,48.19,BEARISH,50.29971428571429,False,52.175,50.13,52.16,385.0,25.0,,,,,-0.0255603617774281,,,,,,,,,,5.304580797463531,False,2024-11-06 09:30:00-05:00,True,bearish_non_magenta,False,False
ARKK,2024-11-18,GAP_UP,0.0202057998129092,0.0202057998129092,2-5%,1.9946428571428567,54.53,53.45,BEARISH,53.73214285714286,False,55.28,53.73,55.12,375.0,25.0,,,,,-0.0108197322574728,,,,,,,,,,100.0,False,2024-11-18 09:30:00-05:00,True,bearish_non_magenta,False,False
ARKK,2025-06-20,GAP_UP,0.0226932294787297,0.0226932294787297,2-5%,2.163571428571429,68.275,66.76,BEARISH,67.40957142857144,True,68.44,66.59,67.69,0.0,90.0,67.28,2025-06-20 09:45:00-04:00,15.0,-0.006094,0.008568,0.012188,0.010256,True,0.009512,False,-0.008472,-0.008026,0.003939,-0.006837,39.72416344628093,False,2025-06-20 09:30:00-04:00,True,bearish_non_magenta,True,False
ARKK,2025-10-13,GAP_UP,0.0206530518056996,0.0206530518056996,2-5%,2.803928571428572,88.46,86.67,BEARISH,87.33842857142857,True,88.7,86.64,87.74,0.0,85.0,87.08,2025-10-13 10:45:00-04:00,75.0,-0.007579,0.008139,0.009761,0.005053,True,-0.000115,False,0.003215,-0.003215,-0.001263,-0.002297,-12.796489316972162,False,2025-10-13 09:30:00-04:00,True,bearish_non_magenta,True,False
ARKK,2025-11-10,GAP_UP,0.0322820037105751,0.0322820037105751,2-5%,3.026428571428574,83.46,80.85,BEARISH,82.24942857142857,False,83.5,82.22,82.82,40.0,95.0,,,,,0.0076683441169422,,,,,,,,,,82.1057091801753,False,2025-11-10 09:30:00-05:00,True,bearish_non_magenta,True,False
ARKQ,2025-06-06,GAP_UP,0.0231103166496425,0.0231103166496425,2-5%,1.5521428571428575,80.13,78.32,BEARISH,79.50914285714285,False,81.19,80.09,80.93,280.0,0.0,,,,,-0.0099837763634096,,,,,,,,,,-71.57590950116686,False,2025-06-06 10:25:00-04:00,True,magenta_max_bear,False,False
ARKQ,2025-10-13,GAP_UP,0.0301017767810937,0.0301017767810937,2-5%,3.057142857142857,119.43,115.94,BEARISH,118.20714285714288,False,120.76,118.89,120.16,30.0,5.0,,,,,-0.0061123670769487,,,,,,,,,,-91.4221803706998,False,2025-10-13 09:35:00-04:00,True,magenta_max_bear,False,False
