ticker,date,cs,is_nr7,bar1_time,data_ok
BULL,2025-05-20,98.58602563295527,False,2025-05-20 09:30:00-04:00,True
BULL,2025-07-17,100.0,False,2025-07-17 09:30:00-04:00,True
BULL,2025-10-09,,,,False
CASY,2025-04-08,45.80542537098072,False,2025-04-08 09:35:00-04:00,True
CASY,2025-06-10,20.75036180449861,False,2025-06-10 09:30:00-04:00,True
CASY,2026-02-12,16.946069977811774,False,2026-02-12 09:50:00-05:00,True
CAT,2024-04-15,71.16157830081315,False,2024-04-15 09:30:00-04:00,True
CAT,2025-04-08,100.0,False,2025-04-08 09:30:00-04:00,True
CCL,2024-02-22,100.0,False,2024-02-22 09:30:00-05:00,True
CCL,2025-06-16,65.93125292561992,False,2025-06-16 09:30:00-04:00,True
CCL,2025-09-29,68.72348694038824,False,2025-09-29 09:30:00-04:00,True
CDE,2024-03-08,56.693058437656475,False,2024-03-08 09:30:00-05:00,True
CDE,2024-03-26,-30.67389946967007,False,2024-03-26 09:30:00-04:00,True
CDE,2024-05-28,100.0,False,2024-05-28 09:30:00-04:00,True
CDE,2024-05-31,-61.19626225642777,False,2024-05-31 09:30:00-04:00,True
CDE,2024-06-14,31.4879503702143,False,2024-06-14 09:30:00-04:00,True
CDE,2024-06-20,64.09229846279092,False,2024-06-20 09:30:00-04:00,True
CDE,2024-07-11,100.0,False,2024-07-11 09:30:00-04:00,True
CDE,2024-07-30,100.0,False,2024-07-30 09:30:00-04:00,True
CDE,2024-08-07,-4.044106039552192,False,2024-08-07 09:30:00-04:00,True
CDE,2024-09-24,,,,False
CDE,2024-09-26,78.53303713405505,False,2024-09-26 09:30:00-04:00,True
CDE,2024-10-01,100.0,False,2024-10-01 09:30:00-04:00,True
CDE,2025-01-24,,,,False
CDE,2025-02-18,2.457549745913731,False,2025-02-18 09:30:00-05:00,True
CDE,2025-03-04,-55.136215798926145,False,2025-03-04 09:30:00-05:00,True
CDE,2025-09-22,,,,False
CDE,2025-10-08,100.0,False,2025-10-08 09:30:00-04:00,True
CDE,2025-10-20,51.36964585136098,False,2025-10-20 09:30:00-04:00,True
CDE,2025-10-23,100.0,False,2025-10-23 09:30:00-04:00,True
CDE,2026-01-20,,,,False
CDE,2026-01-26,-11.569922318440378,False,2026-01-26 09:30:00-05:00,True
CDE,2026-01-29,100.0,False,2026-01-29 09:30:00-05:00,True
CDE,2026-02-03,100.0,False,2026-02-03 09:30:00-05:00,True
CDE,2026-02-04,100.0,False,2026-02-04 09:30:00-05:00,True
CDE,2026-02-11,-59.61610109152221,False,2026-02-11 09:30:00-05:00,True
CDE,2026-02-18,63.67860412018631,False,2026-02-18 09:30:00-05:00,True
CELH,2025-02-21,82.35658335409605,False,2025-02-21 09:30:00-05:00,True
CELH,2026-02-26,100.0,False,2026-02-26 09:30:00-05:00,True
CIFR,2024-03-11,100.0,False,2024-03-11 09:30:00-04:00,True
CIFR,2024-04-04,-57.93265442408576,False,2024-04-04 09:30:00-04:00,True
CIFR,2024-05-24,,,,False
CIFR,2024-06-26,93.81213065892466,False,2024-06-26 09:30:00-04:00,True
CIFR,2024-07-09,34.143892439284414,False,2024-07-09 09:30:00-04:00,True
CIFR,2024-07-18,-15.691002699790216,False,2024-07-18 09:30:00-04:00,True
CIFR,2024-07-22,54.899626842969376,False,2024-07-22 09:30:00-04:00,True
CIFR,2024-07-26,91.34864521337325,False,2024-07-26 09:30:00-04:00,True
CIFR,2024-09-19,,,,False
CIFR,2024-09-26,,,,False
CIFR,2024-10-15,-48.2525889736638,False,2024-10-15 09:30:00-04:00,True
CIFR,2024-10-16,-76.85410103467204,False,2024-10-16 09:30:00-04:00,True
CIFR,2024-10-18,-69.98714374267269,False,2024-10-18 09:30:00-04:00,True
CIFR,2024-10-29,-64.39854967764784,False,2024-10-29 09:30:00-04:00,True
CIFR,2025-01-28,-100.0,False,2025-01-28 09:30:00-05:00,True
CIFR,2025-02-24,-80.1996965763113,False,2025-02-24 09:30:00-05:00,True
CIFR,2025-05-22,,,,False
CIFR,2025-05-27,,,,False
CIFR,2025-06-16,85.68491615258728,False,2025-06-16 09:30:00-04:00,True
CIFR,2025-06-25,73.25929922643209,False,2025-06-25 09:30:00-04:00,True
CIFR,2025-09-18,,,,False
CIFR,2025-09-29,60.70385793630144,False,2025-09-29 09:30:00-04:00,True
CIFR,2025-10-15,-49.52756844327036,False,2025-10-15 09:30:00-04:00,True
CIFR,2025-10-20,100.0,False,2025-10-20 09:30:00-04:00,True
CIFR,2026-02-09,68.22671667444075,False,2026-02-09 09:30:00-05:00,True
CIFR,2026-02-24,14.79604918872691,False,2026-02-24 09:30:00-05:00,True
CL,2025-04-25,27.451138891526256,False,2025-04-25 09:30:00-04:00,True
CLF,2024-10-18,29.881455709072885,False,2024-10-18 09:30:00-04:00,True
CLF,2025-01-24,34.296010166801835,False,2025-01-24 09:30:00-05:00,True
CLF,2025-02-06,-28.017940298732558,False,2025-02-06 09:30:00-05:00,True
CLF,2025-02-26,,,,False
CLF,2025-03-03,,,,False
CLOU,2025-01-15,93.30596519351487,False,2025-01-15 09:30:00-05:00,True
CLOU,2026-02-12,51.92570987748061,False,2026-02-12 09:40:00-05:00,True
CLSK,2024-02-20,90.8725536265249,False,2024-02-20 09:30:00-05:00,True
CLSK,2024-02-29,,,,False
CLSK,2024-03-04,,,,False
CLSK,2024-05-30,20.224494171194976,False,2024-05-30 09:30:00-04:00,True
CLSK,2024-06-05,-58.53568040848723,False,2024-06-05 09:30:00-04:00,True
CLSK,2024-06-20,22.23729748623886,False,2024-06-20 09:30:00-04:00,True
CLSK,2024-09-19,-22.835431686689443,False,2024-09-19 09:30:00-04:00,True
CLSK,2024-09-27,-13.370652207498942,False,2024-09-27 09:30:00-04:00,True
CLSK,2024-10-04,100.0,False,2024-10-04 09:30:00-04:00,True
CLSK,2024-10-14,49.94163812234409,False,2024-10-14 09:30:00-04:00,True
CLSK,2024-10-29,,,,False
CLSK,2025-01-24,13.388614108364138,False,2025-01-24 09:30:00-05:00,True
CLSK,2025-02-21,49.12051524586132,False,2025-02-21 09:30:00-05:00,True
CLSK,2025-05-22,100.0,False,2025-05-22 09:30:00-04:00,True
CLSK,2025-06-16,100.0,False,2025-06-16 09:30:00-04:00,True
CLSK,2025-06-30,,,,False
CLSK,2025-10-01,36.82285652564245,False,2025-10-01 09:30:00-04:00,True
CLSK,2025-10-06,45.51838579288481,False,2025-10-06 09:30:00-04:00,True
CLSK,2025-10-13,-7.415601728553378,False,2025-10-13 09:30:00-04:00,True
CLSK,2025-10-20,,,,False
CLSK,2026-02-06,58.2234140438265,False,2026-02-06 09:30:00-05:00,True
CLSK,2026-02-25,,,,False
COIN,2024-01-26,100.0,False,2024-01-26 09:30:00-05:00,True
COIN,2024-01-30,-10.401327394919129,False,2024-01-30 09:30:00-05:00,True
COIN,2024-02-28,,,,False
COIN,2024-03-04,,,,False
COIN,2024-06-25,,,,False
COIN,2024-10-14,,,,False
COIN,2024-10-18,,,,False
COIN,2024-10-29,,,,False
COIN,2025-02-21,,,,False
COIN,2025-05-27,18.907044723972025,False,2025-05-27 09:30:00-04:00,True
COIN,2025-10-06,27.53494234252604,False,2025-10-06 09:30:00-04:00,True
COIN,2025-10-27,,,,False
COIN,2025-11-05,,,,False
COIN,2026-02-13,,,,False
COP,2026-03-02,48.31525348949719,False,2026-03-02 09:30:00-05:00,True
CPNG,2025-02-26,100.0,False,2025-02-26 09:30:00-05:00,True
CPNG,2025-03-12,,,,False
CRCL,2025-06-27,2.280646562165008,False,2025-06-27 09:30:00-04:00,True
CRCL,2025-07-01,22.47134375536888,False,2025-07-01 09:30:00-04:00,True
CRCL,2025-07-18,-29.115968332865577,False,2025-07-18 09:30:00-04:00,True
CRCL,2025-08-07,,,,False
CRCL,2025-08-12,,,,False
CRCL,2025-10-24,96.88862770014683,False,2025-10-24 09:30:00-04:00,True
CRCL,2025-10-27,-56.51817556631274,False,2025-10-27 09:30:00-04:00,True
CRCL,2025-11-20,,,,False
CRCL,2025-11-28,,,,False
CRCL,2025-12-02,,,,False
CRDO,2024-02-28,-52.50144217112555,False,2024-02-28 09:30:00-05:00,True
CRDO,2024-04-26,,,,False
CRDO,2024-07-18,37.781630985937745,False,2024-07-18 09:30:00-04:00,True
CRDO,2024-07-31,100.0,False,2024-07-31 09:30:00-04:00,True
CRDO,2024-08-08,-21.762211780510913,True,2024-08-08 09:30:00-04:00,True
CRDO,2024-08-15,39.28445981998068,False,2024-08-15 09:30:00-04:00,True
CRDO,2024-09-06,,,,False
CRDO,2024-12-11,,,,False
