ticker,date,cs,is_nr7,bar1_time,data_ok
AA,2024-01-24,-40.946430861462055,False,2024-01-24 09:30:00-05:00,True
AA,2024-02-27,,,,False
AA,2024-03-06,,,,False
AA,2024-06-12,,,,False
AA,2024-06-21,,,,False
AA,2024-06-28,,,,False
AA,2024-07-11,,,,False
AA,2024-07-12,,,,False
AA,2025-01-22,-90.07106734388627,False,2025-01-22 09:30:00-05:00,True
AA,2025-02-06,64.47528880719311,False,2025-02-06 09:30:00-05:00,True
AA,2025-03-05,,,,False
AA,2025-10-09,,,,False
AA,2025-10-13,,,,False
AA,2026-01-26,,,,False
AA,2026-02-03,,,,False
AAL,2025-05-27,75.90019101049803,False,2025-05-27 09:30:00-04:00,True
AAL,2025-10-09,,,,False
AAL,2025-10-23,,,,False
AAL,2025-10-24,,,,False
AAPL,2025-01-31,-0.13335443364882,False,2025-01-31 09:30:00-05:00,True
ABBV,2024-11-06,88.5436481286332,False,2024-11-06 09:30:00-05:00,True
ABBV,2025-04-03,,,,False
ABNB,2025-11-07,24.153358081544066,False,2025-11-07 09:30:00-05:00,True
ACHR,2024-02-09,-21.706437322533358,False,2024-02-09 09:30:00-05:00,True
ACHR,2024-02-22,100.0,False,2024-02-22 09:30:00-05:00,True
ACHR,2024-03-21,,,,False
ACHR,2024-04-04,,,,False
ACHR,2024-06-05,77.41525272219583,False,2024-06-05 09:30:00-04:00,True
ACHR,2024-07-03,21.66755840084608,False,2024-07-03 09:30:00-04:00,True
ACHR,2024-07-05,-14.814247758040041,False,2024-07-05 09:30:00-04:00,True
ACHR,2024-07-08,-39.34501826960332,False,2024-07-08 09:30:00-04:00,True
ACHR,2024-07-11,67.58482906435853,False,2024-07-11 09:30:00-04:00,True
ACHR,2024-07-12,100.0,False,2024-07-12 09:30:00-04:00,True
ACHR,2024-07-15,-94.98006092721066,False,2024-07-15 09:30:00-04:00,True
ACHR,2024-07-26,,,,False
ACHR,2024-07-29,,,,False
ACHR,2024-08-06,,,,False
ACHR,2024-09-26,-21.505733704745374,False,2024-09-26 09:30:00-04:00,True
ACHR,2024-10-04,49.01557952809332,False,2024-10-04 09:30:00-04:00,True
ACHR,2024-11-01,100.0,False,2024-11-01 09:30:00-04:00,True
ACHR,2024-11-06,,,,False
ACHR,2025-02-19,,,,False
ACHR,2025-02-21,,,,False
ACHR,2025-06-09,,,,False
ACHR,2025-06-16,,,,False
ACHR,2025-09-29,-24.44736815606305,False,2025-09-29 09:30:00-04:00,True
ACHR,2025-10-20,,,,False
AEO,2024-03-07,54.74528909350559,False,2024-03-07 09:30:00-05:00,True
AEO,2024-08-07,,,,False
AEO,2024-11-06,100.0,False,2024-11-06 09:30:00-05:00,True
AEO,2025-03-12,38.9696787327423,False,2025-03-12 09:30:00-04:00,True
AEO,2025-03-17,,,,False
AEO,2025-06-16,-55.45795290609312,False,2025-06-16 09:30:00-04:00,True
AFRM,2024-01-24,1.6741359012173624,False,2024-01-24 09:30:00-05:00,True
AFRM,2024-01-25,98.40661414857884,False,2024-01-25 09:30:00-05:00,True
AFRM,2024-02-14,,,,False
AFRM,2024-02-22,,,,False
AFRM,2024-03-06,,,,False
AFRM,2024-06-03,72.37483395517648,False,2024-06-03 09:30:00-04:00,True
AFRM,2024-07-11,,,,False
AFRM,2024-10-09,,,,False
AFRM,2025-01-24,100.0,False,2025-01-24 09:30:00-05:00,True
AFRM,2025-01-28,100.0,False,2025-01-28 09:30:00-05:00,True
AFRM,2025-05-27,0.19033191735718008,False,2025-05-27 09:30:00-04:00,True
AFRM,2025-05-29,-30.228048183607275,False,2025-05-29 09:30:00-04:00,True
AFRM,2025-06-09,,,,False
AFRM,2025-06-24,,,,False
AFRM,2025-10-01,,,,False
AFRM,2025-10-06,,,,False
AFRM,2025-10-13,,,,False
AFRM,2025-10-27,,,,False
AFRM,2026-01-27,65.94274349703116,False,2026-01-27 09:30:00-05:00,True
AFRM,2026-02-03,-8.039369052434544,False,2026-02-03 09:30:00-05:00,True
AFRM,2026-02-06,,,,False
AI,2024-01-24,19.235401415666498,False,2024-01-24 09:30:00-05:00,True
AI,2024-02-06,42.3434916594415,False,2024-02-06 09:30:00-05:00,True
AI,2024-02-22,100.0,False,2024-02-22 09:30:00-05:00,True
AI,2024-03-06,,,,False
AI,2024-07-26,,,,False
AI,2024-08-15,57.92293766923372,False,2024-08-15 09:30:00-04:00,True
AI,2024-09-26,3.3705047135802935,False,2024-09-26 09:30:00-04:00,True
AI,2024-10-28,,,,False
AI,2025-01-22,47.66363865316058,False,2025-01-22 09:30:00-05:00,True
AI,2025-03-12,,,,False
AI,2025-06-06,-9.865792965624847,False,2025-06-06 09:30:00-04:00,True
AI,2025-10-06,,,,False
AI,2025-10-15,,,,False
AI,2026-01-28,,,,False
AIQ,2024-02-22,-32.901252885211385,False,2024-02-22 09:30:00-05:00,True
AIQ,2025-10-13,-20.124268638251696,False,2025-10-13 09:30:00-04:00,True
ALAB,2024-05-02,-28.48286217049141,False,2024-05-02 09:30:00-04:00,True
ALAB,2024-05-09,9.696499660165681,False,2024-05-09 09:30:00-04:00,True
ALAB,2024-05-23,-29.195767851932303,False,2024-05-23 09:30:00-04:00,True
ALAB,2024-06-12,-30.319638086547968,False,2024-06-12 09:30:00-04:00,True
ALAB,2024-08-13,13.169957588240145,False,2024-08-13 09:30:00-04:00,True
ALAB,2024-09-19,,,,False
ALAB,2024-09-26,,,,False
ALAB,2024-10-04,,,,False
ALAB,2024-12-13,90.35523056607829,False,2024-12-13 09:30:00-05:00,True
ALAB,2024-12-23,-21.911434499777947,False,2024-12-23 09:30:00-05:00,True
ALAB,2025-01-06,100.0,False,2025-01-06 09:30:00-05:00,True
ALAB,2025-01-14,100.0,False,2025-01-14 09:30:00-05:00,True
ALAB,2025-01-28,,,,False
ALAB,2025-05-01,100.0,False,2025-05-01 09:30:00-04:00,True
ALAB,2025-05-08,100.0,False,2025-05-08 09:30:00-04:00,True
ALAB,2025-05-27,,,,False
ALAB,2025-08-27,-5.1157963877274515,False,2025-08-27 09:30:00-04:00,True
ALAB,2025-09-17,,,,False
ALAB,2025-09-18,,,,False
ALAB,2025-09-29,,,,False
ALAB,2026-01-22,,,,False
AMD,2024-01-24,44.76744130488179,False,2024-01-24 09:30:00-05:00,True
AMD,2024-06-03,,,,False
AMD,2025-05-27,,,,False
AMD,2025-05-29,,,,False
AMD,2025-10-06,,,,False
AMD,2026-02-03,,,,False
AMZN,2024-02-22,,,,False
AMZN,2025-06-06,-31.710405896891995,False,2025-06-06 09:30:00-04:00,True
AMZN,2025-10-31,,,,False
ANF,2024-07-31,80.23857812971421,False,2024-07-31 09:30:00-04:00,True
ANF,2024-08-07,21.763355514500358,False,2024-08-07 09:30:00-04:00,True
ANF,2024-08-08,-27.991334537750134,False,2024-08-08 09:30:00-04:00,True
ANF,2024-08-15,69.94549386207517,False,2024-08-15 09:30:00-04:00,True
ANF,2024-11-11,49.327762161118365,False,2024-11-11 09:30:00-05:00,True
ANF,2024-11-14,19.45189922113127,False,2024-11-14 09:30:00-05:00,True
ANF,2024-11-26,-100.0,False,2024-11-26 09:30:00-05:00,True
ANF,2025-04-14,44.511780657031316,False,2025-04-14 09:30:00-04:00,True
APLD,2024-01-26,1.9040188871069688,False,2024-01-26 09:30:00-05:00,True
APLD,2024-02-09,70.66455036491749,False,2024-02-09 09:30:00-05:00,True
APLD,2024-02-15,70.89956351612484,False,2024-02-15 09:35:00-05:00,True
APLD,2024-02-22,76.95928126272896,False,2024-02-22 09:30:00-05:00,True
APLD,2024-02-27,100.0,False,2024-02-27 09:30:00-05:00,True
APLD,2024-03-04,81.69239862998604,False,2024-03-04 09:30:00-05:00,True
APLD,2024-04-08,,,,False
APLD,2024-04-12,,,,False
APLD,2024-04-23,100.0,False,2024-04-23 09:30:00-04:00,True
APLD,2024-06-04,98.04370879298327,False,2024-06-04 09:30:00-04:00,True
APLD,2024-06-13,39.27182496939969,False,2024-06-13 09:35:00-04:00,True
APLD,2024-07-24,,,,False
APLD,2024-07-31,,,,False
APLD,2024-10-24,,,,False
APLD,2025-01-28,100.0,False,2025-01-28 09:30:00-05:00,True
APLD,2025-02-20,,,,False
APLD,2025-05-27,14.035927078646552,False,2025-05-27 09:30:00-04:00,True
APLD,2025-06-03,,,,False
APLD,2025-06-09,,,,False
APLD,2025-06-27,,,,False
APLD,2025-10-20,,,,False
APLD,2025-10-27,,,,False
APLD,2026-01-28,,,,False
APLD,2026-02-25,,,,False
APP,2024-02-22,100.0,False,2024-02-22 09:30:00-05:00,True
APP,2024-03-06,26.69856995457777,False,2024-03-06 09:30:00-05:00,True
APP,2024-06-03,100.0,False,2024-06-03 09:30:00-04:00,True
APP,2024-07-01,34.79969956493722,False,2024-07-01 09:30:00-04:00,True
APP,2024-07-26,,,,False
APP,2024-07-31,,,,False
APP,2024-11-06,,,,False
APP,2025-02-10,-38.072199351633614,False,2025-02-10 09:30:00-05:00,True
APP,2025-02-27,75.65253990896123,False,2025-02-27 09:30:00-05:00,True
APP,2025-03-12,,,,False
APP,2025-05-29,-38.460616421487615,False,2025-05-29 09:30:00-04:00,True
APP,2025-10-13,17.019126717829614,False,2025-10-13 09:30:00-04:00,True
APP,2025-10-22,91.3839592368116,False,2025-10-22 09:30:00-04:00,True
APP,2025-11-06,,,,False
ARKK,2024-11-06,5.304580797463531,False,2024-11-06 09:30:00-05:00,True
ARKK,2024-11-18,100.0,False,2024-11-18 09:30:00-05:00,True
ARKK,2025-06-20,39.72416344628093,False,2025-06-20 09:30:00-04:00,True
ARKK,2025-10-13,-12.796489316972162,False,2025-10-13 09:30:00-04:00,True
ARKK,2025-11-10,82.1057091801753,False,2025-11-10 09:30:00-05:00,True
ARKQ,2025-01-15,,False,2025-01-15 09:40:00-05:00,True
ARKQ,2025-06-06,-71.57590950116686,False,2025-06-06 10:25:00-04:00,True
ARKQ,2025-10-13,-91.4221803706998,False,2025-10-13 09:35:00-04:00,True
ARKQ,2025-10-27,32.11391633770677,False,2025-10-27 09:40:00-04:00,True
ARKQ,2025-11-10,100.0,False,2025-11-10 09:30:00-05:00,True
ARKQ,2025-11-20,44.75163036382154,False,2025-11-20 09:30:00-05:00,True
ARKQ,2025-12-22,100.0,False,2025-12-22 09:30:00-05:00,True
ARKQ,2026-01-08,-28.22171265280431,False,2026-01-08 09:30:00-05:00,True
ARKX,2025-11-20,50.240420537179496,False,2025-11-20 09:35:00-05:00,True
ARM,2024-02-06,-59.48370550408416,False,2024-02-06 09:30:00-05:00,True
ARM,2024-03-06,,,,False
ARM,2024-07-18,,,,False
ARM,2024-10-17,56.345103413624464,False,2024-10-17 09:30:00-04:00,True
ARM,2024-11-06,,,,False
ARM,2025-02-26,,,,False
ARM,2025-05-29,-100.0,False,2025-05-29 09:30:00-04:00,True
ARM,2025-07-17,,,,False
ARM,2025-10-06,40.996214633744685,False,2025-10-06 09:30:00-04:00,True
ARM,2025-10-13,13.85067215153242,False,2025-10-13 09:30:00-04:00,True
ARM,2025-10-15,-97.47227034732825,False,2025-10-15 09:30:00-04:00,True
ARM,2025-11-06,,,,False
ARM,2025-11-10,,,,False
ASML,2024-01-25,-85.53003641676928,False,2024-01-25 09:30:00-05:00,True
ASML,2024-03-21,91.3524425654391,False,2024-03-21 09:30:00-04:00,True
ASML,2024-04-05,-45.23058460388542,False,2024-04-05 09:30:00-04:00,True
ASML,2024-04-15,54.941202990748415,False,2024-04-15 09:30:00-04:00,True
ASML,2024-05-02,39.87442547728792,False,2024-05-02 09:30:00-04:00,True
ASML,2024-05-03,100.0,False,2024-05-03 09:30:00-04:00,True
ASML,2024-05-23,59.34718221700076,False,2024-05-23 09:30:00-04:00,True
ASML,2024-06-12,97.18996477115263,False,2024-06-12 09:30:00-04:00,True
ASML,2024-07-26,47.707995763257664,False,2024-07-26 09:30:00-04:00,True
ASML,2024-07-31,65.23376237697057,False,2024-07-31 09:30:00-04:00,True
ASML,2024-08-07,-16.33909710515121,False,2024-08-07 09:30:00-04:00,True
ASML,2024-08-08,-26.927189660254985,False,2024-08-08 09:30:00-04:00,True
ASML,2024-09-19,2.614612306072445,False,2024-09-19 09:30:00-04:00,True
ASML,2024-09-26,39.83156330650206,False,2024-09-26 09:30:00-04:00,True
ASML,2025-01-16,42.682947381365125,False,2025-01-16 09:30:00-05:00,True
ASML,2025-01-17,-46.02139316525268,False,2025-01-17 09:30:00-05:00,True
ASML,2025-01-29,93.9402559474034,False,2025-01-29 09:30:00-05:00,True
ASML,2025-01-30,50.315180570082404,False,2025-01-30 09:30:00-05:00,True
ASML,2025-03-05,33.123066017210704,True,2025-03-05 09:30:00-05:00,True
ASML,2025-04-23,48.15361931248859,False,2025-04-23 09:30:00-04:00,True
ASML,2025-07-28,72.23167338182456,False,2025-07-28 09:30:00-04:00,True
ASML,2025-09-05,61.28811837685475,False,2025-09-05 09:30:00-04:00,True
ASML,2025-09-18,-14.494809274148595,False,2025-09-18 09:30:00-04:00,True
ASML,2025-10-02,33.871150576367,False,2025-10-02 09:30:00-04:00,True
ASML,2025-10-15,-28.95070085240188,False,2025-10-15 09:30:00-04:00,True
ASML,2026-01-22,71.66841544800974,False,2026-01-22 09:30:00-05:00,True
ASML,2026-01-28,-100.0,False,2026-01-28 09:30:00-05:00,True
ASTS,2024-02-14,-78.47352122304315,False,2024-02-14 09:30:00-05:00,True
ASTS,2024-05-06,80.44230049759554,False,2024-05-06 09:40:00-04:00,True
ASTS,2024-05-28,100.0,False,2024-05-28 09:30:00-04:00,True
ASTS,2024-05-29,79.09756730462449,False,2024-05-29 09:30:00-04:00,True
ASTS,2024-05-30,-37.04567760505642,False,2024-05-30 09:30:00-04:00,True
ASTS,2024-06-18,-62.79617926030614,False,2024-06-18 09:30:00-04:00,True
ASTS,2024-07-30,,,,False
ASTS,2024-07-31,,,,False
ASTS,2024-10-16,-2.593430689878455,False,2024-10-16 09:30:00-04:00,True
ASTS,2024-11-21,,,,False
ASTS,2025-03-03,,,,False
ASTS,2025-06-20,,,,False
ASTS,2025-10-02,100.0,False,2025-10-02 09:30:00-04:00,True
ASTS,2025-10-15,,,,False
ASTS,2025-10-20,,,,False
ASTS,2025-10-24,,,,False
ASTS,2025-10-29,,,,False
ASTS,2025-11-10,,,,False
ASTS,2026-02-06,-45.07633579660745,False,2026-02-06 09:30:00-05:00,True
ASTS,2026-02-11,-13.115717569432125,False,2026-02-11 09:30:00-05:00,True
AVGO,2024-01-25,-93.00718430376173,False,2024-01-25 09:30:00-05:00,True
AVGO,2024-03-06,44.32475834881661,False,2024-03-06 09:30:00-05:00,True
AVGO,2024-03-07,54.45395165231328,False,2024-03-07 09:30:00-05:00,True
AVGO,2024-03-21,,,,False
AVGO,2024-06-17,-23.240415860239537,False,2024-06-17 09:30:00-04:00,True
AVGO,2024-07-26,,,,False
AVGO,2025-01-22,-1.0793444055533377,False,2025-01-22 09:30:00-05:00,True
AVGO,2025-01-28,,,,False
AVGO,2025-02-05,,,,False
AVGO,2025-05-29,,,,False
AVGO,2025-10-02,,,,False
AVGO,2025-10-13,,,,False
AVGO,2025-10-15,,,,False
AVGO,2026-01-22,,,,False
BA,2025-09-23,88.82434263893232,False,2025-09-23 09:30:00-04:00,True
BA,2025-09-26,100.0,False,2025-09-26 09:30:00-04:00,True
BABA,2024-02-06,-30.36687906107835,False,2024-02-06 09:30:00-05:00,True
BABA,2024-07-11,,,,False
BABA,2024-09-19,78.35455063898294,False,2024-09-19 09:30:00-04:00,True
BABA,2024-09-30,-31.57101230339568,False,2024-09-30 09:30:00-04:00,True
BABA,2024-10-04,87.520035246811,False,2024-10-04 09:30:00-04:00,True
BABA,2024-10-18,,,,False
BABA,2025-01-21,-27.04228588217708,False,2025-01-21 09:30:00-05:00,True
BABA,2025-01-29,100.0,False,2025-01-29 09:30:00-05:00,True
BABA,2025-02-11,,,,False
BABA,2025-02-14,,,,False
BABA,2025-02-26,,,,False
BABA,2025-05-29,100.0,False,2025-05-29 09:30:00-04:00,True
BABA,2025-07-08,,,,False
BABA,2025-09-17,-1.7450778445226394,False,2025-09-17 09:30:00-04:00,True
BABA,2025-10-13,,,,False
BABA,2025-10-15,,,,False
BABA,2026-01-21,67.83818095716579,False,2026-01-21 09:30:00-05:00,True
BAC,2024-10-15,,,,False
BE,2024-02-07,51.68523783540737,True,2024-02-07 09:30:00-05:00,True
BE,2024-02-27,,,,False
BE,2024-03-06,,,,False
BE,2024-07-03,,,,False
BE,2024-07-11,,,,False
BE,2024-07-12,,,,False
BE,2024-07-22,,,,False
BE,2024-09-27,90.84524641619325,False,2024-09-27 09:30:00-04:00,True
BE,2024-10-04,78.61066679170729,False,2024-10-04 09:30:00-04:00,True
BE,2025-02-13,89.67595798479552,False,2025-02-13 09:30:00-05:00,True
BE,2025-06-03,57.58318642268683,False,2025-06-03 09:30:00-04:00,True
BE,2025-06-30,,,,False
BE,2025-10-16,,,,False
BE,2026-02-06,51.84455662288555,False,2026-02-06 09:30:00-05:00,True
BE,2026-02-12,,,,False
BIDU,2024-01-24,36.392680071131196,False,2024-01-24 09:30:00-05:00,True
BIDU,2024-02-06,79.90191810951973,False,2024-02-06 09:30:00-05:00,True
BIDU,2024-03-22,,,,False
BIDU,2024-09-19,46.97162348742878,False,2024-09-19 09:30:00-04:00,True
BIDU,2024-09-24,24.9931712877195,False,2024-09-24 09:30:00-04:00,True
BIDU,2024-10-02,90.0810768852786,False,2024-10-02 09:30:00-04:00,True
BIDU,2024-10-18,,,,False
BIDU,2025-01-28,-100.0,False,2025-01-28 09:30:00-05:00,True
BIDU,2025-02-26,,,,False
BIDU,2025-03-04,,,,False
BIDU,2025-05-29,-47.25075811885684,False,2025-05-29 09:30:00-04:00,True
BIDU,2025-09-17,-48.639278033438195,False,2025-09-17 09:30:00-04:00,True
BIDU,2025-09-24,100.0,False,2025-09-24 09:30:00-04:00,True
BIDU,2025-10-13,,,,False
BIDU,2025-10-15,,,,False
BIDU,2025-10-27,,,,False
BIDU,2026-02-05,100.0,False,2026-02-05 09:30:00-05:00,True
BLSH,2025-09-29,19.111753299043418,False,2025-09-29 09:30:00-04:00,True
BLSH,2025-10-13,15.057130281343658,True,2025-10-13 09:30:00-04:00,True
BLSH,2025-11-05,-41.37056625143913,False,2025-11-05 09:30:00-05:00,True
BLSH,2025-11-10,53.13460820685899,False,2025-11-10 09:30:00-05:00,True
BLSH,2026-03-04,27.320285670207276,False,2026-03-04 09:30:00-05:00,True
BROS,2024-02-22,-2.80466291467637,False,2024-02-22 09:30:00-05:00,True
BROS,2025-02-13,100.0,False,2025-02-13 09:30:00-05:00,True
BROS,2025-04-08,,,,False
BROS,2026-02-13,100.0,False,2026-02-13 09:30:00-05:00,True
BROS,2026-02-17,41.826711217652665,False,2026-02-17 09:30:00-05:00,True
BULL,2025-04-17,-42.85558858272886,False,2025-04-17 09:30:00-04:00,True
BULL,2025-04-23,23.498898015222665,False,2025-04-23 09:30:00-04:00,True
BULL,2025-05-06,-37.35243986321464,False,2025-05-06 09:30:00-04:00,True
BULL,2025-05-08,-14.35386082990413,False,2025-05-08 09:30:00-04:00,True
BULL,2025-05-16,100.0,False,2025-05-16 09:30:00-04:00,True
