ticker,date,gap_pct,open_price,orb_high,orb_low,orb_candle_color,orb_cs,orb_low_broken,session_low,max_drawdown_from_orb_low,day_close,orb_break_return_eod
AA,2024-01-23 05:00:00+00:00,0.055585732391816,29.15,29.48,29.08,GRAY,0.670227973097452,False,29.08,0.007565337001375599,29.52,0.001356852103120731
AA,2024-09-16 04:00:00+00:00,0.0561193111931117,34.345,34.735,33.69,GRAY,-0.49676830557994306,False,33.69,0.010982487384980841,34.5,-0.006765510292212449
AA,2024-09-24 04:00:00+00:00,0.0691217302352767,36.58,36.9,36.535,GRAY,1.0084885602978344,True,36.25,-0.007800739017380502,36.77,-0.0035230352303521804
AA,2024-09-26 04:00:00+00:00,0.0633157456262149,38.29,38.77,38.08,GRAY,0.2204034072601164,False,38.08,0.015231092436974746,39.27,0.012896569512509672
AA,2024-11-15 05:00:00+00:00,0.0683967984477322,44.05,44.19,43.39,GRAY,0.20448394296470881,False,43.39,0.003572251670891937,44.03,-0.0036207286716450917
AA,2025-05-12 04:00:00+00:00,0.0613662678502508,27.5,28.4,27.5,GRAY,0.15322193782848928,False,27.5,0.006909090909090956,28.11,-0.010211267605633774
AA,2025-10-23 04:00:00+00:00,0.0567863151991028,37.685,39.655,37.685,GRAY,0.4276841378256307,False,37.685,0.013533236035557861,40.12,0.01172613793973008
AAL,2024-11-06 05:00:00+00:00,0.0602044680045437,14.0,14.165,13.94,GRAY,1.4044197804281333,True,13.8,-0.010043041606886571,13.99,-0.012354394634662827
AAL,2024-12-05 05:00:00+00:00,0.0745967741935483,15.99,16.47,15.98,GRAY,1.4043920465706135,False,15.98,0.006883604505632004,17.39,0.055859137826351046
AAL,2025-04-23 04:00:00+00:00,0.0569892473118278,9.83,9.74,9.73,GRAY,1.059908934219813,True,9.315,-0.04265159301130533,9.32,-0.04312114989733059
AAL,2025-05-12 04:00:00+00:00,0.0765765765765765,11.95,12.025,11.83,GRAY,0.8990302729483867,True,11.495,-0.028317836010143774,11.675,-0.029106029106029076
AAL,2025-07-10 04:00:00+00:00,0.0728621291448515,12.295,12.37,12.37,GRAY,1.2859107215915189,True,12.14,-0.018593371059013635,12.95,0.046887631366208576
AAL,2025-10-09 04:00:00+00:00,0.0538135593220338,12.435,12.39,12.34,GRAY,0.9280074653816034,True,11.515,-0.06685575364667741,11.615,-0.06255044390637614
AAL,2025-10-23 04:00:00+00:00,0.0559237779618888,12.745,12.58,12.56,GRAY,0.5764650388833599,True,12.35,-0.016719745222930002,12.765,0.014705882352941216
AAPL,2024-05-03 04:00:00+00:00,0.0780916074626004,186.65,185.49,185.49,GRAY,2.644830331930221,True,182.68,-0.015149064639603225,183.36,-0.011483098819343335
AAPL,2025-04-14 04:00:00+00:00,0.0670704012112036,211.44,211.17,210.85,GRAY,0.6013777633625895,True,201.215,-0.04569599241166702,202.61,-0.040536060993512216
AAPL,2025-05-12 04:00:00+00:00,0.0629502745730263,210.985,211.15,211.15,GRAY,0.7747170331907168,True,206.75,-0.020838266635093562,210.8,-0.0016575893914278679
ABBV,2025-01-31 05:00:00+00:00,0.0664160401002506,187.22,191.495,186.88,GRAY,0.9388678459697477,True,183.7,-0.017016267123287708,183.92,-0.039557168594480364
ABNB,2025-02-14 05:00:00+00:00,0.1201701524282168,158.0,161.22,161.0,GRAY,0.8228602534430342,True,157.175,-0.023757763975155208,161.57,0.002170946532688217
ABNB,2026-02-13 05:00:00+00:00,0.0793035083182483,125.21,126.76,121.6,GRAY,0.7575855604727022,True,119.74,-0.015296052631578943,121.36,-0.042600189334174865
