ticker,date,prior_close,open_price,gap_pct,day_close,day_high,day_low
DJT,2024-02-01 05:00:00+00:00,37.91,40.5,0.06831970456343982,40.15,41.31,38.98
DJT,2024-02-15 05:00:00+00:00,43.45,55.375,0.27445339470655916,50.56,56.05,48.87
DJT,2024-03-04 05:00:00+00:00,39.01,43.115,0.1052294283517048,45.9,45.9,41.86
DJT,2024-03-05 05:00:00+00:00,45.9,49.25,0.07298474945533773,46.48,49.89,44.56
DJT,2024-03-25 04:00:00+00:00,36.88,40.305,0.09286876355748365,49.88,52.56,38.56
DJT,2024-03-26 04:00:00+00:00,49.88,70.825,0.41990777866880513,57.995,78.79,57.795
DJT,2024-03-27 04:00:00+00:00,57.995,70.99,0.22407104060694885,66.14,71.56,62.35
DJT,2024-04-17 04:00:00+00:00,22.79,24.2,0.06186924089512945,26.395,28.23,22.87
DJT,2024-04-19 04:00:00+00:00,33.16,36.94,0.11399276236429437,36.34,37.12,32.77
DJT,2024-05-01 04:00:00+00:00,49.93,52.52,0.05187262167033854,45.21,54.97,44.875
DJT,2024-05-14 04:00:00+00:00,51.64,54.675,0.05877226955848173,53.51,55.15,53.12
DJT,2024-06-24 04:00:00+00:00,27.63,29.655,0.07328990228013037,33.485,36.075,28.805
DJT,2024-06-25 04:00:00+00:00,33.485,36.74,0.09720770494251164,36.37,37.5,33.23
DJT,2024-06-28 04:00:00+00:00,36.75,39.43,0.0729251700680272,32.745,39.43,31.615
DJT,2024-07-15 04:00:00+00:00,30.87,46.2,0.49659863945578236,40.56,46.24,38.12
DJT,2024-10-01 04:00:00+00:00,16.08,17.23,0.07151741293532353,16.19,17.23,15.61
DJT,2024-10-11 04:00:00+00:00,24.1,26.025,0.07987551867219905,25.28,27.22,24.49
DJT,2024-10-15 04:00:00+00:00,29.96,32.17,0.0737650200267023,27.08,33.78,25.16
DJT,2024-10-16 04:00:00+00:00,27.08,28.95,0.06905465288035455,31.27,31.49,27.32
DJT,2024-10-28 04:00:00+00:00,38.94,42.13,0.0819209039548024,47.37,47.68,41.26
DJT,2024-10-29 04:00:00+00:00,47.37,53.675,0.13310111885159384,51.59,54.63,43.53
DJT,2024-11-05 05:00:00+00:00,34.28,37.475,0.09320303383897317,34.0,40.72,31.46
DJT,2024-11-06 05:00:00+00:00,34.0,44.395,0.30573529411764716,35.955,45.67,34.17
DJT,2024-11-11 05:00:00+00:00,31.88,33.59,0.053638644918444306,33.4,34.38,31.7
DJT,2025-01-29 05:00:00+00:00,30.03,33.57,0.11788211788211785,32.07,33.96,31.67
DJT,2025-03-25 04:00:00+00:00,21.0,22.84,0.08761904761904761,22.88,23.96,22.15
DJT,2025-04-23 04:00:00+00:00,23.63,24.94,0.055438002539145256,26.385,26.79,24.55
DJT,2025-05-12 04:00:00+00:00,24.87,26.44,0.06312826698833937,25.64,26.57,25.34
DJT,2025-07-21 04:00:00+00:00,18.675,20.035,0.07282463186077641,19.235,20.365,19.14
DJT,2025-08-26 04:00:00+00:00,17.22,18.65,0.08304297328687571,18.13,18.95,17.8
DJT,2025-12-18 05:00:00+00:00,10.47,13.445,0.2841451766953199,14.87,15.2,12.72
DKNG,2024-01-18 05:00:00+00:00,35.08,37.235,0.06143101482326115,37.545,37.865,36.465
DKNG,2024-05-03 04:00:00+00:00,43.005,45.5,0.0580165097081734,41.795,45.72,41.505
DKNG,2024-08-14 04:00:00+00:00,31.45,33.27,0.0578696343402227,32.055,33.48,30.925
DLTR,2024-08-15 04:00:00+00:00,92.34,97.03,0.05079055663850983,97.19,100.575,95.465
DLTR,2024-12-04 05:00:00+00:00,72.39,76.17,0.0522171570658931,73.84,76.325,72.22
DLTR,2025-05-12 04:00:00+00:00,85.51,89.79,0.050052625423927036,89.05,89.85,87.49
DLTR,2025-10-15 04:00:00+00:00,95.64,100.46,0.05039732329569211,95.955,100.46,94.79
DOCU,2024-03-08 05:00:00+00:00,53.57,58.6,0.09389583722232595,55.95,58.87,54.9
DOCU,2024-09-06 04:00:00+00:00,56.92,59.875,0.05191496837666898,59.15,61.04,57.35
DOCU,2024-10-08 04:00:00+00:00,62.79,67.63,0.07708233795190311,66.88,68.61,66.42
DOCU,2024-12-06 05:00:00+00:00,83.7,95.73,0.14372759856630826,107.0,107.74,95.335
DOCU,2025-03-14 04:00:00+00:00,74.71,81.13,0.08593227144960516,85.725,88.67,81.13
DOCU,2025-04-23 04:00:00+00:00,74.22,78.275,0.05463486930746439,78.01,80.54,77.69
DOCU,2025-09-05 04:00:00+00:00,76.28,82.13,0.0766911379129522,79.83,82.91,78.48
DVN,2025-05-12 04:00:00+00:00,32.55,34.3,0.05376344086021506,33.56,34.58,33.36
EBAY,2024-02-28 05:00:00+00:00,44.4,47.68,0.0738738738738739,47.89,48.35,46.56
EBAY,2025-01-08 05:00:00+00:00,63.09,67.905,0.07631954350927243,69.37,71.5,67.905
EBAY,2025-07-31 04:00:00+00:00,77.45,88.185,0.13860555196901225,91.755,92.74,87.94
EDC,2024-01-24 05:00:00+00:00,25.675,27.1,0.05550146056475173,27.1,27.1,27.1
EDC,2024-02-06 05:00:00+00:00,26.13,28.16,0.07768848067355534,28.16,28.16,28.16
EDC,2024-02-12 05:00:00+00:00,27.585,29.03,0.05238354177995288,28.79,29.03,28.79
EDC,2024-06-18 04:00:00+00:00,32.09,33.72,0.05079464007478951,33.76,33.76,33.72
EDC,2024-07-05 04:00:00+00:00,32.61,35.09,0.07605029132168059,35.03,35.09,35.03
EDC,2024-08-08 04:00:00+00:00,28.29,30.03,0.061505832449628914,30.09,30.09,30.02
EDC,2024-09-19 04:00:00+00:00,31.73,33.65,0.060510557831704954,33.67,33.71,33.65
EDC,2024-09-24 04:00:00+00:00,34.17,36.49,0.06789581504243489,37.67,37.67,36.49
EDC,2024-09-26 04:00:00+00:00,36.18,40.47,0.11857379767827526,40.16,40.47,39.79
EDC,2024-10-02 04:00:00+00:00,38.79,41.175,0.06148491879350343,41.12,41.175,40.53
EDC,2024-11-07 05:00:00+00:00,34.64,36.595,0.05643764434180133,36.995,37.08,36.555
EDC,2024-12-09 05:00:00+00:00,32.01,34.59,0.08059981255857562,34.0,34.59,34.0
EDC,2025-02-04 05:00:00+00:00,29.48,31.02,0.052238805970149224,31.02,31.02,31.02
EDC,2025-03-05 05:00:00+00:00,30.62,32.65,0.06629653821031997,33.41,33.41,32.37
EDC,2025-04-11 04:00:00+00:00,23.53,24.76,0.052273693157671074,25.82,25.82,24.745
EDC,2025-04-23 04:00:00+00:00,27.19,28.78,0.058477381390216986,28.13,28.78,28.11
EDC,2025-05-02 04:00:00+00:00,29.57,32.06,0.08420696652012181,31.97,32.06,31.65
EDC,2025-05-12 04:00:00+00:00,31.625,33.49,0.05897233201581034,33.64,33.64,33.4
EDC,2025-06-24 04:00:00+00:00,35.405,37.46,0.05804264934331308,38.49,38.49,37.46
EDC,2025-10-13 04:00:00+00:00,46.77,50.0,0.06906136412230054,50.645,50.67,50.0
EDC,2026-01-02 05:00:00+00:00,54.69,57.89,0.058511610897787586,58.82,58.82,57.89
EDC,2026-01-12 05:00:00+00:00,61.175,64.26,0.050429096853289876,64.34,64.34,64.26
EDC,2026-02-18 05:00:00+00:00,70.91,75.38,0.0630376533634184,74.21,75.47,73.725
EDC,2026-02-20 05:00:00+00:00,72.63,77.04,0.06071871127633224,77.87,78.005,76.65
ENPH,2024-01-23 05:00:00+00:00,107.15,113.315,0.057536164255716206,111.33,114.79,108.69
ENPH,2024-02-07 05:00:00+00:00,100.52,120.25,0.19627934739355357,117.51,124.05,114.79
ENPH,2024-05-03 04:00:00+00:00,106.11,111.65,0.052209970785034455,114.26,117.15,110.8
ENPH,2024-06-12 04:00:00+00:00,132.41,139.7,0.055056264632580565,134.57,141.01,133.17
ENPH,2024-07-24 04:00:00+00:00,103.56,109.39,0.05629586713016607,116.9,119.935,108.535
ENPH,2024-08-07 04:00:00+00:00,101.51,106.8,0.05211309230617665,103.44,108.58,103.35
ENPH,2025-05-12 04:00:00+00:00,50.73,54.165,0.06771141336487291,47.98,54.43,47.26
ENPH,2025-06-26 04:00:00+00:00,38.11,40.265,0.05654683810023619,43.01,43.24,40.265
ENPH,2025-08-18 04:00:00+00:00,34.835,37.0,0.06215013635711207,35.76,37.18,35.65
ENPH,2026-02-04 05:00:00+00:00,37.255,47.88,0.2851966179036371,51.66,52.84,47.835
EOSE,2024-02-14 05:00:00+00:00,0.9866,1.045,0.05919318872896807,1.02,1.045,0.9851
EOSE,2024-03-08 05:00:00+00:00,1.075,1.13,0.05116279069767436,1.035,1.16,1.02
EOSE,2024-04-01 04:00:00+00:00,1.025,1.1,0.07317073170731725,0.9903,1.11,0.9788
EOSE,2024-05-03 04:00:00+00:00,0.6787,0.73,0.0755856785030205,0.7499,0.7527,0.7077
EOSE,2024-06-12 04:00:00+00:00,0.8911,0.942,0.057120412972730274,0.9216,0.98,0.8719
EOSE,2024-06-24 04:00:00+00:00,0.8813,1.01,0.14603426755928747,1.055,1.155,0.9606
EOSE,2024-07-01 04:00:00+00:00,1.3,1.38,0.06153846153846142,1.46,1.54,1.37
EOSE,2024-07-08 04:00:00+00:00,1.915,2.03,0.0600522193211487,1.94,2.075,1.84
EOSE,2024-10-16 04:00:00+00:00,3.35,3.54,0.05671641791044774,3.44,3.655,3.36
EOSE,2024-11-01 04:00:00+00:00,3.1,3.36,0.0838709677419354,3.15,3.5,3.13
EOSE,2024-12-03 05:00:00+00:00,2.9,3.2,0.10344827586206906,2.95,3.445,2.91
EOSE,2024-12-18 05:00:00+00:00,3.91,4.31,0.10230179028132978,4.04,4.595,4.01
EOSE,2025-03-05 05:00:00+00:00,3.93,4.2,0.06870229007633588,4.98,4.98,4.145
EOSE,2025-04-08 04:00:00+00:00,3.54,3.77,0.06497175141242938,3.295,3.77,3.15
EOSE,2025-04-15 04:00:00+00:00,4.23,4.445,0.05082742316784866,5.06,5.085,4.445
EOSE,2025-05-07 04:00:00+00:00,5.05,5.38,0.06534653465346536,6.66,6.89,5.38
EOSE,2025-06-16 04:00:00+00:00,4.03,4.28,0.06203473945409429,4.65,4.655,4.27
EOSE,2025-07-02 04:00:00+00:00,4.87,5.26,0.0800821355236139,4.895,5.26,4.865
EOSE,2025-07-18 04:00:00+00:00,5.29,5.95,0.12476370510396978,5.865,6.5,5.765
EOSE,2025-10-06 04:00:00+00:00,12.595,14.435,0.14608971814211988,13.87,15.19,13.55
EOSE,2025-10-13 04:00:00+00:00,13.81,14.98,0.08472121650977552,17.035,17.36,14.97
EOSE,2025-10-15 04:00:00+00:00,16.995,18.27,0.07502206531332736,18.29,19.04,16.94
EOSE,2025-10-20 04:00:00+00:00,15.03,16.15,0.0745176314038589,15.01,16.15,14.605
EOSE,2025-10-21 04:00:00+00:00,15.01,16.9,0.12591605596269145,16.305,17.33,15.67
EOSE,2025-11-06 05:00:00+00:00,14.865,15.74,0.05886310124453414,15.28,16.1,14.53
EOSE,2026-02-06 05:00:00+00:00,11.265,11.85,0.05193075898801589,12.29,12.365,11.49
ETHU,2024-06-12 04:00:00+00:00,12.86,13.78,0.07153965785381027,13.25,14.0,13.25
ETHU,2024-06-17 04:00:00+00:00,12.175,13.01,0.06858316221765906,13.26,13.28,13.0
ETHU,2024-06-20 04:00:00+00:00,12.02,12.91,0.07404326123128124,12.88,12.975,12.77
ETHU,2024-06-25 04:00:00+00:00,11.22,11.82,0.05347593582887697,11.945,12.145,11.82
ETHU,2024-07-15 04:00:00+00:00,9.89,11.4,0.15267947421638015,11.78,11.81,11.4
ETHU,2024-07-26 04:00:00+00:00,9.685,10.49,0.08311822405782134,10.635,10.695,10.45
ETHU,2024-07-29 04:00:00+00:00,10.635,11.235,0.0564174894217207,10.815,11.235,10.59
ETHU,2024-08-06 04:00:00+00:00,5.215,5.51,0.056567593480345145,5.695,5.97,5.46
ETHU,2024-08-08 04:00:00+00:00,5.06,5.43,0.0731225296442688,5.995,6.14,5.43
ETHU,2024-08-29 04:00:00+00:00,5.575,5.87,0.052914798206278015,5.665,5.95,5.59
ETHU,2024-09-09 04:00:00+00:00,4.3,4.67,0.08604651162790701,4.82,4.82,4.56
ETHU,2024-09-19 04:00:00+00:00,4.615,5.13,0.11159263271939321,5.21,5.32,5.065
ETHU,2024-09-20 04:00:00+00:00,5.21,5.5,0.055662188099808066,5.55,5.64,5.48
ETHU,2024-09-23 04:00:00+00:00,5.55,5.99,0.07927927927927936,6.12,6.18,5.98
ETHU,2024-10-11 04:00:00+00:00,4.675,4.96,0.06096256684491982,5.05,5.11,4.93
ETHU,2024-10-14 04:00:00+00:00,5.05,5.45,0.07920792079207928,5.74,5.81,5.42
ETHU,2024-10-29 04:00:00+00:00,5.16,5.62,0.08914728682170542,5.69,5.91,5.6
ETHU,2024-11-06 05:00:00+00:00,4.78,5.61,0.17364016736401675,5.87,5.895,5.515
ETHU,2024-11-07 05:00:00+00:00,5.87,6.36,0.08347529812606477,6.815,6.82,6.25
ETHU,2024-11-11 05:00:00+00:00,6.965,7.99,0.14716439339554924,8.98,8.99,7.93
ETHU,2024-11-21 05:00:00+00:00,7.38,8.76,0.18699186991869918,8.75,8.935,8.19
ETHU,2024-11-25 05:00:00+00:00,8.42,9.375,0.11342042755344418,9.45,9.66,8.63
ETHU,2024-11-27 05:00:00+00:00,8.43,9.3,0.1032028469750891,10.07,10.075,9.3
ETHU,2024-12-04 05:00:00+00:00,9.8,10.46,0.06734693877551022,11.385,11.385,10.44
ETHU,2024-12-12 05:00:00+00:00,10.795,11.55,0.06993978693839747,11.0,11.63,10.85
ETHU,2024-12-24 05:00:00+00:00,7.62,8.415,0.10433070866141719,8.71,8.75,8.365
ETHU,2025-01-02 05:00:00+00:00,7.84,8.335,0.06313775510204095,8.31,8.56,8.2
ETHU,2025-01-14 05:00:00+00:00,6.445,6.98,0.08301008533747092,7.0,7.06,6.8
ETHU,2025-01-15 05:00:00+00:00,7.0,7.36,0.051428571428571476,7.93,8.1,7.3
ETHU,2025-01-17 05:00:00+00:00,7.47,7.89,0.056224899598393566,8.23,8.34,7.78
ETHU,2025-01-24 05:00:00+00:00,7.0,7.67,0.09571428571428571,7.35,7.77,7.35
ETHU,2025-01-30 05:00:00+00:00,6.47,6.95,0.07418856259659976,6.81,7.07,6.81
ETHU,2025-01-31 05:00:00+00:00,6.81,7.44,0.09251101321585915,7.17,7.72,7.04
ETHU,2025-02-04 05:00:00+00:00,4.53,4.83,0.06622516556291387,4.63,5.06,4.58
ETHU,2025-02-05 05:00:00+00:00,4.63,4.885,0.05507559395248378,4.69,4.885,4.54
ETHU,2025-02-07 05:00:00+00:00,4.54,4.775,0.051762114537445,4.08,4.79,4.065
ETHU,2025-02-10 05:00:00+00:00,4.08,4.345,0.06495098039215678,4.41,4.43,4.27
ETHU,2025-02-19 05:00:00+00:00,4.17,4.475,0.07314148681055149,4.46,4.5,4.34
ETHU,2025-03-03 05:00:00+00:00,2.92,3.25,0.11301369863013701,2.66,3.25,2.58
ETHU,2025-03-11 04:00:00+00:00,1.965,2.11,0.0737913486005088,2.16,2.19,1.93
ETHU,2025-03-14 04:00:00+00:00,1.935,2.05,0.059431524547803496,2.11,2.13,2.02
ETHU,2025-03-19 04:00:00+00:00,2.05,2.27,0.10731707317073182,2.315,2.37,2.25
ETHU,2025-03-24 04:00:00+00:00,2.18,2.41,0.10550458715596328,2.44,2.46,2.4
ETHU,2025-04-09 04:00:00+00:00,1.13,23.21,19.53982300884956,27.89,28.77,22.58
ETHU,2025-04-11 04:00:00+00:00,23.52,24.96,0.06122448979591842,25.13,25.84,24.4
ETHU,2025-04-14 04:00:00+00:00,25.13,28.58,0.1372861122164743,27.41,28.74,26.84
ETHU,2025-04-21 04:00:00+00:00,25.51,27.02,0.05919247353978824,25.29,27.135,25.2
ETHU,2025-04-22 04:00:00+00:00,25.29,27.13,0.07275603005140371,29.36,30.2,27.13
ETHU,2025-04-23 04:00:00+00:00,29.36,33.38,0.13692098092643062,32.415,33.9,31.84
ETHU,2025-05-01 04:00:00+00:00,32.21,34.43,0.06892269481527472,34.365,35.32,33.73
ETHU,2025-05-07 04:00:00+00:00,31.83,33.43,0.050267043669494235,32.23,33.5,32.14
ETHU,2025-05-08 04:00:00+00:00,32.23,38.5,0.1945392491467578,43.73,44.29,38.47
ETHU,2025-05-09 04:00:00+00:00,43.73,52.78,0.2069517493711412,52.66,54.91,50.68
ETHU,2025-05-12 04:00:00+00:00,52.66,62.88,0.19407519939232826,58.44,63.5,56.55
ETHU,2025-05-13 04:00:00+00:00,58.44,62.365,0.06716290212183444,69.5,71.545,61.98
ETHU,2025-05-16 04:00:00+00:00,61.135,64.39,0.053242823259998406,64.27,65.12,63.18
ETHU,2025-05-22 04:00:00+00:00,60.07,67.17,0.11819543865490263,65.83,68.02,65.54
ETHU,2025-05-27 04:00:00+00:00,62.05,67.39,0.08605962933118459,68.04,69.33,66.3
ETHU,2025-05-29 04:00:00+00:00,64.66,67.98,0.05134549953603476,65.96,68.0,64.78
ETHU,2025-06-03 04:00:00+00:00,60.08,64.21,0.06874167776298262,64.26,65.61,63.92
ETHU,2025-06-10 04:00:00+00:00,61.82,69.82,0.12940795858945314,71.13,72.59,67.11
ETHU,2025-06-16 04:00:00+00:00,58.42,62.39,0.06795617939061963,64.2,65.12,62.26
ETHU,2025-06-24 04:00:00+00:00,48.62,52.57,0.08124228712464013,53.36,55.33,52.17
ETHU,2025-07-11 04:00:00+00:00,69.87,78.76,0.12723629597824532,79.24,79.51,75.91
ETHU,2025-07-16 04:00:00+00:00,80.81,87.95,0.08835540155921297,99.1,99.13,87.79
ETHU,2025-07-18 04:00:00+00:00,100.87,112.9,0.11926241697234065,108.535,116.09,107.56
ETHU,2025-07-21 04:00:00+00:00,108.535,123.36,0.13659188280278253,119.94,127.54,119.3
ETHU,2025-07-28 04:00:00+00:00,113.11,125.32,0.10794801520643615,122.4,126.62,119.71
ETHU,2025-08-07 04:00:00+00:00,113.56,122.88,0.08207115181401896,125.01,125.62,119.86
ETHU,2025-08-11 04:00:00+00:00,137.79,145.54,0.05624501052326004,150.7,157.73,145.16
ETHU,2025-08-12 04:00:00+00:00,150.7,162.35,0.0773059057730591,169.44,169.48,157.2
ETHU,2025-08-13 04:00:00+00:00,169.44,184.02,0.0860481586402267,185.83,186.44,176.2
ETHU,2025-09-03 04:00:00+00:00,141.56,149.06,0.05298106809833286,155.58,156.06,148.57
ETHU,2025-09-05 04:00:00+00:00,141.05,154.0,0.09181141439205946,144.83,154.4,139.8
ETHU,2025-10-01 04:00:00+00:00,129.91,138.345,0.06492956662304675,140.66,141.35,137.5
ETHU,2025-10-13 04:00:00+00:00,116.58,123.04,0.055412592211357074,132.1,133.11,121.97
ETHU,2025-10-20 04:00:00+00:00,105.94,116.84,0.10288842741174255,114.56,117.96,111.19
ETHU,2025-10-24 04:00:00+00:00,107.08,112.89,0.054258498319013845,110.97,113.14,107.41
ETHU,2025-10-27 04:00:00+00:00,110.97,123.97,0.11714877894926556,125.68,128.19,121.91
ETHU,2025-10-31 04:00:00+00:00,96.47,104.84,0.08676272416295226,106.69,107.45,102.21
ETHU,2025-11-05 05:00:00+00:00,70.98,76.59,0.07903634826711749,81.57,82.84,75.92
ETHU,2025-11-10 05:00:00+00:00,81.79,88.22,0.07861596772221534,86.595,88.38,83.37
ETHU,2025-11-12 05:00:00+00:00,79.74,85.98,0.07825432656132442,78.7,86.21,76.9
ETHU,2025-12-02 05:00:00+00:00,49.05,52.74,0.07522935779816524,57.15,58.99,52.63
ETHU,2025-12-03 05:00:00+00:00,57.15,60.62,0.06071741032370952,63.33,64.02,60.05
ETHU,2025-12-08 05:00:00+00:00,58.335,63.05,0.08082626210679689,62.72,64.35,60.725
ETHU,2025-12-18 05:00:00+00:00,49.79,55.5,0.11468166298453507,48.45,56.05,48.39
ETHU,2025-12-19 05:00:00+00:00,48.45,54.745,0.12992776057791525,55.93,56.53,54.03
ETHU,2026-01-14 05:00:00+00:00,63.09,67.45,0.06910762402916468,70.2,71.05,67.18
ETHU,2026-02-06 05:00:00+00:00,19.44,21.24,0.09259259259259243,23.5,24.25,21.24
ETHU,2026-02-13 05:00:00+00:00,20.155,21.45,0.06425204663855114,22.92,23.49,21.36
ETHU,2026-02-25 05:00:00+00:00,18.78,21.16,0.12673056443024489,23.255,23.36,20.93
ETHU,2026-03-04 05:00:00+00:00,20.82,22.99,0.10422670509125831,24.53,25.55,22.72
ETOR,2026-02-17 05:00:00+00:00,27.445,31.43,0.14519948988886863,33.02,33.69,30.98
ETSY,2024-02-01 05:00:00+00:00,66.56,72.975,0.0963792067307691,72.63,75.0,71.4
ETSY,2024-10-31 04:00:00+00:00,47.99,52.225,0.0882475515732444,51.46,55.44,50.91
ETSY,2025-05-12 04:00:00+00:00,46.94,49.6,0.05666808691947175,47.56,50.09,47.51
ETSY,2025-07-30 04:00:00+00:00,60.3,66.115,0.0964344941956882,61.99,68.33,61.15
ETSY,2026-02-19 05:00:00+00:00,44.025,48.23,0.09551391254968764,48.17,49.6,45.13
EURL,2024-02-23 05:00:00+00:00,22.81,24.27,0.06400701446733893,24.27,24.27,24.27
EURL,2024-04-23 04:00:00+00:00,23.53,24.74,0.051423714407139706,24.9,24.9,24.74
EURL,2024-09-12 04:00:00+00:00,25.75,27.16,0.05475728155339806,27.15,27.16,27.15
EURL,2025-01-16 05:00:00+00:00,20.16,21.53,0.06795634920634926,21.53,21.53,21.53
EURL,2025-01-22 05:00:00+00:00,21.53,23.34,0.0840687412912215,23.34,23.34,23.34
EURL,2025-03-03 05:00:00+00:00,26.745,28.78,0.07608898859599926,27.66,28.78,27.61
EURL,2025-03-05 05:00:00+00:00,28.16,29.62,0.05184659090909094,30.33,30.39,29.5
EURL,2025-04-09 04:00:00+00:00,18.22,20.84,0.14379802414928655,23.01,23.01,20.84
EURL,2025-04-22 04:00:00+00:00,24.49,25.96,0.060024499795835136,26.25,26.25,25.83
EURL,2025-05-02 04:00:00+00:00,28.4,29.85,0.05105633802816912,29.9,29.9,29.77
EURL,2025-07-23 04:00:00+00:00,34.61,36.695,0.06024270442068769,36.695,36.695,36.695
EURL,2025-08-25 04:00:00+00:00,35.18,37.0,0.051733939738487784,36.18,37.0,36.18
EZJ,2024-07-05 04:00:00+00:00,39.0,41.395,0.06141025641025649,41.395,41.395,41.395
EZJ,2024-08-07 04:00:00+00:00,32.26,36.01,0.1162430254184749,35.34,36.01,35.34
EZJ,2024-08-29 04:00:00+00:00,35.34,42.31,0.1972269383135257,42.31,42.31,42.31
EZJ,2024-09-26 04:00:00+00:00,41.38,43.57,0.05292411793136775,43.57,43.57,43.57
EZJ,2024-12-02 05:00:00+00:00,37.78,40.08,0.06087877183695069,39.91,40.08,39.91
EZJ,2025-02-21 05:00:00+00:00,35.37,38.95,0.10121571953633038,38.95,38.95,38.95
EZJ,2025-04-16 04:00:00+00:00,32.19,35.32,0.09723516620068352,35.32,35.32,35.32
EZJ,2025-04-23 04:00:00+00:00,35.32,38.37,0.08635334088335213,38.37,38.37,38.37
EZJ,2025-06-27 04:00:00+00:00,41.88,44.43,0.06088825214899706,44.43,44.43,44.43
EZJ,2025-08-20 04:00:00+00:00,40.32,48.56,0.20436507936507942,48.56,48.56,48.56
EZJ,2025-09-12 04:00:00+00:00,47.26,49.76,0.052898857384680496,49.76,49.76,49.76
EZJ,2025-10-06 04:00:00+00:00,49.76,52.39,0.052853697749196196,52.39,52.39,52.39
EZJ,2026-02-05 05:00:00+00:00,47.51,58.94,0.24058093033045674,58.94,58.94,58.94
EZJ,2026-02-10 05:00:00+00:00,58.94,68.62,0.1642348150661691,68.38,68.69,68.38
EZJ,2026-03-04 05:00:00+00:00,54.9,60.83,0.10801457194899818,60.86,60.86,60.83
FAZ,2024-08-05 04:00:00+00:00,9.96,10.935,0.0978915662650602,10.83,10.97,10.6
FAZ,2025-03-10 04:00:00+00:00,6.07,6.4,0.05436573311367381,6.49,6.67,6.275
FAZ,2025-04-03 04:00:00+00:00,5.52,6.17,0.11775362318840588,6.36,6.37,6.03
FAZ,2025-04-04 04:00:00+00:00,6.36,7.0,0.10062893081761001,7.75,7.77,6.92
FAZ,2025-04-07 04:00:00+00:00,7.75,8.44,0.08903225806451606,7.79,8.77,7.0
FAZ,2025-09-29 04:00:00+00:00,4.045,40.56,9.027194066749074,39.94,40.65,39.94
FAZ,2026-03-03 05:00:00+00:00,46.27,48.83,0.05532742597795537,46.57,49.46,45.71
FIG,2025-08-01 04:00:00+00:00,116.36,134.02,0.15177036782399458,121.73,142.73,110.205
FIG,2025-10-07 04:00:00+00:00,57.08,61.81,0.08286615276804492,61.025,64.17,58.8
FIG,2026-02-19 05:00:00+00:00,24.19,26.005,0.07503100454733351,25.825,26.5,23.29
FSLY,2024-01-22 05:00:00+00:00,18.765,19.76,0.05302424726885164,20.32,21.1,19.49
FSLY,2024-04-08 04:00:00+00:00,12.53,13.44,0.07262569832402237,13.51,13.635,13.135
FSLY,2024-06-12 04:00:00+00:00,7.41,7.8,0.052631578947368376,7.505,8.09,7.5
FSLY,2024-12-02 05:00:00+00:00,8.52,9.25,0.08568075117370898,9.89,10.32,9.25
FSLY,2025-04-14 04:00:00+00:00,5.465,5.755,0.05306495882891126,5.375,5.755,5.37
FSLY,2025-04-23 04:00:00+00:00,5.35,5.73,0.07102803738317771,5.5,5.75,5.46
FSLY,2025-05-08 04:00:00+00:00,6.0,6.775,0.12916666666666674,7.63,7.66,6.775
FSLY,2025-08-07 04:00:00+00:00,6.52,7.45,0.14263803680981604,7.47,7.76,7.21
FSLY,2025-11-06 05:00:00+00:00,8.07,9.87,0.22304832713754633,10.97,11.22,9.87
FSLY,2025-12-15 05:00:00+00:00,10.07,10.625,0.055114200595829166,10.33,10.71,10.265
FSLY,2026-01-27 05:00:00+00:00,9.79,10.575,0.0801838610827375,10.28,10.715,9.91
FSLY,2026-02-12 05:00:00+00:00,9.325,13.565,0.45469168900804297,16.02,17.855,13.51
FTXH,2025-05-02 04:00:00+00:00,24.05,25.73,0.06985446985446984,25.73,25.73,25.73
FTXH,2025-06-10 04:00:00+00:00,25.1,26.36,0.050199203187250914,26.36,26.36,26.36
FTXH,2025-08-19 04:00:00+00:00,26.18,27.69,0.05767761650114597,27.69,27.69,27.69
FTXH,2025-10-01 04:00:00+00:00,27.75,29.61,0.06702702702702701,29.61,29.61,29.61
FUBO,2024-03-01 05:00:00+00:00,2.065,2.33,0.1283292978208233,1.89,2.43,1.85
FUBO,2024-04-17 04:00:00+00:00,1.37,1.44,0.05109489051094879,1.38,1.465,1.38
FUBO,2024-05-03 04:00:00+00:00,1.55,1.64,0.058064516129032163,1.375,1.685,1.365
FUBO,2024-05-14 04:00:00+00:00,1.43,1.55,0.08391608391608399,1.45,1.615,1.44
FUBO,2024-08-06 04:00:00+00:00,1.32,1.47,0.11363636363636356,1.32,1.47,1.23
FUBO,2024-08-19 04:00:00+00:00,1.545,1.77,0.14563106796116512,1.81,2.18,1.73
FUBO,2025-01-06 05:00:00+00:00,1.43,3.96,1.7692307692307694,5.03,5.29,3.065
FUBO,2025-01-07 05:00:00+00:00,5.03,5.43,0.07952286282306152,5.45,6.44,5.12
FUBO,2025-01-10 05:00:00+00:00,5.32,5.685,0.06860902255639084,5.11,5.98,4.99
FUBO,2025-01-15 05:00:00+00:00,3.805,4.06,0.067017082785808,3.925,4.27,3.91
FUBO,2025-02-21 05:00:00+00:00,3.85,4.16,0.08051948051948053,3.77,4.19,3.75
FUBO,2025-05-12 04:00:00+00:00,2.69,2.825,0.05018587360594804,2.85,2.93,2.825
FUBO,2025-07-29 04:00:00+00:00,3.53,3.83,0.08498583569405108,3.55,4.185,3.5
FUBO,2025-07-30 04:00:00+00:00,3.55,3.95,0.11267605633802827,4.16,4.34,3.87
