ticker,date,prior_close,open_price,gap_pct,day_close,day_high,day_low
ACHR,2025-06-09 04:00:00+00:00,10.19,11.4,0.11874386653581952,11.27,11.66,10.26
ACHR,2025-09-15 04:00:00+00:00,8.75,9.4,0.07428571428571433,9.14,9.51,8.98
ACHR,2025-10-20 04:00:00+00:00,11.23,11.91,0.060552092609082786,11.98,12.12,11.41
AEO,2024-01-08 05:00:00+00:00,19.835,21.085,0.06301991429291656,21.035,21.655,20.745
AEO,2024-03-07 05:00:00+00:00,23.44,26.05,0.11134812286689416,23.04,26.41,22.935
AEO,2025-03-17 04:00:00+00:00,11.06,11.76,0.06329113924050626,12.04,12.17,11.455
AEO,2025-04-23 04:00:00+00:00,11.03,11.595,0.05122393472348153,10.96,11.68,10.845
AEO,2025-05-12 04:00:00+00:00,11.15,12.1,0.08520179372197302,12.085,13.06,11.9
AEO,2025-07-24 04:00:00+00:00,10.82,11.67,0.0785582255083179,11.29,12.035,11.165
AEO,2025-08-04 04:00:00+00:00,10.745,11.325,0.053978594695207084,13.29,13.39,11.2
AEO,2025-09-04 04:00:00+00:00,13.64,17.83,0.30718475073313767,18.8,18.84,17.22
AEO,2025-12-03 05:00:00+00:00,20.84,23.985,0.1509117082533589,23.99,24.395,23.1
AFRM,2024-01-22 05:00:00+00:00,42.17,44.525,0.05584538771638598,44.33,47.71,43.24
AFRM,2024-05-03 04:00:00+00:00,34.445,36.6,0.06256350704020906,34.945,36.68,34.62
AFRM,2024-06-11 04:00:00+00:00,30.45,32.74,0.07520525451559944,33.835,33.935,31.245
AFRM,2024-06-12 04:00:00+00:00,33.835,36.39,0.07551352150140386,35.73,39.14,35.55
AFRM,2024-07-11 04:00:00+00:00,28.16,30.235,0.07368607954545452,29.62,30.41,28.9
AFRM,2024-07-30 04:00:00+00:00,26.86,28.4,0.05733432613551747,27.47,29.16,27.03
AFRM,2024-08-07 04:00:00+00:00,24.135,25.69,0.06442925212347211,24.115,26.39,24.1
AFRM,2024-08-29 04:00:00+00:00,31.55,39.01,0.2364500792393026,41.65,42.855,37.62
AFRM,2024-09-19 04:00:00+00:00,44.28,46.495,0.05002258355916884,44.96,47.98,44.405
AFRM,2024-10-08 04:00:00+00:00,38.61,40.575,0.050893550893550986,41.16,41.59,39.28
AFRM,2024-11-06 05:00:00+00:00,45.605,48.75,0.06896173665168301,50.0,50.05,47.8
AFRM,2025-01-15 05:00:00+00:00,55.35,60.5,0.09304426377597107,58.21,61.27,57.43
AFRM,2025-02-07 05:00:00+00:00,61.74,69.77,0.13006154842889528,75.29,76.87,68.32
AFRM,2025-03-12 04:00:00+00:00,46.78,49.455,0.05718255664814017,48.795,50.685,47.235
AFRM,2025-04-08 04:00:00+00:00,37.59,40.245,0.07063048683160399,36.43,41.08,35.665
AFRM,2025-04-23 04:00:00+00:00,43.85,46.985,0.07149372862029642,46.82,48.87,46.49
AFRM,2025-05-12 04:00:00+00:00,46.35,49.975,0.07820927723840344,53.78,54.085,49.63
AFRM,2025-08-29 04:00:00+00:00,79.96,92.22,0.15332666333166592,88.47,99.94,86.81
AFRM,2025-11-07 05:00:00+00:00,65.945,69.76,0.05785123966942168,73.675,73.895,68.24
