tier,binary,n,confidence,holding_days,win_rate,mean_return,median_return,std,avg_winner,avg_loser,profit_factor
STRONG_BULL,BULLISH,1570,✅ RELIABLE,1,0.48152866242038217,0.6526527076080557,-0.11533116064985224,9.263626873835499,6.78390654818599,-5.041730466196511,1.249676557241079
STRONG_BULL,BULLISH,1570,✅ RELIABLE,2,0.5066921606118547,2.520634429987524,0.08401008120974836,48.3478999458373,11.80963832637137,-7.020396703895109,1.7278304035696503
STRONG_BULL,BULLISH,1570,✅ RELIABLE,3,0.49776927979604846,2.979874956962422,0.0,55.05612630094696,14.296857006294035,-8.23657552594112,1.720357498672609
STRONG_BULL,BULLISH,1570,✅ RELIABLE,4,0.49904397705544934,3.1438978545321015,0.0,49.927942298453864,15.889010584900184,-9.552569407399464,1.656974666320785
STRONG_BULL,BULLISH,1570,✅ RELIABLE,5,0.4964945825366475,3.3605620499188,0.0,49.66152442302047,17.242187758496268,-10.32777519942531,1.646250652712782
STRONG_BULL,BULLISH,1570,✅ RELIABLE,6,0.5035054174633524,3.873686047553838,0.08110300081103693,49.40378963284782,18.663700222137408,-11.12517299984157,1.7012988587218103
STRONG_BULL,BULLISH,1570,✅ RELIABLE,7,0.48565965583174,4.389241395778589,-0.32807373847835614,54.881567761103256,21.284207923516853,-11.563626626695461,1.7379803784198316
STRONG_BULL,BULLISH,1570,✅ RELIABLE,8,0.48502230720203954,4.616018132181768,-0.2695417789757355,55.337948687805174,22.28767187527266,-12.027705257041212,1.745240265503064
STRONG_BULL,BULLISH,1570,✅ RELIABLE,9,0.4945825366475462,5.158649000707947,-0.1631321370309916,53.85830429951845,23.478780496407126,-12.768743232157835,1.7993511085085345
STRONG_BULL,BULLISH,1570,✅ RELIABLE,10,0.4862970044614404,5.398594359188377,-0.2973148750348353,53.85420498936382,25.046812512833466,-13.201393793703938,1.7960655172734048
STRONG_BULL,BULLISH,1570,✅ RELIABLE,11,0.48660714285714285,5.556087957733112,-0.37580321285141094,55.435440196598215,25.89472641740239,-13.721404147518637,1.7887161509964438
