date,index,range_high,range_low,compression_range_pct,open,high,low,close,volume,fwd_1d_return_pct,mfe_1d_pct,mae_1d_pct,max_dd_1d_pct,fwd_2d_return_pct,mfe_2d_pct,mae_2d_pct,max_dd_2d_pct,fwd_3d_return_pct,mfe_3d_pct,mae_3d_pct,max_dd_3d_pct,fwd_5d_return_pct,mfe_5d_pct,mae_5d_pct,max_dd_5d_pct,fwd_10d_return_pct,mfe_10d_pct,mae_10d_pct,max_dd_10d_pct,fwd_20d_return_pct,mfe_20d_pct,mae_20d_pct,max_dd_20d_pct,event_range_pct,median_prior_range_pct,event_tr,median_prior_tr,range_expansion_flag,atr_14
2020-08-24,20,267.36,245.895,8.06985225008459,273.16,276.94,271.91,276.01,563597,3.751675663925227,4.729901090540201,0.03985362849172626,0.0,5.749791674214704,5.9418137024021,0.03985362849172626,0.0,2.9346762798449415,5.9418137024021,0.03985362849172626,0.0,3.992608963443347,5.9418137024021,0.03985362849172626,0.0,-2.1231114814680674,8.2098474692946,-3.3676316075504573,-2.1231114814680674,-0.30433679939131736,8.2098474692946,-3.467265678779752,-3.0795985652693743,1.841411626885332,1.9995653398242266,10.949999999999989,5.224999999999966,0,6.991428571428573
2020-08-25,21,276.94,246.11,11.169885149088795,277.88,289.065,276.12,286.365,680499,1.9258638450927963,2.110942328846059,-0.7839645208038707,0.0,-0.7874565676671365,2.110942328846059,-1.4579295654147717,-0.7874565676671365,0.9166623016080875,2.110942328846059,-1.4579295654147717,-0.7874565676671365,4.061250501981735,4.062996525413368,-1.4579295654147717,-0.7874565676671365,-4.609501859514951,4.29696366525239,-6.861872086323411,-5.6623539887905405,-4.660136539032363,4.29696366525239,-6.957903375063297,-6.584254360693527,4.658485677270762,1.9107653763821664,13.055000000000007,6.050000000000011,1,7.626785714285715
2020-09-22,40,298.67,266.44,11.768786971445271,276.19,276.19,270.35,275.17,135501,-0.7813351746193387,0.9539557364538286,-1.2901115673947054,-0.7813351746193387,-1.9769596976414572,0.9539557364538286,-2.82916015554022,-1.9769596976414572,-1.475451539048589,0.9539557364538286,-3.8230911799978333,-1.9769596976414572,0.6559581349711112,1.46454918777482,-3.8230911799978333,-1.9769596976414572,6.236144928589587,7.867863502562043,-3.8230911799978333,-1.9769596976414572,12.686702765563092,14.020423738052834,-3.8230911799978333,-1.9769596976414572,2.114486404286895,2.491730601046678,5.839999999999975,7.759999999999991,0,8.607500000000003
2020-09-23,41,298.67,266.44,11.712759385107393,275.3,277.795,271.62,273.02,170256,-1.205039923815092,-0.6666178301955876,-2.0639513588748044,-1.205039923815092,-0.6995824481722834,-0.45784191634312504,-3.0657094718335673,-1.205039923815092,1.0988205992235,2.1097355505091167,-3.0657094718335673,-1.205039923815092,7.651454105926322,8.047029521646776,-3.0657094718335673,-1.205039923815092,8.56347520328181,9.66412717017068,-3.0657094718335673,-1.205039923815092,12.770126730642447,14.980587502747063,-3.0657094718335673,-1.205039923815092,2.2430076280421396,2.491730601046678,6.175000000000011,6.949999999999989,0,8.429285714285717
2020-10-01,47,298.67,264.65,11.574971930182722,295.49,295.49,288.315,290.0,1121971,-0.5689655172413715,0.6637931034482798,-1.2034482758620721,-0.5689655172413715,-0.5965517241379373,0.6637931034482798,-1.762068965517246,-0.5965517241379373,0.8034482758620634,2.351724137931032,-1.762068965517246,-0.5965517241379373,3.6965517241379406,4.206896551724134,-1.762068965517246,-0.5965517241379373,3.256896551724136,6.896551724137931,-1.762068965517246,-0.5965517241379373,7.762068965517238,10.079310344827592,-1.762068965517246,-0.5965517241379373,2.4281701580425774,2.277875320146814,7.175000000000011,6.470000000000027,0,6.952142857142848
2020-10-02,48,295.49,264.65,10.6344827586207,286.55,291.925,286.51,288.35,458638,-0.027744061036948472,0.5340731749609723,-1.19993063984742,-0.027744061036948472,1.380267036587467,2.9374024622854065,-1.19993063984742,-0.027744061036948472,2.791746141841496,3.8338824345413385,-1.19993063984742,-0.027744061036948472,3.9674007282816013,4.926304837870638,-1.19993063984742,-0.027744061036948472,6.596150511531118,7.508236518120332,-1.19993063984742,-0.027744061036948472,5.632044390497642,10.70920756025663,-1.19993063984742,-0.027744061036948472,1.8897225615075972,2.277875320146814,5.4150000000000205,6.470000000000027,0,6.998214285714279
2020-10-05,49,295.49,264.65,10.695335529738175,289.13,289.89,284.89,288.27,921979,1.4084018454920744,2.9659694036840505,-0.4509661081624708,0.0,2.8202726610469337,3.8626981649148338,-0.4509661081624708,0.0,4.318867728171522,4.832275297464186,-0.4509661081624708,0.0,6.292711693898097,7.395844173864778,-0.4509661081624708,0.0,5.886842196551854,8.838935719984743,-0.4509661081624708,0.0,7.812120581399397,10.73993131439277,-0.4509661081624708,0.0,1.7293259087607653,2.1787470161645173,5.0,6.175000000000011,0,6.999642857142853
2020-10-06,50,295.49,264.65,10.698303673639309,287.195,296.82,286.97,292.33,694289,1.3922621694660122,2.420210036602466,0.22919303526836654,0.0,2.870044128211283,3.3763212807443663,0.22919303526836654,0.0,2.5519105120925105,3.497759381520892,0.22919303526836654,0.0,5.65114767557214,6.044538706256634,0.22919303526836654,0.0,6.071905038825984,7.327335545445222,0.12656928813327561,0.0,-2.3466630178223093,9.201929326446152,-3.9270687237026514,-2.3466630178223093,3.4297254478664203,2.054536263833151,9.849999999999966,5.839999999999975,1,7.28964285714285
2020-10-07,51,296.82,264.65,11.004686484452508,297.9,299.405,293.0,296.4,882572,1.4574898785425272,1.9568151147098554,-0.3070175438596384,0.0,1.14372469635629,2.076585695006758,-0.3070175438596384,0.0,3.3771929824561564,4.450067476383265,-0.3070175438596384,0.0,1.567139001349541,4.58839406207828,-0.3070175438596384,0.0,3.87483130904184,5.910931174089082,-1.24831309041835,0.0,-0.24628879892036487,7.7024291497975845,-5.246288798920363,-3.6875843454790656,2.150050352467262,2.054536263833151,7.074999999999989,6.175000000000011,0,7.382142857142851
2020-10-08,52,299.405,264.65,11.725708502024291,298.205,302.2,295.49,300.72,695043,-0.3092577813248227,0.6102021814312248,-0.980978983772295,-0.3092577813248227,1.8921255653099218,2.9495876562915493,-0.980978983772295,-0.3092577813248227,2.7035115722266543,3.085927108273468,-0.980978983772295,-0.3092577813248227,-0.42398244213887804,3.085927108273468,-2.6669326948656686,-0.42398244213887804,1.9386805001330085,4.389465283320028,-2.6669326948656686,-0.42398244213887804,-4.303006118648595,6.155227454110132,-7.023144453312052,-5.071162543229582,2.2501299441659195,2.1322683783770784,6.7099999999999795,6.175000000000011,0,7.399285714285704
