Date,Close,High,Low,Open,Volume,atr,raw_pc,raw_ema_slope,raw_ma_dist,norm_pc,norm_ema,norm_ma,consensus,trend_score,signal_line,slope,slope_state,momentum,acceleration,ts_zone,warmup
2023-01-03,259.7959289550781,265.3654934443189,257.48754271282064,263.8920592442093,42335300,7.877950731498231,,,,,,,,,,,,,,,True
2023-01-04,261.0335693359375,262.7133057533719,257.8804288307471,261.91765375652096,47754900,7.471940890315106,,,,,,,,,,,,,,,True
2023-01-05,256.9472961425781,259.5307225443291,256.6329862583549,259.3637501022572,45396700,7.062426515284107,,,,,,,,,,,,,,,True
2023-01-06,264.03936767578125,265.1591919339073,255.7292080932525,258.6859086561472,54659700,7.378100825333535,,,,,,,,,,,,,,,True
2023-01-09,265.74859619140625,270.41447107881527,265.1395815287533,266.03343854839227,45568700,7.244367835693599,,,,,,,,,,,,,,,True
2023-01-10,267.9980773925781,268.10614484433734,264.2064536565697,264.7172334930537,35247800,6.798410949303472,,0.04045785775153758,,,,,,,,,,,,,True
2023-01-11,272.6344299316406,272.74249736124165,268.28289478164135,269.06874434252666,44077000,6.5245454852181455,,0.0692138328840591,,,,,,,,,,,,,True
2023-01-12,274.1078186035156,275.13924036014834,268.89186479148395,273.19429674425373,60600000,6.48758949634431,,0.11001051656518837,,,,,,,,,,,,,True
2023-01-13,275.9938659667969,276.2394383275184,271.2690561446822,271.60303095801214,44802900,6.285295187876563,,0.13575144496718158,,,,,,,,,,,,,True
2023-01-17,276.5537414550781,277.84053805638007,274.6284328189318,275.7973594990596,36269700,5.875536527819457,,0.15873247702122992,,,,,,,,,,,,,True
2023-01-18,272.95855712890625,279.6479449041405,272.7522847682458,278.0959110135961,47754500,6.0115530088961595,,0.161112762602257,,,,,,,,,,,,,True
2023-01-19,270.2769470214844,272.4674633746698,269.0392826492269,271.3280039696785,44150400,5.7325825383339195,,0.1420777697589553,,,,,,,,,,,,,True
2023-01-20,277.673583984375,278.00755881149314,270.8270250857129,271.88791451500214,60613600,5.998986438557233,,0.14238328004075895,,,,,,,,,,,,,True
2023-01-23,283.8422546386719,285.0701160339872,277.7226126297545,278.51826441575207,52799900,6.185325853364559,,0.1534504741273297,,,,,,,,,,,,,True
2023-01-24,283.2627868652344,284.42188115202566,281.7009503309119,282.2215625090194,44875100,5.723406515731121,,0.1611149585593755,,,,,,,,,,,,,True
2023-01-25,282.6341247558594,283.25294186404454,276.2001115432987,278.744237356144,50872000,5.901975689891728,,0.17654994479837235,,,,,,,,,,,,,True
2023-01-26,288.1448059082031,288.32161082834824,283.4101631992241,286.0623569097901,51596300,5.873377074238013,,0.21532734024218297,,,,,,,,,,,,,True
2023-01-27,291.0130615234375,292.97764028486847,286.71062923956885,286.82849916891985,56441900,5.925861603712894,,0.237061390266669,,,,,,,,,,,,,True
2023-01-30,285.12908935546875,289.1663137546794,284.7558446218129,287.7419823535932,49405800,5.970042310101121,,0.22131251102029662,,,,,,,,,,,,,True
2023-01-31,289.40216064453125,289.50039560113544,285.060457347366,285.1684948156605,46705100,5.766028435923561,,0.21984027665143002,,,,,,,,,,,,,True
2023-02-01,295.590576171875,298.05610248785,287.1232153108514,289.1958617905142,67562200,6.4549429347335705,5.545308080755993,0.23488588813234346,,,,,,,,,,,,,True
2023-02-02,306.1993103027344,308.12458949365566,301.29769487157955,302.12281452483154,83070600,7.265485653006516,6.216479272532446,0.2525353504216875,,,,,,,,,,,,,True
2023-02-03,300.75732421875,306.85736222421656,299.14638538944257,299.53929510558413,76170800,7.324884477242179,5.980985531210229,0.24617670067189304,,,,,,,,,,,,,True
2023-02-06,298.2132263183594,300.4921448518524,296.8674946774453,298.1346563586597,40802300,6.866877152450518,4.976622980707151,0.254913361900275,,,,,,,,,,,,,True
2023-02-07,304.3918762207031,305.5215031546049,296.96576997046435,298.0855644166576,67584000,7.092057956675854,5.448810523738235,0.2630225873268648,,,,,,,,,,,,,True
2023-02-08,298.9793701171875,304.01851869676693,298.29178563789054,303.07552942331165,56720900,6.959795640160752,4.451465865726741,0.2439363083327994,,,,,,,,,,,,,True
2023-02-09,296.33709716796875,303.5176312087087,294.8833278540521,303.37029377514915,49137800,7.183063335426865,3.299799281934016,0.19774793586191566,,,,,,,,,,,,,True
2023-02-10,294.3921203613281,296.22899658819284,291.98549954330554,294.1760155124564,50050100,6.805534573991711,2.98055965145365,0.16573864328016658,,,,,,,,,,,,,True
2023-02-13,299.1071472167969,299.6965269013132,294.6180770903373,295.79683645937,39636700,6.60538416945749,3.49915775631538,0.15385566499325526,,,,,,,,,,,,,True
2023-02-14,301.3172607421875,302.27008261908674,295.5806944853738,297.525638207101,64079100,6.616584698024885,3.742643738015101,0.13441481864718333,,,,,,,,,,,,,True
2023-02-15,303.6257019042969,303.7926743384244,298.8124891680649,299.5000738577565,43100600,6.398398094336168,4.792941033559171,0.13754635469013532,,,,,,,,,,,,,True
2023-02-16,297.9283447265625,302.967493835328,297.7810073210326,298.9892340005614,59498600,6.324570959526586,4.372059050650279,0.13204464347157943,,,,,,,,,,,,,True
2023-02-17,295.8262634277344,296.5826154333962,292.820460423188,295.7378609837291,58230700,6.162346072039638,2.9457416430608108,0.12529683200003688,,,,,,,,,,,,,True
2023-02-21,288.82257080078125,293.4393432868049,288.68506586348246,291.99537657114183,46526700,6.292859604334607,0.7914233711298542,0.08529398139728095,,,,,,,,,,,,,True
2023-02-22,289.0386657714844,291.1112820869066,287.37859423090794,289.40210806549914,51389200,5.95150337122315,0.9704907392269433,0.04297254179331363,,,,,,,,,,,,,True
2023-02-23,291.5631103515625,292.84990690607964,287.3687159540404,292.69273702453154,69294400,5.888795048665296,1.5162669989214335,0.004637517815060041,,,,,,,,,,,,,True
2023-02-24,286.68121337890625,287.7813728870745,284.91307418898003,286.59281091597467,74332000,5.990293863854252,-0.2443273339440439,-0.02901834915552861,,,,,,,,,,,,,True
2023-02-27,288.734130859375,291.2389566843378,288.1447512602392,289.8441226093777,48995000,5.799287122731223,-0.39296737958185773,-0.04787892812300039,,,,,,,,,,,,,True
2023-02-28,288.3608093261719,290.8754672291846,287.77142982266554,288.1054045466656,48243100,5.439920493902935,0.5940748535433997,-0.046372959671617656,,,,,,,,,,,,,True
2023-03-01,286.0426940917969,288.72432505115296,285.0604046615051,288.0662079200304,58287000,5.203120480002256,-0.6456638022598543,-0.05358108775503353,,,,,,,,,,,,,True
2023-03-02,288.40997314453125,289.2154576380953,283.2627863383192,283.5476586547441,53565900,5.303060589305437,-1.3540488377267856,-0.05941622335399962,,,,,,,,,,,,,True
2023-03-03,294.3724365234375,294.6082063288815,289.6476276085931,290.1584372061476,60511500,5.422416935311415,-2.1811074139797118,-0.02978683409182279,,,,,,,,,,,,,True
2023-03-06,294.7064514160156,298.6159739722746,294.5100115246582,295.610170842958,56736300,5.265233003781509,-1.1492127315901532,-0.007284393069470327,,,,,,,,,,,,,True
2023-03-07,291.0916442871094,295.67894908673577,290.4826296406142,294.7555946300837,65955800,5.256044529426847,-1.3549318297017134,0.002463830620432498,,,,,,,,,,,,,True
2023-03-08,292.54547119140625,293.14465340785966,289.65753761282446,291.514049212143,50876300,5.020187364841296,-2.3597535646304264,0.025095004410412562,,,,,,,,,,,,,True
2023-03-09,287.4768371582031,295.6494926655165,286.66152011867,293.0464016130532,71456700,5.549225389108655,-2.0728177632792044,0.020190923385789112,,,,,,,,,,,,,True
2023-03-10,283.4395751953125,289.1368713159624,282.2903134622696,287.6437723436789,98593600,5.7222030510532145,-2.2539434301064105,-0.016898227145766054,,,,,,,,,,,,,True
2023-03-13,285.5416259765625,289.2546776417893,280.13903583007937,281.6517694646784,97123600,6.174661552474115,-1.4333570041939117,-0.044369014348322335,,,,,,,,,,,,,True
2023-03-14,292.10333251953125,292.653412069432,288.2527756702264,289.0975299871856,73602500,6.299611491193502,-1.1117851802538234,-0.03767400183786622,,,,,,,,,,,,,True
2023-03-15,293.6357727050781,293.9697475146975,288.04654343898625,289.4905101030698,83631500,6.249423835795866,-1.2291513968233099,-0.032345978526405854,0.6540975038812482,,,,,,,,,,,,True
2023-03-16,301.376220703125,301.7396629996078,291.9266010861932,292.7222531344649,98198100,6.72457557947836,-0.33451645751989184,0.00980940976506536,0.6400032666475097,,,,,,,,,,,,True
2023-03-17,299.951904296875,303.6747898578038,297.9971578043189,301.28783359145183,89923700,6.584983109345899,0.30729912844279184,0.05726656202652449,0.6587085108275811,,,,,,,,,,,,True
2023-03-20,301.0164489746094,301.3410931743558,297.1205684601089,299.3341417107242,56359500,6.269721989999365,0.8278174941654033,0.096820117752258,0.6846292227207028,,,,,,,,,,,,True
