ticker,signal_date,group,margin_combo,stacking_tier,n_margins_3yr,gross_margin,operating_margin,ebitda_margin,days_to_ath,ret_1wk,ret_2wk,ret_3wk,ret_4wk,ret_6wk,ret_8wk,ret_12wk
WMT,2021-06-04,CONTROL_B,OPERATING_ONLY,,1,,,,,-0.7825167430384083,-4.737398660556924,-2.3405005287275293,-1.2372224180472347,-0.5357772294677376,0.2396898131829417,4.124074726824101
NVDA,2021-06-07,CONTROL_A,NONE,,0,,,,,2.1319753751879444,4.56466850123407,13.434423671593532,17.46574370904139,-73.60847116230246,-71.8765071349542,-68.25867400493631
VRT,2021-06-07,CONTROL_A,NONE,,0,,,,,1.2309495896834832,4.122704181320835,5.763970300898791,7.815552950371241,6.1156701836655,9.378663540445476,10.042985541227045
DELL,2021-06-08,OPERATING_ONLY,OPERATING_ONLY,SINGLE,1,0.3127373708498387,0.05615224404786213,,2.0,-1.0199172519965383,-3.973828538439339,-1.5779851823342628,-4.276917155777937,-7.437698450880403,-6.340806311940728,-6.8603867988068945
EBAY,2021-06-08,CONTROL_A,NONE,,0,,,,,0.15192950470983568,-1.3977514433302751,7.110300820419346,6.3962321482831985,6.092373138863572,3.319659677909459,15.709510786994851
LLY,2021-06-09,CONTROL_A,NONE,,0,,,,,-2.343991862367878,-4.002476670647037,1.5346512759276454,4.887001901729238,5.435407545000226,16.859050904427054,14.78483923753926
LLY,2021-06-10,CONTROL_A,NONE,,0,,,,,-4.817574511819112,-0.2612195957519714,-1.0320315176430284,0.6380609797875803,4.697670435080514,12.872559095580671,11.151079136690644
DOCU,2021-06-18,OPERATING_ONLY,OPERATING_ONLY,SINGLE,1,0.7756407249966957,-0.022889583395512048,,11.0,1.6544586567544872,1.6180168361211278,5.014394519150178,5.495426551510496,7.496082504281909,4.433147480048083,-2.365074159104996
NET,2021-06-22,CONTROL_A,NONE,,0,,,,,4.777209642074509,5.556367177988797,1.6362308254200153,6.6958850742634635,16.91258826393962,13.84465546627709,30.051132213294384
TGT,2021-06-23,CONTROL_A,NONE,,0,,,,,1.8494333740573632,4.693095167881367,6.498293802923705,8.255044866663841,10.115010321439089,3.368159413573757,3.955849517630705
COST,2021-06-25,OPERATING_ONLY,OPERATING_ONLY,SINGLE,1,,0.03672946529142832,,17.0,1.1233960541664478,3.4297814069077504,4.967794289192073,7.354059948267988,11.71831414515394,15.350966171324254,14.649794593498001
MRVL,2021-06-28,CONTROL_A,NONE,,0,,,,,-1.9360341151385851,-3.1641791044776046,-3.5138592750533104,-1.0746268656716462,1.8336886993603363,6.737739872068227,7.002132196162036
NET,2021-06-29,CONTROL_A,NONE,,0,,,,,0.7436326454731246,-2.9977691020635744,1.8311953894776023,11.340397843465322,10.633946830265838,14.612381483547132,26.045733407696602
AMZN,2021-07-06,OPERATING_ONLY,OPERATING_ONLY,SINGLE,1,,0.08169151661475516,,46.0,-0.0032635300516670185,-2.7729127005711174,-1.3111231982594562,-8.37965732934457,-11.809355452814795,-5.575741093282572,-10.242589067174324
MSFT,2021-07-07,CONTROL_A,NONE,,0,,,,,0.9249339332904949,0.5035354617527465,2.2176987358045963,2.3034068995071877,3.8622241268480906,7.799442896935949,0.6178130133561943
LLY,2021-07-08,CONTROL_A,NONE,,0,,,,,-2.4329566537358738,0.5228537696070124,3.4428234103558664,11.414235115533833,14.015854275594531,9.43666722887504,-3.2362118401079387
IBKR,2021-07-09,CONTROL_C,NONE,,0,,,,,-3.5738884212137334,-6.895232264483042,-5.349353332823126,-2.747378893395569,-5.135073084870278,-1.2703757557205098,-2.196372541516789
PEP,2021-07-13,CONTROL_A,NONE,,0,,,,,1.9281045751633918,3.2483660130719016,2.450980392156854,0.9411764705882231,1.8692810457516362,2.437908496732022,1.3006535947712505
PSX,2021-07-16,CONTROL_C,NONE,,0,,,,,-3.1145120150355643,-1.5438313867633169,-0.7115048999865814,-0.8323264867767355,-2.510404081084694,-9.706000805477233,10.108739428111168
PEP,2021-07-20,CONTROL_A,NONE,,0,,,,,1.2952869509458287,0.5129849310676615,-0.9682590573901861,1.2439884578390403,0.2885540237255624,0.04488618146842871,1.3145238858608632
MRVL,2021-07-23,CONTROL_A,NONE,,0,,,,,2.7155465037338677,2.817379497623884,2.5458248472504996,1.612355736591975,4.378818737270862,3.0719619823489364,14.002036659877803
ROKU,2021-07-23,GROSS+OPERATING,GROSS+OPERATING,DOUBLE,2,0.5691060167228915,0.13202411078001264,,54.0,-9.66646273285373,-17.440560325731525,-24.604966139954854,-25.92772304381764,-27.81375920339233,-33.29676589101496,-27.339085673298026
SNAP,2021-07-23,OPERATING_ONLY,OPERATING_ONLY,SINGLE,1,,-0.19601917508054104,,1.0,-4.534085807734234,-2.5075354325658883,-4.3032129801834245,-6.753030205861609,-3.700378374911828,-7.997178220996604,-2.8153658693003347
LLY,2021-07-23,CONTROL_A,NONE,,0,,,,,-0.3926540962820635,7.8080903104421395,8.09849073581741,10.84706940979181,6.163851282261024,-5.239478097263694,-2.2536709067855654
SLB,2021-07-28,CONTROL_B,OPERATING_ONLY,,1,,,,,-5.830207978179325,-1.193317422434359,-8.574838049778377,-2.96624616433685,-9.341970678486188,-1.5342652574156124,17.013296965564283
AAPL,2021-07-28,CONTROL_B,GROSS_ONLY,,1,,,,,1.4038355408388492,0.6208609271523224,0.9105960264900625,2.3489238410596025,6.256898454746129,1.3383002207505434,3.2008830022074886
GOOGL,2021-07-28,OPERATING_ONLY,OPERATING_ONLY,SINGLE,1,,0.312879767291532,,1.0,-0.8323027409475992,0.01871580237582382,-0.6009240468702437,4.303166640366696,5.3538204090320285,3.6455447215932635,4.185367178354271
AMD,2021-07-28,GROSS+OPERATING,GROSS+OPERATING,DOUBLE,2,0.4753246753246753,0.21584415584415584,,1.0,21.32604587015374,10.011748480359595,5.593298258160084,10.609388568217803,8.412933544465439,8.474229963732949,21.939010062828814
ETSY,2021-08-03,CONTROL_C,NONE,,0,,,,,-1.0817055240495699,2.089897080445269,5.697332493173701,13.552825036756989,14.177693761814748,7.797731568998101,28.06658265070363
GE,2021-08-06,CONTROL_A,NONE,,0,,,,,0.3682096403978541,-4.303749043611327,1.4728385615914164,0.17214996174443886,-4.552410099464432,0.3060443764345777,2.0371078806426857
AA,2021-08-12,CONTROL_A,NONE,,0,,,,,-18.205980066445182,-8.172757475083047,3.853820598006652,9.612403100775202,7.386489479512748,1.9601328903654514,5.935769656699885
ABBV,2021-08-17,CONTROL_A,NONE,,0,,,,,-0.05013787916771095,0.960976017381121,-7.76719311439793,-9.927300075206812,-9.041530876577264,-9.308932898805045,-2.414974513244761
AAL,2021-08-26,CONTROL_C,NONE,,0,,,,,-0.6535947712418277,-4.700854700854718,-0.7541478129713508,7.591754650578175,0.9552538964303636,-3.7204625439919647,-3.117144293614882
AVGO,2021-08-27,GROSS_ONLY,GROSS_ONLY,SINGLE,1,0.613767019667171,0.2987897125567322,,55.0,0.4176165594044434,0.6839227711985751,-0.07464643815441319,1.8540561260516064,-0.7081324268162215,5.338229063691569,11.499586418383178
EBAY,2021-08-30,CONTROL_A,NONE,,0,,,,,-3.6492585428755664,-8.020631850419079,-7.02772404900065,-8.007736943907151,-3.726627981947128,1.21212121212122,-7.62088974854932
CELH,2021-09-02,CONTROL_A,NONE,,0,,,,,6.708668766771675,8.715435771788616,15.109088787772729,9.753821024384557,3.7918562594796423,12.612297281530749,-17.279197293197978
WMT,2021-09-02,CONTROL_B,OPERATING_ONLY,,1,,,,,-1.7806052038102815,-2.524487529031605,-3.631896058433459,-7.83264330674206,-5.402403312127624,0.8549597764987205,-5.328351677942711
AEO,2021-09-02,CONTROL_B,OPERATING_ONLY,,1,,,,,0.0370164723301869,-1.1660188784008985,3.6461225245234097,-3.2389413288913538,-9.365167499537296,-12.104386451971127,-0.24060707014621485
LULU,2021-09-09,GROSS_ONLY,GROSS_ONLY,SINGLE,1,0.5809151685695338,0.2006255264997401,,2.0,1.3047508139838904,2.6926824631033686,-3.7680918316419842,-5.0621479668227165,0.7652636832473858,12.667252893504767,3.659956745965731
UPST,2021-09-09,CONTROL_A,NONE,,0,,,,,1.2047360972073706,16.03783354620456,9.227104836204214,6.044392281404254,22.199592668024447,11.04629086264628,-40.79533294211053
AVGO,2021-09-09,CONTROL_B,GROSS+OPERATING,,2,,,,,2.8276644910204096,2.227672599018926,-1.696598694612228,0.07094498722990394,4.291158227591518,11.24376697612195,13.272793610897171
ETSY,2021-09-10,CONTROL_C,NONE,,0,,,,,4.7057196847490435,2.7054431488224173,-5.876388440798264,-2.295248190994137,11.190487164124075,19.96819836843804,3.590358114024972
PG,2021-09-13,CONTROL_A,NONE,,0,,,,,-1.9493444985929087,-2.7661472990596514,-4.736083464891216,-2.3062667307296225,-1.9493444985929087,-0.21964445054567516,4.5713501269819545
CVS,2021-09-13,CONTROL_C,NONE,,0,,,,,0.10646477790263731,1.3781274028509038,-0.8635476429880939,-0.2898207842905176,4.477435381794526,9.717868338557988,10.120068610634657
M,2021-09-24,OPERATING_ONLY,OPERATING_ONLY,SINGLE,1,,0.1057198512484505,,15.0,-3.5232067510548526,-3.966244725738388,1.4345991561181437,12.257383966244738,31.729957805907173,42.48945147679326,4.852320675105504
HD,2021-09-27,OPERATING_ONLY,OPERATING_ONLY,SINGLE,1,0.33233620312272,0.16146213337224574,,24.0,-4.358396063384218,-1.3209923552327307,4.003983480272977,8.136844263495501,8.596701912656336,19.674291907091156,15.87241147007996
CLF,2021-09-28,CONTROL_C,NONE,,0,,,,,1.1211308798440234,5.946868145259554,2.5103582744333552,20.887155739702656,6.604923226907133,11.065074335851822,-0.999268827687072
COP,2021-09-29,CONTROL_A,NONE,,0,,,,,5.5486146836187356,7.628426545160583,11.736606158594842,10.428455941794667,6.018960828985076,5.00477695303887,7.606379069596536
COP,2021-10-04,CONTROL_A,NONE,,0,,,,,3.5114717403469387,4.224958030218229,7.764409625069946,2.1544487968662374,1.6088416340234835,-3.2036933407946333,1.0772243984331187
UPST,2021-10-13,CONTROL_A,NONE,,0,,,,,3.278236914600541,-8.802377845440045,-4.330868493547923,-25.64883282586633,-39.89850659707119,-47.92228505147166,-66.09540379875308
DAL,2021-10-13,CONTROL_B,OPERATING_ONLY,,1,,,,,-1.8031189083820731,-4.593079922027288,-0.09746588693957392,5.872319688109173,-11.318226120857688,-6.980994152046794,-0.9746588693957059
NET,2021-10-13,CONTROL_A,NONE,,0,,,,,9.942290804165111,15.493664533935526,26.2169113034751,23.121314766026856,25.837410613473864,-11.786475975410859,-30.535691883076144
RTX,2021-10-20,CONTROL_A,NONE,,0,,,,,-2.727173557325191,-3.970764699465479,-2.8471691938474986,-5.15981237045926,-11.519581106141597,-10.265081269772002,-0.9926911748663669
SNAP,2021-10-22,CONTROL_B,OPERATING_ONLY,,1,,,,,-2.103735944867613,-0.49873050417119646,0.7254261878853807,-10.700036271309388,-8.57816467174466,-16.358360536815386,-36.53427638737759
BAC,2021-10-26,CONTROL_A,NONE,,0,,,,,-0.14592453616844026,-2.2826766729205694,-1.8761726078799223,-1.000625390869292,-7.932040858870126,-7.692307692307687,-6.212215968313528
OXY,2021-10-26,CONTROL_A,NONE,,0,,,,,-2.840989399293292,-4.59363957597173,-10.021201413427573,-9.766784452296818,-13.045936395759716,-18.2756183745583,-4.621908127208474
GOOGL,2021-10-27,OPERATING_ONLY,OPERATING_ONLY,SINGLE,1,,0.3229675358579809,,1.0,0.27281118594235654,-0.13879867354962272,1.2970496735154269,-0.08580903216983682,0.9538135448360796,0.4199856415165293,-10.489043109637276
MSFT,2021-10-27,OPERATING_ONLY,OPERATING_ONLY,SINGLE,1,0.6988768012004325,0.4465873733918838,,2.0,3.239767528131554,2.2288858662050215,4.810189192531222,4.473228638555704,2.9399035489056535,3.4036107332756194,-8.278718931618656
COST,2021-10-28,CONTROL_A,NONE,,0,,,,,5.145409307827231,4.464249296406586,8.004649834808507,11.498144144879085,13.957662030427876,14.893747195823304,-2.5798425582248985
NFLX,2021-10-29,CONTROL_A,NONE,,0,,,,,-6.534489999855175,-1.1209430983794122,-1.7190690668945297,-3.853784993265652,-12.505611956726382,-11.549769004619904,-47.86455995018031
AMD,2021-11-01,GROSS+OPERATING,GROSS+OPERATING,DOUBLE,2,0.48365406909343844,0.21980060282865754,,4.0,19.83075203576561,16.94874660705732,21.730799936132826,26.656554366916808,8.254829953696309,18.36180744052369,-18.114322209803614
MARA,2021-11-02,OPERATING_ONLY,OPERATING_ONLY,SINGLE,1,,0.1576164156315202,,57.0,20.224186927691832,-12.527628670666246,-17.713924850015793,-19.766340385222612,-38.74329017998106,-45.75307862330281,-65.26681401957688
COIN,2021-11-03,CONTROL_A,NONE,,0,,,,,-4.668989547038327,0.6010452961672685,-9.21312427409987,-17.4012775842044,-28.281068524970966,-26.686991869918696,-44.70963995354239
ANF,2021-11-04,GROSS_ONLY,GROSS_ONLY,SINGLE,1,0.6515407296062901,0.13272474995663988,,41.0,-3.5547041294167636,1.8412090251170854,-19.22094508301404,-25.64921243082162,-28.58663260962112,-25.52149851000425,-15.985525755640694
IONQ,2021-11-08,CONTROL_A,NONE,,0,,,,,-7.092531705025829,9.605448567402552,12.00093940817284,1.2682010333489924,-24.048849224988246,-27.759511507750112,-46.54767496477219
UNH,2021-11-08,CONTROL_A,NONE,,0,,,,,-2.5769072788983327,-5.3656743844174954,-3.951834316968239,0.40210130358648843,5.333246859934726,5.916942300624761,5.590505220831443
APP,2021-11-09,CONTROL_A,NONE,,0,,,,,5.102237654320985,-10.25270061728396,-16.84992283950618,-7.339891975308655,-9.37500000000001,-20.61149691358025,-33.60339506172839
U,2021-11-12,CONTROL_A,NONE,,0,,,,,-3.511178861788633,-13.450203252032523,-24.98475609756098,-29.242886178861795,-27.134146341463417,-34.08028455284554,-41.28556910569107
PG,2021-11-15,CONTROL_A,NONE,,0,,,,,0.3053745928338625,-1.8729641693811194,2.9655266015200743,7.430781758957639,11.427795874049917,7.926167209554813,6.6503800217155185
CVX,2021-11-16,CONTROL_A,NONE,,0,,,,,-0.8185538881309795,-4.408253751705327,1.0061391541609677,-1.5347885402455685,0.13642564802183177,8.083219645293326,18.40893587994543
LEN,2021-11-17,OPERATING_ONLY,OPERATING_ONLY,SINGLE,1,,0.27724870606129626,,33.0,-0.5932702323264372,2.450070196096199,4.641999909424399,-1.6348897241972749,5.221683800552501,-1.9790770345545994,-17.938499162175635
SHOP,2021-11-18,CONTROL_A,NONE,,0,,,,,-6.198003327787016,-16.182552888043734,-13.192298550035652,-21.26277632517233,-18.983539339196575,-37.35084383170906,-47.18742571903969
AEO,2021-11-23,CONTROL_B,GROSS+OPERATING,,2,,,,,-10.125260960334026,-3.636047320807234,-16.945024356297832,-19.7633959638135,-15.379262352122469,-26.096033402922757,-25.85247042449548
SMCI,2021-11-23,CONTROL_C,NONE,,0,,,,,1.915250179554695,4.812066076131183,1.6758439071103526,1.759636102465878,7.852525736174276,-1.8194876705769802,-6.224563083552792
ETSY,2021-12-01,CONTROL_C,NONE,,0,,,,,-5.0443844075646505,-11.516788884600548,-13.114627556927838,-14.345812427634119,-35.596294866846776,-43.6896950984176,-40.223851794673884
PL,2021-12-02,CONTROL_C,NONE,,0,,,,,-1.6048144433299938,-34.7542627883651,-28.836509528585765,-38.36509528585758,-36.25877632898696,-38.81644934804414,-43.229689067201605
DOCU,2021-12-06,CONTROL_B,GROSS+OPERATING,,2,,,,,-2.891138712034236,2.9885537348223856,6.022335873082141,7.490519430817932,-11.637616115228067,-15.457676651706509,-24.34331837316912
SCHW,2021-12-16,CONTROL_A,NONE,,0,,,,,1.5263534462198969,0.2861912711662251,9.360839494395412,13.975673741950878,4.555211066062492,4.614834247555466,6.093489148580966
AA,2022-01-03,CONTROL_A,NONE,,0,,,,,1.9960245154878375,-0.546629120424047,1.3334437634586749,-3.619347357959246,22.6768262381978,36.78979625641876,49.113798244161
COP,2022-01-06,CONTROL_C,NONE,,0,,,,,6.586826347305386,5.389221556886237,13.72149318384508,17.008536119250863,14.23111224359792,29.054656644158495,24.88215059243215
AMD,2022-01-11,CONTROL_C,NONE,,0,,,,,-6.590925642706291,-19.24841599300853,-10.538198237564632,-3.240841890612478,-15.082659675187537,-22.460126720559327,-24.45561139028476
SLB,2022-01-14,OPERATING_ONLY,OPERATING_ONLY,SINGLE,1,,0.15529331280998804,,56.0,-5.812417437252315,3.19682959048877,6.39365918097754,3.830911492734468,-0.4755614266842789,0.10568031704094594,12.496697490092457
AAPL,2022-01-28,CONTROL_B,GROSS+OPERATING,,2,,,,,1.141934536914735,-1.0245119624247567,-1.6938206370174624,-2.961984441508869,-11.563188022897396,3.102891530896823,-7.95244385733157
BROS,2022-01-28,CONTROL_C,NONE,,0,,,,,21.51419558359622,9.25341745531021,6.414300736067302,1.6193480546792927,3.922187171398539,31.861198738170373,-1.0725552050473097
CVX,2022-02-02,CONTROL_A,NONE,,0,,,,,1.7948149789497103,-0.7755373365831875,-0.3988477730999307,15.459044242558551,18.435630401063598,21.286653371740915,18.02939655809146
BAC,2022-02-08,CONTROL_C,NONE,,0,,,,,-3.2604293236128012,-9.305386796273806,-12.5961927906035,-17.638720129607133,-12.778452814904828,-20.210611583637107,-24.09882543539895
CASY,2022-02-11,CONTROL_C,NONE,,0,,,,,1.6069561389026488,3.5331021958064923,-2.2563425238016577,-0.8475042650377129,9.823344890209661,13.584832975620497,8.480545924825279
CVX,2022-02-28,CONTROL_A,NONE,,0,,,,,12.486978262379322,9.90346551843877,13.966247656087226,14.146815751093822,17.355371900826434,8.465865685117024,21.838322105701778
OXY,2022-03-04,CONTROL_A,NONE,,0,,,,,-1.102810387762354,8.484525080042694,0.7292778370686648,2.8103877623621543,7.381714692280328,5.371753824261827,25.240128068303093
OXY,2022-03-09,CONTROL_A,NONE,,0,,,,,-7.820111343075853,4.03618649965205,0.017397355601955766,-2.3834377174669408,3.0271398747390377,8.281141266527502,22.286012526096055
OXY,2022-03-09,CONTROL_C,NONE,,0,,,,,-7.820111343075853,4.03618649965205,0.017397355601955766,-2.3834377174669408,3.0271398747390377,8.281141266527502,22.286012526096055
AVGO,2022-03-10,CONTROL_B,GROSS+OPERATING,,2,,,,,2.620830496936688,6.649081007488067,7.127297481279782,2.6089176310415185,-0.18550034036760588,-1.2491490810074946,-4.4928522804629
PANW,2022-03-23,CONTROL_A,NONE,,0,,,,,1.9554275117557474,0.5000331147757997,4.138519107225647,-1.9984767203126141,-12.207762103450559,-27.778329690708002,-21.32591562355123
AA,2022-03-23,CONTROL_A,NONE,,0,,,,,-2.0912951167728178,-6.878980891719744,-7.223991507431005,-23.354564755838638,-32.64331210191082,-34.21443736730361,-47.696390658174096
NKE,2022-04-05,CONTROL_B,GROSS_ONLY,,1,,,,,-5.4803840048378465,2.706175825837187,-8.36042028875954,-4.7547055710937975,-17.26509940282711,-6.750321263889935,-23.508957593166524
ABBV,2022-04-07,CONTROL_A,NONE,,0,,,,,-6.453102453102455,-10.637806637806646,-15.215007215007226,-11.69985569985571,-12.790764790764786,-15.434343434343445,-11.919191919191919
RTX,2022-04-18,CONTROL_A,NONE,,0,,,,,-4.476610429447836,-9.691334355828218,-12.068634969325142,-11.320935582822077,-8.732745398773002,-12.44248466257668,-13.688650306748452
XOM,2022-04-18,CONTROL_A,NONE,,0,,,,,-7.1243084565879915,-2.4161680027097066,-4.5387828835948945,2.641978096420905,8.490459523540705,8.47352376651238,-6.119453539573206
WMT,2022-04-21,CONTROL_A,NONE,,0,,,,,-2.3135121615706966,-4.433189520415182,-7.7846557869067805,-25.53304570749704,-21.643844181829554,-25.99887450759708,-19.008316138310512
PEP,2022-04-28,OPERATING_ONLY,OPERATING_ONLY,SINGLE,1,0.5411728395061728,0.32512345679012344,,3.0,-4.065086425313902,-4.059456111705428,-9.239344631495982,-4.2508867743933365,-8.467991667135866,-6.353808907156145,-3.2712122065199023
DVN,2022-05-04,CONTROL_A,NONE,,0,,,,,-4.516605166051669,3.1586715867158777,6.199261992619931,12.605166051660532,-6.6420664206642055,-18.642066420664204,-9.12177121771217
SMCI,2022-05-06,CONTROL_B,OPERATING_ONLY,,1,,,,,1.8717098849678315,-3.06102554104114,-3.499707545330477,7.135893936439852,-12.263599142132964,-23.76681614349775,11.639695847143683
RIOT,2022-05-10,CONTROL_B,OPERATING_ONLY,,1,,,,,1.195219123505975,-16.93227091633467,-13.413014608233741,-20.849933598937586,-34.462151394422314,-27.622841965471444,9.694555112881797
SHOP,2022-05-12,CONTROL_C,NONE,,0,,,,,10.238283010365024,-1.2054979720594994,-0.34080666967103435,-1.794164037854895,5.083934204596652,-90.88271744028842,-89.66172825597116
RKLB,2022-05-19,CONTROL_C,NONE,,0,,,,,-1.4783526927138357,3.2734952481520363,-10.982048574445624,-11.615628299894421,-16.15628299894404,-13.833157338965163,39.49313621964097
DLTR,2022-05-26,CONTROL_B,GROSS_ONLY,,1,,,,,-1.8420729460886687,-4.206066560235799,-7.896352695566755,-3.499938597568475,0.7675303942036082,-3.082402063121703,2.001719268083013
CASY,2022-06-01,CONTROL_C,NONE,,0,,,,,-4.50928381962864,-9.997588618278265,-8.789486375693267,-10.889799855317083,-2.8526645768024994,-2.1991801302146174,4.7552447552447585
CRWD,2022-06-03,CONTROL_B,OPERATING_ONLY,,1,,,,,4.597913966549405,1.15410726408689,12.263161142998214,15.429241498487944,11.442325495278638,16.182188483614148,19.193976424118997
DELL,2022-06-06,CONTROL_B,OPERATING_ONLY,,1,,,,,-5.622129019372868,-1.5777910924705374,-2.256840423407236,-15.678050728979432,-11.773517076093476,-11.224285999600559,-23.52706211304174
FUBO,2022-06-09,CONTROL_C,NONE,,0,,,,,-17.313915857605167,-4.854368932038833,-20.226537216828476,-17.313915857605167,-19.579288025889962,26.860841423948223,17.152103559870557
AVGO,2022-06-09,CONTROL_B,GROSS+OPERATING,,2,,,,,-10.572928842453566,-8.419500440576178,-14.05168228164506,-13.150748979481753,-7.703788955025271,-1.8989731877933513,-10.368825190167064
BE,2022-06-27,CONTROL_C,NONE,,0,,,,,-5.6484782012613195,-4.0307101727447225,-4.304908143679742,-9.843707156567028,35.53605703317795,32.16342199067728,31.779544831368266
UNH,2022-07-08,CONTROL_C,NONE,,0,,,,,2.2011729300100313,0.6067211976232612,4.651207654911649,3.244849139594086,5.822208503742554,-0.38583224014198114,-0.55559842580446
SLB,2022-07-27,CONTROL_B,OPERATING_ONLY,,1,,,,,-2.1751101321585864,-3.882158590308382,-2.5605726872246715,9.870594713656388,5.066079295154169,5.176211453744495,25.770925110132147
RCAT,2022-07-28,CONTROL_C,NONE,,0,,,,,1.3953488372093092,-6.279069767441847,-6.04651162790697,7.441860465116279,13.953488372093027,-24.883720930232556,-32.09302325581396
LUNR,2022-08-10,CONTROL_A,NONE,,0,,,,,0.1029866117404632,0.1029866117404632,0.0,0.3089598352214118,1.1328527291452062,1.1328527291452062,1.441812564366618
CELH,2022-08-23,CONTROL_A,NONE,,0,,,,,-7.53364022662889,-12.420325779036812,-7.808073654390935,-13.040014164305935,-21.19334277620396,-24.964589235127466,-10.88881019830028
HD,2022-08-23,CONTROL_B,OPERATING_ONLY,,1,,,,,-4.439518889142413,-3.002053521953141,-9.902539196192839,-11.499722937514267,-5.489096776296498,-10.120929626128628,2.7152123602464107
RILY,2022-09-06,CONTROL_C,NONE,,0,,,,,0.2677100494233864,5.992586490939034,-6.445634266886335,-3.850906095551909,-13.138385502471174,-14.847611202635914,-9.390444810543663
AVGO,2022-09-08,CONTROL_B,OPERATING_ONLY,,1,,,,,-2.336932117686108,-6.807754631889273,-12.104410300462709,-6.421194431971267,-15.993440190546849,-13.283614142636813,5.579742683664879
LUNR,2022-09-19,CONTROL_A,NONE,,0,,,,,-0.10152284263958977,-0.3045685279187804,-0.3045685279187804,-0.3045685279187804,0.0,0.4060913705583813,1.2182741116751439
HAL,2022-10-26,CONTROL_B,OPERATING_ONLY,,1,,,,,-1.8914473684210509,0.9594298245614086,3.7828947368421018,0.24671052631579649,-4.3859649122806825,2.905701754385981,9.320175438596511
SNAP,2022-10-31,CONTROL_C,NONE,,0,,,,,0.8559919436052388,13.89728096676739,0.35246727089628394,-1.1077542799597162,-5.18630412890232,-13.897280966767367,9.869083585095684
SLB,2022-11-04,OPERATING_ONLY,OPERATING_ONLY,SINGLE,1,,0.18724087200748962,,8.0,3.2573903219732747,0.7154961400866133,-6.091131613632084,-3.238561476181512,-6.1570325739032095,-2.654867256637161,-1.5627942007154894
CVX,2022-11-07,CONTROL_C,NONE,,0,,,,,0.533318967839258,-2.364919463448789,-2.5049830307601217,-7.331789042719383,-6.9816301244410965,-5.607929752733931,-8.721650595270159
EOG,2022-11-08,CONTROL_A,NONE,,0,,,,,-0.6608226567768161,-2.677006068779497,-4.342548887390418,-14.942683749157116,-12.346594740391104,-14.052596089008773,-16.500337154416734
SMCI,2022-11-11,GROSS+OPERATING,GROSS+OPERATING,DOUBLE,2,0.18764071636440208,0.11884856894494447,,6.0,3.5461842578171865,10.794297352342163,-0.14376422666827482,6.756918653408417,-0.6469390200071756,-9.452497903438362,4.241044686713802
GILD,2022-12-01,CONTROL_A,NONE,,0,,,,,1.7739367750739143,-1.5351375938139622,-2.99067546054127,-2.387991812599488,-2.8883329542870095,-4.503070275187627,-9.472367523311343
DELL,2022-12-05,CONTROL_B,OPERATING_ONLY,,1,,,,,-0.5221023320570839,-9.432648799164634,-8.550875971690452,-5.012182387747988,-8.446455505279038,-1.5082956259426794,-7.66910314421626
DOCU,2022-12-08,CONTROL_B,GROSS_ONLY,,1,,,,,28.67915904936016,23.971663619744056,26.62248628884827,29.11334552102378,32.40402193784278,51.234003656307145,50.057129798903134
CELH,2022-12-19,CONTROL_C,NONE,,0,,,,,-0.7847957639939507,-4.633131618759457,0.7942511346444636,-7.488653555219371,-10.911497730711051,-11.308623298033293,-20.84909228441756
DHI,2023-01-13,CONTROL_C,NONE,,0,,,,,0.7792754844144989,-0.17902274641953264,3.3487784330244352,5.876158382476837,-2.5589721988205527,2.7064026958719456,4.096461668070761
MMM,2023-01-23,CONTROL_C,NONE,,0,,,,,-8.195384489929047,-4.941694528255736,-5.99363940308244,-10.947565848487317,-12.688575389382695,-14.963711979124195,-13.520345755524744
SMCI,2023-02-16,OPERATING_ONLY,OPERATING_ONLY,SINGLE,1,0.1871245206425262,0.11933373817030327,,10.0,2.3573589235422965,2.1487430896005133,-3.1605298842182106,-0.396370084489428,11.140085532491906,15.23417127359965,43.7519557734432
PANW,2023-02-22,CONTROL_B,OPERATING_ONLY,,1,,,,,-0.42068267745886123,0.33015602534747224,-2.1566643591245493,1.6561052239203455,3.3920869055860337,2.361680600670968,1.0064433675914586
HAL,2023-04-26,CONTROL_B,OPERATING_ONLY,,1,,,,,-8.162622124172703,-6.838953671604164,-8.761424519382288,-2.9309801449732054,1.3079104947998799,-2.6630948629057682,20.61140876142453
DHI,2023-04-28,CONTROL_A,NONE,,0,,,,,-1.5569516525539395,-1.1199125921879327,0.32777929527452176,-2.822543931530541,5.658745333697546,11.99125921879267,17.108258217244842
CAT,2023-05-03,CONTROL_B,OPERATING_ONLY,,1,,,,,-1.1315154887775902,-1.6740864403635647,-2.749953626414381,-3.0560192914116047,14.876646262289018,14.148580968280466,22.885364496382877
AAPL,2023-05-05,CONTROL_B,GROSS_ONLY,,1,,,,,-0.6134439260411462,0.9100858245492782,0.9907263406485844,3.499222395023316,6.577962098957424,10.209665341858187,10.949830078912504
JNJ,2023-05-08,CONTROL_C,NONE,,0,,,,,-1.6818629866929502,-3.3729669788072902,-4.900813208477073,-2.5381961557417454,0.9672252341054621,-0.44356826022671214,5.0948743223262705
PEP,2023-05-12,CONTROL_A,NONE,,0,,,,,-2.177016416845101,-6.434179667584372,-6.082390129499327,-7.26012032221881,-5.016824717038837,-6.561639645151407,-6.19455490975832
