ticker,signal_date,group,margin_combo,stacking_tier,n_margins_3yr,gross_margin,operating_margin,ebitda_margin,days_to_ath,ret_1wk,ret_2wk,ret_3wk,ret_4wk,ret_6wk,ret_8wk,ret_12wk
ETSY,2020-10-12,CONTROL_A,NONE,,0,,,,,0.624067290733965,-5.182471849138503,-14.268755935422595,-17.840184506851166,-4.897571564238234,11.202686202686207,15.79500746167415
QCOM,2020-10-14,CONTROL_A,NONE,,0,,,,,-1.0083904241397934,-6.535293664844888,-0.7004849511200062,13.763374643984294,10.907551381725833,19.829112462474008,20.036948656762377
CAT,2020-10-14,CONTROL_A,NONE,,0,,,,,2.3598459375191227,-7.574738644005619,-5.0803937152289596,3.6009048113957443,6.706608791343149,9.335452711377389,18.677019013266506
PG,2020-10-20,CONTROL_B,OPERATING_ONLY,,1,,,,,-0.13326786841550975,-0.9258609805709472,-1.6553272076874403,-0.5365785228308773,-2.924879006803671,-3.724486217296763,-5.407869818334843
FUBO,2020-10-23,CONTROL_A,NONE,,0,,,,,0.0,10.444444444444457,13.629629629629637,74.62962962962962,104.29629629629629,266.2962962962963,161.99999999999997
MSFT,2020-10-27,CONTROL_B,GROSS+OPERATING,,2,,,,,-3.1881475924797176,-1.0783440386328391,0.5626142810258417,0.2719302358291653,-0.8251676121712181,3.638239017300404,7.548408270429929
CL,2020-11-03,GROSS_ONLY,GROSS_ONLY,SINGLE,1,0.6116060679027209,0.24512400674211413,,3.0,0.16224986479178582,2.5779700739138267,1.802776275464213,3.0466919055345265,2.1933778018147887,2.830358752478812,-5.6066342166936955
ENPH,2020-11-05,GROSS+OPERATING,GROSS+OPERATING,DOUBLE,2,0.5320974997619088,0.28996151325187813,,8.0,-2.5777482122068873,7.334109429569269,16.8800931315483,8.282055546316315,36.920006652253434,50.88973889905206,63.20472309995011
CASY,2020-11-09,CONTROL_C,NONE,,0,,,,,-0.01048767697954256,-4.965915049816461,-2.535395909805971,-4.850550603041426,-6.890403775563703,-3.104352385946507,1.8300996329313035
ANF,2020-11-23,CONTROL_A,NONE,,0,,,,,-11.142857142857142,-3.9340659340659334,-9.62637362637363,-16.219780219780223,-6.6813186813186825,7.03296703296703,19.12087912087912
SCHW,2020-11-24,CONTROL_A,NONE,,0,,,,,2.2005627009646256,1.6077170418006492,3.808279742765275,5.204983922829598,18.559083601286176,14.7307073954984,25.944533762057876
MP,2020-11-24,CONTROL_A,NONE,,0,,,,,-4.516423357664245,19.34306569343065,28.786496350364963,64.6897810218978,34.397810218978094,48.54014598540146,73.40328467153283
COST,2020-11-25,CONTROL_A,NONE,,0,,,,,-3.515514172964329,-3.826313481726029,-4.503365917825175,-5.927110469165086,-6.123133269711889,-5.831678316267297,-12.052822986252599
FUBO,2020-11-27,CONTROL_A,NONE,,0,,,,,0.01851851851850661,2.185185185185179,45.3888888888889,44.14814814814816,35.11111111111109,73.14814814814814,29.388888888888886
MRVL,2020-12-01,CONTROL_A,NONE,,0,,,,,-6.365877183581603,-3.290108241346057,1.018111670774835,1.8433179723502224,9.902475618904717,10.256135462437022,6.172971814382167
RIOT,2020-12-01,CONTROL_A,NONE,,0,,,,,12.03861442362295,15.502555366269167,66.26916524701876,95.9114139693356,227.3140261215219,133.04940374787054,508.46110164679163
KTOS,2020-12-02,CONTROL_A,NONE,,0,,,,,9.405255878284912,8.390963577685561,21.115721530659282,26.556016597510368,36.16874135546333,24.435223605348067,24.66574458275701
AEO,2020-12-03,GROSS_ONLY,GROSS_ONLY,SINGLE,1,0.40206491362589025,0.09262255274971234,,1.0,5.08205399682371,3.970354685018518,4.817363684489151,5.346744309158269,21.254632080465854,22.52514557967178,34.647961884595006
QCOM,2020-12-04,CONTROL_A,NONE,,0,,,,,-8.504361617763678,-6.4551942902458475,-6.252180808881835,-3.2735923869944505,4.431403647898491,2.965900079302153,-18.99127676447264
GE,2020-12-09,CONTROL_A,NONE,,0,,,,,-4.210526315789476,-4.780701754385963,-5.307017543859649,-0.5701754385964874,-3.508771929824561,1.8421052631578894,22.850877192982466
SOFI,2020-12-14,CONTROL_A,NONE,,0,,,,,2.8959276018099445,11.131221719456995,9.592760180995462,71.94570135746605,83.34841628959275,108.4162895927602,72.0814479638009
PANW,2020-12-14,CONTROL_A,NONE,,0,,,,,13.184768085512522,13.32315327352549,10.0559903289432,16.44874976140487,12.330597442259993,24.327161672074826,8.913914869249862
CDE,2020-12-15,GROSS_ONLY,GROSS_ONLY,SINGLE,1,0.36887101267586014,,,34.0,4.214559386973171,14.176245210727977,20.63492063492063,-1.9704433497536922,-1.039956212370008,-0.3284072249589376,9.085933223864263
CLSK,2020-12-15,CONTROL_A,NONE,,0,,,,,50.64402810304451,69.78922716627636,135.88992974238877,108.6651053864169,54.39110070257613,65.39812646370025,72.01405152224825
SOFI,2020-12-15,CONTROL_A,NONE,,0,,,,,4.88245931283906,12.070524412296546,73.50813743218806,72.92043399638335,125.85895117540686,114.28571428571428,75.2260397830018
HIMS,2020-12-22,CONTROL_A,NONE,,0,,,,,9.814126394052035,18.289962825278817,29.665427509293707,12.60223048327138,78.364312267658,31.226765799256494,-0.07434944237918462
RIOT,2020-12-28,CONTROL_A,NONE,,0,,,,,17.571884984025555,54.792332268370615,42.30031948881789,14.72843450479231,133.22683706070285,191.629392971246,207.53993610223645
JNJ,2020-12-30,CONTROL_A,NONE,,0,,,,,2.8119395336920316,2.8503715090955506,4.7591596208045095,4.406866512938756,6.687163720215228,2.0689213425570063,6.392518575454775
CAT,2021-01-05,CONTROL_A,NONE,,0,,,,,7.6738739720058735,4.7927672784706665,-1.5630956919557737,4.2535809596427,8.741353956756148,15.821578345406007,26.741462883285227
SCHW,2021-01-06,CONTROL_A,NONE,,0,,,,,3.693379790940776,2.256097560975623,-6.341463414634152,-3.832752613240409,7.804878048780495,13.29268292682928,18.606271777003492
NKE,2021-01-07,CONTROL_A,NONE,,0,,,,,-2.569231299789654,-3.8831603269303905,-7.81805014311826,0.08621581542918033,-5.735076042349229,-7.204193537262493,-5.4246991068041535
DVN,2021-01-07,CONTROL_A,NONE,,0,,,,,9.066451439332779,-4.143126177024481,-11.487758945386073,-3.820285176217386,14.28571428571428,32.1495829970406,22.57196663976324
TGT,2021-01-08,CONTROL_A,NONE,,0,,,,,0.6196106779573496,-1.8588320338720488,-5.16342231631125,0.1652295141219673,-3.795115402488769,-7.445654980120819,5.499044766871486
LYFT,2021-01-12,CONTROL_A,NONE,,0,,,,,-3.623473808586064,-14.25758172508862,-2.6585269791256416,10.614415124064603,10.25994486018118,23.473808586057498,20.027569909413167
XOM,2021-01-12,CONTROL_A,NONE,,0,,,,,3.498694516971268,-5.274151436031326,-0.8877284595300239,6.903394255874673,16.459530026109668,28.104438642297637,16.678851174934728
ASTS,2021-01-14,CONTROL_C,NONE,,0,,,,,11.402902557014505,-6.91085003455425,11.195577055977889,39.39184519695924,4.699378023496892,-5.701451278507264,-39.35729094678645
DASH,2021-01-14,CONTROL_A,NONE,,0,,,,,-7.499035493827167,-6.428433641975317,-12.644675925925942,-2.14120370370372,-18.764467592592602,-32.310956790123456,-27.9369212962963
LEN,2021-01-25,GROSS_ONLY,GROSS_ONLY,SINGLE,1,0.23062809391888822,,,2.0,-2.826814353294105,9.726548978885429,1.869158878504673,-1.2172608745817493,2.209530402676818,9.876543209876543,16.30321910695742
AAL,2021-01-28,CONTROL_A,NONE,,0,,,,,-3.7047276748686797,-6.054741498479421,3.290019353055018,15.731269007464732,29.16781863422726,26.84545203207078,21.868952170306866
AAPL,2021-01-28,CONTROL_B,GROSS_ONLY,,1,,,,,0.4900526623756507,-1.0825043885313024,-5.050468110005857,-11.278525453481569,-11.541837331772964,-11.366296079578698,-1.477472205968411
AMD,2021-01-29,CONTROL_B,OPERATING_ONLY,,1,,,,,2.6578655295286024,9.5741573690052,-0.23949997079268925,0.9404754950639749,-3.580816636485773,-10.000584146270231,-0.3913780010514567
NRG,2021-02-02,CONTROL_A,NONE,,0,,,,,-0.2571896188917622,-7.002571896188925,-10.194061257891063,-9.504325461772279,-15.337853635725985,-11.737198971241536,-16.249707739069443
ENPH,2021-02-16,CONTROL_B,OPERATING_ONLY,,1,,,,,-11.533888228299649,-11.259887297730442,-23.150493718657916,-13.932688827999806,-22.17856588946906,-21.516827793000047,-39.46130383084321
AA,2021-02-24,CONTROL_A,NONE,,0,,,,,13.40319911748482,17.65030336458908,16.896488325059742,5.883434454863035,15.627872770729923,27.707299135870556,32.671446957161244
DHI,2021-02-24,CONTROL_C,NONE,,0,,,,,-4.99562882477832,2.5290370925440397,8.667416010990392,4.458598726114649,14.27500936680406,22.717622080679423,13.063569376795314
XOM,2021-03-05,CONTROL_A,NONE,,0,,,,,1.6576399146561505,-7.20498933202035,-5.284752995240439,-7.270638437551291,-9.256523879862133,-2.946003610700809,0.0328245527654758
VRT,2021-03-05,CONTROL_C,NONE,,0,,,,,5.211970074812955,1.995012468827917,-2.793017456359115,4.663341645885288,8.403990024937658,12.618453865336644,24.86284289276808
CVX,2021-03-08,CONTROL_A,NONE,,0,,,,,0.4692910515764481,-6.579187169673773,-2.6562784763987546,-5.613267723710591,-6.374157098596678,-0.7244395844723917,-1.9682886823400692
SMCI,2021-03-11,CONTROL_A,NONE,,0,,,,,6.731843575419005,3.575418994413404,10.33519553072626,10.726256983240233,6.941340782122896,1.731843575419001,3.4357541899441513
IBKR,2021-03-12,CONTROL_A,NONE,,0,,,,,-0.5451318458417731,-7.555780933062872,-4.804766734279909,-6.237322515212984,-8.32276876267748,-13.957910750507086,-15.136916835699799
AVGO,2021-03-12,CONTROL_B,GROSS_ONLY,,1,,,,,5.22849730592696,7.042284751324868,8.30617086853367,7.275105878179122,4.638683784562847,-3.3038426572651325,2.77611476972881
CSCO,2021-03-15,GROSS_ONLY,GROSS_ONLY,SINGLE,1,0.6508361204013378,0.26948160535117055,,20.0,1.9635627530364408,6.376518218623484,5.303643724696361,4.615384615384621,3.987854251012135,6.943319838056672,9.33198380566802
DHI,2021-03-15,CONTROL_A,NONE,,0,,,,,0.9915183371162595,4.969537689642833,11.581650937761335,11.288973838251115,19.25695854736591,10.273563493011606,4.993429697766105
SMCI,2021-03-17,CONTROL_A,NONE,,0,,,,,-2.5339602925809834,2.16823406478579,3.1347962382445083,2.3772204806687514,-0.600835945663547,-9.717868338557988,-4.310344827586199
DHI,2021-03-17,CONTROL_A,NONE,,0,,,,,-3.8731180324100722,2.413515687851975,5.160326399264448,6.907252039995382,12.952534191472242,10.66544075393634,1.126307320997566
UPST,2021-03-18,CONTROL_A,NONE,,0,,,,,6.410477339307263,24.198690332586594,9.865586765466139,-9.900051697397904,-6.307082543511989,-10.977080820265384,7.384111666379445
SMCI,2021-04-01,CONTROL_A,NONE,,0,,,,,0.35443037974682845,-0.7848101265822804,-3.075949367088615,-6.354430379746834,-8.278481012658235,-12.012658227848094,-10.278481012658236
LEN,2021-04-01,CONTROL_B,OPERATING_ONLY,,1,,,,,1.9715859669469538,2.348506813569151,0.3382622982506911,2.4016623175799667,-5.170580844689276,-4.812989272252832,-4.146129312844293
MARA,2021-04-05,CONTROL_A,NONE,,0,,,,,-11.44322603466572,-37.14184648036788,-39.72408914043155,-35.974531305270595,-60.50583657587549,-55.51821719136895,-43.70357269189954
GOOGL,2021-04-07,CONTROL_A,NONE,,0,,,,,0.1533139046325127,1.7852353793066378,5.436609393717262,3.531583558312934,1.5136954461747676,4.964599238347267,9.465233948972852
TGT,2021-04-09,CONTROL_A,NONE,,0,,,,,1.439968865538055,-0.9729519361743488,2.7875072971395243,4.047480054485297,9.641953687487836,14.341311539209967,20.388207822533566
HON,2021-04-13,CONTROL_A,NONE,,0,,,,,0.7208387942333028,-2.595019659239839,-1.1664482306684265,-3.879423328964615,-2.09698558322412,-1.1424202708606446,-1.9615552643075573
AEO,2021-04-15,CONTROL_A,NONE,,0,,,,,10.343822843822824,0.6847319347319303,7.211538461538458,6.555944055944063,3.234265734265729,1.3111888111888126,6.002331002331007
NFLX,2021-04-22,CONTROL_B,OPERATING_ONLY,,1,,,,,-0.09323323028608277,-1.9971539329702193,-4.431031944648911,-1.5319691839638883,-2.963835320673247,-1.7537661318023479,4.321114873153742
GOOGL,2021-04-23,CONTROL_A,NONE,,0,,,,,2.35083890210126,2.232144798111313,-0.9391181854149888,-0.263040047303742,4.4805937313860955,5.916444568114332,9.799437398642619
DOCU,2021-04-23,CONTROL_C,NONE,,0,,,,,-0.9294258905145236,-13.12758482678882,-16.791924222884326,-13.807977942811412,7.173033308133592,20.158313692355566,33.997420731978465
GOOGL,2021-04-28,OPERATING_ONLY,OPERATING_ONLY,SINGLE,1,,0.2971580431717106,,1.0,-1.8067973224467626,-6.720166859555632,-3.7206374238512474,0.9599935562366824,3.267454331947084,3.8666819282114018,12.739150525463462
AMD,2021-04-28,CONTROL_B,GROSS+OPERATING,,2,,,,,-7.3639719014168215,-11.132277652101429,-9.26300750089296,-6.726991308489094,-2.8932015716156556,2.547922371710909,9.715442314561272
AAPL,2021-04-29,CONTROL_B,GROSS_ONLY,,1,,,,,-2.79838165879972,-6.387203116805273,-4.630253989660593,-6.0875103019405135,-4.581553907245073,-0.23600809170599701,11.605604255637969
TGT,2021-05-06,CONTROL_A,NONE,,0,,,,,-2.041678400450575,4.435370318220211,6.533370881441836,8.570355768328163,8.143246033981043,15.681028818173282,20.73594292687506
ANF,2021-05-07,CONTROL_A,NONE,,0,,,,,1.2751348700343224,-8.913683178028442,4.585581167238839,-1.5203531142717108,1.7900931829327948,10.323688082393323,-5.517410495340858
EOG,2021-05-07,CONTROL_A,NONE,,0,,,,,-0.6675888614903536,-3.7288747218379825,-3.374030191856625,4.70920791483731,2.2974679737775894,0.6856318036927878,-11.38509652974079
RIOT,2021-05-17,CONTROL_B,OPERATING_ONLY,,1,,,,,7.059065651368601,20.02469643959661,15.497015846882057,44.18604651162789,55.34060506277012,17.616793578925694,55.29944433010905
CASY,2021-05-17,CONTROL_A,NONE,,0,,,,,-2.5424103198445014,-3.9229545856158454,-5.0318077398833765,-9.90899452200036,-14.591800671496735,-14.370913588973321,-12.74076691995052
VRT,2021-05-19,CONTROL_A,NONE,,0,,,,,4.0068201193520725,7.182438192668372,10.443307757885755,12.723785166240397,17.092924126172203,13.107416879795398,15.707587382779199
CVS,2021-05-21,CONTROL_A,NONE,,0,,,,,-3.7523661062242586,-3.835875737668415,-5.778866495935864,-6.43580892996326,-9.609174924841323,-8.913261329473332,-3.7300968711724836
AEO,2021-06-02,CONTROL_B,GROSS+OPERATING,,2,,,,,-0.08902077151335952,3.1008902077151124,9.18397626112759,11.454005934718104,2.0029673590504338,2.06231454005934,-7.685459940652828
SLB,2021-06-03,CONTROL_A,NONE,,0,,,,,-4.218022459600112,-11.065461517392494,-8.915365653245678,-9.449465899753484,-23.664749383730477,-21.062722541769375,-20.35058887975897
