ticker,date,direction,gap_pct,abs_gap_pct,gap_bucket,atr,open_price,prev_close,candle_color,ft_level,has_ft,session_high,session_low,eod_close,hod_minutes_from_open,lod_minutes_from_open,entry_price,entry_time,ft_minutes_from_open,eod_return,eod_return_from_open,mae_pct,mfe_pct,adverse_after_ft,bounce_depth_before_dest,close_above_open,fwd_15min,fwd_30min,fwd_1hr,fwd_2hr
NCLH,2025-03-17,GAP_UP,0.0427305888483585,0.0427305888483585,2-5%,1.2846428571428572,20.01,19.19,BEARISH,19.496142857142857,False,20.305,19.535,20.05,320.0,35.0,,,,,-0.0019990004997500824,,,,,,,,,
NCLH,2025-03-24,GAP_UP,0.0215580597746203,0.0215580597746203,2-5%,1.0357142857142865,20.85,20.41,BEARISH,20.435714285714287,False,20.85,20.46,20.59,0.0,130.0,,,,,0.012470023980815422,,,,,,,,,
NCLH,2025-11-10,GAP_UP,0.0283464566929133,0.0283464566929133,2-5%,0.9374999999999998,19.59,19.05,BEARISH,19.215,True,19.59,18.855,19.03,0.0,70.0,19.19,2025-11-10 09:45:00-05:00,15.0,0.008338,0.028586,0.013288,0.017457,True,0.001824,False,0.008598,0.013288,0.012507,0.007295
NET,2024-02-09,GAP_UP,0.2272727272727272,0.2272727272727272,12%+,5.147142857142858,110.97,90.42,BEARISH,108.91114285714285,True,115.8,105.04,107.91,0.0,5.0,107.615,2024-02-09 09:30:00-05:00,0.0,-0.002741,0.027575,0.076058,0.023928,True,0.016308,False,-0.036101,-0.051619,-0.040933,-0.028156
NET,2024-02-14,GAP_UP,0.0210668534827862,0.0210668534827862,2-5%,5.861071428571426,102.025,99.92,BEARISH,99.68057142857144,True,104.49,99.48,104.49,385.0,10.0,99.52,2024-02-14 09:45:00-05:00,15.0,-0.04994,-0.024161,0.04994,0.0,True,0.006933,True,-0.00829,-0.025472,-0.020348,-0.024015
NET,2024-02-22,GAP_UP,0.0454067689720411,0.0454067689720411,2-5%,6.359642857142855,99.46,95.14,BEARISH,96.91614285714286,False,99.86,97.55,99.505,210.0,5.0,,,,,-0.00045244319324353214,,,,,,,,,
NET,2024-03-06,GAP_UP,0.029365823180256,0.029365823180256,2-5%,3.996785714285714,98.85,96.03,BEARISH,97.25128571428571,True,98.85,96.14,97.465,0.0,30.0,97.155,2024-03-06 09:55:00-05:00,25.0,-0.003191,0.014011,0.010756,0.010447,True,-0.001492,False,0.009933,0.007565,5.1e-05,-0.004786
NET,2024-03-21,GAP_UP,0.0201164096803839,0.0201164096803839,2-5%,3.9696428571428575,99.9,97.93,BEARISH,98.31214285714286,True,100.81,96.41,96.41,10.0,385.0,98.27,2024-03-21 11:25:00-04:00,115.0,0.018927,0.034935,0.001425,0.018927,True,0.000509,False,0.00407,0.006513,0.006055,0.002849
NET,2024-03-26,GAP_UP,0.0201915070774354,0.0201915070774354,2-5%,3.522857142857144,98.02,96.08,BEARISH,96.61085714285714,False,100.25,97.12,99.04,300.0,10.0,,,,,-0.010406039583758521,,,,,,,,,
NET,2024-07-31,GAP_UP,0.0220307773247401,0.0220307773247401,2-5%,2.8532142857142877,77.705,76.03,BEARISH,76.56371428571428,False,78.21,76.695,77.44,135.0,15.0,,,,,0.0034103339553439365,,,,,,,,,
NET,2024-08-02,GAP_UP,0.0616304859197527,0.0616304859197527,5-8%,3.3407142857142884,78.98,74.395,BEARISH,77.64371428571428,True,80.68,75.43,79.57,140.0,25.0,75.6,2024-08-02 09:30:00-04:00,0.0,-0.052513,-0.00747,0.067196,0.002249,True,0.034259,True,-0.015741,-0.023545,-0.03254,-0.050066
NET,2025-03-12,GAP_UP,0.0450075012502083,0.0450075012502083,2-5%,8.69464285714286,125.38,119.98,BEARISH,121.90214285714285,True,125.505,116.05,119.32,0.0,350.0,121.865,2025-03-12 09:45:00-04:00,15.0,0.020884,0.048333,0.01875,0.047717,True,0.01875,False,0.010627,0.004431,0.018832,0.008575
NET,2025-03-24,GAP_UP,0.0281583592502311,0.0281583592502311,2-5%,6.995000000000003,122.32,118.97,BEARISH,119.52199999999999,False,124.915,121.335,123.98,170.0,5.0,,,,,-0.013570961412688121,,,,,,,,,
NET,2025-03-25,GAP_UP,0.0629940312953701,0.0629940312953701,5-8%,7.13714285714286,131.79,123.98,BEARISH,128.93514285714284,True,132.1,126.08,127.43,0.0,165.0,128.66,2025-03-25 10:20:00-04:00,50.0,0.00956,0.033083,0.00684,0.020053,True,0.00684,False,-0.00342,-0.004158,0.009016,0.018576
NET,2025-12-02,GAP_UP,0.0328093306288032,0.0328093306288032,2-5%,9.177857142857135,203.67,197.2,BEARISH,199.99885714285713,False,207.0,200.92,201.33,25.0,120.0,,,,,0.011489173663278712,,,,,,,,,
NET,2026-02-06,GAP_UP,0.0245122100871272,0.0245122100871272,2-5%,13.084642857142851,166.975,162.98,BEARISH,161.74114285714285,True,173.56,160.505,173.34,385.0,35.0,161.11,2026-02-06 10:00:00-05:00,30.0,-0.075911,-0.038119,0.077276,0.003755,True,0.002669,True,-0.016076,-0.019428,-0.029359,-0.044628
NET,2026-02-11,GAP_UP,0.1144991529895304,0.1144991529895304,8-12%,14.266785714285714,200.66,180.045,BEARISH,194.9532857142857,True,203.49,185.83,189.51,20.0,150.0,194.7,2026-02-11 10:45:00-05:00,75.0,0.026656,0.055567,0.031587,0.045557,True,0.021263,False,-0.005085,0.001798,0.032203,0.034874
NFLX,2025-01-22,GAP_UP,0.1450559032578203,0.1450559032578203,12%+,27.724285714285696,998.025,871.595,BEARISH,986.9352857142857,True,998.025,951.155,953.62,0.0,365.0,974.84,2025-01-22 09:30:00-05:00,0.0,0.021768,0.044493,0.023783,0.024296,True,0.017157,False,-0.009078,-0.00914,0.002544,0.009048
NIO,2024-02-06,GAP_UP,0.0623255813953488,0.0623255813953488,5-8%,0.4017857142857143,5.71,5.375,BEARISH,5.549285714285714,False,6.045,5.6,6.03,385.0,0.0,,,,,-0.05604203152364278,,,,,,,,,
NIO,2024-05-28,GAP_UP,0.0300207039337473,0.0300207039337473,2-5%,0.3482142857142857,4.975,4.83,BEARISH,4.835714285714285,False,5.01,4.835,4.905,155.0,10.0,,,,,0.014070351758793849,,,,,,,,,
NIO,2024-06-03,GAP_UP,0.0268767377201113,0.0268767377201113,2-5%,0.3407142857142858,5.54,5.395,BEARISH,5.403714285714286,True,5.62,5.19,5.335,0.0,65.0,5.38,2024-06-03 09:45:00-04:00,15.0,0.008364,0.037004,0.008364,0.035316,True,0.007435,False,0.005576,0.01487,0.012082,0.01487
NIO,2024-06-05,GAP_UP,0.0230326295585412,0.0230326295585412,2-5%,0.2778571428571429,5.33,5.21,BEARISH,5.218857142857143,True,5.335,5.15,5.285,0.0,15.0,5.16,2024-06-05 09:40:00-04:00,10.0,-0.024225,0.008443,0.025194,0.001938,True,0.004845,False,-0.00969,-0.003876,-0.015504,-0.00969
NIO,2024-07-01,GAP_UP,0.0444177671068426,0.0444177671068426,2-5%,0.2324999999999999,4.35,4.165,BEARISH,4.257,False,4.5,4.25,4.43,200.0,15.0,,,,,-0.018390804597701167,,,,,,,,,
NIO,2024-07-11,GAP_UP,0.0390032502708558,0.0390032502708558,2-5%,0.247142857142857,4.795,4.615,BEARISH,4.696142857142857,True,4.795,4.605,4.67,0.0,215.0,4.695,2024-07-11 09:30:00-04:00,0.0,0.005325,0.026069,0.021299,0.019169,True,0.015974,False,0.007455,0.011715,0.0,-0.011715
NIO,2024-09-19,GAP_UP,0.0437810945273631,0.0437810945273631,2-5%,0.365357142857143,5.245,5.025,BEARISH,5.098857142857143,True,5.4,4.97,5.39,385.0,55.0,5.05,2024-09-19 10:20:00-04:00,50.0,-0.067327,-0.027645,0.069307,0.015842,True,0.0,True,-0.007921,-0.00396,-0.009901,-0.053465
NIO,2024-09-30,GAP_UP,0.1803530314658481,0.1803530314658481,12%+,0.4932142857142859,7.69,6.515,BEARISH,7.492714285714286,True,7.69,6.665,6.675,0.0,385.0,7.255,2024-09-30 09:35:00-04:00,5.0,0.079945,0.13199,0.042729,0.081323,True,0.042729,False,-0.04204,-0.018608,-0.018608,0.047553
NIO,2024-10-01,GAP_UP,0.0337078651685394,0.0337078651685394,2-5%,0.5221428571428574,6.9,6.675,BEARISH,6.691142857142857,True,7.075,6.445,7.03,380.0,110.0,6.68,2024-10-01 09:30:00-04:00,0.0,-0.052395,-0.018841,0.059132,0.03518,True,0.04491,True,-0.031437,-0.04491,-0.007485,-0.001497
NIO,2024-10-18,GAP_UP,0.0611650485436892,0.0611650485436892,5-8%,0.4171428571428571,5.465,5.15,BEARISH,5.298142857142857,True,5.485,5.18,5.23,0.0,65.0,5.27,2024-10-18 09:50:00-04:00,20.0,0.00759,0.043001,0.009488,0.017078,True,0.0,False,0.004744,0.003795,-0.006641,0.009488
NIO,2025-02-25,GAP_UP,0.021788990825688,0.021788990825688,2-5%,0.1878571428571428,4.455,4.36,BEARISH,4.379857142857143,True,4.495,4.25,4.275,10.0,105.0,4.325,2025-02-25 10:15:00-05:00,45.0,0.011561,0.040404,0.016185,0.017341,True,0.002312,False,0.004624,0.002312,0.013873,0.006936
NIO,2025-05-29,GAP_UP,0.0231607629427792,0.0231607629427792,2-5%,0.1378571428571428,3.755,3.67,BEARISH,3.6998571428571427,True,3.765,3.665,3.675,0.0,325.0,3.675,2025-05-29 09:35:00-04:00,5.0,0.0,0.021305,0.012245,0.002721,True,0.012245,False,-0.008163,-0.005442,-0.005442,-0.001361
NIO,2025-09-17,GAP_UP,0.0306049822064056,0.0306049822064056,2-5%,0.4214285714285714,7.24,7.025,BEARISH,7.071428571428572,False,7.445,7.06,7.44,385.0,5.0,,,,,-0.027624309392265217,,,,,,,,,
NIO,2025-10-01,GAP_UP,0.020997375328084,0.020997375328084,2-5%,0.4603571428571428,7.78,7.62,BEARISH,7.5958571428571435,True,7.895,7.54,7.65,0.0,25.0,7.56,2025-10-01 09:50:00-04:00,20.0,-0.011905,0.01671,0.019841,0.002646,True,0.00463,False,-0.003307,-0.002646,-0.015212,-0.013228
NLR,2024-11-06,GAP_UP,0.0244490358126721,0.0244490358126721,2-5%,2.1985714285714244,89.25,87.12,BEARISH,88.37057142857142,True,89.25,86.91,88.3,0.0,110.0,87.91,2024-11-06 09:50:00-05:00,20.0,-0.004436,0.010644,0.004436,0.011375,True,-0.002673,False,0.011375,0.004095,-0.00364,-0.004436
NLR,2025-06-03,GAP_UP,0.0464135021097046,0.0464135021097046,2-5%,2.370714285714288,101.68,97.17,BEARISH,100.73171428571429,True,101.68,98.3,98.4,0.0,285.0,100.53,2025-06-03 09:40:00-04:00,10.0,0.021188,0.032258,0.000696,0.022182,True,0.000696,False,0.015518,0.002188,0.01323,0.012981
NLR,2025-10-13,GAP_UP,0.0564906303236796,0.0564906303236796,5-8%,5.083214285714285,155.04,146.75,BEARISH,153.00671428571428,False,158.74,153.96,155.555,40.0,15.0,,,,,-0.0033217234262126858,,,,,,,,,
NLR,2025-10-24,GAP_UP,0.0258161692587922,0.0258161692587922,2-5%,7.7153571428571395,146.425,142.74,BEARISH,143.33885714285717,False,148.72,145.14,147.83,370.0,10.0,,,,,-0.009595355984292307,,,,,,,,,
NLR,2025-11-20,GAP_UP,0.0266409266409265,0.0266409266409265,2-5%,5.636071428571428,132.95,129.5,BEARISH,130.6955714285714,True,133.61,122.88,122.88,30.0,385.0,130.22,2025-11-20 11:10:00-05:00,100.0,0.056366,0.075743,0.0,0.056366,False,-0.00215,False,0.008831,0.019429,0.037629,0.047842
NLR,2026-01-05,GAP_UP,0.0241444151936818,0.0241444151936818,2-5%,3.789285714285715,136.16,132.95,BEARISH,134.6442857142857,False,138.94,134.895,138.7,335.0,5.0,,,,,-0.01865452408930664,,,,,,,,,
NLR,2026-01-21,GAP_UP,0.039848778992541,0.039848778992541,2-5%,4.496071428571432,152.655,146.805,BEARISH,150.85657142857144,True,152.655,146.46,150.89,0.0,230.0,150.76,2026-01-21 09:35:00-05:00,5.0,-0.000862,0.011562,0.008557,0.028522,True,0.008557,False,-0.002123,-0.008557,-0.00398,0.01917
NNE,2024-05-31,GAP_UP,0.1835075493612079,0.1835075493612079,12%+,0.9328571428571428,10.19,8.61,BEARISH,9.816857142857142,True,10.19,6.57,7.42,0.0,30.0,9.47,2024-05-31 09:30:00-04:00,0.0,0.216473,0.271835,0.07603,0.30623,True,0.017423,False,0.069694,0.133052,0.20169,0.216473
NNE,2024-06-17,GAP_UP,0.0763440860215052,0.0763440860215052,5-8%,1.3142857142857145,10.01,9.3,BEARISH,9.484285714285715,True,10.3,8.54,9.29,0.0,10.0,9.38,2024-06-17 09:35:00-04:00,5.0,0.009595,0.071928,0.033049,0.089552,True,-0.08742,False,0.042644,-0.033049,0.009595,0.009595
NNE,2024-06-20,GAP_UP,0.1610619469026547,0.1610619469026547,12%+,1.5307142857142857,13.12,11.3,BEARISH,12.507714285714284,True,16.36,12.22,14.93,200.0,0.0,12.22,2024-06-20 09:30:00-04:00,0.0,-0.221768,-0.137957,0.338789,0.0,True,0.14239,True,-0.06874,-0.06874,-0.013093,-0.267594
NNE,2024-06-26,GAP_UP,0.0323468685478321,0.0323468685478321,2-5%,3.701428571428572,30.0,29.06,BEARISH,28.51942857142857,True,31.235,20.74,23.9,0.0,65.0,27.82,2024-06-26 09:30:00-04:00,0.0,0.140906,0.203333,0.122753,0.254493,False,-0.047448,False,0.094536,0.179367,0.254493,0.212797
NNE,2024-07-01,GAP_UP,0.1677980483665676,0.1677980483665676,12%+,5.426428571428572,27.525,23.57,BEARISH,25.35442857142857,True,32.18,23.27,28.68,235.0,310.0,24.58,2024-07-01 14:25:00-04:00,295.0,-0.166802,-0.041962,0.219284,0.053295,True,-0.005289,True,0.037022,-0.106184,-0.183889,-0.166802
NNE,2024-07-10,GAP_UP,0.0497153700189752,0.0497153700189752,2-5%,6.607857142857143,27.66,26.35,BEARISH,25.01685714285714,True,27.66,24.645,25.16,0.0,20.0,24.95,2024-07-10 09:45:00-04:00,15.0,-0.008417,0.090383,0.051303,0.012224,True,0.037275,False,-0.028056,-0.036874,-0.012425,-0.022044
NNE,2024-07-15,GAP_UP,0.0485611510791366,0.0485611510791366,2-5%,6.2196428571428575,26.235,25.02,BEARISH,23.747142857142855,True,26.235,23.27,23.72,0.0,145.0,23.56,2024-07-15 10:55:00-04:00,85.0,-0.006791,0.095864,0.006791,0.012309,True,-0.009762,False,0.005518,-0.006791,-0.006791,-0.006791
NNE,2024-08-06,GAP_UP,0.1237437185929648,0.1237437185929648,12%+,2.388571428571429,8.945,7.96,BEARISH,7.989571428571429,False,9.21,8.1,8.93,240.0,25.0,,,,,0.0016769144773617181,,,,,,,,,
NNE,2024-08-09,GAP_UP,0.021383647798742,0.021383647798742,2-5%,1.6942857142857146,8.12,7.95,BEARISH,7.442285714285713,False,8.94,7.7,8.62,375.0,25.0,,,,,-0.061576354679802964,,,,,,,,,
NNE,2024-08-12,GAP_UP,0.0754060324825986,0.0754060324825986,5-8%,1.7178571428571432,9.27,8.62,BEARISH,8.582857142857142,True,9.27,8.05,8.05,0.0,220.0,8.33,2024-08-12 09:55:00-04:00,25.0,0.033613,0.131607,0.026411,0.033613,True,0.026411,False,-0.026411,-0.018007,0.007203,0.033613
NNE,2024-08-15,GAP_UP,0.0253807106598985,0.0253807106598985,2-5%,1.633214285714286,8.08,7.88,BEARISH,7.426714285714286,True,8.66,7.21,8.38,270.0,10.0,7.21,2024-08-15 09:40:00-04:00,10.0,-0.162275,-0.037129,0.20111,0.0,True,0.024965,True,-0.053398,-0.136616,-0.165049,-0.162275
NNE,2024-08-16,GAP_UP,0.0889021479713602,0.0889021479713602,8-12%,1.5321428571428573,9.125,8.38,BEARISH,8.512142857142857,True,9.125,7.83,8.73,0.0,75.0,8.29,2024-08-16 10:00:00-04:00,25.0,-0.053076,0.043288,0.06152,0.055489,True,-0.044632,False,0.041013,0.014475,-0.053076,-0.053076
NNE,2024-08-28,GAP_UP,0.0566214319138978,0.0566214319138978,5-8%,1.641071428571429,11.29,10.685,BEARISH,10.633571428571427,True,11.45,9.83,10.12,15.0,260.0,10.46,2024-08-28 10:25:00-04:00,50.0,0.032505,0.103632,0.0,0.060229,False,-0.01434,False,0.027725,0.030593,0.032505,0.032505
NNE,2024-09-06,GAP_UP,0.029126213592233,0.029126213592233,2-5%,1.4689285714285718,7.42,7.21,BEARISH,6.832428571428571,True,7.42,6.635,6.97,0.0,105.0,6.81,2024-09-06 09:55:00-04:00,25.0,-0.023495,0.060647,0.0279,0.025698,True,-0.002937,False,0.017621,0.025698,0.020558,-0.00514
NNE,2024-09-10,GAP_UP,0.1103633916554509,0.1103633916554509,8-12%,1.253214285714286,8.25,7.43,BEARISH,7.748714285714286,False,9.33,8.0,8.62,105.0,25.0,,,,,-0.044848484848484756,,,,,,,,,
NNE,2024-09-16,GAP_UP,0.0563934426229507,0.0563934426229507,5-8%,1.8692857142857149,16.11,15.25,BEARISH,15.362285714285713,True,16.25,12.5,13.99,0.0,10.0,13.54,2024-09-16 09:35:00-04:00,5.0,-0.033235,0.131595,0.162482,0.076809,True,-0.009601,False,0.002954,-0.082718,-0.095273,-0.146233
NNE,2024-09-17,GAP_UP,0.0300214438884917,0.0300214438884917,2-5%,2.008571428571429,14.41,13.99,BEARISH,13.606571428571428,True,14.5,11.64,12.25,0.0,220.0,13.45,2024-09-17 09:30:00-04:00,0.0,0.089219,0.149896,0.078067,0.134572,True,0.015613,False,0.023792,0.034944,0.071747,0.06171
NNE,2024-09-24,GAP_UP,0.0597439544807965,0.0597439544807965,5-8%,2.296071428571429,14.9,14.06,BEARISH,13.981571428571428,True,15.15,13.35,13.76,320.0,150.0,13.35,2024-09-24 12:00:00-04:00,150.0,-0.030712,0.07651,0.134831,0.0,True,0.134831,False,-0.073408,-0.042322,-0.109738,-0.030712
NNE,2024-09-27,GAP_UP,0.0635818908122503,0.0635818908122503,5-8%,2.5585714285714287,15.975,15.02,BEARISH,14.951571428571429,True,17.49,14.59,14.98,10.0,350.0,14.92,2024-09-27 10:25:00-04:00,55.0,-0.004021,0.062285,0.076408,0.022118,True,0.076408,False,-0.02748,-0.004021,-0.058311,0.002011
NNE,2024-10-14,GAP_UP,0.0274509803921567,0.0274509803921567,2-5%,2.335357142857144,18.34,17.85,BEARISH,17.405857142857144,True,19.135,16.86,17.55,25.0,120.0,17.32,2024-10-14 11:20:00-04:00,110.0,-0.013279,0.043075,0.032333,0.026559,True,-0.012702,False,0.002887,-0.012125,-0.006928,0.007506
NNE,2024-10-16,GAP_UP,0.0949612403100774,0.0949612403100774,8-12%,2.628928571428572,16.95,15.48,BEARISH,15.898428571428571,True,21.52,15.75,21.42,365.0,25.0,15.8,2024-10-16 09:50:00-04:00,20.0,-0.355696,-0.263717,0.362025,0.003165,True,0.018671,True,-0.033544,-0.057595,-0.082911,-0.111392
NNE,2024-10-25,GAP_UP,0.0592391304347826,0.0592391304347826,5-8%,3.4353571428571428,19.49,18.4,BEARISH,18.11585714285714,False,20.74,18.63,19.12,80.0,375.0,,,,,0.018984094407388276,,,,,,,,,
NNE,2024-10-31,GAP_UP,0.0201078960274644,0.0201078960274644,2-5%,3.620357142857143,20.8,20.39,BEARISH,19.351857142857142,True,20.8,18.7,19.51,0.0,90.0,19.16,2024-10-31 10:00:00-04:00,30.0,-0.018267,0.062019,0.060543,0.024008,True,0.02453,False,-0.015658,-0.008873,0.020094,-0.045407
NNE,2024-11-01,GAP_UP,0.0266529984623269,0.0266529984623269,2-5%,3.607857142857143,20.03,19.51,BEARISH,18.586857142857145,False,21.01,18.91,19.24,30.0,360.0,,,,,0.0394408387418873,,,,,,,,,
NNE,2024-11-06,GAP_UP,0.0830993823694554,0.0830993823694554,8-12%,3.125,19.29,17.81,BEARISH,18.04,False,19.315,18.22,18.94,0.0,235.0,,,,,0.018144116122343075,,,,,,,,,
NNE,2024-11-08,GAP_UP,0.0448866265617769,0.0448866265617769,2-5%,2.6892857142857145,22.58,21.61,BEARISH,21.50428571428571,False,23.98,21.66,22.87,65.0,160.0,,,,,-0.012843224092117038,,,,,,,,,
NNE,2024-11-13,GAP_UP,0.0206362854686155,0.0206362854686155,2-5%,2.5392857142857146,23.74,23.26,BEARISH,22.724285714285713,False,26.66,22.94,23.05,175.0,385.0,,,,,0.029064869418702517,,,,,,,,,
NNE,2024-11-21,GAP_UP,0.0423509075194468,0.0423509075194468,2-5%,2.950714285714286,24.12,23.14,BEARISH,22.939714285714288,False,30.92,23.895,29.28,315.0,0.0,,,,,-0.21393034825870647,,,,,,,,,
NNE,2024-11-27,GAP_UP,0.0207532667179092,0.0207532667179092,2-5%,3.823571428571429,26.56,26.02,BEARISH,25.030571428571427,False,27.29,25.425,26.74,80.0,170.0,,,,,-0.0067771084337349295,,,,,,,,,
NNE,2024-12-02,GAP_UP,0.0527464532557294,0.0527464532557294,5-8%,3.81,28.94,27.49,BEARISH,27.416,True,28.94,27.13,27.99,0.0,215.0,27.415,2024-12-02 11:25:00-05:00,115.0,-0.020974,0.032827,0.033741,0.010396,True,0.0,False,0.00456,-0.000547,-0.030093,-0.020974
NNE,2024-12-11,GAP_UP,0.0283140283140283,0.0283140283140283,2-5%,3.718928571428572,23.97,23.31,BEARISH,22.48242857142857,True,24.37,22.125,24.11,365.0,65.0,22.435,2024-12-11 09:35:00-05:00,5.0,-0.07466,-0.005841,0.086249,0.013818,True,0.022064,True,-0.015601,0.000669,0.008692,-0.025852
NNE,2024-12-19,GAP_UP,0.0393601347084825,0.0393601347084825,2-5%,2.6317857142857157,24.69,23.755,BEARISH,23.637285714285714,True,25.3,23.32,24.41,130.0,65.0,23.48,2024-12-19 10:25:00-05:00,55.0,-0.039608,0.011341,0.077513,0.006814,True,0.000852,False,-0.006388,-0.00937,-0.063458,-0.00724
NNE,2024-12-24,GAP_UP,0.1089896579156721,0.1089896579156721,8-12%,2.653928571428572,27.88,25.14,BEARISH,26.81842857142857,True,29.39,26.38,28.55,145.0,5.0,26.5,2024-12-24 09:30:00-05:00,0.0,-0.077358,-0.024032,0.109057,0.004528,True,0.014717,True,0.002453,-0.013208,-0.070566,-0.104151
NNE,2025-01-14,GAP_UP,0.0745829244357212,0.0745829244357212,5-8%,3.1725000000000003,21.9,20.38,BEARISH,20.631,False,22.06,20.65,21.36,0.0,95.0,,,,,0.024657534246575304,,,,,,,,,
NNE,2025-01-28,GAP_UP,0.0854687971058185,0.0854687971058185,8-12%,5.3025,36.005,33.17,BEARISH,33.884,True,36.39,31.69,34.8,0.0,115.0,33.79,2025-01-28 10:05:00-05:00,35.0,-0.029891,0.033468,0.029891,0.062149,True,0.02338,False,0.021456,-0.009322,0.024711,0.036993
NNE,2025-02-27,GAP_UP,0.0480283114256824,0.0480283114256824,2-5%,3.2114285714285717,31.095,29.67,BEARISH,29.81042857142857,True,31.51,27.42,27.55,5.0,385.0,29.51,2025-02-27 09:50:00-05:00,20.0,0.066418,0.114005,0.033209,0.070823,True,0.033209,False,-0.011352,-0.027448,0.009488,-0.006269
NNE,2025-03-12,GAP_UP,0.0727008360596146,0.0727008360596146,5-8%,2.9175,29.51,27.51,BEARISH,28.343,True,29.65,27.62,27.795,0.0,95.0,28.19,2025-03-12 10:10:00-04:00,40.0,0.014012,0.058116,0.011706,0.02022,True,0.0,False,0.000709,0.007627,0.01277,-0.008336
NNE,2025-05-08,GAP_UP,0.0267743306417339,0.0267743306417339,2-5%,1.681071428571429,24.16,23.53,BEARISH,23.487571428571428,True,24.16,23.04,23.46,0.0,75.0,23.425,2025-05-08 10:15:00-04:00,45.0,-0.001494,0.028974,0.025827,0.016435,True,0.011313,False,-0.006617,0.001921,-0.007898,-0.015368
NNE,2025-05-12,GAP_UP,0.0460963455149502,0.0460963455149502,2-5%,1.6567857142857148,25.19,24.08,BEARISH,24.527285714285714,True,25.47,24.44,25.13,220.0,25.0,24.44,2025-05-12 09:55:00-04:00,25.0,-0.028232,0.002382,0.042144,0.0,True,0.006137,False,-0.00491,-0.020867,-0.013093,-0.032324
NNE,2025-06-20,GAP_UP,0.0461376219351436,0.0461376219351436,2-5%,3.263928571428572,39.68,37.93,BEARISH,38.374428571428574,True,40.0,36.27,37.27,0.0,255.0,38.21,2025-06-20 09:45:00-04:00,15.0,0.024601,0.060736,0.013086,0.050772,True,0.013086,False,0.000785,0.012039,0.016226,0.000916
NNE,2025-06-26,GAP_UP,0.0204711160964667,0.0204711160964667,2-5%,3.512857142857144,36.39,35.66,BEARISH,34.984857142857145,False,37.01,35.525,35.69,10.0,120.0,,,,,0.01923605386095089,,,,,,,,,
NNE,2025-07-08,GAP_UP,0.0342305441778818,0.0342305441778818,2-5%,3.011785714285716,35.35,34.18,BEARISH,34.14528571428571,True,35.35,32.76,33.73,0.0,170.0,33.9,2025-07-08 09:50:00-04:00,20.0,0.005015,0.045827,0.014749,0.033628,True,0.007375,False,0.00059,0.005605,0.021534,0.027139
NNE,2025-09-29,GAP_UP,0.0445519348268839,0.0445519348268839,2-5%,3.1575,41.03,39.28,BEARISH,39.767,True,41.18,39.06,39.12,0.0,365.0,39.62,2025-09-29 13:40:00-04:00,250.0,0.01262,0.046551,0.00366,0.014134,True,0.00366,False,0.005805,0.003029,0.003786,0.01262
NNE,2025-10-09,GAP_UP,0.0273287962569118,0.0273287962569118,2-5%,4.592857142857143,48.305,47.02,BEARISH,46.46785714285714,True,49.4,45.66,47.385,25.0,240.0,46.15,2025-10-09 13:25:00-04:00,235.0,-0.026761,0.019046,0.03402,0.010618,True,0.000108,False,-0.0052,-0.012351,-0.019718,-0.026761
NNE,2025-10-20,GAP_UP,0.0363788417311311,0.0363788417311311,2-5%,6.241428571428571,49.57,47.83,BEARISH,47.07342857142857,True,49.57,45.29,46.07,0.0,70.0,46.83,2025-10-20 09:55:00-04:00,25.0,0.016229,0.070607,0.007154,0.032885,True,0.007154,False,0.0205,0.023489,0.002776,0.015375
NNE,2025-10-23,GAP_UP,0.0451379932937838,0.0451379932937838,2-5%,6.530714285714284,40.52,38.77,BEARISH,37.90771428571429,False,43.21,39.445,42.43,300.0,0.0,,,,,-0.047137216189535945,,,,,,,,,
NNE,2025-10-28,GAP_UP,0.024793388429752,0.024793388429752,2-5%,5.169642857142856,44.64,43.56,BEARISH,42.57214285714286,False,46.56,43.55,44.105,285.0,0.0,,,,,0.011984767025089688,,,,,,,,,
NNE,2025-11-05,GAP_UP,0.0417067307692307,0.0417067307692307,2-5%,3.8675000000000006,43.335,41.6,BEARISH,41.788000000000004,False,45.425,42.59,43.43,30.0,0.0,,,,,-0.002192223376023973,,,,,,,,,
NNE,2025-11-10,GAP_UP,0.0364795918367346,0.0364795918367346,2-5%,3.945714285714288,40.63,39.2,BEARISH,39.05171428571429,True,40.63,36.94,37.9,0.0,100.0,38.535,2025-11-10 10:20:00-05:00,50.0,0.016479,0.067192,0.011807,0.041391,True,0.001427,False,0.027637,0.038407,0.027378,-0.001168
NNE,2025-12-22,GAP_UP,0.0260369361186799,0.0260369361186799,2-5%,2.8607142857142853,33.89,33.03,BEARISH,32.745714285714286,True,33.89,32.21,32.92,0.0,190.0,32.655,2025-12-22 11:30:00-05:00,120.0,-0.008115,0.028622,0.009953,0.013627,True,0.004747,False,-0.00444,0.004593,0.007809,0.001072
NNE,2026-01-09,GAP_UP,0.0610456331217889,0.0610456331217889,5-8%,2.4453571428571435,35.11,33.09,BEARISH,34.13185714285714,True,35.79,31.81,31.98,60.0,360.0,33.91,2026-01-09 10:50:00-05:00,80.0,0.056915,0.089148,0.006193,0.061929,True,0.006193,False,-0.002212,0.006488,0.010469,0.040401
