ticker,event_date,atr,ticker_open,max_high,min_low,open_high_exc_pct,open_low_exc_pct,max_exc_pct,range_pct,open_high_atr,open_low_atr,max_exc_atr,range_atr,time_to_0.5atr,time_to_1.0atr,time_to_1.5atr,premarket_max_exc_atr,morning_max_exc_atr,regime
QCOM,2022-03-31,6.172142857142857,152.9,155.12,151.08,0.014519293655984295,0.01190320470896006,0.014519293655984295,0.026422498364944355,0.35968059252401324,0.2948732785557216,0.35968059252401324,0.6545538710797348,,,,0.0,0.35968059252401324,FLAT
INTC,2022-03-31,1.4624999999999997,51.2,51.25,49.52,0.0009765624999999445,0.032812499999999994,0.032812499999999994,0.03378906249999994,0.03418803418803225,1.1487179487179489,1.1487179487179489,1.182905982905981,30.0,380.0,,0.0,0.6324786324786356,FLAT
TXN,2022-03-31,4.356785714285713,188.31,188.56,183.2,0.001327598109500292,0.02713610535818604,0.02713610535818604,0.028463703467686334,0.05738175260267237,1.1728830231986265,1.1728830231986265,1.2302647758012988,20.0,385.0,,0.0,0.6426756291499331,FLAT
AMAT,2022-03-31,4.956071428571427,136.015,137.31,131.66,0.009521008712274499,0.03201852736830489,0.03201852736830489,0.04153953608057939,0.2612956690927467,0.8787201844779113,0.8787201844779113,1.140015853570658,305.0,,,0.0,0.3863947539093449,FLAT
LRCX,2022-03-31,20.425714285714296,549.425,556.81,537.14,0.01344132502161349,0.02235973972789729,0.02235973972789729,0.03580106474951078,0.3615540635053847,0.6014477549307576,0.6014477549307576,0.9630018184361424,380.0,,,0.0,0.3615540635053847,FLAT
KLAC,2022-03-31,13.09928571428571,375.31,378.45,365.68,0.008366417095201265,0.025658788734646013,0.025658788734646013,0.03402520582984728,0.23970772670265458,0.735154588581711,0.735154588581711,0.9748623152843656,370.0,,,0.0,0.2897104531326694,FLAT
ASML,2022-03-31,24.27071428571429,684.525,687.03,667.5,0.003659471896570608,0.024871261093458937,0.024871261093458937,0.028530732990029544,0.10321080667471064,0.7014626681185427,0.7014626681185427,0.8046734747932534,285.0,,,0.0,0.3392978015833314,FLAT
TSM,2022-03-31,2.7225000000000015,106.92,107.09,104.19,0.0015899738121960504,0.025533108866442236,0.025533108866442236,0.027123082678638288,0.062442607897153946,1.0027548209366401,1.0027548209366401,1.065197428833794,15.0,270.0,,0.0,0.775022956841138,FLAT
MRVL,2022-03-31,3.3717857142857146,73.15,73.75,71.62,0.008202323991797598,0.02091592617908409,0.02091592617908409,0.029118250170881686,0.17794725135049083,0.45376549094375623,0.45376549094375623,0.6317127422942471,,,,0.0,0.2580235144582155,FLAT
ON,2022-03-31,2.7750000000000012,64.625,65.38,62.55,0.011682785299806505,0.032108317214700234,0.032108317214700234,0.04379110251450674,0.2720720720720703,0.7477477477477484,0.7477477477477484,1.0198198198198187,380.0,,,0.0,0.28648648648648695,FLAT
MPWR,2022-03-31,23.176071428571426,497.23,498.52,484.97,0.002594372825452936,0.02465659755042936,0.02465659755042936,0.027250970375882297,0.05566085710322991,0.5289938822369128,0.5289938822369128,0.5846547393401427,385.0,,,0.0,0.4905922056308079,FLAT
MCHP,2022-03-31,2.7196428571428592,76.54,77.34,75.02,0.010452051215050915,0.019858897308596943,0.019858897308596943,0.03031094852364786,0.2941562705187118,0.5588969139855582,0.5588969139855582,0.8530531845042699,385.0,,,0.0,0.2941562705187118,FLAT
ADI,2022-03-31,4.941071428571421,166.93,167.94,165.14,0.006050440304319121,0.010723057569041038,0.010723057569041038,0.016773497873360157,0.20440910733646395,0.36226960607156233,0.36226960607156233,0.5666787134080263,,,,0.0,0.2853632092518971,FLAT
MU,2022-07-01,2.641071428571429,53.39,53.93,51.42,0.010114253605544094,0.03689829556096645,0.03689829556096645,0.04701254916651054,0.20446247464503006,0.7459093982420548,0.7459093982420548,0.9503718728870849,40.0,,,0.0,0.7459093982420548,FLAT
NVDA,2022-07-01,9.077499999999995,148.98,150.6,143.95,0.010873942811115617,0.03376292119747618,0.03376292119747618,0.0446368640085918,0.17846323326907249,0.5541173230515014,0.5541173230515014,0.7325805563205738,215.0,,,0.0,0.4197190856513362,FLAT
AMD,2022-07-01,4.729285714285713,75.07,75.42,72.69,0.0046623151725057755,0.03170374317303844,0.03170374317303844,0.03636605834554422,0.07400694759100016,0.5032472436187878,0.5032472436187878,0.577254191209788,70.0,,,0.0,0.5032472436187878,FLAT
AVGO,2022-07-01,15.099642857142848,479.315,483.31,469.745,0.00833481113672638,0.019965993136037873,0.019965993136037873,0.02830080427276425,0.26457579412947374,0.6337898247356843,0.6337898247356843,0.898365618865158,80.0,,,0.0,0.6337898247356843,FLAT
QCOM,2022-07-01,5.605714285714287,125.495,126.65,122.15,0.009203553926451261,0.026654448384397775,0.026654448384397775,0.035858002310849034,0.20603975535168212,0.5967125382262993,0.5967125382262993,0.8027522935779815,55.0,,,0.0,0.5788735983690119,FLAT
INTC,2022-07-01,1.062500000000001,37.065,37.17,35.88,0.0028328611898018074,0.031970861999190484,0.031970861999190484,0.03480372318899229,0.09882352941176835,1.1152941176470532,1.1152941176470532,1.2141176470588215,15.0,65.0,,0.0,1.1152941176470532,FLAT
TXN,2022-07-01,3.967499999999999,150.4,152.19,147.02,0.011901595744680797,0.02247340425531912,0.02247340425531912,0.03437499999999991,0.4511657214870807,0.8519218651543784,0.8519218651543784,1.303087586641459,70.0,,,0.0,0.7536231884057996,FLAT
AMAT,2022-07-01,4.333214285714284,88.64,88.695,84.46,0.0006204873646208553,0.04715703971119141,0.04715703971119141,0.047777527075812266,0.012692656391657411,0.9646418857660944,0.9646418857660944,0.9773345421577518,40.0,,,0.0,0.8261765433116294,FLAT
LRCX,2022-07-01,18.95464285714286,409.59,414.0,386.735,0.010766864425401073,0.05579970214116547,0.05579970214116547,0.06656656656656654,0.23266067491945183,1.2057731803365153,1.2057731803365153,1.4384338552559672,45.0,245.0,,0.0,0.8968778851770202,FLAT
KLAC,2022-07-01,14.1532142857143,310.955,313.28,292.4,0.007476966120499714,0.05967101349069803,0.05967101349069803,0.06714797961119776,0.16427363799237835,1.3110096141714391,1.3110096141714391,1.4752832521638175,45.0,145.0,,0.0,1.0644225188624479,FLAT
ASML,2022-07-01,20.03571428571429,455.04,457.91,443.69,0.006307137834036578,0.024942862165963482,0.024942862165963482,0.031250000000000056,0.14324420677361874,0.5664884135472381,0.5664884135472381,0.7097326203208569,210.0,,,0.0,0.47365418894830696,FLAT
TSM,2022-07-01,2.5692857142857144,79.0,79.05,76.18,0.0006329113924050273,0.03569620253164548,0.03569620253164548,0.03632911392405051,0.019460661662495417,1.0975813177648013,1.0975813177648013,1.1170419794272968,0.0,145.0,,0.0,1.0236308034473154,FLAT
MRVL,2022-07-01,2.731428571428573,42.74,43.53,41.75,0.018483855872718745,0.023163313055685586,0.023163313055685586,0.04164716892840433,0.28922594142259367,0.3624476987447704,0.3624476987447704,0.6516736401673641,,,,0.0,0.28922594142259367,FLAT
ON,2022-07-01,2.793571428571428,49.16,49.48,46.56,0.0065093572009764095,0.052888527257933166,0.052888527257933166,0.059397884458909575,0.11454870877013563,0.9307082587573492,0.9307082587573492,1.0452569675274848,50.0,,,0.0,0.8340577857325487,FLAT
MPWR,2022-07-01,19.638214285714287,378.02,381.115,356.71,0.008187397492196253,0.05637267869424899,0.05637267869424899,0.06456007618644524,0.15760088748249723,1.0851292123592848,1.0851292123592848,1.2427300998417823,5.0,55.0,,0.0,1.0851292123592848,FLAT
MCHP,2022-07-01,2.5771428571428565,57.245,57.97,55.305,0.012664861559961594,0.033889422657000574,0.033889422657000574,0.046554284216962165,0.28131929046563253,0.7527716186252764,0.7527716186252764,1.034090909090909,60.0,,,0.0,0.7197893569844779,FLAT
ADI,2022-07-01,5.073571428571425,143.65,145.01,140.56,0.009467455621301671,0.02151061608075185,0.02151061608075185,0.030978071702053522,0.26805575109108554,0.6090384344643119,0.6090384344643119,0.8770941855553975,55.0,,,0.0,0.5814444600872909,FLAT
MU,2022-09-29,1.7935714285714286,50.05,50.265,47.29,0.004295704295704364,0.05514485514485511,0.05514485514485511,0.059440559440559475,0.11987256073277769,1.5388291517323764,1.5388291517323764,1.6587017124651542,390.0,390.0,390.0,0.0,0.45718837116686595,DOWNSIDE
NVDA,2022-09-29,5.722857142857145,124.36,125.0,119.48,0.005146349308459316,0.03924091347700222,0.03924091347700222,0.04438726278546153,0.1118322516225662,0.8527209186220658,0.8527209186220658,0.9645531702446319,30.0,,,0.0,0.6500249625561653,DOWNSIDE
AMD,2022-09-29,3.098214285714288,67.05,67.17,62.84,0.0017897091722595757,0.0627889634601043,0.0627889634601043,0.06457867263236389,0.03873198847262392,1.3588472622478356,1.3588472622478356,1.3975792507204596,10.0,175.0,,0.0,0.9392507204610934,DOWNSIDE
AVGO,2022-09-29,13.279285714285704,460.01,460.12,445.01,0.00023912523640793384,0.032607986782896024,0.032607986782896024,0.03284711201930396,0.008283578075413868,1.1295788284653874,1.1295788284653874,1.1378624065408012,90.0,270.0,,0.0,0.6672045613468898,DOWNSIDE
QCOM,2022-09-29,3.722142857142856,117.415,117.42,113.485,4.258399693391349e-05,0.033471021590086504,0.033471021590086504,0.03351360558702041,0.0013433122241400183,1.0558434081750165,1.0558434081750165,1.0571867203991565,10.0,270.0,,0.0,0.9201688735367525,DOWNSIDE
INTC,2022-09-29,0.8814285714285711,26.72,26.92,26.19,0.007485029940119867,0.019835329341317275,0.019835329341317275,0.027320359281437143,0.22690437601296926,0.6012965964343573,0.6012965964343573,0.8282009724473266,45.0,,,0.0,0.550243111831442,DOWNSIDE
TXN,2022-09-29,4.021428571428574,160.82,161.2,156.13,0.0023628901877875605,0.02916303942295733,0.02916303942295733,0.03152592961074489,0.09449378330372883,1.1662522202486665,1.1662522202486665,1.2607460035523954,30.0,265.0,,0.0,0.8467140319715806,DOWNSIDE
AMAT,2022-09-29,2.955357142857142,84.53,85.07,83.23,0.006388264521471573,0.015379155329468795,0.015379155329468795,0.021767419850940366,0.18271903323262575,0.43987915407854905,0.43987915407854905,0.6225981873111748,,,,0.0,0.3925075528700896,DOWNSIDE
LRCX,2022-09-29,13.604285714285718,374.66,375.07,364.44,0.0010943255218063528,0.02727806544600445,0.02727806544600445,0.0283723909678108,0.030137561692741534,0.7512338548776665,0.7512338548776665,0.781371416570408,10.0,,,0.0,0.7512338548776665,DOWNSIDE
KLAC,2022-09-29,10.666785714285712,311.015,312.09,306.14,0.003456424931273375,0.015674485153449193,0.015674485153449193,0.019130910084722567,0.10078012522181568,0.4570261492617271,0.4570261492617271,0.5578062744835427,,,,0.0,0.3576522583453308,DOWNSIDE
ASML,2022-09-29,15.913928571428572,427.44,428.7,419.82,0.0029477821448624154,0.017827063447501415,0.017827063447501415,0.02077484559236383,0.07917592405574574,0.4788258264323708,0.4788258264323708,0.5580017504881165,,,,0.0,0.4788258264323708,DOWNSIDE
TSM,2022-09-29,1.7464285714285737,70.55,70.65,68.5,0.0014174344436571017,0.02905740609496807,0.02905740609496807,0.030474840538625172,0.0572597137014363,1.1738241308793425,1.1738241308793425,1.2310838445807788,15.0,270.0,,0.0,0.8760736196319013,DOWNSIDE
MRVL,2022-09-29,1.8453571428571425,43.58,43.89,42.115,0.007113354749885321,0.03361633776961901,0.03361633776961901,0.040729692519504326,0.16798916198955033,0.7938842655312542,0.7938842655312542,0.9618734275208045,60.0,,,0.0,0.5473195277724008,DOWNSIDE
ON,2022-09-29,2.9017857142857153,64.13,64.13,61.42,0.0,0.042257913612973555,0.042257913612973555,0.042257913612973555,0.0,0.9339076923076898,0.9339076923076898,0.9339076923076898,25.0,,,0.0,0.9339076923076898,DOWNSIDE
MPWR,2022-09-29,15.091785714285711,370.63,370.63,360.27,0.0,0.027952405363839986,0.027952405363839986,0.027952405363839986,0.0,0.6864661476205136,0.6864661476205136,0.6864661476205136,65.0,,,0.0,0.5261140166126321,DOWNSIDE
MCHP,2022-09-29,2.2982142857142867,63.09,63.09,60.77,0.0,0.036772864162307815,0.036772864162307815,0.036772864162307815,0.0,1.0094794094794093,1.0094794094794093,1.0094794094794093,15.0,270.0,,0.0,0.7919191919191917,DOWNSIDE
ADI,2022-09-29,3.931428571428575,142.71,142.85,140.0,0.000981010440753881,0.018989559246023458,0.018989559246023458,0.01997056968677734,0.035610465116275566,0.6893168604651176,0.6893168604651176,0.7249273255813933,30.0,,,0.0,0.5354287790697716,DOWNSIDE
MU,2022-12-21,1.866428571428573,50.93,51.745,50.62,0.01600235617514231,0.0060867857844100195,0.01600235617514231,0.022089141959552326,0.43666283964791264,0.16609261385380894,0.43666283964791264,0.6027554535017217,,,,0.0,0.43666283964791264,FLAT
NVDA,2022-12-21,7.31892857142858,161.08,166.24,161.03,0.032033772038738494,0.0003104047678173042,0.032033772038738494,0.0323441768065558,0.705021226760356,0.006831601034501131,0.705021226760356,0.711852827794857,15.0,,,0.0,0.6558336993119571,FLAT
AMD,2022-12-21,2.8903571428571397,65.38,67.89,65.22,0.03839094524319372,0.002447231569287192,0.03839094524319372,0.04083817681248091,0.8684047942666528,0.05535648090942678,0.8684047942666528,0.9237612751760796,15.0,,,0.0,0.730013591993081,FLAT
AVGO,2022-12-21,13.899999999999993,547.03,561.86,547.03,0.027110030528490286,0.0,0.027110030528490286,0.027110030528490286,1.0669064748201473,0.0,1.0669064748201473,1.0669064748201473,15.0,90.0,,0.0,1.0561151079136741,FLAT
QCOM,2022-12-21,3.9964285714285706,112.7,114.93,112.7,0.019787045252883797,0.0,0.019787045252883797,0.019787045252883797,0.5579982126899028,0.0,0.5579982126899028,0.5579982126899028,60.0,,,0.0,0.5154602323503135,FLAT
INTC,2022-12-21,0.8392857142857143,26.59,26.97,26.59,0.014291086874764911,0.0,0.014291086874764911,0.014291086874764911,0.4527659574468073,0.0,0.4527659574468073,0.4527659574468073,,,,0.0,0.4527659574468073,FLAT
TXN,2022-12-21,4.052857142857145,166.86,168.87,166.65,0.01204602660913335,0.0012585400934915973,0.01204602660913335,0.013304566702624946,0.4959464222770507,0.05181529784984332,0.4959464222770507,0.5477617201268941,,,,0.0,0.43179414874867794,FLAT
AMAT,2022-12-21,3.502857142857143,104.63,106.45,104.33,0.017394628691579924,0.0028672464876230257,0.017394628691579924,0.02026187517920295,0.5195758564437215,0.08564437194127161,0.5195758564437215,0.6052202283849931,100.0,,,0.0,0.5195758564437215,FLAT
LRCX,2022-12-21,14.67714285714285,442.94,450.81,440.84,0.017767643473156645,0.004741048448999916,0.017767643473156645,0.02250869192215656,0.5362079034455913,0.1430796184543524,0.5362079034455913,0.6792875218999438,70.0,,,0.0,0.5362079034455913,FLAT
KLAC,2022-12-21,11.815000000000007,388.79,397.93,388.02,0.023508835103783498,0.0019805036137761738,0.023508835103783498,0.02548933871755967,0.7735928903935659,0.0651713922979296,0.7735928903935659,0.8387642826914955,60.0,,,0.0,0.6525603046974164,FLAT
ASML,2022-12-21,17.048571428571417,567.99,583.32,567.99,0.0269899117942218,0.0,0.0269899117942218,0.0269899117942218,0.8991955756661669,0.0,0.8991955756661669,0.8991955756661669,60.0,,,0.0,0.6633986928104547,FLAT
TSM,2022-12-21,1.8060714285714272,75.92,77.405,75.78,0.01956006322444678,0.0018440463645943172,0.01956006322444678,0.021404109589041095,0.8222266165710899,0.07751631402017044,0.8222266165710899,0.8997429305912603,60.0,,,0.0,0.6256673917342277,FLAT
MRVL,2022-12-21,2.2239285714285715,38.16,38.945,38.16,0.020571278825995905,0.0,0.020571278825995905,0.020571278825995905,0.35297896258230455,0.0,0.35297896258230455,0.35297896258230455,,,,0.0,0.3192548578769877,FLAT
ON,2022-12-21,2.875714285714286,64.735,66.0,64.735,0.019541206457094316,0.0,0.019541206457094316,0.019541206457094316,0.4398907103825138,0.0,0.4398907103825138,0.4398907103825138,,,,0.0,0.4398907103825138,FLAT
MPWR,2022-12-21,15.042857142857153,361.435,369.46,361.41,0.0222031623943447,6.916873020038807e-05,0.0222031623943447,0.02227233112454509,0.5334757834757816,0.0016619183285834825,0.5334757834757816,0.535137701804365,205.0,,,0.0,0.48228869895536497,FLAT
MCHP,2022-12-21,2.220714285714287,71.84,73.035,71.74,0.01663418708240525,0.001391982182628181,0.01663418708240525,0.01802616926503343,0.5381151495657734,0.04503055644902279,0.5381151495657734,0.5831457060147962,275.0,,,0.0,0.37600514634930543,FLAT
ADI,2022-12-21,4.047857142857146,165.555,167.74,165.22,0.013198030865875402,0.002023496723143414,0.013198030865875402,0.015221527589018817,0.5397917769542969,0.08275983765661034,0.5397917769542969,0.6225516146109072,275.0,,,0.0,0.46814893241573535,FLAT
MU,2023-03-30,2.243571428571428,64.05,64.1,62.49,0.0007806401249023756,0.02435597189695543,0.02435597189695543,0.025136612021857806,0.022285896211396383,0.6953199617956045,0.6953199617956045,0.7176058580070009,45.0,,,0.0,0.6462909901305299,DOWNSIDE
NVDA,2023-03-30,9.777142857142866,272.275,274.99,271.07,0.009971536130750278,0.004425672573684636,0.009971536130750278,0.014397208704434915,0.27768848626534487,0.12324663939216658,0.27768848626534487,0.4009351256575115,,,,0.0,0.27768848626534487,DOWNSIDE
AMD,2023-03-30,4.635357142857141,97.99,99.52,97.27,0.015613838146749682,0.007347688539646891,0.015613838146749682,0.02296152668639657,0.3300716542106483,0.15532783727559885,0.3300716542106483,0.48539949148624717,,,,0.0,0.3300716542106483,DOWNSIDE
AVGO,2023-03-30,13.905357142857124,632.07,635.89,629.5,0.006043634407581338,0.004066005347509057,0.006043634407581338,0.010109639755090395,0.2747142673686872,0.18482085527161038,0.2747142673686872,0.45953512264029756,,,,0.0,0.2653653525105907,DOWNSIDE
QCOM,2023-03-30,3.4732142857142847,126.75,128.16,126.46,0.011124260355029558,0.002287968441814645,0.011124260355029558,0.013412228796844203,0.4059640102827755,0.08349614395887071,0.4059640102827755,0.4894601542416462,,,,0.0,0.4059640102827755,DOWNSIDE
INTC,2023-03-30,1.1467857142857145,31.85,32.58,31.81,0.022919937205651393,0.0012558869701727693,0.022919937205651393,0.024175824175824163,0.6365618187480507,0.03488009965742994,0.6365618187480507,0.6714419184054806,60.0,,,0.0,0.6365618187480507,DOWNSIDE
TXN,2023-03-30,4.151785714285713,181.97,184.44,181.95,0.013573665988899263,0.00010990822663081954,0.013573665988899263,0.013683574215530082,0.5949247311827957,0.004817204301077735,0.5949247311827957,0.5997419354838734,85.0,,,0.0,0.5949247311827957,DOWNSIDE
AMAT,2023-03-30,4.596785714285714,121.83,123.37,121.46,0.012640564721333056,0.0030370187966839413,0.012640564721333056,0.015677583518017,0.3350167042187878,0.08049102633828085,0.3350167042187878,0.4155077305570687,,,,0.0,0.3350167042187878,DOWNSIDE
LRCX,2023-03-30,20.747857142857146,523.99,532.56,522.63,0.016355273955609716,0.0025954693791866517,0.016355273955609716,0.01895074333479637,0.4130547044445178,0.065548937928186,0.4130547044445178,0.4786036423727038,,,,0.0,0.2549660894412486,DOWNSIDE
KLAC,2023-03-30,13.727142857142862,392.05,399.82,391.58,0.019818900650427195,0.0011988266802704433,0.019818900650427195,0.02101772733069764,0.5660318451451749,0.03423873451972307,0.5660318451451749,0.6002705796648979,95.0,,,0.0,0.5660318451451749,DOWNSIDE
ASML,2023-03-30,20.39142857142858,674.75,680.35,673.77,0.008299370137087843,0.0014523897739903938,0.008299370137087843,0.009751759911078238,0.2746251926579805,0.04805940871514729,0.2746251926579805,0.3226846013731278,,,,0.0,0.2746251926579805,DOWNSIDE
TSM,2023-03-30,2.3799999999999994,93.47,93.48,92.055,0.00010698619878041207,0.015138547127420477,0.015138547127420477,0.01524553332620089,0.0042016806722710584,0.5945378151260472,0.5945378151260472,0.5987394957983183,235.0,,,0.0,0.3571428571428548,DOWNSIDE
MRVL,2023-03-30,1.8825000000000003,43.575,43.865,42.865,0.006655192197360852,0.01629374641422836,0.01629374641422836,0.022948938611589212,0.15405046480743645,0.37715803452855284,0.37715803452855284,0.5312084993359893,,,,0.0,0.17795484727755687,DOWNSIDE
ON,2023-03-30,3.812500000000001,81.3,82.49,80.635,0.014637146371463686,0.008179581795817861,0.014637146371463686,0.022816728167281548,0.3121311475409829,0.17442622950819459,0.3121311475409829,0.4865573770491775,,,,0.0,0.3121311475409829,DOWNSIDE
MPWR,2023-03-30,21.432857142857138,497.1,503.18,492.27,0.012230939448803026,0.009716354858177512,0.012230939448803026,0.021947294306980537,0.2836765980137299,0.22535492901419912,0.2836765980137299,0.509031527027929,,,,0.0,0.2836765980137299,DOWNSIDE
MCHP,2023-03-30,2.815714285714289,81.89,83.06,81.67,0.014287458786176599,0.0026865307119306246,0.014287458786176599,0.016973989498107224,0.4155251141552513,0.07813292744799545,0.4155251141552513,0.4936580416032467,,,,0.0,0.4155251141552513,DOWNSIDE
ADI,2023-03-30,4.727142857142856,191.23,195.11,191.04,0.020289703498405188,0.0009935679548187927,0.020289703498405188,0.021283271453223982,0.8207917799939611,0.04019341190692005,0.8207917799939611,0.8609851919008812,10.0,,,0.0,0.8207917799939611,DOWNSIDE
MU,2023-06-29,2.0260714285714303,67.82,67.91,63.58,0.0013270421704512448,0.0625184311412562,0.0625184311412562,0.06384547331170744,0.04442094130090064,2.092719901286793,2.092719901286793,2.1371408425876934,0.0,0.0,5.0,0.0,2.092719901286793,DOWNSIDE
NVDA,2023-06-29,14.555714285714288,415.49,415.895,406.03,0.0009747527016293357,0.022768297672627585,0.022768297672627585,0.023743050374256922,0.027824124055351934,0.6499165767003655,0.6499165767003655,0.6777407007557175,40.0,,,0.0,0.5784669741878506,DOWNSIDE
AMD,2023-06-29,5.283214285714287,112.05,112.75,109.87,0.0062472110664882,0.01945560017849168,0.01945560017849168,0.02570281124497988,0.13249509903332707,0.4126275941323584,0.4126275941323584,0.5451226931656855,,,,0.018927871290474144,0.4126275941323584,DOWNSIDE
AVGO,2023-06-29,22.70607142857146,855.28,862.82,846.66,0.008815826396034138,0.010078570760452724,0.010078570760452724,0.018894397156486862,0.3320697736602889,0.3796341444232974,0.3796341444232974,0.7117039180835864,,,,0.0,0.3796341444232974,DOWNSIDE
QCOM,2023-06-29,3.3599999999999985,117.365,118.14,116.91,0.006603331487240708,0.003876794615089663,0.006603331487240708,0.010480126102330371,0.2306547619047637,0.1354166666666662,0.2306547619047637,0.36607142857142994,,,,0.0,0.18898809523809684,DOWNSIDE
INTC,2023-06-29,1.3839285714285718,33.27,33.3,32.49,0.0009017132551846717,0.023444544634806164,0.023444544634806164,0.024346257889990834,0.02167741935483439,0.5636129032258071,0.5636129032258071,0.5852903225806415,25.0,,,0.0,0.5636129032258071,DOWNSIDE
TXN,2023-06-29,3.7903571428571405,175.76,176.99,174.6,0.006998179335457546,0.006599908966772853,0.006998179335457546,0.013598088302230398,0.3245076792612883,0.3060397625553559,0.3245076792612883,0.6305474418166442,,,,0.0,0.30340148874021844,DOWNSIDE
AMAT,2023-06-29,3.6321428571428567,144.44,145.13,143.64,0.004777070063694252,0.005538631957906476,0.005538631957906476,0.010315702021600728,0.18997050147492564,0.22025565388397564,0.22025565388397564,0.4102261553589013,,,,0.0,0.22025565388397564,DOWNSIDE
LRCX,2023-06-29,16.689642857142847,639.17,645.29,636.42,0.009574917471095335,0.0043024547459987175,0.009574917471095335,0.013877372217094052,0.3666944854593316,0.16477284885835966,0.3666944854593316,0.5314673343176912,,,,0.0,0.2938948449637339,DOWNSIDE
KLAC,2023-06-29,11.0282142857143,477.69,478.72,473.285,0.0021562100944127562,0.009221461617366854,0.009221461617366854,0.011377671711779612,0.09339680689141744,0.39943003335599947,0.39943003335599947,0.4928268402474169,,,,0.0,0.39943003335599947,DOWNSIDE
ASML,2023-06-29,15.984642857142862,727.915,728.7,721.83,0.0010784226180255688,0.008359492523165373,0.008359492523165373,0.009437915141190942,0.04910963648144935,0.3806778827892794,0.3806778827892794,0.4297875192707287,,,,0.0,0.2949706191210261,DOWNSIDE
TSM,2023-06-29,2.6492857142857176,101.365,101.52,100.06,0.0015291274108420179,0.012874266265476176,0.012874266265476176,0.014403393676318195,0.05850633593960672,0.4925856025882953,0.4925856025882953,0.5510919385279021,,,,0.0,0.4925856025882953,DOWNSIDE
MRVL,2023-06-29,2.075,60.34,60.38,58.14,0.0006629101756711824,0.03646005966191586,0.03646005966191586,0.03712296983758704,0.01927710843373453,1.0602409638554229,1.0602409638554229,1.0795180722891575,10.0,255.0,,0.0,0.9518072289156633,DOWNSIDE
ON,2023-06-29,2.556428571428573,91.78,92.3,90.74,0.005665722379603356,0.011331444759206867,0.011331444759206867,0.016997167138810224,0.20340877340038951,0.4068175468007846,0.4068175468007846,0.6102263202011741,,,,0.0,0.4068175468007846,DOWNSIDE
MPWR,2023-06-29,15.435714285714296,531.745,536.0,525.04,0.008001955824690397,0.012609427451127968,0.012609427451127968,0.020611383275818365,0.27565941693660295,0.43438223044886864,0.43438223044886864,0.7100416473854716,,,,0.0,0.43438223044886864,DOWNSIDE
MCHP,2023-06-29,2.165714285714285,86.405,87.21,85.9,0.009316590475088161,0.0058445691800242516,0.009316590475088161,0.015161159655112413,0.3717018469656959,0.23317941952506394,0.3717018469656959,0.6048812664907598,,,,0.0,0.23317941952506394,DOWNSIDE
ADI,2023-06-29,4.053214285714278,190.05,190.27,187.74,0.001157590107866345,0.012154696132596697,0.012154696132596697,0.013312286240463041,0.05427790994801287,0.5699180544541386,0.5699180544541386,0.6241959644021515,15.0,,,0.0,0.5699180544541386,DOWNSIDE
MU,2023-09-28,1.6410714285714292,66.06,67.055,63.86,0.015062064789585295,0.03330305782621863,0.03330305782621863,0.048365122615803925,0.6063112078346053,1.3405875952121884,1.3405875952121884,1.9468988030467937,0.0,5.0,,0.0,1.3405875952121884,DOWNSIDE
NVDA,2023-09-28,13.39500000000001,424.545,434.27,421.235,0.02290687677395792,0.007796582223321444,0.02290687677395792,0.030703458997279363,0.7260171705860364,0.2471071295259425,0.7260171705860364,0.9731243001119789,125.0,,,0.0,0.7260171705860364,DOWNSIDE
AMD,2023-09-28,3.498928571428569,98.06,104.19,97.76,0.06251274729757286,0.003059351417499461,0.06251274729757286,0.06557209871507233,1.7519648872103704,0.08574053281616746,1.7519648872103704,1.837705420026538,5.0,80.0,140.0,0.0,1.5690517505358779,DOWNSIDE
AVGO,2023-09-28,19.353571428571424,818.97,838.405,818.09,0.02373102799858352,0.0010745204342039335,0.02373102799858352,0.024805548432787452,1.004207418342865,0.04546964384572777,1.004207418342865,1.049677062188593,90.0,150.0,,0.0,0.9894814541428298,DOWNSIDE
QCOM,2023-09-28,2.587857142857143,109.61,111.9,109.23,0.020892254356354403,0.0034668369674299374,0.020892254356354403,0.024359091323784342,0.8849020149047774,0.1468396356610526,0.8849020149047774,1.03174165056583,120.0,,,0.0,0.8230747998895924,DOWNSIDE
INTC,2023-09-28,1.0542857142857132,34.65,35.655,34.405,0.02900432900432908,0.007070707070706997,0.02900432900432908,0.03607503607503608,0.9532520325203286,0.2323848238482363,0.9532520325203286,1.1856368563685649,75.0,,,0.0,0.924796747967482,DOWNSIDE
TXN,2023-09-28,2.3739285714285723,158.245,161.36,158.245,0.01968466618218591,0.0,0.01968466618218591,0.01968466618218591,1.3121709041672969,0.0,1.3121709041672969,1.3121709041672969,30.0,125.0,,0.0,1.206860237701222,DOWNSIDE
AMAT,2023-09-28,3.4249999999999994,134.595,139.79,134.38,0.03859727330138559,0.0015973847468331171,0.03859727330138559,0.04019465804821871,1.5167883211678814,0.06277372262773823,1.5167883211678814,1.5795620437956197,20.0,120.0,175.0,0.0,1.294890510948906,DOWNSIDE
LRCX,2023-09-28,15.88035714285713,611.65,630.42,610.19,0.030687484672606853,0.002386986021417351,0.030687484672606853,0.03307447069402421,1.1819633419543458,0.09193747891599655,1.1819633419543458,1.2739008208703424,20.0,140.0,,0.0,1.1158439221859915,DOWNSIDE
