ticker,date,direction,gap_pct,abs_gap_pct,gap_bucket,atr,open_price,prev_close,cs_score,candle_tier,session_high,session_low,eod_close,hod_pct,lod_pct,hod_atr,lod_atr,hod_minutes,lod_minutes,hod_timing_bucket,lod_timing_bucket,eod_return,win,std_ft_fired,std_ft_minutes,reverse_ft_fired,reverse_ft_minutes,trade_date,path_type,setup_direction,path_ft_fired,path_ft_minutes,path_reverse_ft_fired,path_reverse_ft_minutes,ft_trigger_ref_price,close_from_open_abs,close_from_open_pct,close_from_open_atr,achieved_0p70_atr,achieved_1p00_atr,destination_minutes,adverse_peak_minutes,destination_timing_bucket,adverse_timing_bucket,open_5m_high,open_5m_low,open_5m_close,open_5m_range,open_5m_range_atr,relevant_or_level,or_violated,first_or_violation_minutes,max_violation_depth_abs,max_violation_depth_pct,max_violation_depth_atr,violation_depth_bucket,violation_timing_abs_bucket,violation_timing_rel_bucket,mfe_after_violation_abs,mfe_after_violation_pct,mfe_after_violation_atr,mae_after_violation_abs,mae_after_violation_pct,mae_after_violation_atr
COST,2025-03-07,GAP_DN,-0.032055,0.032055,2-5%,25.2529,994.06,1026.98,-43.49,BEARISH,1000.04,943.235,963.69,0.006016,0.051129,0.2368,2.0126,0.0,165.0,AT_OPEN,MID_SESSION,-0.030551,0,True,0.0,False,,2025-03-06,gapdown_continuation_short,SHORT,True,0.0,False,,983.9588399999999,30.36999999999989,0.030551475766050232,1.2026341529091664,True,True,165.0,0.0,2hr_to_4hr,at_open,1034.635,1031.435,1031.435,3.2000000000000455,0.12671811950310838,1034.635,True,5.0,10.365000000000009,0.010426935999839054,0.4104479089530315,0.25-0.50 ATR,at_open,0_to_15min_after_ft,0.0,0.0,0.0,50.940000000000055,0.051244391686618575,2.01719406484008
COST,2025-04-03,GAP_DN,-0.030002,0.030002,2-5%,19.2089,935.815,964.76,-26.37,BULLISH,981.28,935.815,966.6,0.048583,0.0,2.3669,0.0,180.0,0.0,MID_SESSION,AT_OPEN,0.032896,1,True,0.0,False,,2025-04-02,gapdown_bounce_long,LONG,False,,True,0.0,943.49856,30.784999999999968,0.03289645923606692,1.6026425250795189,True,True,180.0,0.0,2hr_to_4hr,at_open,957.33,951.1,957.33,6.230000000000018,0.3243288267417717,951.1,False,,0.0,0.0,0.0,no_violation,no_violation,no_violation,,,,,,
CPNG,2024-02-28 05:00:00+00:00,GAP_UP,0.0687203791469194,0.0687203791469194,5-8%,0.5385714285714281,18.04,16.88,64.9,NEUTRAL,18.285,17.32,18.23,0.013581,0.039911,0.4549,1.3369,5.0,10.0,AT_OPEN,FIRST_30MIN,-0.010532,0,False,,False,,2024-02-28,gapup_continuation_long,LONG,False,,False,,18.25542857142857,0.19000000000000128,0.010532150776053286,0.35278514588859683,False,False,5.0,10.0,at_open,first_30min,18.275,17.395,18.2,0.879999999999999,1.6339522546419092,17.395,True,10.0,0.07499999999999929,0.004157427937915703,0.13925729442970702,0.10-0.25 ATR,first_30min,pre_ft_early,0.22500000000000142,0.012472283813747308,0.4177718832891276,0.7199999999999989,0.03991130820399107,1.3368700265251978
CPNG,2025-02-26 05:00:00+00:00,GAP_UP,0.0515527950310559,0.0515527950310559,5-8%,0.7542857142857139,25.395,24.15,100.0,BEARISH,25.8,23.49,25.01,0.015948,0.075015,0.5369,2.5256,160.0,10.0,MID_SESSION,FIRST_30MIN,0.01516,1,True,0.0,True,155.0,2025-02-26,gapup_fade_short,SHORT,True,155.0,True,0.0,25.093285714285713,0.384999999999998,0.015160464658397245,0.5104166666666643,False,False,10.0,160.0,first_30min,2hr_to_4hr,25.76,25.03,25.035,0.7300000000000004,0.9678030303030314,25.76,True,155.0,0.03999999999999915,0.0015751132112620258,0.05303030303030193,0-0.10 ATR,2hr_to_4hr,0_to_15min_after_ft,0.384999999999998,0.015160464658397245,0.5104166666666643,0.40500000000000114,0.015948021264028396,0.53693181818182
CPNG,2026-02-06 05:00:00+00:00,GAP_UP,0.0288776421554033,0.0288776421554033,2-5%,0.9835714285714288,17.28,16.795,12.5,NEUTRAL,17.75,16.94,17.7,0.027199,0.019676,0.4779,0.3457,385.0,10.0,LAST_HOUR,FIRST_30MIN,-0.024306,0,False,,False,,2026-02-06,gapup_continuation_long,LONG,False,,False,,17.673428571428573,0.41999999999999815,0.02430555555555545,0.42701525054466033,False,False,385.0,10.0,last_30min,first_30min,17.445,17.125,17.38,0.3200000000000003,0.3253449527959334,17.125,True,10.0,0.18499999999999872,0.010706018518518445,0.18809005083514754,0.10-0.25 ATR,first_30min,pre_ft_early,0.46999999999999886,0.027199074074074008,0.47785039941902563,0.33999999999999986,0.019675925925925916,0.3456790123456788
CPNG,2024-02-13,GAP_DN,-0.027297,0.027297,2-5%,0.4454,14.61,15.02,-100.0,NEUTRAL,14.78,14.53,14.61,0.011636,0.005476,0.3817,0.1796,120.0,0.0,FIRST_2HR,AT_OPEN,0.0,0,False,,False,,2024-02-12,gapdown_continuation_short,SHORT,False,,False,,14.43184,0.0,0.0,0.0,False,False,0.0,120.0,at_open,1hr_to_2hr,14.63,14.49,14.61,0.14000000000000057,0.31432420296362945,14.63,True,5.0,0.5649999999999995,0.038672142368240896,1.2685226762460697,0.50+ ATR,at_open,pre_ft_early,0.0,0.0,0.0,0.5850000000000009,0.04004106776180704,1.3134261338123054
CRCL,2025-06-27 04:00:00+00:00,GAP_UP,0.044032363670377,0.044032363670377,2-5%,33.783571428571435,223.235,213.82,2.28,BEARISH,223.235,175.73,180.51,0.0,0.212803,0.0,1.4062,0.0,355.0,AT_OPEN,LAST_HOUR,0.19139,1,True,10.0,False,,2025-06-27,gapup_fade_short,SHORT,False,,True,10.0,209.72157142857145,42.72500000000002,0.19139023898582222,1.2646679493413964,True,True,355.0,0.0,after_4hr,at_open,223.235,214.94,214.94,8.295000000000016,0.2455335433537015,223.235,False,,0.0,0.0,0.0,no_violation,no_violation,no_violation,,,,,,
CRCL,2025-07-01 04:00:00+00:00,GAP_UP,0.0224715987808257,0.0224715987808257,2-5%,33.166428571428575,184.505,180.45,22.47,BEARISH,193.97,171.56,192.65,0.051299,0.070161,0.2854,0.3903,385.0,20.0,LAST_HOUR,FIRST_30MIN,-0.044145,0,False,,False,,2025-07-01,gapup_fade_short,SHORT,False,,False,,171.23842857142856,-8.14500000000001,-0.044145145118018536,-0.24557965240238652,False,False,20.0,385.0,first_30min,last_30min,184.505,173.655,175.425,10.849999999999994,0.32713802683436327,184.505,True,45.0,9.465000000000003,0.051299422779870485,0.2853789330863826,0.25-0.50 ATR,30min_to_1hr,pre_ft_mid,7.2949999999999875,0.03953822389637131,0.21995132771950943,9.465000000000003,0.051299422779870485,0.2853789330863826
CRCL,2025-07-03 04:00:00+00:00,GAP_UP,0.0233080595338386,0.0233080595338386,2-5%,33.34892857142858,182.2,178.05,82.12,MAX_BULLISH,192.19,181.555,187.9,0.05483,0.00354,0.2996,0.0193,15.0,0.0,FIRST_30MIN,AT_OPEN,-0.031284,0,False,,False,,2025-07-03,gapup_continuation_long,LONG,False,,False,,195.53957142857143,5.700000000000017,0.03128430296377616,0.17092003384131044,False,False,15.0,0.0,first_30min,at_open,186.78,181.555,186.07,5.224999999999994,0.15667669768786724,181.555,False,,0.0,0.0,0.0,no_violation,no_violation,no_violation,,,,,,
CRCL,2025-07-07 04:00:00+00:00,GAP_UP,0.0249436713055003,0.0249436713055003,2-5%,32.87250000000001,193.33,188.625,82.53,NEUTRAL,208.43,187.245,207.68,0.078105,0.031475,0.4594,0.1851,385.0,10.0,LAST_HOUR,FIRST_30MIN,-0.074225,0,False,,False,,2025-07-07,gapup_continuation_long,LONG,False,,False,,206.479,14.349999999999994,0.07422541767961513,0.4365350977260625,False,False,385.0,10.0,last_30min,first_30min,198.6,191.15,191.81,7.449999999999989,0.22663320404593465,191.15,True,5.0,3.905000000000001,0.02019862411420887,0.11879230359723172,0.10-0.25 ATR,at_open,pre_ft_early,15.099999999999994,0.07810479491025704,0.45935052095216333,6.085000000000008,0.03147468059794138,0.1851091337744317
CRCL,2025-07-09 04:00:00+00:00,GAP_UP,0.0266425498631207,0.0266425498631207,2-5%,31.36107142857143,210.01,204.56,-35.35,BULLISH,215.31,197.3,201.0,0.025237,0.060521,0.169,0.4053,5.0,130.0,AT_OPEN,MID_SESSION,0.042903,1,False,,False,,2025-07-09,gapup_continuation_long,LONG,False,,False,,222.55442857142856,-9.009999999999991,-0.04290271891814671,-0.28729885777408265,False,False,5.0,130.0,at_open,2hr_to_4hr,214.4,210.01,211.94,4.390000000000015,0.13998246233387662,210.01,True,5.0,12.70999999999998,0.060520927574877294,0.4052795207889665,0.25-0.50 ATR,at_open,pre_ft_early,5.300000000000011,0.025236893481262852,0.1689993281024021,12.70999999999998,0.060520927574877294,0.4052795207889665
CRCL,2025-07-10 04:00:00+00:00,GAP_UP,0.0325621890547263,0.0325621890547263,2-5%,28.34857142857143,207.545,201.0,100.0,NEUTRAL,209.56,199.0,202.78,0.009709,0.041172,0.0711,0.3014,5.0,55.0,AT_OPEN,FIRST_HOUR,0.022959,1,False,,False,,2025-07-10,gapup_continuation_long,LONG,False,,False,,218.88442857142857,-4.764999999999986,-0.022958876388253086,-0.16808607135658085,False,False,5.0,55.0,at_open,30min_to_1hr,209.3,206.935,207.07,2.365000000000009,0.08342572062084289,206.935,True,10.0,7.935000000000002,0.03823267243248454,0.27990828462003636,0.25-0.50 ATR,first_30min,pre_ft_early,0.125,0.0006022790238261582,0.0044093932674863934,8.544999999999987,0.041171794068756117,0.3014261237653694
CRCL,2025-07-16 04:00:00+00:00,GAP_UP,0.0419480253734398,0.0419480253734398,2-5%,21.9875,203.68,195.48,40.42,BULLISH,239.69,201.61,233.115,0.176797,0.010163,1.6377,0.0941,315.0,0.0,LAST_HOUR,AT_OPEN,-0.144516,0,True,55.0,False,,2025-07-16,gapup_continuation_long,LONG,True,55.0,False,,212.475,29.435000000000002,0.1445159073055774,1.3387151790790222,True,True,315.0,0.0,after_4hr,at_open,208.83,201.61,207.83,7.219999999999999,0.32836839113132454,201.61,False,,0.0,0.0,0.0,no_violation,no_violation,no_violation,,,,,,
CRCL,2025-07-18 04:00:00+00:00,GAP_UP,0.0455068143100511,0.0455068143100511,2-5%,21.1275,245.485,234.8,-29.12,BEARISH,262.28,222.745,223.73,0.068416,0.092633,0.7949,1.0763,40.0,245.0,FIRST_HOUR,MID_SESSION,0.08862,1,True,5.0,True,35.0,2025-07-18,gapup_fade_short,SHORT,True,35.0,True,5.0,237.03400000000002,21.755000000000024,0.08862048597674002,1.0297006271447178,True,True,245.0,40.0,after_4hr,30min_to_1hr,247.27,241.8,242.5,5.469999999999999,0.25890427168382435,247.27,True,30.0,15.009999999999962,0.06114426543373307,0.7104484676369642,0.50+ ATR,first_30min,pre_ft,22.74000000000001,0.09263295109680839,1.0763223287184953,16.79499999999996,0.06841558547365402,0.7949355105904606
CRCL,2025-10-24 04:00:00+00:00,GAP_UP,0.028573629081947,0.028573629081947,2-5%,9.92642857142857,133.55,129.84,96.89,BEARISH,144.0,131.2,141.96,0.078248,0.017596,1.0527,0.2367,360.0,0.0,LAST_HOUR,AT_OPEN,-0.062973,0,False,,True,95.0,2025-10-24,gapup_fade_short,SHORT,True,95.0,False,,129.5794285714286,-8.409999999999997,-0.06297266941220514,-0.8472332158019714,False,False,0.0,360.0,at_open,after_4hr,133.775,131.2,131.805,2.575000000000017,0.259408505432829,133.775,True,15.0,10.224999999999994,0.07656308498689625,1.03007843419443,0.50+ ATR,first_30min,pre_ft,1.160000000000025,0.008685885436166416,0.11685975390372276,10.449999999999989,0.07824784724822155,1.052745196805065
CRCL,2025-10-27 04:00:00+00:00,GAP_UP,0.0336714567483798,0.0336714567483798,2-5%,9.628214285714282,146.74,141.96,-56.52,BEARISH,147.16,138.15,143.32,0.002862,0.058539,0.0436,0.8922,0.0,55.0,AT_OPEN,FIRST_HOUR,0.023307,1,True,0.0,False,,2025-10-27,gapup_fade_short,SHORT,False,,True,0.0,142.8887142857143,3.420000000000016,0.023306528553904974,0.35520605363700614,False,False,55.0,0.0,30min_to_1hr,at_open,147.16,142.5,142.72,4.659999999999997,0.48399421343521626,147.16,False,,0.0,0.0,0.0,no_violation,no_violation,no_violation,,,,,,
CRCL,2025-10-31 04:00:00+00:00,GAP_UP,0.023960880195599,0.023960880195599,2-5%,8.094999999999997,125.64,122.7,100.0,NEUTRAL,129.34,124.9,126.95,0.029449,0.00589,0.4571,0.0914,90.0,225.0,FIRST_2HR,MID_SESSION,-0.010427,0,False,,False,,2025-10-31,gapup_continuation_long,LONG,False,,False,,128.878,1.3100000000000023,0.010426615727475344,0.16182828906732585,False,False,90.0,225.0,1hr_to_2hr,2hr_to_4hr,125.95,125.01,125.95,0.9399999999999977,0.11612106238418753,125.01,True,205.0,0.10999999999999943,0.0008755173511620458,0.013588634959851695,0-0.10 ATR,2hr_to_4hr,pre_ft_late,1.7600000000000051,0.014008277618592845,0.21741815935762887,0.7399999999999949,0.00588984399872648,0.09141445336627488
CRCL,2025-11-10 05:00:00+00:00,GAP_UP,0.0501937984496123,0.0501937984496123,5-8%,8.286785714285712,108.38,103.2,100.0,NEUTRAL,110.5,102.665,104.9,0.019561,0.052731,0.2558,0.6897,0.0,130.0,AT_OPEN,MID_SESSION,0.032109,1,False,,False,,2025-11-10,gapup_continuation_long,LONG,False,,False,,111.69471428571428,-3.4799999999999898,-0.032109245248200684,-0.4199456966771527,False,False,0.0,130.0,at_open,2hr_to_4hr,110.5,107.09,109.25,3.4099999999999966,0.41149851312330277,107.09,True,15.0,4.424999999999997,0.04082856615611734,0.5339826746541394,0.50+ ATR,first_30min,pre_ft_early,0.0,0.0,0.0,5.714999999999989,0.05273113120501928,0.6896522001465317
CRCL,2026-02-25 05:00:00+00:00,GAP_UP,0.2016615083889883,0.2016615083889883,12%+,5.6275,73.77,61.39,100.0,MAX_BULLISH,83.28,71.2,83.28,0.128914,0.034838,1.6899,0.4567,385.0,40.0,LAST_HOUR,FIRST_HOUR,-0.128914,0,True,110.0,False,,2026-02-25,gapup_continuation_long,LONG,True,110.0,False,,76.021,9.510000000000005,0.12891419276128516,1.6899155930697476,True,True,385.0,40.0,last_30min,30min_to_1hr,76.0,72.66,75.29,3.3400000000000034,0.5935139937805426,72.66,True,15.0,1.4599999999999937,0.01979124305273138,0.2594402487783196,0.25-0.50 ATR,first_30min,pre_ft,9.510000000000005,0.12891419276128516,1.6899155930697476,2.569999999999993,0.034838010031177896,0.4566859173700565
CRCL,2026-03-04 05:00:00+00:00,GAP_UP,0.031212364512244,0.031212364512244,2-5%,7.494285714285714,102.75,99.64,-44.91,BULLISH,106.24,101.54,105.21,0.033966,0.011776,0.4657,0.1615,25.0,70.0,FIRST_30MIN,FIRST_2HR,-0.023942,0,True,20.0,False,,2026-03-04,gapup_continuation_long,LONG,True,20.0,False,,105.74771428571428,2.4599999999999937,0.023941605839415996,0.3282500953107121,False,False,25.0,70.0,first_30min,1hr_to_2hr,105.76,102.75,104.175,3.010000000000005,0.4016393442622958,102.75,True,55.0,1.2099999999999937,0.011776155717761496,0.1614563476934799,0.10-0.25 ATR,30min_to_1hr,30min_plus_after_ft,2.5049999999999955,0.024379562043795575,0.3342546702249327,1.2099999999999937,0.011776155717761496,0.1614563476934799
CRCL,2025-06-25,GAP_DN,-0.022484,0.022484,2-5%,33.6579,218.9,223.935,-79.79,NEUTRAL,227.27,198.06,198.81,0.038237,0.095203,0.2487,0.6192,0.0,150.0,AT_OPEN,MID_SESSION,-0.091777,0,False,,False,,2025-06-24,gapdown_continuation_short,SHORT,False,,False,,205.43684000000002,20.090000000000003,0.09177706715395159,0.5968881005648007,False,False,150.0,0.0,2hr_to_4hr,at_open,254.59,242.0,248.53,12.590000000000003,0.3740577992091011,254.59,True,10.0,10.409999999999997,0.04755596162631337,0.3092884582817109,0.25-0.50 ATR,first_30min,pre_ft_early,1.2800000000000011,0.005847418912745551,0.038029704764706095,46.099999999999994,0.21059844677935127,1.3696635856663666
CRCL,2025-07-02,GAP_DN,-0.033117,0.033117,2-5%,33.2932,186.27,192.65,89.61,MAX_BULLISH,188.815,176.775,178.05,0.013663,0.050974,0.0764,0.2852,0.0,255.0,AT_OPEN,MID_SESSION,-0.044129,0,False,,False,,2025-07-01,gapdown_bounce_long,LONG,False,,False,,199.58728000000002,-8.219999999999999,-0.04412948945079722,-0.24689726430622466,False,False,0.0,255.0,at_open,after_4hr,184.505,173.655,175.425,10.849999999999994,0.3258923744188001,173.655,True,10.0,2.094999999999999,0.011247114403822402,0.06292576261819227,0-0.10 ATR,first_30min,pre_ft_early,7.699999999999989,0.041337842916196854,0.23127845926495466,14.710000000000008,0.07897138562302039,0.44183196568668703
CRCL,2025-07-08,GAP_DN,-0.040375,0.040375,2-5%,31.535,199.295,207.68,12.3,NEUTRAL,209.35,196.18,204.56,0.050453,0.01563,0.3189,0.0988,30.0,10.0,FIRST_30MIN,FIRST_30MIN,0.026418,1,False,,False,,2025-07-07,gapdown_continuation_short,SHORT,False,,False,,186.68099999999998,-5.265000000000015,-0.026418123886700697,-0.16695734897732725,False,False,10.0,30.0,first_30min,first_30min,198.6,191.15,191.81,7.449999999999989,0.2362454415728552,198.6,True,25.0,9.830000000000013,0.04932386662987036,0.3117171396860635,0.25-0.50 ATR,first_30min,pre_ft_early,4.799999999999983,0.024084899269926408,0.15221182812747686,9.13500000000002,0.04583657392307895,0.28967813540510606
CRCL,2025-07-15,GAP_DN,-0.033731,0.033731,2-5%,20.9161,197.945,204.855,67.29,BULLISH,203.16,188.5,195.48,0.026346,0.047715,0.2493,0.4516,30.0,310.0,FIRST_30MIN,LAST_HOUR,-0.012453,0,False,,False,,2025-07-14,gapdown_bounce_long,LONG,False,,False,,206.31144,-2.4650000000000034,-0.012452954103412581,-0.11785179837541432,False,False,30.0,310.0,first_30min,after_4hr,189.285,186.36,188.415,2.924999999999983,0.1398444260641316,186.36,False,,0.0,0.0,0.0,no_violation,no_violation,no_violation,,,,,,
CRCL,2025-07-17,GAP_DN,-0.039058,0.039058,2-5%,21.6968,224.01,233.115,-100.0,NEUTRAL,244.15,220.2,234.8,0.089907,0.017008,0.9282,0.1756,215.0,0.0,MID_SESSION,AT_OPEN,0.048167,1,False,,False,,2025-07-16,gapdown_continuation_short,SHORT,False,,False,,215.33128,-10.79000000000002,-0.048167492522655335,-0.49730835883632707,False,False,0.0,215.0,at_open,2hr_to_4hr,208.83,201.61,207.83,7.219999999999999,0.3327679657829726,208.83,True,10.0,30.859999999999985,0.13776170706664875,1.4223295601194639,0.50+ ATR,first_30min,pre_ft_early,17.73999999999998,0.07919289317441178,0.8176320932119013,15.680000000000007,0.06999687513950273,0.7226872165480627
CRCL,2025-07-22,GAP_DN,-0.039081,0.039081,2-5%,21.4625,207.52,215.96,-100.0,NEUTRAL,211.97,193.0,198.4,0.021444,0.069969,0.2073,0.6765,0.0,200.0,AT_OPEN,MID_SESSION,-0.043948,0,False,,False,,2025-07-21,gapdown_continuation_short,SHORT,False,,False,,198.935,9.120000000000005,0.04394757131842716,0.4249271986022134,False,False,200.0,0.0,2hr_to_4hr,at_open,223.28,221.375,221.375,1.9050000000000011,0.08875946418171235,223.28,True,5.0,8.484999999999985,0.04088762528912868,0.3953407105416417,0.25-0.50 ATR,at_open,pre_ft_early,0.0,0.0,0.0,24.244999999999976,0.11683211256746326,1.1296447291787992
CRCL,2025-11-04,GAP_DN,-0.036647,0.036647,2-5%,8.1639,113.56,117.88,-35.63,BEARISH,117.0,108.99,111.15,0.030292,0.040243,0.4214,0.5598,50.0,305.0,FIRST_HOUR,LAST_HOUR,-0.021222,0,True,210.0,False,,2025-11-03,gapdown_continuation_short,SHORT,True,210.0,False,,110.29444000000001,2.4099999999999966,0.021222261359633645,0.29520204804076444,False,False,305.0,50.0,after_4hr,30min_to_1hr,125.29,123.82,124.105,1.470000000000013,0.1800610002572316,125.29,False,,0.0,0.0,0.0,no_violation,no_violation,no_violation,,,,,,
CRCL,2025-11-12,GAP_DN,-0.040587,0.040587,2-5%,8.6464,94.2,98.185,-100.0,NEUTRAL,95.36,87.105,87.37,0.012314,0.075318,0.1342,0.8206,0.0,145.0,AT_OPEN,MID_SESSION,-0.072505,0,False,,False,,2025-11-11,gapdown_continuation_short,SHORT,False,,False,,90.74144,6.829999999999998,0.07250530785562631,0.789924130273871,True,False,145.0,0.0,2hr_to_4hr,at_open,102.12,100.69,101.12,1.4300000000000068,0.16538675055514512,102.12,False,,0.0,0.0,0.0,no_violation,no_violation,no_violation,,,,,,
CRCL,2026-02-26,GAP_DN,-0.022274,0.022274,2-5%,5.9121,81.425,83.28,-2.38,BULLISH,90.58,81.425,87.25,0.112435,0.0,1.5485,0.0,110.0,0.0,FIRST_2HR,AT_OPEN,0.071538,1,True,0.0,False,,2026-02-25,gapdown_bounce_long,LONG,False,,True,0.0,83.78984,5.825000000000003,0.07153822536076147,0.985267502241167,True,False,110.0,0.0,1hr_to_2hr,at_open,76.0,72.66,75.29,3.3400000000000034,0.5649430828301286,72.66,True,15.0,1.4599999999999937,0.017930610991710085,0.2469511679437076,0.10-0.25 ATR,first_30min,pre_ft_early,1.855000000000004,0.022781700951796182,0.31376329899697303,10.224999999999994,0.12557568314399747,1.7295038987838491
CRCL,2026-02-27,GAP_DN,-0.041891,0.041891,2-5%,5.8218,83.595,87.25,-100.0,NEUTRAL,84.92,81.0,83.5,0.01585,0.031043,0.2276,0.4457,160.0,235.0,MID_SESSION,MID_SESSION,-0.001136,0,False,,False,,2026-02-26,gapdown_continuation_short,SHORT,False,,False,,81.26628,0.09499999999999886,0.0011364316047610366,0.016317977257892555,False,False,235.0,160.0,2hr_to_4hr,2hr_to_4hr,86.85,81.425,86.795,5.424999999999997,0.9318423855165064,86.85,True,5.0,3.730000000000004,0.04461989353430234,0.6406953175993686,0.50+ ATR,at_open,pre_ft_early,0.0,0.0,0.0,6.984999999999999,0.08355762904479933,1.1998007489092721
CRCL,2026-03-03,GAP_DN,-0.044798,0.044798,2-5%,7.2968,91.9,96.21,-13.08,NEUTRAL,104.2,91.195,99.64,0.133841,0.007671,1.6857,0.0966,265.0,5.0,MID_SESSION,AT_OPEN,0.084222,1,False,,False,,2026-03-02,gapdown_continuation_short,SHORT,False,,False,,88.98128,-7.739999999999995,-0.08422198041349287,-1.0607389540620538,False,False,5.0,265.0,at_open,after_4hr,86.545,80.46,86.37,6.085000000000008,0.8339272009648075,86.545,True,5.0,10.054999999999993,0.10941240478781275,1.3780013156452133,0.50+ ATR,at_open,pre_ft_early,5.690000000000012,0.06191512513601754,0.779793882249755,4.699999999999989,0.05114254624591935,0.6441179695208843
CRCL,2026-03-06,GAP_DN,-0.020278,0.020278,2-5%,7.755,103.635,105.78,-30.9,NEUTRAL,106.175,100.58,101.94,0.024509,0.029478,0.3275,0.3939,10.0,185.0,FIRST_30MIN,MID_SESSION,-0.016355,0,False,,False,,2026-03-05,gapdown_continuation_short,SHORT,False,,False,,100.533,1.6950000000000074,0.01635547836155746,0.21856866537717698,False,False,185.0,10.0,2hr_to_4hr,first_30min,108.71,105.93,108.22,2.779999999999987,0.35847840103159084,108.71,True,5.0,1.3700000000000045,0.013219472186037579,0.1766602192134113,0.10-0.25 ATR,at_open,pre_ft_early,0.10500000000000398,0.0010131712259372218,0.013539651837524692,6.444999999999993,0.06218941477300133,0.831076724693745
CRDO,2024-02-22 05:00:00+00:00,GAP_UP,0.0432407828857534,0.0432407828857534,2-5%,1.0810714285714282,22.92,21.97,100.0,NEUTRAL,23.59,22.7,23.25,0.029232,0.009599,0.6198,0.2035,310.0,75.0,LAST_HOUR,FIRST_2HR,-0.014398,0,False,,False,,2024-02-22,gapup_continuation_long,LONG,False,,False,,23.35242857142857,0.3299999999999983,0.014397905759162229,0.30525272547076165,False,False,310.0,75.0,after_4hr,1hr_to_2hr,23.085,22.92,22.93,0.16499999999999915,0.15262636273538083,22.92,True,20.0,0.22000000000000242,0.00959860383944164,0.20350181698051106,0.10-0.25 ATR,first_30min,pre_ft_early,0.6699999999999982,0.029232111692844596,0.6197555335315479,0.22000000000000242,0.00959860383944164,0.20350181698051106
CRDO,2024-02-28 05:00:00+00:00,GAP_UP,0.0833333333333333,0.0833333333333333,8-12%,1.0642857142857138,23.855,22.02,-52.5,BEARISH,23.855,22.055,22.19,0.0,0.075456,0.0,1.6913,0.0,310.0,AT_OPEN,LAST_HOUR,0.069797,1,True,0.0,False,,2024-02-28,gapup_fade_short,SHORT,False,,True,0.0,23.429285714285715,1.6649999999999991,0.06979668832529864,1.5644295302013422,True,True,310.0,0.0,after_4hr,at_open,23.855,22.295,22.74,1.5599999999999987,1.4657718120805363,23.855,False,,0.0,0.0,0.0,no_violation,no_violation,no_violation,,,,,,
CRDO,2024-03-18 04:00:00+00:00,GAP_UP,0.0223331581713083,0.0223331581713083,2-5%,1.2042857142857142,19.455,19.03,34.62,BULLISH,19.91,19.015,19.87,0.023387,0.022616,0.3778,0.3654,360.0,105.0,LAST_HOUR,FIRST_2HR,-0.021331,0,False,,False,,2024-03-18,gapup_continuation_long,LONG,False,,False,,19.936714285714285,0.4150000000000027,0.021331277306605126,0.34460260972716716,False,False,360.0,105.0,after_4hr,1hr_to_2hr,19.55,19.39,19.525,0.16000000000000014,0.13285883748517213,19.39,True,10.0,0.375,0.01927525057825752,0.31138790035587194,0.25-0.50 ATR,first_30min,pre_ft_early,0.45500000000000185,0.023387304034952552,0.37781731909845945,0.4399999999999977,0.02261629401182204,0.36536180308422117
CRDO,2024-03-21 04:00:00+00:00,GAP_UP,0.0289855072463768,0.0289855072463768,2-5%,1.108214285714286,21.3,20.7,100.0,NEUTRAL,22.55,21.3,21.61,0.058685,0.0,1.1279,0.0,210.0,0.0,MID_SESSION,AT_OPEN,-0.014554,0,False,,False,,2024-03-21,gapup_continuation_long,LONG,False,,False,,21.743285714285715,0.3099999999999987,0.014553990610328579,0.27972929423138776,False,False,210.0,0.0,2hr_to_4hr,at_open,21.3,21.3,21.3,0.0,0.0,21.3,False,,0.0,0.0,0.0,no_violation,no_violation,no_violation,,,,,,
CRDO,2024-06-25 04:00:00+00:00,GAP_UP,0.0736803519061582,0.0736803519061582,5-8%,1.4067857142857136,29.29,27.28,75.11,NEUTRAL,29.855,28.845,29.57,0.01929,0.015193,0.4016,0.3163,0.0,5.0,AT_OPEN,AT_OPEN,-0.00956,0,False,,False,,2024-06-25,gapup_continuation_long,LONG,False,,False,,29.852714285714285,0.28000000000000114,0.009559576647319944,0.19903528814419993,False,False,0.0,5.0,at_open,at_open,29.855,29.02,29.115,0.8350000000000009,0.5935516628585944,29.02,True,5.0,0.1750000000000007,0.005974735404574965,0.12439705509012496,0.10-0.25 ATR,at_open,pre_ft_early,0.40000000000000213,0.013656538067599937,0.284336125920286,0.4450000000000003,0.015192898600204858,0.31632394008631665
CRDO,2024-07-18 04:00:00+00:00,GAP_UP,0.0233744855967078,0.0233744855967078,2-5%,1.504285714285715,31.085,30.375,37.78,BEARISH,31.085,28.64,29.58,0.0,0.078655,0.0,1.6254,0.0,340.0,AT_OPEN,LAST_HOUR,0.048416,1,True,10.0,False,,2024-07-18,gapup_fade_short,SHORT,False,,True,10.0,30.483285714285714,1.5050000000000026,0.04841563455042633,1.0004748338081684,True,True,340.0,0.0,after_4hr,at_open,31.085,30.53,30.53,0.5549999999999997,0.3689458689458686,31.085,False,,0.0,0.0,0.0,no_violation,no_violation,no_violation,,,,,,
